name,_id,run_start_time,run_end_time,status,status_message,rebuild_existing_models.sample_value,attic+windows+lighting_package.run_measure,led_lighting_upgrade.run_measure,r60_attic_insulation_upgrade.run_measure,triple_pane_windows_upgrade.run_measure,res_stock_reporting.Existing Datapoint Name,standard_reports.Electricity Cooling kWh,standard_reports.Electricity Exterior Lighting kWh,standard_reports.Electricity Fans kWh,standard_reports.Electricity Heating kWh,standard_reports.Electricity Interior Equipment kWh,standard_reports.Electricity Interior Lighting kWh,standard_reports.Electricity Pumps kWh,standard_reports.Electricity Water Systems kWh,standard_reports.Natural Gas Heating therm,standard_reports.Natural Gas Interior Equipment therm,standard_reports.Natural Gas Water Systems therm,standard_reports.Other Fuel Heating MBtu,standard_reports.Other Fuel Interior Equipment MBtu,standard_reports.Other Fuel Water Systems MBtu,standard_reports.Total Site Electricity kWh,standard_reports.Total Site Energy MBtu,standard_reports.Total Site Natural Gas therm,standard_reports.Total Site Other Fuel MBtu
diag Autogenerated 2921,008e7757-e3f0-43f0-9904-a816aa480ea2,2016-07-26T04:56:08Z,2016-07-26T04:59:38Z,completed,completed normal,585.0,0.0,0.0,0.0,0.0,LHS Autogenerated 585,1396.6952777777778,349.0692391611111,492.9828852861111,0.0,6924.916666666667,1771.9230555555555,0.0,0.0,90.77872420996457,35.62067345219103,293.559150665697,0.0,0.0,0.0,10935.587124447222,79.30962694280949,419.9585483278526,0.0
diag Autogenerated 4877,0092f4d0-9161-4d6c-a344-1a7f6f9ed66a,2016-07-26T05:28:36Z,2016-07-26T05:31:08Z,completed,completed normal,976.0,1.0,0.0,0.0,0.0,LHS Autogenerated 976,0.0,240.28395185833335,72.71293910833332,0.0,8638.119444444445,1112.5308333333332,0.0,8188.747222222222,72.97451320771954,8.584688480811812,0.0,0.0,0.0,0.0,18252.39439096667,70.43567497454144,81.55920168853136,0.0
diag Autogenerated 3499,00934d7d-a5f1-415f-a272-567bd9d6a17c,2016-07-26T05:06:11Z,2016-07-26T05:08:36Z,completed,completed normal,700.0,0.0,0.0,1.0,0.0,LHS Autogenerated 700,1078.9433333333334,523.6038772972222,733.5484459777779,3746.7178015333334,5908.069444444444,2424.321388888889,0.0,3792.5325000000003,0.0,8.584688480811812,0.0,0.0,0.0,0.0,18207.736791475,62.9858455993084,8.584688480811812,0.0
diag Autogenerated 3182,009478f7-8ece-4443-b129-4aa497eb696f,2016-07-26T05:01:20Z,2016-07-26T05:04:11Z,completed,completed normal,637.0,1.0,0.0,0.0,0.0,LHS Autogenerated 637,0.0,160.1892357527778,0.0,1446.5618478777778,3993.147222222222,783.2705555555556,31.165332861111107,1750.4616666666668,0.0,7.086934320237392,0.0,0.0,0.0,0.0,8164.795860936111,28.56813331511454,7.086934320237392,0.0
diag Autogenerated 393,00cb0199-a561-448d-af4b-760587988bb0,2016-07-26T04:17:26Z,2016-07-26T04:19:40Z,completed,completed normal,79.0,0.0,1.0,0.0,0.0,LHS Autogenerated 79,1036.9244444444446,320.37862121111107,462.05130125555553,0.0,6159.455555555556,1382.046388888889,0.0,0.0,278.32010340713373,42.81602712104957,200.33223783852725,0.0,0.0,0.0,9360.856311355556,84.0874043783758,521.4683683667106,0.0
diag Autogenerated 3654,00d282e1-90e7-4357-99ad-e4d68053ef4f,2016-07-26T05:08:52Z,2016-07-26T05:11:52Z,completed,completed normal,731.0,0.0,0.0,1.0,0.0,LHS Autogenerated 731,0.0,185.90589200000002,0.0,6633.945792663889,5995.094444444444,943.6836111111112,0.0,3271.4080555555556,0.0,7.086934320237392,0.0,0.0,0.0,0.0,17030.037795775,58.81759440873002,7.086934320237392,0.0
diag Autogenerated 299,00d8705a-5fb2-455c-a2c9-69340de2fba5,2016-07-26T04:15:29Z,2016-07-26T04:17:56Z,completed,completed normal,60.0,0.0,0.0,1.0,0.0,LHS Autogenerated 60,0.0,349.06937650555557,115.18432358333335,0.0,4449.497222222222,1706.8280555555555,0.0,0.0,147.31443666421657,35.62067345219103,102.81780792042179,0.0,0.0,0.0,6620.578977866667,51.16564496947342,285.7529180368294,0.0
diag Autogenerated 1613,00de590a-1aa0-412d-a820-7290f9ca01a1,2016-07-26T04:35:25Z,2016-07-26T04:37:41Z,completed,completed normal,323.0,0.0,1.0,0.0,0.0,LHS Autogenerated 323,436.2947222222223,80.09461787777778,104.85792550833332,0.0,3404.507777777778,501.0280309777778,0.0,0.0,0.0,34.707394787741926,109.86356761318129,0.0,0.0,0.0,4526.78307436389,29.903121232268248,144.5709624009232,0.0
diag Autogenerated 4388,00dff50b-8d72-44a8-a322-0349361200f7,2016-07-26T05:20:38Z,2016-07-26T05:23:16Z,completed,completed normal,878.0,0.0,1.0,0.0,0.0,LHS Autogenerated 878,0.0,160.1892357527778,0.0,94.86830837777778,4726.013888888889,813.1430555555555,169.51998289166664,0.0,319.03604834201485,35.62067345219103,180.78859003182998,0.0,0.0,0.0,5963.734471466666,73.89363786161525,535.4453118260359,0.0
diag Autogenerated 2992,00ec93c0-419e-4313-8e00-7ebe473bfc38,2016-07-26T04:57:55Z,2016-07-26T05:01:14Z,completed,completed normal,599.0,1.0,0.0,0.0,0.0,LHS Autogenerated 599,0.0,160.18923575,95.61198046111112,0.0,5365.591666666667,813.1425,0.0,0.0,107.52979543051862,7.086934320237392,173.2158819328611,0.0,0.0,0.0,6434.535382877779,50.73880723811382,287.8326116836171,0.0
diag Autogenerated 1847,00f23db7-457d-48e1-8a4c-7d40c2804a4a,2016-07-26T04:38:23Z,2016-07-26T04:40:29Z,completed,completed normal,370.0,1.0,0.0,0.0,0.0,LHS Autogenerated 370,0.0,240.283914475,0.0,0.0,8136.283333333333,1112.5305555555556,0.0,0.0,0.0,41.90277689111408,339.96579338362955,0.0,0.0,0.0,9489.09780336389,70.56500270315519,381.8685702747436,0.0
diag Autogenerated 16,00f3e297-e1e8-4c4f-9603-0305c5f3ee10,2016-07-26T04:12:21Z,2016-07-26T04:15:20Z,completed,completed normal,4.0,0.0,0.0,0.0,0.0,LHS Autogenerated 4,0.0,185.90589200000002,0.0,0.0,6924.916666666667,943.6836111111112,0.0,0.0,0.0,35.62067345219103,0.0,0.0,0.0,0.0,8054.506169777778,31.045183181403733,35.62067345219103,0.0
diag Autogenerated 537,010ff6d2-c0dc-4f94-8a98-e4d9cd21ff74,2016-07-26T04:19:44Z,2016-07-26T04:22:00Z,completed,completed normal,108.0,1.0,0.0,0.0,0.0,LHS Autogenerated 108,0.0,160.18923574444443,0.0,0.0,5118.391666666667,813.1427777777777,0.0,0.0,0.0,7.086934320237392,163.00534191903301,0.0,0.0,0.0,6091.7236801888885,37.795051610610905,170.09227623927038,0.0
diag Autogenerated 3187,01212f61-c27d-4cd7-8a4c-2d582a8cfec1,2016-07-26T05:01:26Z,2016-07-26T05:03:47Z,completed,completed normal,638.0,1.0,0.0,0.0,0.0,LHS Autogenerated 638,0.0,320.37862121111107,0.0,0.0,6248.094444444444,1382.046388888889,0.0,4636.243888888889,0.0,9.497953212728374,0.0,0.0,0.0,0.0,12586.763343433333,43.89761455173037,9.497953212728374,0.0
diag Autogenerated 2074,012fb701-a567-4402-aab2-34ef60e9ccda,2016-07-26T04:42:30Z,2016-07-26T04:44:24Z,completed,completed normal,415.0,0.0,0.0,1.0,0.0,LHS Autogenerated 415,0.0,174.53457018333333,0.0,0.0,3824.8583333333336,1054.4294444444445,0.0,1828.655,0.0,6.1736695883208315,0.0,0.0,0.0,0.0,6882.477347961111,24.101354456870176,6.1736695883208315,0.0
diag Autogenerated 61,01315ca8-678d-4f80-908f-cc7b43f7e66f,2016-07-26T04:12:05Z,2016-07-26T04:14:47Z,completed,completed normal,13.0,0.0,0.0,0.0,0.0,LHS Autogenerated 13,0.0,185.90589200000002,246.9058358638889,0.0,3579.1944444444443,909.0155555555556,0.0,0.0,247.794104312847,35.62067345219103,116.82848798374926,0.0,0.0,0.0,4921.021727863889,56.815549690050304,400.2432657487873,0.0
diag Autogenerated 368,0142868d-da0e-4b9a-b795-3a4eda7f7db9,2016-07-26T04:17:22Z,2016-07-26T04:19:31Z,completed,completed normal,74.0,0.0,1.0,0.0,0.0,LHS Autogenerated 74,0.0,160.18923575,0.0,0.0,5118.391666666667,783.27,0.0,3227.337222222222,0.0,7.086934320237392,0.0,0.0,0.0,0.0,9289.18812463889,32.404718970061765,7.086934320237392,0.0
diag Autogenerated 2772,0145d1c0-c304-4eb5-9078-590fe7f75a32,2016-07-26T04:53:24Z,2016-07-26T04:57:07Z,completed,completed normal,555.0,1.0,0.0,0.0,0.0,LHS Autogenerated 555,587.3916666666667,80.09461787500001,167.3962168638889,107.66280571944445,6759.697222222222,483.8819252583333,0.0,6787.683333333333,0.0,6.1736695883208315,0.0,0.0,0.0,0.0,14973.80778793889,51.71011991851378,6.1736695883208315,0.0
diag Autogenerated 2401,015e9d47-416d-48b3-b955-26658972ec40,2016-07-26T04:47:21Z,2016-07-26T04:49:54Z,completed,completed normal,481.0,0.0,0.0,0.0,0.0,LHS Autogenerated 481,1208.6183333333333,523.6037213583334,397.2401894305556,0.0,8626.908333333335,2424.3216666666667,0.0,0.0,186.97123513891265,8.584688480811812,351.36111427602043,0.0,0.0,0.0,13180.692244122223,99.66609254919048,546.9170378957449,0.0
diag Autogenerated 4185,016c8e5f-2810-4eed-a9f0-7572ae9f5667,2016-07-26T05:18:05Z,2016-07-26T05:20:19Z,completed,completed normal,837.0,0.0,0.0,0.0,1.0,LHS Autogenerated 837,741.9938888888889,185.9058920027778,104.23772756666665,3186.6933329805556,3572.7916666666665,909.0158333333334,0.0,1736.1805555555554,0.0,35.62067345219103,0.0,0.0,0.0,0.0,10436.818896994444,39.173971621070294,35.62067345219103,0.0
diag Autogenerated 2501,017ab8b4-03eb-4edc-b592-a2648c2c11d5,2016-07-26T04:49:12Z,2016-07-26T04:51:11Z,completed,completed normal,501.0,0.0,0.0,0.0,0.0,LHS Autogenerated 501,1073.1875,278.8589081388889,579.0024207833334,9894.253534122221,5898.730555555556,1291.1358333333333,0.0,4004.946388888889,0.0,8.584688480811812,0.0,0.0,0.0,0.0,23020.11514082222,79.40636211947958,8.584688480811812,0.0
diag Autogenerated 2998,017b172a-9e07-40f1-8268-c01c0b1ec2b0,2016-07-26T04:57:55Z,2016-07-26T05:01:13Z,completed,completed normal,600.0,0.0,1.0,0.0,0.0,LHS Autogenerated 600,0.0,160.1892357472222,0.0,95.55685094444443,5393.563888888889,783.2702777777778,194.03957706944448,3470.6441666666665,446.6134080294165,7.086934320237392,0.0,0.0,0.0,0.0,10097.263997094446,79.82332910013518,453.7003423496539,0.0
diag Autogenerated 2006,017f7c60-ebe6-47ff-8a42-c35d71f4bf40,2016-07-26T04:40:35Z,2016-07-26T04:42:59Z,completed,completed normal,402.0,0.0,0.0,0.0,0.0,LHS Autogenerated 402,675.9852777777778,174.53457018333333,292.19647130000004,0.0,4426.636111111111,1091.7916666666667,0.0,0.0,179.18540225470932,34.707394787741926,167.85099059943641,0.0,0.0,0.0,6661.144097038889,60.903145861959594,381.74378764188765,0.0
diag Autogenerated 4819,01861112-5ec2-4345-9c0b-99523a035767,2016-07-26T05:28:09Z,2016-07-26T05:30:54Z,completed,completed normal,964.0,0.0,0.0,1.0,0.0,LHS Autogenerated 964,0.0,174.53457018055553,0.0,1984.0059113833331,7016.5,1091.791388888889,0.0,7239.588888888889,0.0,6.1736695883208315,0.0,0.0,0.0,0.0,17506.420759341665,60.351754078837054,6.1736695883208315,0.0
diag Autogenerated 1023,0194c8ae-0949-409d-890e-3a388cfb2097,2016-07-26T04:26:49Z,2016-07-26T04:29:11Z,completed,completed normal,205.0,0.0,1.0,0.0,0.0,LHS Autogenerated 205,0.0,240.28395185833335,0.0,177.17000000000002,9475.663888888888,1082.658611111111,0.0,0.0,0.0,8.584688480811812,327.51725810714646,0.0,0.0,0.0,10975.776451858335,71.06109844608693,336.10194658795825,0.0
diag Autogenerated 1871,0196a118-66a0-4942-b4a3-010554b3cf43,2016-07-26T04:38:35Z,2016-07-26T04:41:11Z,completed,completed normal,375.0,0.0,0.0,0.0,0.0,LHS Autogenerated 375,0.0,349.0692391611111,0.0,0.0,5126.397222222222,1706.8280555555555,0.0,3711.678611111111,0.0,7.086934320237392,0.0,0.0,0.0,0.0,10893.97312805,37.88047269242018,7.086934320237392,0.0
diag Autogenerated 3880,01a3ecc7-c106-4395-8ffe-47c2207e57e0,2016-07-26T05:12:33Z,2016-07-26T05:15:43Z,completed,completed normal,776.0,0.0,0.0,0.0,1.0,LHS Autogenerated 776,0.0,349.0691133888888,42.477513727777776,0.0,5557.7,1771.9230555555555,0.0,0.0,43.84184217653916,7.086934320237392,159.6425815578734,0.0,0.0,0.0,7721.169682672223,47.402860336156145,210.57135805464995,0.0
diag Autogenerated 4292,01b5b696-73b6-47ab-8fa3-d30b83ec0083,2016-07-26T05:20:16Z,2016-07-26T05:22:42Z,completed,completed normal,859.0,1.0,0.0,0.0,0.0,LHS Autogenerated 859,592.9705555555555,240.2837920555555,237.75995152222222,952.741591575,6178.563888888889,1112.5305555555556,0.0,3592.4027777777783,0.0,8.584688480811812,0.0,0.0,0.0,0.0,12907.253112930557,44.89984456403176,8.584688480811812,0.0
diag Autogenerated 2109,01bf2657-a2e5-477a-88f0-0cc99f6c1b21,2016-07-26T04:42:42Z,2016-07-26T04:45:21Z,completed,completed normal,422.0,0.0,0.0,1.0,0.0,LHS Autogenerated 422,1544.8225,371.81199395833335,0.0,7107.920860791666,6206.116666666667,1653.3569444444445,0.0,3925.423888888889,0.0,9.497953212728374,0.0,0.0,0.0,0.0,20809.45285475,71.95459576957842,9.497953212728374,0.0
diag Autogenerated 4783,01c2113e-1195-4f04-80be-c70c7f4f153c,2016-07-26T05:28:01Z,2016-07-26T05:29:44Z,completed,completed normal,957.0,0.0,1.0,0.0,0.0,LHS Autogenerated 957,0.0,240.28395185833335,0.0,0.0,4566.563888888889,1112.5308333333332,0.0,0.0,0.0,8.584688480811812,133.32878979883253,0.0,0.0,0.0,5919.378674080556,34.38910624404437,141.91347827964432,0.0
diag Autogenerated 4786,01c85363-8f5f-42ec-b379-9812856e492e,2016-07-26T05:28:02Z,2016-07-26T05:30:34Z,completed,completed normal,958.0,0.0,0.0,0.0,0.0,LHS Autogenerated 958,0.0,523.6037213583334,0.0,5778.587132088889,6145.930555555556,2424.3216666666667,122.42795747777781,3879.1936111111113,0.0,8.584688480811812,0.0,0.0,0.0,0.0,18874.064644258335,65.25945060710316,8.584688480811812,0.0
diag Autogenerated 1390,01cd49e8-eb2e-4bed-88bf-f134f105a5dc,2016-07-26T04:31:39Z,2016-07-26T04:34:12Z,completed,completed normal,278.0,0.0,0.0,0.0,1.0,LHS Autogenerated 278,243.97861111111112,92.95294600277776,49.19540236944444,943.8399978638889,3824.8583333333336,561.5639967416668,0.0,1778.723888888889,0.0,6.1736695883208315,0.0,0.0,0.0,0.0,7495.113176311111,26.191754672729033,6.1736695883208315,0.0
diag Autogenerated 15,01e05b10-f238-4697-8f83-bf868fc1d2bf,2016-07-26T04:12:21Z,2016-07-26T04:15:33Z,completed,completed normal,3.0,0.0,0.0,0.0,1.0,LHS Autogenerated 3,1198.4291666666668,523.6032018583334,214.25833333333335,0.0,4057.2944444444447,2424.3191666666667,0.0,2236.2605555555556,0.0,41.90277689111408,0.0,0.0,0.0,0.0,10654.164868525,40.54379720321465,41.90277689111408,0.0
diag Autogenerated 1580,01e84dc6-c914-48f5-86b7-44957b4f7d0a,2016-07-26T04:34:17Z,2016-07-26T04:37:41Z,completed,completed normal,316.0,0.0,0.0,0.0,1.0,LHS Autogenerated 316,0.0,523.603882111111,0.0,0.0,8136.283333333333,2424.3208333333337,0.0,0.0,0.0,41.90277689111408,357.6151907626958,0.0,0.0,0.0,11084.208048777778,77.7726845188675,399.51796765380993,0.0
diag Autogenerated 4128,01fab2d7-8d05-4db9-9d45-8fe044d8f848,2016-07-26T05:16:59Z,2016-07-26T05:20:11Z,completed,completed normal,826.0,0.0,1.0,0.0,0.0,LHS Autogenerated 826,0.0,240.283914475,0.0,0.0,6145.930555555556,1082.6583333333333,0.0,3880.0619444444446,0.0,8.584688480811812,0.0,0.0,0.0,0.0,11348.934747808335,39.582641592730354,8.584688480811812,0.0
diag Autogenerated 4789,02032832-0fc4-4cdb-9c41-0f83b89e02af,2016-07-26T05:28:06Z,2016-07-26T05:29:58Z,completed,completed normal,958.0,0.0,0.0,1.0,0.0,LHS Autogenerated 958,0.0,523.6037213583334,0.0,5459.591935527778,6145.930555555556,2424.3216666666667,116.51388071944444,3909.7336111111113,0.0,8.584688480811812,0.0,0.0,0.0,0.0,18579.69537093889,64.25502095409627,8.584688480811812,0.0
diag Autogenerated 3082,020bbc4a-53e5-41f3-aabd-7d7782287bc4,2016-07-26T04:59:44Z,2016-07-26T05:02:35Z,completed,completed normal,617.0,1.0,0.0,0.0,0.0,LHS Autogenerated 617,0.0,160.1892357527778,0.0,2372.04179775,4173.175,813.1430555555555,0.0,3534.1,0.0,43.79552028952376,0.0,0.0,0.0,0.0,11052.649089058334,42.09275614208194,43.79552028952376,0.0
diag Autogenerated 3409,02120ef3-fae1-48b3-8956-9804d948d4c9,2016-07-26T05:05:07Z,2016-07-26T05:08:21Z,completed,completed normal,682.0,0.0,0.0,1.0,0.0,LHS Autogenerated 682,569.2094444444446,698.1383333333334,565.8428173722222,0.0,6248.094444444444,3104.4516666666664,0.0,0.0,311.93221589429373,9.497953212728374,199.15542810194626,0.0,0.0,0.0,11185.736706261112,90.22587763353779,520.5855972089684,0.0
diag Autogenerated 1703,0218b13f-9670-40aa-a810-2f3c806884e9,2016-07-26T04:36:14Z,2016-07-26T04:38:25Z,completed,completed normal,341.0,0.0,1.0,0.0,0.0,LHS Autogenerated 341,0.0,240.28385180555554,477.61868754444447,0.0,5898.730555555556,1082.6583333333333,0.0,4034.096666666667,509.87907290795727,8.584688480811812,0.0,0.0,0.0,0.0,11733.388094905556,91.8823581551519,518.4637613887691,0.0
diag Autogenerated 3550,0225df81-7043-4512-9643-8f96fe2dcd80,2016-07-26T05:07:31Z,2016-07-26T05:09:24Z,completed,completed normal,710.0,0.0,0.0,0.0,1.0,LHS Autogenerated 710,0.0,174.53457018055553,0.0,1793.7533941972224,3847.241666666667,1054.43,0.0,1822.881111111111,0.0,6.1736695883208315,0.0,0.0,0.0,0.0,8692.840742155557,30.278570765291853,6.1736695883208315,0.0
diag Autogenerated 2758,0233ea28-a151-4926-8498-5313d903442c,2016-07-26T04:53:19Z,2016-07-26T04:57:12Z,completed,completed normal,552.0,0.0,1.0,0.0,0.0,LHS Autogenerated 552,0.0,160.18923574444443,0.0,5509.537156511111,5154.3694444444445,813.1427777777777,0.0,0.0,0.0,7.086934320237392,174.3171411667819,0.0,0.0,0.0,11637.238614477776,57.84831391980568,181.4040754870193,0.0
diag Autogenerated 4226,023625c1-2b9f-4010-b0e0-c68e537c7fc4,2016-07-26T05:18:22Z,2016-07-26T05:20:21Z,completed,completed normal,846.0,0.0,0.0,0.0,0.0,LHS Autogenerated 846,730.7144444444446,174.53457018333333,0.0,0.0,4811.008333333333,1054.4294444444445,0.0,3293.410277777778,0.0,6.1736695883208315,0.0,0.0,0.0,0.0,10064.097070183336,34.95749157184558,6.1736695883208315,0.0
diag Autogenerated 1462,023e0174-438b-4419-a940-046a5b57d694,2016-07-26T04:33:21Z,2016-07-26T04:35:29Z,completed,completed normal,293.0,1.0,0.0,0.0,0.0,LHS Autogenerated 293,0.0,80.09461787500001,0.0,0.0,5250.313888888889,501.0276535,0.0,0.0,0.0,6.1736695883208315,0.0,0.0,0.0,0.0,5831.436160263889,20.515053062196245,6.1736695883208315,0.0
diag Autogenerated 1073,02445dc0-04e0-4a94-9734-442f54d7a343,2016-07-26T04:26:52Z,2016-07-26T04:29:05Z,completed,completed normal,215.0,0.0,1.0,0.0,0.0,LHS Autogenerated 215,1036.6563888888888,160.1892357472222,487.98020844444443,9276.398432102776,5529.719444444444,783.2702777777778,0.0,3364.6669444444447,0.0,7.086934320237392,0.0,0.0,0.0,0.0,20638.880931850003,71.13147832075954,7.086934320237392,0.0
