Dependency=Location Heating Region	Dependency=Heating Fuel	thm_nrm	Count	Weight	thm_nrm_per_home	thm_nrm_total
H1	Electricity	2894.48503045	97	253859.77	29.8400518603	7575188.70205
H1	Natural Gas	79200.6430355	112	392308.49	707.148598531	277420398.895
H2	Electricity	0.0	15	31214.78	0.0	0.0
H2	Natural Gas	16247.2914647	24	106247.17	676.970477696	71926197.4287
H3	Electricity	0.0	1	2130.88	0.0	0.0
H3	Natural Gas	12689.565401	17	26458.44	746.445023588	19749770.8699
