CO,AZ
0.182637376,0.071169943
0.19319181,0.185154506
0.76816351,0.361824618
0.85263534,0.692699414
0.096446912,0.32092461
0.519426523,0.575271319
0.974293417,0.729752258
0.940287927,0.247699371
0.330900778,0.867726029
0.350985287,0.965495175
0.644493574,0.862407364
0.4359715,0.837250732
0.009285861,0.539242582
0.826284991,0.039350183
0.053503162,0.312328129
0.972964737,0.209545204
0.420446852,0.825829945
0.667675986,0.899047493
0.246801987,0.406903578
0.493366431,0.074811875
0.295922029,0.957366701
0.207747938,0.05819425
0.46379516,0.680723312
0.563178693,0.499882779
0.751064899,0.546249335
0.251575021,0.090457865
0.947675956,0.673675356
0.080935906,0.363364695
0.556185448,0.020937856
0.792753735,0.254849476
0.584950901,0.925501688
0.905590457,0.591038308
0.962969027,0.014341062
0.904166419,0.255449021
0.360904706,0.916280501
0.260823536,0.358761536
0.26677231,0.747242945
0.648818595,0.85447589
0.525240014,0.108418556
0.070365858,0.134578357
0.710274796,0.988698522
0.941656102,0.585894328
0.093982636,0.742209052
0.575510512,0.545944676
0.939714938,0.379657935
0.506385006,0.207317883
0.303935042,0.961360046
0.729488985,0.098995051
0.570088072,0.970690816
0.680383288,0.666548543
0.329685867,0.810972008
0.263959532,0.179543691
0.924207391,0.11532627
0.607332374,0.586053715
0.795087808,0.785654068
0.80495797,0.702977316
0.922060833,0.506041204
0.394151495,0.070545948
0.417276825,0.683957169
0.143101187,0.756438991
0.843841656,0.278545428
0.151359078,0.654531609
0.672405744,0.379707093
0.230052716,0.441969483
0.939374549,0.090771387
0.207228392,0.620925901
0.8621086,0.497520257
0.60283594,0.707241455
0.063862165,0.091555907
0.695836583,0.245806191
0.500325972,0.949485393
0.218444543,0.445253685
0.788778232,0.659205894
0.675542464,0.565638831
0.239941473,0.938407541
0.817884954,0.187991122
0.208100825,0.642272233
0.938452076,0.30982646
0.30568539,0.082381219
0.51084809,0.443358767
0.745951983,0.279430268
0.407867386,0.833050851
0.951079971,0.608197067
0.656791686,0.299810157
0.029091387,0.561471566
0.550913582,0.029799829
0.174566539,0.792177422
0.688427513,0.938925573
0.926118918,0.223267195
0.433381708,0.9937696
0.456622932,0.192368745
0.298942019,0.960604667
0.323922878,0.997432241
0.392270201,0.937499905
0.10947917,0.83381452
0.342237804,0.473082011
0.295187029,0.937745598
0.356243509,0.376102578
0.547664432,0.155003491
0.788483819,0.043886164
0.411219536,0.724437438
0.457299138,0.994524388
0.887489371,0.375471108
0.51112598,0.562352709
0.68585544,0.533177419
0.901548662,0.076253832
0.381893477,0.056214269
0.257911269,0.329541965
0.803223307,0.848465044
0.095736542,0.57988932
0.686223835,0.020419683
0.406840392,0.006351936
0.560507072,0.79826249
0.628839093,0.092274805
0.990273713,0.146808043
0.530677629,0.566968419
0.097737198,0.366480106
0.709925141,0.884473434
0.260862963,0.040472931
0.778392072,0.375710492
0.607513421,0.273576422
0.372604133,0.787269373
0.149888142,0.119367192
0.128802374,0.142703543
0.024966529,0.105307894
0.615448161,0.273021341
0.361875687,0.829488866
0.132513179,0.828944025
0.084350758,0.165285502
0.186700384,0.03030164
0.777604188,0.00302006
0.143540929,0.274610454
0.323887765,0.611801932
0.564205234,0.802610971
0.671528728,0.0395929
0.707908459,0.895468599
0.997340728,0.112503225
0.688208181,0.06048488
0.173850039,0.471257638
0.280799345,0.794931523
0.185516551,0.243003297
0.256033787,0.50936088
0.439059032,0.941745759
0.306877159,0.539452177
0.063835084,0.343431084
0.049439776,0.584904823
0.906201386,0.123913918
0.047720252,0.46325247
0.175950195,0.189936167
0.221225993,0.893604296
0.0143317,0.515363787
0.184215253,0.643092771
0.260864663,0.978602563
0.532414492,0.623771484
0.847514083,0.499689457
0.736722116,0.935890295
0.988843476,0.093154017
0.507471917,0.382770916
0.010225811,0.52791518
0.277465881,0.942994766
0.262187111,0.691781928
0.98164874,0.821375866
0.039110276,0.2127845
0.943290765,0.775554763
0.098596357,0.833861108
0.506062028,0.975943214
0.115254895,0.252376636
0.482659022,0.891629903
0.106600445,0.589880768
0.982529638,0.981380031
0.060835357,0.898498779
0.608395657,0.82957492
0.531068795,0.369923723
0.606148143,0.766077434
0.092294427,0.518794016
0.527610506,0.044993631
0.161664548,0.503843304
0.914432752,0.854819748
0.572602041,0.346741467
0.353148934,0.391631658
0.687184024,0.513009179
0.210796396,0.150914621
0.046779933,0.850801274
0.785831172,0.382468359
0.92011662,0.340336271
0.924841493,0.227350953
0.631919382,0.795856685
0.490153739,0.989293204
0.191805223,0.971506363
0.557921115,0.413297179
0.373512613,0.005370067
0.010941025,0.935991399
0.181463367,0.757018709
0.176951084,0.657141718
0.415776385,0.41427553
0.73073362,0.308568147
0.176848461,0.47276452
0.716226093,0.331187812
0.629897471,0.009094287
0.029401686,0.851469254
0.646837041,0.980723822
0.879008894,0.991420139
0.882879046,0.944082898
0.429299358,0.159622167
0.812948436,0.730265482
0.06122204,0.263409644
0.452410611,0.093801896
0.784178668,0.589188253
0.402807892,0.027498452
0.161668435,0.864124707
0.938893022,0.041502058
0.080217625,0.680526244
0.349423276,0.168687614
0.180539448,0.69578303
0.346265877,0.898409426
0.954745897,0.521081089
0.013136301,0.305753222
0.747238259,0.579178049
0.852772538,0.382806599
0.306504107,0.28586862
0.61508713,0.774527999
0.269444715,0.590564744
