Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
AL, 00100	0.013627	0.016641	0.005110	0.036164	0.070231	0.009041	0.268848	0.014365	0.565974	0.000000	0.000000
AL, 00200	0.059167	0.092724	0.000000	0.000000	0.103763	0.023402	0.165804	0.014522	0.540619	0.000000	0.000000
AL, 00301	0.172683	0.000000	0.063557	0.013671	0.088980	0.040533	0.091830	0.026500	0.502246	0.000000	0.000000
AL, 00302	0.079782	0.000000	0.043241	0.016444	0.098053	0.141903	0.091830	0.015422	0.513324	0.000000	0.000000
AL, 00400	0.000000	0.000000	0.003601	0.001939	0.012464	0.000000	0.569899	0.012423	0.399675	0.000000	0.000000
AL, 00500	0.013265	0.000000	0.030951	0.030951	0.044216	0.000000	0.238335	0.005023	0.637258	0.000000	0.000000
AL, 00600	0.000000	0.000000	0.000000	0.033289	0.126149	0.000000	0.170320	0.000000	0.670241	0.000000	0.000000
AL, 00700	0.000000	0.000000	0.003692	0.008026	0.000000	0.000321	0.448046	0.000000	0.539915	0.000000	0.000000
AL, 00800	0.035230	0.000000	0.027009	0.032881	0.069872	0.000000	0.461250	0.007257	0.366500	0.000000	0.000000
AL, 00900	0.000000	0.038568	0.039774	0.000000	0.026516	0.000000	0.356321	0.000000	0.538821	0.000000	0.000000
AL, 01000	0.000000	0.021151	0.000000	0.008332	0.021365	0.008332	0.616583	0.003700	0.320536	0.000000	0.000000
AL, 01100	0.000000	0.013176	0.000000	0.000000	0.053255	0.008235	0.592642	0.036172	0.296519	0.000000	0.000000
AL, 01200	0.048115	0.023546	0.066286	0.000000	0.046067	0.093670	0.155671	0.038716	0.527929	0.000000	0.000000
AL, 01301	0.058227	0.020503	0.000000	0.019682	0.144338	0.027063	0.066360	0.000000	0.663827	0.000000	0.000000
AL, 01302	0.015197	0.000000	0.042436	0.012903	0.084585	0.114692	0.066360	0.136980	0.526847	0.000000	0.000000
AL, 01303	0.058670	0.000000	0.017737	0.024218	0.037521	0.131666	0.066360	0.041272	0.622555	0.000000	0.000000
AL, 01304	0.013850	0.000000	0.063093	0.074378	0.075917	0.042575	0.066360	0.000000	0.663827	0.000000	0.000000
AL, 01305	0.012826	0.053138	0.065506	0.012826	0.078333	0.047183	0.066360	0.002426	0.661402	0.000000	0.000000
AL, 01400	0.006591	0.000000	0.008945	0.030603	0.000000	0.000942	0.719238	0.000000	0.233681	0.000000	0.000000
AL, 01500	0.000000	0.000000	0.000000	0.000000	0.132746	0.111507	0.290488	0.000000	0.465259	0.000000	0.000000
AL, 01600	0.043067	0.008885	0.045778	0.035689	0.060987	0.062945	0.234244	0.032906	0.475498	0.000000	0.000000
AL, 01700	0.003277	0.003714	0.014417	0.003714	0.004369	0.007864	0.838832	0.000000	0.123814	0.000000	0.000000
AL, 01800	0.003269	0.007628	0.000000	0.000000	0.036234	0.027244	0.539236	0.028091	0.358298	0.000000	0.000000
AL, 01900	0.074477	0.058742	0.046854	0.034266	0.050700	0.030945	0.288355	0.013430	0.402230	0.000000	0.000000
AL, 02000	0.063114	0.035168	0.013502	0.048984	0.036424	0.040192	0.131290	0.024263	0.607062	0.000000	0.000000
AL, 02100	0.007561	0.006495	0.015511	0.020164	0.027531	0.002133	0.340160	0.000000	0.580444	0.000000	0.000000
AL, 02200	0.000000	0.005953	0.000000	0.005953	0.034760	0.002689	0.716103	0.000000	0.234541	0.000000	0.000000
AL, 02300	0.000000	0.014030	0.012184	0.023998	0.031752	0.000000	0.417501	0.019880	0.480656	0.000000	0.000000
AL, 02400	0.045715	0.016062	0.036757	0.018224	0.127878	0.006487	0.354363	0.002841	0.391674	0.000000	0.000000
AL, 02500	0.022948	0.007545	0.080476	0.051555	0.029550	0.025778	0.379502	0.007149	0.395498	0.000000	0.000000
AL, 02600	0.034286	0.002328	0.048043	0.017566	0.037884	0.030688	0.250857	0.014170	0.564177	0.000000	0.000000
AL, 02701	0.047660	0.047660	0.039075	0.002960	0.015985	0.019242	0.232924	0.285545	0.308950	0.000000	0.000000
AL, 02702	0.048689	0.006588	0.052546	0.005624	0.043547	0.015587	0.232924	0.000000	0.594494	0.000000	0.000000
AL, 02703	0.031183	0.000000	0.000000	0.019086	0.045968	0.076345	0.232924	0.000000	0.594494	0.000000	0.000000
AR, 00100	0.069993	0.030510	0.049533	0.015075	0.097631	0.017588	0.085448	0.048622	0.585601	0.000000	0.000000
AR, 00200	0.108326	0.015257	0.090017	0.042415	0.040889	0.117785	0.092611	0.013390	0.479310	0.000000	0.000000
AR, 00300	0.000000	0.034661	0.009163	0.022310	0.000000	0.008765	0.385903	0.024041	0.515157	0.000000	0.000000
AR, 00400	0.002461	0.012832	0.004395	0.019688	0.008262	0.002461	0.503483	0.000000	0.446418	0.000000	0.000000
AR, 00500	0.057405	0.052808	0.005942	0.159434	0.031618	0.009754	0.177355	0.008643	0.497040	0.000000	0.000000
AR, 00600	0.000000	0.032006	0.000000	0.035103	0.171386	0.052655	0.344751	0.000000	0.364100	0.000000	0.000000
AR, 00700	0.000000	0.038749	0.000000	0.058123	0.000000	0.000000	0.568486	0.000000	0.334642	0.000000	0.000000
AR, 00800	0.128614	0.054875	0.000000	0.070309	0.032582	0.036012	0.612255	0.001135	0.064217	0.000000	0.000000
AR, 00900	0.225226	0.038720	0.083725	0.039328	0.064263	0.014191	0.130069	0.010251	0.394227	0.000000	0.000000
AR, 01000	0.099111	0.033037	0.072314	0.007342	0.046252	0.207398	0.130069	0.013347	0.391132	0.000000	0.000000
AR, 01100	0.135862	0.022015	0.041042	0.028462	0.071705	0.009278	0.249622	0.009599	0.432416	0.000000	0.000000
AR, 01200	0.099686	0.028881	0.011180	0.014440	0.058693	0.000000	0.272682	0.000000	0.514438	0.000000	0.000000
AR, 01300	0.117178	0.092885	0.000000	0.058589	0.000000	0.000000	0.330852	0.000000	0.400497	0.000000	0.000000
AR, 01400	0.027154	0.156483	0.000000	0.061673	0.098492	0.028075	0.125816	0.014312	0.487996	0.000000	0.000000
AR, 01500	0.019265	0.007539	0.010052	0.002513	0.015915	0.000000	0.492660	0.013640	0.438417	0.000000	0.000000
AR, 01600	0.057564	0.009477	0.014040	0.016146	0.020709	0.018954	0.345319	0.000000	0.517791	0.000000	0.000000
AR, 01700	0.022883	0.004311	0.005859	0.002874	0.009617	0.000000	0.631083	0.000000	0.323372	0.000000	0.000000
AR, 01800	0.028090	0.024409	0.000000	0.000000	0.003100	0.000000	0.682542	0.000000	0.261861	0.000000	0.000000
AR, 01900	0.000000	0.000000	0.017396	0.033753	0.000000	0.000000	0.673130	0.000000	0.275722	0.000000	0.000000
