Dependency=PUMA	Dependency=Geometry Building Type ACS	Option=<1940	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	Option=2020s	Option=2030s	Option=2040s	Option=2050s	sample_count	sample_weight
AL, 00100	10 to 19 Unit	 0.000000	0.011631	0.016284	 0.080571	 0.362177	 0.157829	 0.163926	0.046599	 0.115463	 0.045521	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00100	2 Unit	 0.032419	0.028828	0.072893	 0.198309	 0.222128	 0.061879	 0.115603	0.128732	 0.099846	 0.039364	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00100	20 to 49 Unit	 0.018623	0.000000	0.077567	 0.183011	 0.140252	 0.131819	 0.251788	0.064942	 0.094674	 0.037325	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00100	3 or 4 Unit	 0.031635	0.012887	0.114813	 0.072882	 0.164675	 0.170915	 0.155905	0.061122	 0.154323	 0.060841	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00100	5 to 9 Unit	 0.006502	0.001671	0.017759	 0.013208	 0.206554	 0.109753	 0.222669	0.123812	 0.213787	 0.084285	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00100	50 or more Unit	 0.070459	0.041339	0.060583	 0.067108	 0.368136	 0.053961	 0.158563	0.048952	 0.093885	 0.037014	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00100	Mobile Home	 0.002029	0.005577	0.005577	 0.053197	 0.053197	 0.331915	 0.331915	0.077107	 0.052742	 0.086746	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00100	Single-Family Attached	 0.000000	0.089358	0.035202	 0.082630	 0.249648	 0.182482	 0.125130	0.020594	 0.095533	 0.119423	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00100	Single-Family Detached	 0.061156	0.043414	0.106967	 0.157668	 0.200736	 0.104035	 0.126456	0.113871	 0.038087	 0.047611	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	10 to 19 Unit	 0.007656	0.000000	0.000000	 0.077876	 0.119362	 0.256502	 0.183800	0.119808	 0.150502	 0.084495	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	2 Unit	 0.009257	0.081198	0.050749	 0.104725	 0.150487	 0.042473	 0.084946	0.030859	 0.285192	 0.160114	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	20 to 49 Unit	 0.032582	0.000000	0.000000	 0.092927	 0.371709	 0.236413	 0.052150	0.214219	 0.000000	 0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	3 or 4 Unit	 0.012125	0.000000	0.108773	 0.044955	 0.322756	 0.298861	 0.078920	0.133610	 0.000000	 0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	5 to 9 Unit	 0.005358	0.000000	0.000000	 0.035659	 0.085582	 0.120641	 0.295600	0.168705	 0.184738	 0.103717	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	50 or more Unit	 0.027161	0.000000	0.000000	 0.080048	 0.294372	 0.055066	 0.150708	0.062879	 0.211195	 0.118570	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	Mobile Home	 0.002071	0.001840	0.001840	 0.059497	 0.059497	 0.317784	 0.317784	0.090120	 0.043151	 0.106415	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	Single-Family Attached	 0.000000	0.000000	0.023676	 0.088419	 0.058447	 0.048239	 0.042564	0.299784	 0.258376	 0.180495	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	Single-Family Detached	 0.019675	0.027343	0.055267	 0.090441	 0.123193	 0.096744	 0.165813	0.187543	 0.137751	 0.096229	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00301	10 to 19 Unit	 0.007095	0.003809	0.017411	 0.051821	 0.109668	 0.172695	 0.197685	0.117187	 0.211554	 0.111074	0.000000	0.000000	0.000000	0.000000	0.000000
