Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC
2A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
2A	Multi-Family with 5+ Units	Non-Ducted Heating	2020s	1.000000	0.000000	0.000000	0.000000
2A	Multi-Family with 5+ Units	None	2020s	1.000000	0.000000	0.000000	0.000000
2A	Single-Family Attached	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
2A	Single-Family Attached	Ducted Heating	2020s	0.987648	0.000000	0.002691	0.009661
2A	Single-Family Attached	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
2A	Single-Family Attached	Non-Ducted Heating	2020s	0.613748	0.000000	0.050334	0.335917
2A	Single-Family Attached	None	2020s	0.613748	0.000000	0.050334	0.335917
2A	Single-Family Detached	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
2A	Single-Family Detached	Ducted Heating	2020s	0.987648	0.000000	0.002691	0.009661
2A	Single-Family Detached	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
2A	Single-Family Detached	Non-Ducted Heating	2020s	0.613748	0.000000	0.050334	0.335917
2A	Single-Family Detached	None	2020s	0.613748	0.000000	0.050334	0.335917
2B	Mobile Home	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
2B	Mobile Home	Ducted Heating	2020s	0.000000	0.000000	0.000000	1.000000
2B	Mobile Home	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
2B	Mobile Home	Non-Ducted Heating	2020s	0.500000	0.000000	0.000000	0.500000
2B	Mobile Home	None	2020s	0.500000	0.000000	0.000000	0.500000
2B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Ducted Heating	2020s	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2020s	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	None	2020s	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Ducted Heating	2020s	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Non-Ducted Heating	2020s	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	None	2020s	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Attached	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Attached	Ducted Heating	2020s	0.965055	0.000000	0.026881	0.008064
2B	Single-Family Attached	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Attached	Non-Ducted Heating	2020s	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Attached	None	2020s	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Detached	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Detached	Ducted Heating	2020s	0.965055	0.000000	0.026881	0.008064
2B	Single-Family Detached	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Detached	Non-Ducted Heating	2020s	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Detached	None	2020s	1.000000	0.000000	0.000000	0.000000
3A	Mobile Home	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3A	Mobile Home	Ducted Heating	2020s	1.000000	0.000000	0.000000	0.000000
3A	Mobile Home	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3A	Mobile Home	Non-Ducted Heating	2020s	0.450000	0.000000	0.166666	0.383333
3A	Mobile Home	None	2020s	0.450000	0.000000	0.166666	0.383333
3A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	Ducted Heating	2020s	0.967380	0.000000	0.025093	0.007528
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2020s	0.450000	0.000000	0.166666	0.383333
3A	Multi-Family with 2 - 4 Units	None	2020s	0.450000	0.000000	0.166666	0.383333
3A	Multi-Family with 5+ Units	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 5+ Units	Ducted Heating	2020s	0.967380	0.000000	0.025093	0.007528
3A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 5+ Units	Non-Ducted Heating	2020s	0.450000	0.000000	0.166666	0.383333
3A	Multi-Family with 5+ Units	None	2020s	0.450000	0.000000	0.166666	0.383333
3A	Single-Family Attached	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Attached	Ducted Heating	2020s	0.984186	0.000000	0.012164	0.003649
3A	Single-Family Attached	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Attached	Non-Ducted Heating	2020s	0.614240	0.000000	0.036860	0.348900
3A	Single-Family Attached	None	2020s	0.614240	0.000000	0.036860	0.348900
3A	Single-Family Detached	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Detached	Ducted Heating	2020s	0.984186	0.000000	0.012164	0.003649
3A	Single-Family Detached	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Detached	Non-Ducted Heating	2020s	0.614240	0.000000	0.036860	0.348900
3A	Single-Family Detached	None	2020s	0.614240	0.000000	0.036860	0.348900
3B	Mobile Home	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3B	Mobile Home	Ducted Heating	2020s	0.890410	0.000000	0.102740	0.006849
3B	Mobile Home	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3B	Mobile Home	Non-Ducted Heating	2020s	0.200000	0.000000	0.750000	0.050000
3B	Mobile Home	None	2020s	0.200000	0.000000	0.750000	0.050000
3B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Ducted Heating	2020s	1.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2020s	0.898512	0.000000	0.095145	0.006343
3B	Multi-Family with 2 - 4 Units	None	2020s	0.898512	0.000000	0.095145	0.006343
3B	Multi-Family with 5+ Units	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 5+ Units	Ducted Heating	2020s	1.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 5+ Units	Non-Ducted Heating	2020s	0.898512	0.000000	0.095145	0.006343
3B	Multi-Family with 5+ Units	None	2020s	0.898512	0.000000	0.095145	0.006343
3B	Single-Family Attached	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Attached	Ducted Heating	2020s	0.921787	0.000000	0.040725	0.037489
3B	Single-Family Attached	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Attached	Non-Ducted Heating	2020s	0.925242	0.000000	0.070086	0.004672
3B	Single-Family Attached	None	2020s	0.925242	0.000000	0.070086	0.004672
3B	Single-Family Detached	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Detached	Ducted Heating	2020s	0.921787	0.000000	0.040725	0.037489
3B	Single-Family Detached	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Detached	Non-Ducted Heating	2020s	0.925242	0.000000	0.070086	0.004672
3B	Single-Family Detached	None	2020s	0.925242	0.000000	0.070086	0.004672
3C	Mobile Home	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3C	Mobile Home	Ducted Heating	2020s	0.400000	0.000000	0.250000	0.350000
3C	Mobile Home	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3C	Mobile Home	Non-Ducted Heating	2020s	0.400000	0.000000	0.250000	0.350000
3C	Mobile Home	None	2020s	0.400000	0.000000	0.250000	0.350000
3C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	Ducted Heating	2020s	0.111920	0.000000	0.419702	0.468378
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2020s	0.200000	0.000000	0.750000	0.050000
3C	Multi-Family with 2 - 4 Units	None	2020s	0.200000	0.000000	0.750000	0.050000
3C	Multi-Family with 5+ Units	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 5+ Units	Ducted Heating	2020s	0.111920	0.000000	0.419702	0.468378
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 5+ Units	Non-Ducted Heating	2020s	0.200000	0.000000	0.750000	0.050000
3C	Multi-Family with 5+ Units	None	2020s	0.200000	0.000000	0.750000	0.050000
3C	Single-Family Attached	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Attached	Ducted Heating	2020s	0.617790	0.000000	0.358322	0.023888
3C	Single-Family Attached	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Attached	Non-Ducted Heating	2020s	0.200000	0.000000	0.750000	0.050000
3C	Single-Family Attached	None	2020s	0.200000	0.000000	0.750000	0.050000
3C	Single-Family Detached	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Detached	Ducted Heating	2020s	0.617790	0.000000	0.358322	0.023888
3C	Single-Family Detached	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Detached	Non-Ducted Heating	2020s	0.200000	0.000000	0.750000	0.050000
3C	Single-Family Detached	None	2020s	0.200000	0.000000	0.750000	0.050000
4A	Mobile Home	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4A	Mobile Home	Ducted Heating	2020s	0.684667	0.000000	0.000000	0.315333
4A	Mobile Home	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4A	Mobile Home	Non-Ducted Heating	2020s	0.000000	0.000000	0.000000	1.000000
4A	Mobile Home	None	2020s	0.000000	0.000000	0.000000	1.000000
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	Ducted Heating	2020s	0.901938	0.000000	0.021365	0.076697
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2020s	0.203839	0.000000	0.097964	0.698197
4A	Multi-Family with 2 - 4 Units	None	2020s	0.203839	0.000000	0.097964	0.698197
4A	Multi-Family with 5+ Units	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 5+ Units	Ducted Heating	2020s	0.901938	0.000000	0.021365	0.076697
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 5+ Units	Non-Ducted Heating	2020s	0.203839	0.000000	0.097964	0.698197
4A	Multi-Family with 5+ Units	None	2020s	0.203839	0.000000	0.097964	0.698197
4A	Single-Family Attached	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Attached	Ducted Heating	2020s	0.974281	0.000000	0.012248	0.013471
4A	Single-Family Attached	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Attached	Non-Ducted Heating	2020s	0.642054	0.000000	0.000000	0.357946
4A	Single-Family Attached	None	2020s	0.642054	0.000000	0.000000	0.357946
4A	Single-Family Detached	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Detached	Ducted Heating	2020s	0.974281	0.000000	0.012248	0.013471
4A	Single-Family Detached	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Detached	Non-Ducted Heating	2020s	0.642054	0.000000	0.000000	0.357946
4A	Single-Family Detached	None	2020s	0.642054	0.000000	0.000000	0.357946
4B	Mobile Home	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4B	Mobile Home	Ducted Heating	2020s	0.890410	0.000000	0.102740	0.006849
4B	Mobile Home	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4B	Mobile Home	Non-Ducted Heating	2020s	0.200000	0.000000	0.750000	0.050000
4B	Mobile Home	None	2020s	0.200000	0.000000	0.750000	0.050000
4B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Ducted Heating	2020s	1.000000	0.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2020s	0.898512	0.000000	0.095145	0.006343
4B	Multi-Family with 2 - 4 Units	None	2020s	0.898512	0.000000	0.095145	0.006343
4B	Multi-Family with 5+ Units	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Ducted Heating	2020s	1.000000	0.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Non-Ducted Heating	2020s	0.898512	0.000000	0.095145	0.006343
4B	Multi-Family with 5+ Units	None	2020s	0.898512	0.000000	0.095145	0.006343
4B	Single-Family Attached	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Attached	Ducted Heating	2020s	0.921787	0.000000	0.040725	0.037489
4B	Single-Family Attached	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Attached	Non-Ducted Heating	2020s	0.925242	0.000000	0.070086	0.004672
4B	Single-Family Attached	None	2020s	0.925242	0.000000	0.070086	0.004672
4B	Single-Family Detached	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Detached	Ducted Heating	2020s	0.921787	0.000000	0.040725	0.037489
4B	Single-Family Detached	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Detached	Non-Ducted Heating	2020s	0.925242	0.000000	0.070086	0.004672
4B	Single-Family Detached	None	2020s	0.925242	0.000000	0.070086	0.004672
4C	Mobile Home	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4C	Mobile Home	Ducted Heating	2020s	0.350000	0.000000	0.300000	0.350000
4C	Mobile Home	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4C	Mobile Home	Non-Ducted Heating	2020s	0.350000	0.000000	0.300000	0.350000
4C	Mobile Home	None	2020s	0.350000	0.000000	0.300000	0.350000
4C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Ducted Heating	2020s	0.050000	0.000000	0.900000	0.050000
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2020s	0.026964	0.000000	0.485358	0.487677
4C	Multi-Family with 2 - 4 Units	None	2020s	0.026964	0.000000	0.485358	0.487677
4C	Multi-Family with 5+ Units	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4C	Multi-Family with 5+ Units	Ducted Heating	2020s	0.050000	0.000000	0.900000	0.050000
4C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4C	Multi-Family with 5+ Units	Non-Ducted Heating	2020s	0.026964	0.000000	0.485358	0.487677
4C	Multi-Family with 5+ Units	None	2020s	0.026964	0.000000	0.485358	0.487677
4C	Single-Family Attached	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4C	Single-Family Attached	Ducted Heating	2020s	0.230180	0.000000	0.533050	0.236770
4C	Single-Family Attached	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4C	Single-Family Attached	Non-Ducted Heating	2020s	0.138385	0.000000	0.320265	0.541349
4C	Single-Family Attached	None	2020s	0.138385	0.000000	0.320265	0.541349
4C	Single-Family Detached	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4C	Single-Family Detached	Ducted Heating	2020s	0.230180	0.000000	0.533050	0.236770
4C	Single-Family Detached	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
4C	Single-Family Detached	Non-Ducted Heating	2020s	0.138385	0.000000	0.320265	0.541349
4C	Single-Family Detached	None	2020s	0.138385	0.000000	0.320265	0.541349
5A	Mobile Home	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
5A	Mobile Home	Ducted Heating	2020s	1.000000	0.000000	0.000000	0.000000
5A	Mobile Home	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
5A	Mobile Home	Non-Ducted Heating	2020s	0.400000	0.000000	0.250000	0.350000
5A	Mobile Home	None	2020s	0.400000	0.000000	0.250000	0.350000
5A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
5A	Multi-Family with 2 - 4 Units	Ducted Heating	2020s	0.944866	0.000000	0.000000	0.055134
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2020s	0.310918	0.000000	0.158251	0.530831
5A	Multi-Family with 2 - 4 Units	None	2020s	0.310918	0.000000	0.158251	0.530831
5A	Multi-Family with 5+ Units	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
5A	Multi-Family with 5+ Units	Ducted Heating	2020s	0.944866	0.000000	0.000000	0.055134
5A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
5A	Multi-Family with 5+ Units	Non-Ducted Heating	2020s	0.310918	0.000000	0.158251	0.530831
5A	Multi-Family with 5+ Units	None	2020s	0.310918	0.000000	0.158251	0.530831
5A	Single-Family Attached	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
5A	Single-Family Attached	Ducted Heating	2020s	0.935498	0.000000	0.026605	0.037897
5A	Single-Family Attached	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
5A	Single-Family Attached	Non-Ducted Heating	2020s	0.427516	0.000000	0.159608	0.412876
5A	Single-Family Attached	None	2020s	0.427516	0.000000	0.159608	0.412876
5A	Single-Family Detached	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
5A	Single-Family Detached	Ducted Heating	2020s	0.935498	0.000000	0.026605	0.037897
5A	Single-Family Detached	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
5A	Single-Family Detached	Non-Ducted Heating	2020s	0.427516	0.000000	0.159608	0.412876
5A	Single-Family Detached	None	2020s	0.427516	0.000000	0.159608	0.412876
5B	Mobile Home	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
5B	Mobile Home	Ducted Heating	2020s	0.400000	0.000000	0.250000	0.350000
5B	Mobile Home	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
5B	Mobile Home	Non-Ducted Heating	2020s	0.400000	0.000000	0.250000	0.350000
5B	Mobile Home	None	2020s	0.400000	0.000000	0.250000	0.350000
5B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 2 - 4 Units	Ducted Heating	2020s	0.875460	0.000000	0.116756	0.007784
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2020s	0.400000	0.000000	0.250000	0.350000
5B	Multi-Family with 2 - 4 Units	None	2020s	0.400000	0.000000	0.250000	0.350000
5B	Multi-Family with 5+ Units	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 5+ Units	Ducted Heating	2020s	0.875460	0.000000	0.116756	0.007784
5B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 5+ Units	Non-Ducted Heating	2020s	0.400000	0.000000	0.250000	0.350000
5B	Multi-Family with 5+ Units	None	2020s	0.400000	0.000000	0.250000	0.350000
5B	Single-Family Attached	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Attached	Ducted Heating	2020s	0.938860	0.000000	0.057319	0.003821
5B	Single-Family Attached	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Attached	Non-Ducted Heating	2020s	0.200000	0.000000	0.750000	0.050000
5B	Single-Family Attached	None	2020s	0.200000	0.000000	0.750000	0.050000
5B	Single-Family Detached	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Detached	Ducted Heating	2020s	0.938860	0.000000	0.057319	0.003821
5B	Single-Family Detached	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Detached	Non-Ducted Heating	2020s	0.200000	0.000000	0.750000	0.050000
5B	Single-Family Detached	None	2020s	0.200000	0.000000	0.750000	0.050000
6A	Mobile Home	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	Ducted Heating	2020s	0.037499	0.000000	0.674978	0.287524
6A	Mobile Home	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	Non-Ducted Heating	2020s	0.350000	0.000000	0.300000	0.350000
6A	Mobile Home	None	2020s	0.350000	0.000000	0.300000	0.350000
6A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	Ducted Heating	2020s	0.277322	0.000000	0.590483	0.132195
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2020s	0.179126	0.000000	0.000000	0.820874
6A	Multi-Family with 2 - 4 Units	None	2020s	0.179126	0.000000	0.000000	0.820874
6A	Multi-Family with 5+ Units	Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 5+ Units	Ducted Heating	2020s	0.277322	0.000000	0.590483	0.132195
6A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2020s	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 5+ Units	Non-Ducted Heating	2020s	0.179126	0.000000	0.000000	0.820874
6A	Multi-Family with 5+ Units	None	2020s	0.179126	0.000000	0.000000	0.820874
