Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single Family Attached	Option=Single Family Detached	sample_count	sample_weight
FL, 06902	0.019120	0.008272	0.006238	0.003526	0.001220	0.034171	0.290884	0.003540	0.633030	0.000000	0.000000
FL, 06903	0.048661	0.003279	0.041414	0.009663	0.013632	0.011216	0.305985	0.010415	0.555736	0.000000	0.000000
FL, 07101	0.048738	0.000000	0.000000	0.136059	0.043999	0.015569	0.206262	0.084419	0.464955	0.000000	0.000000
FL, 07102	0.000000	0.000000	0.000000	0.000000	0.000000	0.244365	0.206262	0.022909	0.526465	0.000000	0.000000
FL, 07103	0.000000	0.000000	0.000000	0.052552	0.123496	0.068317	0.206262	0.048533	0.500841	0.000000	0.000000
FL, 07104	0.052260	0.000000	0.098230	0.046937	0.024195	0.022743	0.206262	0.111659	0.437715	0.000000	0.000000
FL, 07105	0.024636	0.000000	0.065253	0.028631	0.061258	0.064587	0.206262	0.083352	0.466022	0.000000	0.000000
FL, 07300	0.176927	0.000000	0.087542	0.000000	0.021194	0.021194	0.126077	0.021754	0.545310	0.000000	0.000000
FL, 07301	0.113779	0.021941	0.020687	0.056106	0.023508	0.070838	0.126077	0.210677	0.356387	0.000000	0.000000
FL, 08101	0.008891	0.020121	0.060364	0.019185	0.027140	0.049601	0.239588	0.025474	0.549635	0.000000	0.000000
FL, 08102	0.005511	0.000000	0.010333	0.066819	0.070952	0.031687	0.239588	0.065898	0.509211	0.000000	0.000000
FL, 08103	0.046953	0.000000	0.049820	0.012545	0.016846	0.059139	0.239588	0.053012	0.522097	0.000000	0.000000
FL, 08301	0.015173	0.015173	0.015173	0.015173	0.015173	0.015173	0.377677	0.012244	0.519042	0.000000	0.000000
FL, 08302	0.012798	0.022457	0.007486	0.000000	0.009176	0.039119	0.377677	0.000000	0.531286	0.000000	0.000000
FL, 08303	0.000000	0.051109	0.000000	0.039929	0.000000	0.000000	0.377677	0.000000	0.531286	0.000000	0.000000
FL, 08500	0.000000	0.015332	0.029050	0.000000	0.045189	0.111358	0.162854	0.075768	0.560449	0.000000	0.000000
FL, 08601	0.026006	0.000000	0.062774	0.100438	0.171283	0.013452	0.025346	0.387003	0.213698	0.000000	0.000000
FL, 08602	0.000000	0.000000	0.373953	0.000000	0.000000	0.000000	0.025346	0.113340	0.487361	0.000000	0.000000
FL, 08603	0.000000	0.000000	0.000000	0.000000	0.235753	0.138200	0.025346	0.210245	0.390456	0.000000	0.000000
FL, 08604	0.000000	0.041373	0.036600	0.000000	0.000000	0.295980	0.025346	0.068343	0.532358	0.000000	0.000000
FL, 08605	0.000000	0.000000	0.245740	0.026711	0.056093	0.045409	0.025346	0.171629	0.429072	0.000000	0.000000
FL, 08606	0.079848	0.024398	0.076299	0.028834	0.117997	0.046578	0.025346	0.024619	0.576082	0.000000	0.000000
FL, 08607	0.186976	0.000000	0.000000	0.000000	0.000000	0.186976	0.025346	0.600701	0.000000	0.000000	0.000000
FL, 08608	0.111720	0.000000	0.054308	0.010344	0.057929	0.139650	0.025346	0.401179	0.199522	0.000000	0.000000
FL, 08609	0.117384	0.000000	0.191169	0.036892	0.000000	0.028508	0.025346	0.000000	0.600701	0.000000	0.000000
FL, 08610	0.024464	0.008388	0.039143	0.000000	0.044735	0.257224	0.025346	0.098297	0.502404	0.000000	0.000000
FL, 08611	0.023757	0.031374	0.038628	0.015234	0.010519	0.254440	0.025346	0.157046	0.443655	0.000000	0.000000
FL, 08612	0.060787	0.000000	0.083101	0.009233	0.018467	0.202365	0.025346	0.134199	0.466502	0.000000	0.000000
FL, 08613	0.028338	0.006954	0.040333	0.008693	0.016168	0.273467	0.025346	0.300350	0.300350	0.000000	0.000000
FL, 08614	0.008249	0.000000	0.027497	0.000000	0.004583	0.333625	0.025346	0.178780	0.421921	0.000000	0.000000
FL, 08615	0.100329	0.041956	0.031011	0.000000	0.029187	0.171471	0.025346	0.000000	0.600701	0.000000	0.000000
FL, 08616	0.017945	0.000000	0.046889	0.006368	0.006368	0.296384	0.025346	0.112084	0.488617	0.000000	0.000000
FL, 08617	0.036236	0.000000	0.020292	0.000000	0.000000	0.317425	0.025346	0.083174	0.517527	0.000000	0.000000
FL, 08618	0.000000	0.000000	0.000000	0.000000	0.000000	0.373953	0.025346	0.220376	0.380325	0.000000	0.000000
FL, 08619	0.000000	0.000000	0.000000	0.238395	0.000000	0.135558	0.025346	0.305274	0.295427	0.000000	0.000000
FL, 08620	0.118985	0.000000	0.000000	0.000000	0.000000	0.254968	0.025346	0.000000	0.600701	0.000000	0.000000
FL, 08621	0.373953	0.000000	0.000000	0.000000	0.000000	0.000000	0.025346	0.203560	0.397141	0.000000	0.000000
FL, 08622	0.091347	0.015225	0.134166	0.000000	0.133215	0.000000	0.025346	0.176545	0.424156	0.000000	0.000000
FL, 08623	0.093488	0.000000	0.076593	0.083351	0.063076	0.057445	0.025346	0.054305	0.546396	0.000000	0.000000
FL, 08624	0.131442	0.000000	0.106139	0.014787	0.080180	0.041404	0.025346	0.336928	0.263773	0.000000	0.000000
FL, 08700	0.017381	0.027809	0.034761	0.037078	0.091538	0.064308	0.173962	0.103365	0.449799	0.000000	0.000000
FL, 08900	0.006647	0.000000	0.006647	0.000973	0.034692	0.003729	0.374652	0.017526	0.555136	0.000000	0.000000
FL, 09100	0.015187	0.015637	0.035324	0.006862	0.029136	0.045223	0.049489	0.029480	0.773662	0.000000	0.000000
FL, 09300	0.000000	0.038723	0.000000	0.000000	0.013404	0.000000	0.632550	0.039415	0.275907	0.000000	0.000000
FL, 09501	0.000000	0.000000	0.000000	0.000000	0.126646	0.089397	0.089062	0.038539	0.656356	0.000000	0.000000
FL, 09502	0.030681	0.000000	0.090764	0.048578	0.046021	0.000000	0.089062	0.137399	0.557496	0.000000	0.000000
FL, 09503	0.051794	0.005133	0.098362	0.008492	0.015118	0.037143	0.089062	0.146985	0.547910	0.000000	0.000000
FL, 09504	0.069312	0.001569	0.059896	0.041325	0.030079	0.013862	0.089062	0.294085	0.400810	0.000000	0.000000
FL, 09505	0.020101	0.000000	0.027616	0.001127	0.000000	0.167198	0.089062	0.263402	0.431493	0.000000	0.000000
FL, 09506	0.090128	0.000000	0.050366	0.000000	0.075549	0.000000	0.089062	0.136583	0.558312	0.000000	0.000000
FL, 09507	0.017248	0.000000	0.095597	0.007309	0.006139	0.089750	0.089062	0.196847	0.498048	0.000000	0.000000
FL, 09508	0.021976	0.000000	0.032119	0.026371	0.027724	0.107852	0.089062	0.263952	0.430943	0.000000	0.000000
FL, 09509	0.033359	0.008799	0.069081	0.016811	0.064878	0.023115	0.089062	0.216487	0.478408	0.000000	0.000000
FL, 09510	0.071129	0.003414	0.064680	0.014795	0.048368	0.013657	0.089062	0.033044	0.661851	0.000000	0.000000
FL, 09701	0.078902	0.034114	0.024135	0.014156	0.031329	0.005105	0.212856	0.065724	0.533680	0.000000	0.000000
FL, 09702	0.046341	0.000000	0.000000	0.042776	0.029706	0.068917	0.212856	0.025889	0.573515	0.000000	0.000000
FL, 09901	0.120885	0.000000	0.089502	0.052887	0.000000	0.026153	0.071675	0.160916	0.477983	0.000000	0.000000
FL, 09902	0.000000	0.060019	0.000000	0.121373	0.077358	0.030677	0.071675	0.229655	0.409243	0.000000	0.000000
FL, 09903	0.137395	0.000000	0.097735	0.000000	0.009443	0.044854	0.071675	0.203471	0.435427	0.000000	0.000000
FL, 09904	0.000000	0.154810	0.094232	0.000000	0.000000	0.040385	0.071675	0.079561	0.559337	0.000000	0.000000
FL, 09905	0.133246	0.025120	0.050240	0.080821	0.000000	0.000000	0.071675	0.113630	0.525269	0.000000	0.000000
FL, 09906	0.034659	0.000000	0.054465	0.019355	0.041411	0.139537	0.071675	0.175968	0.462930	0.000000	0.000000
FL, 09907	0.012854	0.030583	0.066927	0.053630	0.009308	0.116125	0.071675	0.247406	0.391492	0.000000	0.000000
FL, 09908	0.017526	0.000000	0.151724	0.000000	0.020530	0.099647	0.071675	0.206739	0.432159	0.000000	0.000000
FL, 09909	0.037901	0.000000	0.000000	0.037901	0.000000	0.213625	0.071675	0.000000	0.638898	0.000000	0.000000
FL, 09910	0.019342	0.000000	0.121679	0.030244	0.078775	0.039387	0.071675	0.009800	0.629098	0.000000	0.000000
FL, 09911	0.017246	0.093726	0.071232	0.096726	0.010497	0.000000	0.071675	0.080748	0.558151	0.000000	0.000000
FL, 10101	0.013443	0.000000	0.027240	0.000000	0.008667	0.029539	0.248335	0.018880	0.653897	0.000000	0.000000
FL, 10102	0.012030	0.000000	0.010179	0.000000	0.017119	0.039560	0.248335	0.061288	0.611488	0.000000	0.000000
FL, 10103	0.005844	0.003757	0.022540	0.000000	0.000000	0.046749	0.248335	0.187251	0.485526	0.000000	0.000000
FL, 10104	0.016447	0.003202	0.016593	0.010625	0.024889	0.007132	0.248335	0.064355	0.608422	0.000000	0.000000
FL, 10301	0.000000	0.000000	0.096626	0.000000	0.212157	0.021006	0.181949	0.086108	0.402154	0.000000	0.000000
FL, 10302	0.147227	0.000000	0.000000	0.000000	0.182562	0.000000	0.181949	0.099536	0.388727	0.000000	0.000000
FL, 10303	0.059481	0.074021	0.056837	0.007931	0.035028	0.096491	0.181949	0.000000	0.488262	0.000000	0.000000
FL, 10304	0.021091	0.026843	0.094910	0.000000	0.021091	0.165853	0.181949	0.234620	0.253643	0.000000	0.000000
FL, 10305	0.012933	0.081477	0.034919	0.021986	0.011640	0.166834	0.181949	0.146479	0.341784	0.000000	0.000000
FL, 10306	0.076181	0.021626	0.101738	0.000000	0.015728	0.114517	0.181949	0.331900	0.156362	0.000000	0.000000
FL, 10307	0.052766	0.011268	0.041498	0.003848	0.004397	0.216012	0.181949	0.193967	0.294295	0.000000	0.000000
FL, 10308	0.124785	0.062393	0.000000	0.000000	0.142612	0.000000	0.181949	0.041296	0.446966	0.000000	0.000000
FL, 10501	0.004756	0.024512	0.041340	0.018292	0.026341	0.009512	0.392927	0.039615	0.442705	0.000000	0.000000
FL, 10502	0.021816	0.007375	0.016900	0.044247	0.019051	0.015364	0.392927	0.012387	0.469933	0.000000	0.000000
FL, 10503	0.017363	0.025079	0.000000	0.025722	0.056589	0.000000	0.392927	0.034537	0.447783	0.000000	0.000000
FL, 10504	0.033213	0.000000	0.010531	0.028353	0.024303	0.028353	0.392927	0.041785	0.440535	0.000000	0.000000
FL, 10700	0.000000	0.000000	0.009288	0.000000	0.025442	0.029480	0.486473	0.035303	0.414013	0.000000	0.000000
FL, 10900	0.034791	0.000000	0.023431	0.012070	0.026271	0.000000	0.187394	0.032147	0.683896	0.000000	0.000000
FL, 11101	0.064360	0.000000	0.006357	0.000000	0.013508	0.069922	0.156445	0.033873	0.655535	0.000000	0.000000
FL, 11102	0.041005	0.034930	0.042523	0.000000	0.017465	0.018224	0.156445	0.048642	0.640766	0.000000	0.000000
FL, 11300	0.000000	0.000000	0.000000	0.014583	0.030208	0.000000	0.165903	0.010625	0.778681	0.000000	0.000000
FL, 11501	0.050998	0.014280	0.033319	0.012920	0.027199	0.081598	0.189855	0.098305	0.491526	0.000000	0.000000
FL, 11502	0.000000	0.035003	0.000000	0.000000	0.039121	0.146189	0.189855	0.064492	0.525340	0.000000	0.000000
FL, 11503	0.013581	0.028168	0.123738	0.054827	0.000000	0.000000	0.189855	0.082492	0.507339	0.000000	0.000000
FL, 11701	0.024598	0.004373	0.078714	0.021045	0.044823	0.057942	0.045830	0.201085	0.521591	0.000000	0.000000
FL, 11702	0.046685	0.040512	0.000000	0.026622	0.053244	0.064433	0.045830	0.608731	0.113945	0.000000	0.000000
FL, 11703	0.061676	0.000000	0.051537	0.010138	0.000000	0.108144	0.045830	0.365074	0.357602	0.000000	0.000000
FL, 11704	0.078822	0.022013	0.012072	0.015622	0.051838	0.051128	0.045830	0.199573	0.523102	0.000000	0.000000
FL, 12100	0.000000	0.000000	0.030829	0.000000	0.000000	0.000000	0.721059	0.006787	0.241325	0.000000	0.000000
FL, 12701	0.000000	0.034925	0.021258	0.044035	0.009111	0.050869	0.175221	0.000000	0.664581	0.000000	0.000000
FL, 12702	0.033375	0.048208	0.000000	0.020025	0.000000	0.058591	0.175221	0.087608	0.576973	0.000000	0.000000
FL, 12703	0.075793	0.000000	0.024690	0.000000	0.024690	0.035025	0.175221	0.025516	0.639065	0.000000	0.000000
FL, 12704	0.009968	0.000000	0.012104	0.004984	0.000000	0.133142	0.175221	0.000000	0.664581	0.000000	0.000000
GA, 00100	0.031793	0.000000	0.032853	0.055107	0.021195	0.031793	0.288726	0.025540	0.512993	0.000000	0.000000
GA, 00200	0.023460	0.009057	0.006682	0.025242	0.029400	0.001188	0.328614	0.044197	0.532160	0.000000	0.000000
GA, 00300	0.021814	0.037562	0.012948	0.014815	0.021697	0.014115	0.339001	0.001144	0.536904	0.000000	0.000000
GA, 00401	0.064555	0.022077	0.058686	0.034932	0.089147	0.012296	0.083784	0.051808	0.582716	0.000000	0.000000
GA, 00402	0.131303	0.003985	0.069846	0.013843	0.043418	0.019297	0.083784	0.046147	0.588376	0.000000	0.000000
GA, 00500	0.001305	0.007992	0.007829	0.024464	0.007829	0.000000	0.596175	0.004618	0.349790	0.000000	0.000000
GA, 00600	0.055046	0.026157	0.020301	0.034745	0.076127	0.035916	0.069621	0.000000	0.682087	0.000000	0.000000
GA, 00700	0.014216	0.000000	0.024370	0.033171	0.010154	0.000000	0.523208	0.000000	0.394880	0.000000	0.000000
GA, 00800	0.021566	0.017949	0.020036	0.021844	0.005148	0.001252	0.445930	0.046287	0.419987	0.000000	0.000000
GA, 00900	0.023647	0.062211	0.014188	0.053843	0.075308	0.000000	0.132798	0.027630	0.610374	0.000000	0.000000
GA, 01001	0.008721	0.003426	0.027719	0.000000	0.028031	0.374367	0.014250	0.075725	0.467761	0.000000	0.000000
GA, 01002	0.121602	0.000000	0.060384	0.075793	0.056220	0.128265	0.014250	0.076119	0.467368	0.000000	0.000000
GA, 01003	0.153694	0.024197	0.073038	0.000000	0.077967	0.113366	0.014250	0.203807	0.339679	0.000000	0.000000
GA, 01004	0.180464	0.068627	0.000000	0.000000	0.122004	0.071169	0.014250	0.079053	0.464434	0.000000	0.000000
GA, 01005	0.078638	0.000000	0.028381	0.007095	0.075090	0.253060	0.014250	0.166967	0.376520	0.000000	0.000000
GA, 01006	0.017180	0.006124	0.042355	0.000000	0.031639	0.344966	0.014250	0.160236	0.383251	0.000000	0.000000
GA, 01007	0.015817	0.008766	0.015817	0.015055	0.007051	0.378847	0.015598	0.143383	0.399666	0.000000	0.000000
GA, 01008	0.020588	0.000000	0.060248	0.003034	0.011053	0.001950	0.525822	0.022526	0.354779	0.000000	0.000000
GA, 01100	0.011081	0.080891	0.028811	0.135189	0.062054	0.000000	0.028947	0.008013	0.645015	0.000000	0.000000
GA, 01200	0.001462	0.013575	0.010025	0.008354	0.024853	0.001880	0.550699	0.000000	0.389154	0.000000	0.000000
GA, 01300	0.005693	0.008539	0.006506	0.034971	0.002033	0.000000	0.597066	0.018770	0.326421	0.000000	0.000000
GA, 01400	0.130956	0.020147	0.047144	0.018938	0.036668	0.037876	0.095199	0.012284	0.600788	0.000000	0.000000
GA, 01500	0.065244	0.023932	0.022223	0.015670	0.020798	0.019944	0.106643	0.007628	0.717918	0.000000	0.000000
GA, 01600	0.029942	0.005138	0.002126	0.013111	0.039155	0.009390	0.438577	0.021871	0.440692	0.000000	0.000000
GA, 01700	0.118970	0.009121	0.046993	0.057899	0.126307	0.048778	0.020127	0.042133	0.529671	0.000000	0.000000
GA, 01800	0.000000	0.016408	0.000000	0.028715	0.000000	0.000000	0.533497	0.009687	0.411694	0.000000	0.000000
GA, 01900	0.038867	0.016713	0.005830	0.029150	0.021377	0.000000	0.210572	0.082599	0.594892	0.000000	0.000000
GA, 02001	0.000000	0.000000	0.000000	0.005521	0.057220	0.034131	0.525822	0.041236	0.336069	0.000000	0.000000
GA, 02002	0.008146	0.000000	0.014526	0.003239	0.009520	0.061441	0.525822	0.070933	0.306372	0.000000	0.000000
GA, 02003	0.012931	0.000000	0.009327	0.003604	0.017806	0.053206	0.525822	0.133358	0.243947	0.000000	0.000000
GA, 02004	0.002074	0.000907	0.004601	0.000778	0.001490	0.087024	0.525822	0.125064	0.252241	0.000000	0.000000
GA, 02100	0.000000	0.000000	0.000000	0.000000	0.000000	0.062598	0.024178	0.005881	0.907343	0.000000	0.000000
GA, 02200	0.067482	0.014555	0.021832	0.027125	0.041680	0.000000	0.182806	0.010613	0.633906	0.000000	0.000000
GA, 02300	0.032870	0.000000	0.000000	0.027391	0.012052	0.060261	0.171442	0.000000	0.695984	0.000000	0.000000
GA, 02400	0.000000	0.000000	0.000000	0.059095	0.000000	0.041688	0.077082	0.020033	0.802102	0.000000	0.000000
GA, 02500	0.027226	0.034557	0.027575	0.019198	0.037000	0.020245	0.209012	0.057488	0.567698	0.000000	0.000000
GA, 02600	0.021266	0.003764	0.005081	0.027476	0.029923	0.014303	0.304746	0.095264	0.498176	0.000000	0.000000
GA, 02700	0.027040	0.027040	0.027040	0.027040	0.027040	0.027040	0.286112	0.015639	0.536006	0.000000	0.000000
GA, 02800	0.011485	0.000000	0.004135	0.008269	0.030781	0.023430	0.343872	0.000000	0.578028	0.000000	0.000000
GA, 02900	0.039377	0.000000	0.032183	0.000000	0.000000	0.009087	0.135121	0.054272	0.729959	0.000000	0.000000
GA, 03001	0.036052	0.031810	0.037566	0.000000	0.039687	0.105731	0.016207	0.126036	0.606911	0.000000	0.000000
GA, 03002	0.067151	0.000000	0.033853	0.000000	0.000000	0.149842	0.016207	0.177100	0.555847	0.000000	0.000000
GA, 03003	0.000000	0.000000	0.000000	0.000000	0.250846	0.000000	0.016207	0.084511	0.648436	0.000000	0.000000
GA, 03004	0.008467	0.008467	0.037309	0.008203	0.043395	0.145004	0.016207	0.331062	0.401884	0.000000	0.000000
GA, 03005	0.000000	0.000000	0.000000	0.000000	0.000000	0.250846	0.016207	0.024432	0.708515	0.000000	0.000000
GA, 03101	0.019594	0.000000	0.027785	0.007983	0.000000	0.017003	0.054663	0.044964	0.828009	0.000000	0.000000
GA, 03102	0.000000	0.000000	0.000000	0.000000	0.000000	0.072365	0.054663	0.118927	0.754046	0.000000	0.000000
GA, 03200	0.034968	0.000000	0.006040	0.017166	0.000000	0.006040	0.313850	0.022910	0.599024	0.000000	0.000000
GA, 03300	0.006445	0.000742	0.005547	0.003281	0.003086	0.005390	0.062731	0.065189	0.847590	0.000000	0.000000
GA, 03400	0.036084	0.000000	0.018862	0.014762	0.036904	0.033624	0.195620	0.012167	0.651977	0.000000	0.000000
GA, 03500	0.000000	0.000000	0.000000	0.037831	0.012897	0.000000	0.424450	0.000000	0.524822	0.000000	0.000000
GA, 03600	0.075576	0.075576	0.051197	0.013815	0.013002	0.160092	0.036429	0.120908	0.453405	0.000000	0.000000
GA, 03700	0.000000	0.035868	0.000000	0.000000	0.000000	0.000000	0.287626	0.027221	0.649285	0.000000	0.000000
GA, 03800	0.009305	0.003102	0.000000	0.026985	0.021092	0.008064	0.151716	0.000000	0.779736	0.000000	0.000000
GA, 03900	0.000000	0.000000	0.000000	0.058366	0.000000	0.000000	0.084451	0.000000	0.857183	0.000000	0.000000
GA, 04000	0.024013	0.023831	0.046389	0.051119	0.030562	0.040022	0.154562	0.068765	0.560736	0.000000	0.000000
GA, 04001	0.059475	0.010000	0.013158	0.036843	0.038948	0.047896	0.031426	0.211497	0.550756	0.000000	0.000000
GA, 04002	0.112432	0.000000	0.024459	0.000000	0.029193	0.040239	0.031426	0.101420	0.660833	0.000000	0.000000
GA, 04003	0.053590	0.072347	0.080385	0.000000	0.000000	0.000000	0.031426	0.089776	0.672476	0.000000	0.000000
GA, 04004	0.024273	0.012137	0.121366	0.000000	0.031555	0.016991	0.031426	0.019136	0.743117	0.000000	0.000000
GA, 04005	0.169912	0.000000	0.000000	0.036410	0.000000	0.000000	0.031426	0.066761	0.695491	0.000000	0.000000
GA, 04006	0.117118	0.000000	0.000000	0.000000	0.050367	0.038837	0.031426	0.184372	0.577881	0.000000	0.000000
GA, 04100	0.023192	0.000000	0.005990	0.014207	0.007680	0.006835	0.083221	0.080545	0.778330	0.000000	0.000000
GA, 04200	0.004550	0.009635	0.000000	0.014185	0.006423	0.002944	0.646930	0.006870	0.308464	0.000000	0.000000
GA, 04300	0.000000	0.030861	0.000000	0.000000	0.000000	0.072707	0.075672	0.045263	0.775498	0.000000	0.000000
GA, 04400	0.028959	0.000000	0.040233	0.022106	0.004863	0.009285	0.047877	0.017542	0.829135	0.000000	0.000000
GA, 04500	0.002772	0.000000	0.000000	0.018017	0.000000	0.026333	0.052025	0.008116	0.892738	0.000000	0.000000
GA, 04600	0.076838	0.005659	0.109002	0.031569	0.035143	0.184053	0.014250	0.052868	0.490618	0.000000	0.000000
GA, 05001	0.000000	0.000000	0.000000	0.000000	0.293584	0.000000	0.042100	0.000000	0.664315	0.000000	0.000000
GA, 05002	0.108241	0.043000	0.000000	0.077103	0.051896	0.013345	0.042100	0.052163	0.612152	0.000000	0.000000
GA, 06001	0.011847	0.000000	0.039094	0.000000	0.018362	0.027840	0.050167	0.095704	0.756986	0.000000	0.000000
GA, 06002	0.000000	0.000000	0.036942	0.000000	0.000000	0.060201	0.050167	0.000000	0.852690	0.000000	0.000000
IA, 00100	0.044526	0.000000	0.032459	0.027465	0.029962	0.000000	0.090725	0.032455	0.742408	0.000000	0.000000
IA, 00200	0.086918	0.000000	0.021485	0.000000	0.023439	0.027019	0.028694	0.072559	0.739885	0.000000	0.000000
IA, 00400	0.000000	0.059620	0.041553	0.000000	0.007227	0.000000	0.115913	0.107549	0.668137	0.000000	0.000000
IA, 00500	0.143717	0.016908	0.008454	0.050724	0.019892	0.024865	0.022771	0.143644	0.569026	0.000000	0.000000
IA, 00600	0.000000	0.000000	0.036056	0.000000	0.092543	0.020432	0.077283	0.091742	0.681946	0.000000	0.000000
IA, 00700	0.054932	0.024649	0.033452	0.022536	0.032748	0.027466	0.140693	0.070107	0.593415	0.000000	0.000000
IA, 00800	0.010128	0.000000	0.133687	0.000000	0.000000	0.000000	0.139689	0.092092	0.624404	0.000000	0.000000
IA, 00900	0.083866	0.008959	0.021900	0.000000	0.016674	0.050768	0.044783	0.097029	0.676021	0.000000	0.000000
IA, 01000	0.030893	0.022067	0.072378	0.084294	0.011475	0.036189	0.067475	0.166904	0.508324	0.000000	0.000000
IA, 01100	0.111096	0.000000	0.049210	0.007953	0.047719	0.075058	0.071140	0.225733	0.412091	0.000000	0.000000
IA, 01200	0.000000	0.002998	0.080959	0.062968	0.000000	0.032983	0.103213	0.000000	0.716878	0.000000	0.000000
IA, 01300	0.183873	0.015799	0.071098	0.010079	0.080904	0.010079	0.039508	0.000000	0.588660	0.000000	0.000000
IA, 01400	0.010648	0.016859	0.024844	0.004436	0.011978	0.049245	0.066098	0.191303	0.624589	0.000000	0.000000
IA, 01500	0.058025	0.001802	0.079869	0.010209	0.018466	0.021694	0.031155	0.128518	0.650263	0.000000	0.000000
IA, 01600	0.013892	0.009083	0.114877	0.000000	0.037135	0.093505	0.026537	0.097367	0.607605	0.000000	0.000000
IA, 01700	0.031709	0.010965	0.129208	0.000000	0.000000	0.096610	0.026537	0.197232	0.507739	0.000000	0.000000
IA, 01800	0.000000	0.000000	0.138248	0.000000	0.000000	0.000000	0.201498	0.004567	0.655687	0.000000	0.000000
IA, 01900	0.031236	0.005831	0.033319	0.040815	0.027071	0.000000	0.065623	0.060855	0.735250	0.000000	0.000000
IA, 02000	0.000000	0.000000	0.205765	0.000000	0.000000	0.031232	0.097938	0.083928	0.581136	0.000000	0.000000
IA, 02100	0.000000	0.014891	0.087779	0.034485	0.020377	0.034485	0.140010	0.003650	0.664323	0.000000	0.000000
IA, 02200	0.052203	0.000000	0.023401	0.023401	0.055803	0.000000	0.146078	0.025092	0.674021	0.000000	0.000000
IA, 02300	0.051932	0.000000	0.040078	0.000000	0.048545	0.016934	0.175164	0.098995	0.568350	0.000000	0.000000
ID, 00100	0.035576	0.000000	0.029204	0.056285	0.092392	0.000000	0.213938	0.025894	0.546711	0.000000	0.000000
ID, 00200	0.019692	0.000816	0.029014	0.014565	0.055582	0.015498	0.170626	0.008434	0.685772	0.000000	0.000000
ID, 00300	0.013489	0.000000	0.000000	0.090275	0.007264	0.000000	0.253427	0.000000	0.635544	0.000000	0.000000
ID, 00400	0.000000	0.000000	0.000000	0.000000	0.000000	0.142793	0.116463	0.008535	0.732210	0.000000	0.000000
ID, 00500	0.000000	0.000000	0.011091	0.098541	0.000000	0.003839	0.124130	0.051716	0.710682	0.000000	0.000000
ID, 00600	0.004096	0.000000	0.000000	0.049420	0.025666	0.063891	0.086422	0.000000	0.770505	0.000000	0.000000
ID, 00701	0.014058	0.037306	0.009191	0.039469	0.061637	0.013517	0.053133	0.024880	0.746809	0.000000	0.000000
ID, 00702	0.046678	0.000000	0.000000	0.059857	0.053816	0.014827	0.053133	0.129015	0.642673	0.000000	0.000000
ID, 00800	0.049719	0.000000	0.039032	0.018122	0.028344	0.039961	0.053133	0.011171	0.760518	0.000000	0.000000
ID, 00900	0.117051	0.000000	0.000000	0.000000	0.000000	0.000000	0.117003	0.026342	0.739603	0.000000	0.000000
ID, 01000	0.044085	0.000000	0.000000	0.082660	0.000000	0.000000	0.282930	0.029387	0.560938	0.000000	0.000000
ID, 01100	0.015405	0.000963	0.013066	0.044976	0.031084	0.049240	0.229598	0.055724	0.559944	0.000000	0.000000
ID, 01200	0.000000	0.099035	0.044420	0.014564	0.014564	0.010195	0.096817	0.065536	0.654870	0.000000	0.000000
ID, 01300	0.089361	0.063546	0.008936	0.029787	0.000000	0.039716	0.323758	0.044490	0.400406	0.000000	0.000000
IL, 00104	0.026396	0.026396	0.030355	0.026396	0.000000	0.032995	0.153545	0.000000	0.703916	0.000000	0.000000
IL, 00105	0.083617	0.056906	0.012775	0.088843	0.000000	0.046454	0.001877	0.013262	0.696266	0.000000	0.000000
IL, 00202	0.000000	0.038358	0.033563	0.030686	0.042193	0.000000	0.110127	0.080822	0.664252	0.000000	0.000000
IL, 00300	0.030649	0.000000	0.070493	0.035246	0.022987	0.000000	0.205495	0.099468	0.535662	0.000000	0.000000
IL, 00401	0.000000	0.067826	0.000000	0.020164	0.010082	0.000000	0.316100	0.036752	0.549075	0.000000	0.000000
IL, 00501	0.002910	0.000000	0.050642	0.017463	0.002328	0.017463	0.326452	0.004781	0.577960	0.000000	0.000000
IL, 00600	0.000000	0.059129	0.000000	0.049762	0.000000	0.055616	0.141284	0.044147	0.650061	0.000000	0.000000
IL, 00700	0.000000	0.000000	0.029788	0.010198	0.020395	0.000000	0.393876	0.000000	0.545743	0.000000	0.000000
IL, 00800	0.004257	0.029328	0.009461	0.000000	0.000000	0.015137	0.450190	0.000737	0.490890	0.000000	0.000000
IL, 00900	0.009639	0.110613	0.011085	0.048679	0.012531	0.000000	0.290023	0.011449	0.505979	0.000000	0.000000
IL, 01001	0.000000	0.101901	0.000000	0.000000	0.000000	0.003184	0.299358	0.009653	0.585903	0.000000	0.000000
IL, 01104	0.068822	0.052223	0.011937	0.000000	0.051663	0.031520	0.161256	0.024339	0.598241	0.000000	0.000000
IL, 01105	0.016388	0.000000	0.000000	0.012486	0.109253	0.078038	0.161256	0.028580	0.594000	0.000000	0.000000
IL, 01204	0.080820	0.038355	0.007762	0.010959	0.011415	0.029680	0.110952	0.021140	0.688916	0.000000	0.000000
IL, 01205	0.008669	0.018868	0.000000	0.077002	0.018868	0.055584	0.110952	0.019191	0.690865	0.000000	0.000000
