ParameterName=Clothes Dryer
Dependency=Heating Fuel	Dependency=Location Region	Dependency=Usage Level	"Gas, 80% Usage"	"Gas, 100% Usage"	"Gas, 120% Usage"	"Propane, 80% Usage"	"Propane, 100% Usage"	"Propane, 120% Usage"	"Electric, 80% Usage"	"Electric, 100% Usage"	"Electric, 120% Usage"	None
None	CR06	Average	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR07	Average	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR08	Average	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR09	Average	0.00	0.06	0.00	0.00	0.02	0.00	0.00	0.66	0.00	0.26
None	CR10	Average	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.78	0.00	0.00
None	CR11	Average	0.00	0.57	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.19
None	CR12	Average	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.70	0.00	0.27
Other Fuel	CR01	Average	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
Other Fuel	CR02	Average	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.80	0.00	0.13
Other Fuel	CR03	Average	0.00	0.00	0.00	0.00	0.23	0.00	0.00	0.77	0.00	0.00
Other Fuel	CR04	Average	0.00	0.01	0.00	0.00	0.02	0.00	0.00	0.92	0.00	0.05
Other Fuel	CR05	Average	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.84	0.00	0.09
Other Fuel	CR06	Average	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.95	0.00	0.05
Other Fuel	CR07	Average	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.82	0.00	0.12
Other Fuel	CR08	Average	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.90	0.00	0.08
Other Fuel	CR09	Average	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.69	0.00	0.30
Other Fuel	CR10	Average	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.65	0.00	0.25
Other Fuel	CR11	Average	0.00	0.31	0.00	0.00	0.06	0.00	0.00	0.58	0.00	0.06
Other Fuel	CR12	Average	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Propane/LPG	CR01	Average	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Propane/LPG	CR02	Average	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.77	0.00	0.02
Propane/LPG	CR03	Average	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
Propane/LPG	CR04	Average	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.91	0.00	0.00
Propane/LPG	CR05	Average	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.84	0.00	0.00
Propane/LPG	CR06	Average	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
Propane/LPG	CR07	Average	0.00	0.02	0.00	0.00	0.25	0.00	0.00	0.69	0.00	0.04
Propane/LPG	CR08	Average	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.94	0.00	0.02
Propane/LPG	CR09	Average	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.86	0.00	0.06
Propane/LPG	CR10	Average	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
Propane/LPG	CR11	Average	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.74	0.00	0.04
Propane/LPG	CR12	Average	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Electricity	CR01	Low	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
Electricity	CR02	Low	0.04	0.00	0.00	0.02	0.00	0.00	0.93	0.00	0.00	0.01
Electricity	CR03	Low	0.01	0.00	0.00	0.00	0.00	0.00	0.76	0.00	0.00	0.23
Electricity	CR04	Low	0.00	0.00	0.00	0.00	0.00	0.00	0.94	0.00	0.00	0.06
Electricity	CR05	Low	0.04	0.00	0.00	0.02	0.00	0.00	0.86	0.00	0.00	0.07
Electricity	CR06	Low	0.00	0.00	0.00	0.01	0.00	0.00	0.95	0.00	0.00	0.04
Electricity	CR07	Low	0.03	0.00	0.00	0.03	0.00	0.00	0.79	0.00	0.00	0.15
Electricity	CR08	Low	0.01	0.00	0.00	0.01	0.00	0.00	0.95	0.00	0.00	0.03
Electricity	CR09	Low	0.02	0.00	0.00	0.01	0.00	0.00	0.92	0.00	0.00	0.05
Electricity	CR10	Low	0.09	0.00	0.00	0.00	0.00	0.00	0.85	0.00	0.00	0.07
Electricity	CR11	Low	0.31	0.00	0.00	0.00	0.00	0.00	0.63	0.00	0.00	0.06
Electricity	CR12	Low	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Fuel Oil	CR01	Low	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Fuel Oil	CR02	Low	0.06	0.00	0.00	0.00	0.00	0.00	0.92	0.00	0.00	0.02
Fuel Oil	CR03	Low	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Fuel Oil	CR04	Low	0.02	0.00	0.00	0.02	0.00	0.00	0.90	0.00	0.00	0.05
Fuel Oil	CR05	Low	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
Fuel Oil	CR06	Low	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
Fuel Oil	CR07	Low	0.04	0.00	0.00	0.02	0.00	0.00	0.84	0.00	0.00	0.10
Fuel Oil	CR08	Low	0.00	0.00	0.00	0.02	0.00	0.00	0.91	0.00	0.00	0.06
Fuel Oil	CR09	Low	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
Fuel Oil	CR10	Low	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
Fuel Oil	CR11	Low	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
Fuel Oil	CR12	Low	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Natural Gas	CR01	Low	0.23	0.00	0.00	0.00	0.00	0.00	0.70	0.00	0.00	0.07
Natural Gas	CR02	Low	0.30	0.00	0.00	0.00	0.00	0.00	0.67	0.00	0.00	0.03
Natural Gas	CR03	Low	0.12	0.00	0.00	0.00	0.00	0.00	0.83	0.00	0.00	0.04
Natural Gas	CR04	Low	0.33	0.00	0.00	0.00	0.00	0.00	0.63	0.00	0.00	0.04
Natural Gas	CR05	Low	0.43	0.00	0.00	0.00	0.00	0.00	0.53	0.00	0.00	0.04
Natural Gas	CR06	Low	0.10	0.00	0.00	0.00	0.00	0.00	0.88	0.00	0.00	0.02
Natural Gas	CR07	Low	0.54	0.00	0.00	0.00	0.00	0.00	0.41	0.00	0.00	0.05
Natural Gas	CR08	Low	0.12	0.00	0.00	0.00	0.00	0.00	0.86	0.00	0.00	0.02
Natural Gas	CR09	Low	0.17	0.00	0.00	0.00	0.00	0.00	0.78	0.00	0.00	0.05
Natural Gas	CR10	Low	0.32	0.00	0.00	0.00	0.00	0.00	0.61	0.00	0.00	0.07
Natural Gas	CR11	Low	0.61	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.00	0.03
Natural Gas	CR12	Low	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR01	Low	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR02	Low	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR03	Low	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
None	CR04	Low	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR05	Low	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR06	Low	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR07	Low	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR08	Low	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR09	Low	0.06	0.00	0.00	0.02	0.00	0.00	0.66	0.00	0.00	0.26
None	CR10	Low	0.22	0.00	0.00	0.00	0.00	0.00	0.78	0.00	0.00	0.00
None	CR11	Low	0.57	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.19
None	CR12	Low	0.03	0.00	0.00	0.00	0.00	0.00	0.70	0.00	0.00	0.27
Other Fuel	CR01	Low	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
Other Fuel	CR02	Low	0.07	0.00	0.00	0.00	0.00	0.00	0.80	0.00	0.00	0.13
Other Fuel	CR03	Low	0.00	0.00	0.00	0.23	0.00	0.00	0.77	0.00	0.00	0.00
Other Fuel	CR04	Low	0.01	0.00	0.00	0.02	0.00	0.00	0.92	0.00	0.00	0.05
Other Fuel	CR05	Low	0.07	0.00	0.00	0.00	0.00	0.00	0.84	0.00	0.00	0.09
Other Fuel	CR06	Low	0.00	0.00	0.00	0.00	0.00	0.00	0.95	0.00	0.00	0.05
Other Fuel	CR07	Low	0.06	0.00	0.00	0.00	0.00	0.00	0.82	0.00	0.00	0.12
Other Fuel	CR08	Low	0.00	0.00	0.00	0.02	0.00	0.00	0.90	0.00	0.00	0.08
Other Fuel	CR09	Low	0.02	0.00	0.00	0.00	0.00	0.00	0.69	0.00	0.00	0.30
Other Fuel	CR10	Low	0.00	0.00	0.00	0.09	0.00	0.00	0.65	0.00	0.00	0.25
Other Fuel	CR11	Low	0.31	0.00	0.00	0.06	0.00	0.00	0.58	0.00	0.00	0.06
Other Fuel	CR12	Low	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Propane/LPG	CR01	Low	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Propane/LPG	CR02	Low	0.00	0.00	0.00	0.21	0.00	0.00	0.77	0.00	0.00	0.02
Propane/LPG	CR03	Low	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
Propane/LPG	CR04	Low	0.00	0.00	0.00	0.09	0.00	0.00	0.91	0.00	0.00	0.00
Propane/LPG	CR05	Low	0.00	0.00	0.00	0.16	0.00	0.00	0.84	0.00	0.00	0.00
Propane/LPG	CR06	Low	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
Propane/LPG	CR07	Low	0.02	0.00	0.00	0.25	0.00	0.00	0.69	0.00	0.00	0.04
Propane/LPG	CR08	Low	0.00	0.00	0.00	0.04	0.00	0.00	0.94	0.00	0.00	0.02
Propane/LPG	CR09	Low	0.00	0.00	0.00	0.09	0.00	0.00	0.86	0.00	0.00	0.06
Propane/LPG	CR10	Low	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
Propane/LPG	CR11	Low	0.00	0.00	0.00	0.21	0.00	0.00	0.74	0.00	0.00	0.04
Propane/LPG	CR12	Low	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Electricity	CR01	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
Electricity	CR02	Medium	0.00	0.04	0.00	0.00	0.02	0.00	0.00	0.93	0.00	0.01
Electricity	CR03	Medium	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.76	0.00	0.23
Electricity	CR04	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.94	0.00	0.06
Electricity	CR05	Medium	0.00	0.04	0.00	0.00	0.02	0.00	0.00	0.86	0.00	0.07
Electricity	CR06	Medium	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.95	0.00	0.04
Electricity	CR07	Medium	0.00	0.03	0.00	0.00	0.03	0.00	0.00	0.79	0.00	0.15
Electricity	CR08	Medium	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.95	0.00	0.03
Electricity	CR09	Medium	0.00	0.02	0.00	0.00	0.01	0.00	0.00	0.92	0.00	0.05
Electricity	CR10	Medium	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.85	0.00	0.07
Electricity	CR11	Medium	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.63	0.00	0.06
Electricity	CR12	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Fuel Oil	CR01	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Fuel Oil	CR02	Medium	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.92	0.00	0.02
Fuel Oil	CR03	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Fuel Oil	CR04	Medium	0.00	0.02	0.00	0.00	0.02	0.00	0.00	0.90	0.00	0.05
Fuel Oil	CR05	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
Fuel Oil	CR06	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
Fuel Oil	CR07	Medium	0.00	0.04	0.00	0.00	0.02	0.00	0.00	0.84	0.00	0.10
Fuel Oil	CR08	Medium	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.91	0.00	0.06
Fuel Oil	CR09	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
Fuel Oil	CR10	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
Fuel Oil	CR11	Medium	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
Fuel Oil	CR12	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Natural Gas	CR01	Medium	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.70	0.00	0.07
Natural Gas	CR02	Medium	0.00	0.30	0.00	0.00	0.00	0.00	0.00	0.67	0.00	0.03
Natural Gas	CR03	Medium	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.83	0.00	0.04
Natural Gas	CR04	Medium	0.00	0.33	0.00	0.00	0.00	0.00	0.00	0.63	0.00	0.04
Natural Gas	CR05	Medium	0.00	0.43	0.00	0.00	0.00	0.00	0.00	0.53	0.00	0.04
Natural Gas	CR06	Medium	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.88	0.00	0.02
Natural Gas	CR07	Medium	0.00	0.54	0.00	0.00	0.00	0.00	0.00	0.41	0.00	0.05
Natural Gas	CR08	Medium	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.86	0.00	0.02
Natural Gas	CR09	Medium	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.78	0.00	0.05
Natural Gas	CR10	Medium	0.00	0.32	0.00	0.00	0.00	0.00	0.00	0.61	0.00	0.07
Natural Gas	CR11	Medium	0.00	0.61	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.03
Natural Gas	CR12	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR01	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR02	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR03	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
None	CR04	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR05	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR06	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR07	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR08	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR09	Medium	0.00	0.06	0.00	0.00	0.02	0.00	0.00	0.66	0.00	0.26
None	CR10	Medium	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.78	0.00	0.00
None	CR11	Medium	0.00	0.57	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.19
None	CR12	Medium	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.70	0.00	0.27
Other Fuel	CR01	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
Other Fuel	CR02	Medium	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.80	0.00	0.13
Other Fuel	CR03	Medium	0.00	0.00	0.00	0.00	0.23	0.00	0.00	0.77	0.00	0.00
Other Fuel	CR04	Medium	0.00	0.01	0.00	0.00	0.02	0.00	0.00	0.92	0.00	0.05
Other Fuel	CR05	Medium	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.84	0.00	0.09
Other Fuel	CR06	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.95	0.00	0.05
Other Fuel	CR07	Medium	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.82	0.00	0.12
Other Fuel	CR08	Medium	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.90	0.00	0.08
Other Fuel	CR09	Medium	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.69	0.00	0.30
Other Fuel	CR10	Medium	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.65	0.00	0.25
Other Fuel	CR11	Medium	0.00	0.31	0.00	0.00	0.06	0.00	0.00	0.58	0.00	0.06
Other Fuel	CR12	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Propane/LPG	CR01	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Propane/LPG	CR02	Medium	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.77	0.00	0.02
Propane/LPG	CR03	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
Propane/LPG	CR04	Medium	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.91	0.00	0.00
Propane/LPG	CR05	Medium	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.84	0.00	0.00
Propane/LPG	CR06	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
Propane/LPG	CR07	Medium	0.00	0.02	0.00	0.00	0.25	0.00	0.00	0.69	0.00	0.04
Propane/LPG	CR08	Medium	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.94	0.00	0.02
Propane/LPG	CR09	Medium	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.86	0.00	0.06
Propane/LPG	CR10	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
Propane/LPG	CR11	Medium	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.74	0.00	0.04
Propane/LPG	CR12	Medium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Electricity	CR01	High	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
Electricity	CR02	High	0.00	0.00	0.04	0.00	0.00	0.02	0.00	0.00	0.93	0.01
Electricity	CR03	High	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.76	0.23
Electricity	CR04	High	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.94	0.06
Electricity	CR05	High	0.00	0.00	0.04	0.00	0.00	0.02	0.00	0.00	0.86	0.07
Electricity	CR06	High	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.95	0.04
Electricity	CR07	High	0.00	0.00	0.03	0.00	0.00	0.03	0.00	0.00	0.79	0.15
Electricity	CR08	High	0.00	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.95	0.03
Electricity	CR09	High	0.00	0.00	0.02	0.00	0.00	0.01	0.00	0.00	0.92	0.05
Electricity	CR10	High	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.85	0.07
Electricity	CR11	High	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.63	0.06
Electricity	CR12	High	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Fuel Oil	CR01	High	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Fuel Oil	CR02	High	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.92	0.02
Fuel Oil	CR03	High	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Fuel Oil	CR04	High	0.00	0.00	0.02	0.00	0.00	0.02	0.00	0.00	0.90	0.05
Fuel Oil	CR05	High	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
Fuel Oil	CR06	High	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
Fuel Oil	CR07	High	0.00	0.00	0.04	0.00	0.00	0.02	0.00	0.00	0.84	0.10
Fuel Oil	CR08	High	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.91	0.06
Fuel Oil	CR09	High	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
Fuel Oil	CR10	High	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
Fuel Oil	CR11	High	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
Fuel Oil	CR12	High	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
Natural Gas	CR01	High	0.00	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.70	0.07
Natural Gas	CR02	High	0.00	0.00	0.30	0.00	0.00	0.00	0.00	0.00	0.67	0.03
Natural Gas	CR03	High	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.83	0.04
Natural Gas	CR04	High	0.00	0.00	0.33	0.00	0.00	0.00	0.00	0.00	0.63	0.04
Natural Gas	CR05	High	0.00	0.00	0.43	0.00	0.00	0.00	0.00	0.00	0.53	0.04
Natural Gas	CR06	High	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.88	0.02
Natural Gas	CR07	High	0.00	0.00	0.54	0.00	0.00	0.00	0.00	0.00	0.41	0.05
Natural Gas	CR08	High	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.86	0.02
Natural Gas	CR09	High	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.78	0.05
Natural Gas	CR10	High	0.00	0.00	0.32	0.00	0.00	0.00	0.00	0.00	0.61	0.07
Natural Gas	CR11	High	0.00	0.00	0.61	0.00	0.00	0.00	0.00	0.00	0.35	0.03
Natural Gas	CR12	High	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR01	High	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR02	High	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
None	CR03	High	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
None	CR04	High	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
