Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
AL, 02400	0.027320	0.009599	0.021967	0.010891	0.076422	0.003876	0.315695	0.003847	0.530384	0.000000	0.000000
AL, 02500	0.011759	0.003866	0.041237	0.026417	0.015142	0.013209	0.351676	0.009529	0.527166	0.000000	0.000000
AL, 02600	0.018625	0.001265	0.026098	0.009542	0.020579	0.016670	0.201376	0.017294	0.688552	0.000000	0.000000
AL, 02701	0.046067	0.046067	0.037769	0.002861	0.015451	0.018598	0.242825	0.283559	0.306802	0.000000	0.000000
AL, 02702	0.047062	0.006368	0.050790	0.005436	0.042092	0.015066	0.242825	0.000000	0.590361	0.000000	0.000000
AL, 02703	0.030141	0.000000	0.000000	0.018448	0.044432	0.073793	0.242825	0.000000	0.590361	0.000000	0.000000
AR, 00100	0.037152	0.016195	0.026292	0.008002	0.051823	0.009336	0.075306	0.059483	0.716411	0.000000	0.000000
AR, 00200	0.083590	0.011773	0.069462	0.032729	0.031552	0.090889	0.079473	0.016321	0.584210	0.000000	0.000000
AR, 00300	0.000000	0.033639	0.008893	0.021653	0.000000	0.008506	0.392150	0.023861	0.511298	0.000000	0.000000
AR, 00400	0.002369	0.012351	0.004230	0.018949	0.007952	0.002369	0.502180	0.000000	0.449602	0.000000	0.000000
AR, 00500	0.036452	0.033533	0.003773	0.101241	0.020077	0.006194	0.158234	0.010947	0.629548	0.000000	0.000000
AR, 00600	0.000000	0.023403	0.000000	0.025667	0.125317	0.038501	0.307347	0.000000	0.479765	0.000000	0.000000
AR, 00700	0.000000	0.035651	0.000000	0.053476	0.000000	0.000000	0.573304	0.000000	0.337569	0.000000	0.000000
AR, 00800	0.048390	0.020646	0.000000	0.026453	0.012259	0.013549	0.418251	0.008000	0.452453	0.000000	0.000000
AR, 00900	0.126273	0.021709	0.046940	0.022050	0.036029	0.007956	0.112785	0.015872	0.610386	0.000000	0.000000
AR, 01000	0.055567	0.018522	0.040543	0.004116	0.025931	0.116278	0.112785	0.020665	0.605593	0.000000	0.000000
AR, 01100	0.068636	0.011122	0.020734	0.014379	0.036225	0.004687	0.237190	0.013183	0.593846	0.000000	0.000000
AR, 01200	0.036890	0.010688	0.004137	0.005344	0.021720	0.000000	0.250270	0.000000	0.670951	0.000000	0.000000
AR, 01300	0.056410	0.044715	0.000000	0.028205	0.000000	0.000000	0.307231	0.000000	0.563439	0.000000	0.000000
AR, 01400	0.015960	0.091972	0.000000	0.036248	0.057888	0.016501	0.107682	0.019197	0.654552	0.000000	0.000000
AR, 01500	0.018271	0.007149	0.009533	0.002383	0.015093	0.000000	0.503589	0.013396	0.430586	0.000000	0.000000
AR, 01600	0.057682	0.009496	0.014069	0.016179	0.020751	0.018993	0.343468	0.000000	0.519361	0.000000	0.000000
AR, 01700	0.022536	0.004246	0.005770	0.002831	0.009472	0.000000	0.633263	0.000000	0.321883	0.000000	0.000000
AR, 01800	0.026125	0.022702	0.000000	0.000000	0.002883	0.000000	0.692135	0.000000	0.256156	0.000000	0.000000
AR, 01900	0.000000	0.000000	0.016225	0.031481	0.000000	0.000000	0.672200	0.000000	0.280095	0.000000	0.000000
AR, 02000	0.016216	0.000000	0.042701	0.004865	0.038917	0.010810	0.493838	0.000000	0.392653	0.000000	0.000000
AZ, 00100	0.112260	0.000000	0.062696	0.013132	0.016945	0.049988	0.089608	0.004668	0.650703	0.000000	0.000000
AZ, 00101	0.062927	0.000000	0.054095	0.037536	0.058511	0.041952	0.089608	0.056381	0.598990	0.000000	0.000000
AZ, 00102	0.165165	0.007702	0.000000	0.025673	0.000000	0.056481	0.089608	0.000000	0.655371	0.000000	0.000000
AZ, 00103	0.060645	0.000000	0.073863	0.014773	0.028768	0.076973	0.089608	0.000000	0.655371	0.000000	0.000000
AZ, 00104	0.000000	0.000000	0.094323	0.080349	0.041921	0.038428	0.089608	0.000000	0.655371	0.000000	0.000000
AZ, 00105	0.015653	0.011740	0.043047	0.009783	0.071093	0.103704	0.089608	0.000000	0.655371	0.000000	0.000000
AZ, 00106	0.086188	0.000000	0.007674	0.000000	0.085007	0.076152	0.089608	0.065103	0.590267	0.000000	0.000000
AZ, 00107	0.082097	0.000000	0.051822	0.030276	0.044020	0.046807	0.089608	0.010618	0.644753	0.000000	0.000000
AZ, 00108	0.049215	0.000000	0.032437	0.010346	0.054807	0.108216	0.089608	0.136665	0.518706	0.000000	0.000000
AZ, 00109	0.044444	0.001278	0.030813	0.001562	0.017323	0.159601	0.089608	0.141834	0.513537	0.000000	0.000000
AZ, 00110	0.002723	0.003630	0.032672	0.000000	0.015065	0.200931	0.089608	0.035499	0.619871	0.000000	0.000000
AZ, 00111	0.000000	0.051004	0.000000	0.000000	0.000000	0.204017	0.089608	0.037009	0.618361	0.000000	0.000000
AZ, 00112	0.038742	0.004890	0.056233	0.032536	0.030467	0.092154	0.089608	0.069407	0.585963	0.000000	0.000000
AZ, 00113	0.120377	0.000000	0.017834	0.038342	0.000000	0.078468	0.089608	0.000000	0.655371	0.000000	0.000000
AZ, 00114	0.026744	0.000000	0.075456	0.071635	0.000000	0.081187	0.089608	0.135594	0.519777	0.000000	0.000000
AZ, 00115	0.030521	0.000000	0.092920	0.042051	0.036625	0.052903	0.089608	0.000000	0.655371	0.000000	0.000000
AZ, 00116	0.003498	0.003848	0.039530	0.058071	0.052124	0.097951	0.089608	0.075504	0.579867	0.000000	0.000000
AZ, 00117	0.000000	0.000000	0.000000	0.057261	0.000000	0.197761	0.089608	0.038703	0.616668	0.000000	0.000000
AZ, 00118	0.022681	0.000000	0.039073	0.026684	0.045363	0.121221	0.089608	0.084564	0.570807	0.000000	0.000000
AZ, 00119	0.022853	0.034799	0.087777	0.024931	0.027528	0.057133	0.089608	0.084289	0.571082	0.000000	0.000000
AZ, 00120	0.089382	0.000000	0.008751	0.000000	0.076256	0.080632	0.089608	0.025093	0.630278	0.000000	0.000000
AZ, 00121	0.150584	0.058291	0.000000	0.000000	0.000000	0.046147	0.089608	0.004018	0.651352	0.000000	0.000000
AZ, 00122	0.109044	0.019346	0.036934	0.000000	0.089697	0.000000	0.089608	0.000000	0.655371	0.000000	0.000000
AZ, 00123	0.023377	0.000000	0.063755	0.102009	0.044629	0.021252	0.089608	0.110800	0.544570	0.000000	0.000000
AZ, 00124	0.107771	0.000000	0.048017	0.000000	0.041614	0.057620	0.089608	0.000000	0.655371	0.000000	0.000000
AZ, 00125	0.000000	0.000000	0.000000	0.000000	0.000000	0.255021	0.089608	0.000000	0.655371	0.000000	0.000000
AZ, 00126	0.056973	0.000000	0.092242	0.000000	0.058329	0.047477	0.089608	0.000000	0.655371	0.000000	0.000000
AZ, 00127	0.040440	0.000000	0.009904	0.000000	0.020633	0.184045	0.089608	0.000000	0.655371	0.000000	0.000000
AZ, 00128	0.000000	0.000000	0.000000	0.255021	0.000000	0.000000	0.089608	0.000000	0.655371	0.000000	0.000000
AZ, 00129	0.086360	0.000000	0.044656	0.011441	0.058312	0.054252	0.089608	0.012245	0.643125	0.000000	0.000000
AZ, 00130	0.089935	0.000000	0.068991	0.000000	0.000000	0.096095	0.089608	0.034321	0.621049	0.000000	0.000000
AZ, 00131	0.065917	0.000000	0.116705	0.000000	0.018370	0.054030	0.089608	0.000000	0.655371	0.000000	0.000000
AZ, 00132	0.000000	0.000000	0.014928	0.000000	0.000000	0.240093	0.089608	0.017889	0.637481	0.000000	0.000000
AZ, 00133	0.088606	0.007446	0.004840	0.010424	0.036113	0.107593	0.089608	0.000000	0.655371	0.000000	0.000000
AZ, 00134	0.045773	0.209248	0.000000	0.000000	0.000000	0.000000	0.089608	0.022581	0.632790	0.000000	0.000000
AZ, 00201	0.065377	0.013075	0.111643	0.008046	0.014081	0.013075	0.264400	0.008282	0.502020	0.000000	0.000000
AZ, 00202	0.087132	0.000000	0.048545	0.000000	0.030496	0.059125	0.264400	0.005535	0.504767	0.000000	0.000000
AZ, 00203	0.070202	0.034693	0.003673	0.000000	0.066120	0.050610	0.264400	0.009666	0.500636	0.000000	0.000000
AZ, 00204	0.026763	0.000000	0.039902	0.029683	0.053527	0.075424	0.264400	0.066355	0.443947	0.000000	0.000000
AZ, 00205	0.000000	0.000000	0.000000	0.225298	0.000000	0.000000	0.264400	0.006815	0.503487	0.000000	0.000000
AZ, 00206	0.032185	0.018507	0.000000	0.032990	0.000000	0.141616	0.264400	0.000000	0.510302	0.000000	0.000000
AZ, 00207	0.019845	0.018094	0.047278	0.042025	0.029767	0.068290	0.264400	0.049544	0.460758	0.000000	0.000000
AZ, 00208	0.000000	0.007510	0.000000	0.000000	0.000000	0.217788	0.264400	0.096057	0.414245	0.000000	0.000000
AZ, 00209	0.073805	0.066036	0.085458	0.000000	0.000000	0.000000	0.264400	0.222120	0.288182	0.000000	0.000000
AZ, 00300	0.000000	0.017582	0.000000	0.002425	0.015157	0.013338	0.561722	0.027803	0.361972	0.000000	0.000000
AZ, 00400	0.066566	0.012157	0.013951	0.001594	0.059789	0.021126	0.359892	0.072826	0.392099	0.000000	0.000000
AZ, 00500	0.006404	0.012275	0.017878	0.036024	0.010407	0.018946	0.430291	0.037895	0.429881	0.000000	0.000000
AZ, 00600	0.000000	0.006239	0.000000	0.020015	0.030933	0.006758	0.601162	0.025852	0.309041	0.000000	0.000000
AZ, 00700	0.032255	0.000000	0.000000	0.017945	0.042931	0.000000	0.589117	0.007480	0.310272	0.000000	0.000000
AZ, 00800	0.000000	0.001279	0.000000	0.024208	0.008780	0.001620	0.524759	0.018808	0.420547	0.000000	0.000000
AZ, 00803	0.000000	0.000000	0.000000	0.047005	0.000000	0.000000	0.471587	0.014000	0.467408	0.000000	0.000000
AZ, 00805	0.007834	0.007834	0.007834	0.007834	0.007834	0.007834	0.471587	0.007864	0.473544	0.000000	0.000000
AZ, 00807	0.000000	0.000000	0.000000	0.005276	0.000000	0.041729	0.471587	0.027885	0.453523	0.000000	0.000000
AZ, 00900	0.006639	0.000000	0.003942	0.006432	0.028217	0.005602	0.818670	0.007523	0.122974	0.000000	0.000000
CA, 00101	0.025605	0.046255	0.071860	0.035517	0.000000	0.213929	0.027326	0.088026	0.491481	0.000000	0.000000
CA, 00102	0.021031	0.005347	0.053111	0.027447	0.006060	0.280171	0.027326	0.443153	0.136355	0.000000	0.000000
CA, 00103	0.163394	0.000000	0.000000	0.000000	0.000000	0.229773	0.027326	0.206171	0.373336	0.000000	0.000000
CA, 00104	0.047768	0.019597	0.088187	0.041644	0.091861	0.104109	0.027326	0.033595	0.545913	0.000000	0.000000
CA, 00105	0.169646	0.018340	0.010316	0.033241	0.044704	0.116918	0.027326	0.158478	0.421030	0.000000	0.000000
CA, 00106	0.000000	0.000000	0.000000	0.000000	0.393166	0.000000	0.027326	0.061650	0.517858	0.000000	0.000000
CA, 00107	0.000000	0.000000	0.024818	0.015674	0.312182	0.040492	0.027326	0.293770	0.285737	0.000000	0.000000
CA, 00108	0.006517	0.000000	0.015929	0.023170	0.007965	0.339586	0.027326	0.295460	0.284047	0.000000	0.000000
CA, 00109	0.008330	0.000000	0.039150	0.030820	0.022490	0.292376	0.027326	0.249218	0.330289	0.000000	0.000000
CA, 00110	0.007826	0.009668	0.037291	0.000000	0.020257	0.318124	0.027326	0.127306	0.452201	0.000000	0.000000
CA, 00300	0.000000	0.000000	0.042769	0.030054	0.000000	0.000000	0.426299	0.000000	0.500878	0.000000	0.000000
CA, 00701	0.059643	0.012280	0.000000	0.049557	0.078501	0.051311	0.356146	0.015537	0.377026	0.000000	0.000000
CA, 00702	0.000000	0.000000	0.021595	0.031411	0.039264	0.159020	0.356146	0.000000	0.392563	0.000000	0.000000
CA, 01100	0.000000	0.021781	0.003755	0.016899	0.059335	0.008262	0.402665	0.078640	0.408661	0.000000	0.000000
CA, 01301	0.109926	0.000000	0.000000	0.000000	0.047635	0.080612	0.040027	0.323131	0.398669	0.000000	0.000000
CA, 01302	0.000000	0.054752	0.090341	0.000000	0.000000	0.093079	0.040027	0.131236	0.590564	0.000000	0.000000
CA, 01303	0.000000	0.182784	0.000000	0.000000	0.055389	0.000000	0.040027	0.078386	0.643414	0.000000	0.000000
CA, 01304	0.000000	0.033200	0.044748	0.016359	0.023577	0.120289	0.040027	0.176643	0.545157	0.000000	0.000000
CA, 01305	0.048159	0.006880	0.031451	0.021295	0.012777	0.117612	0.040027	0.083026	0.638774	0.000000	0.000000
CA, 01306	0.000000	0.000000	0.000000	0.037360	0.000000	0.200812	0.040027	0.086466	0.635334	0.000000	0.000000
CA, 01307	0.041222	0.041222	0.081299	0.000000	0.000000	0.074429	0.040027	0.039228	0.682572	0.000000	0.000000
CA, 01308	0.000000	0.000000	0.000000	0.000000	0.000000	0.238173	0.040027	0.023548	0.698252	0.000000	0.000000
CA, 01309	0.040201	0.067508	0.062956	0.000000	0.050062	0.017446	0.040027	0.008572	0.713228	0.000000	0.000000
CA, 01500	0.022554	0.022120	0.010409	0.000000	0.000000	0.015180	0.600832	0.000000	0.328904	0.000000	0.000000
CA, 01700	0.000000	0.000000	0.000000	0.000000	0.139436	0.000000	0.140774	0.016429	0.703361	0.000000	0.000000
CA, 01901	0.055051	0.000000	0.000000	0.090568	0.110991	0.008879	0.100434	0.028271	0.605806	0.000000	0.000000
CA, 01902	0.004295	0.000000	0.020402	0.106303	0.063352	0.071137	0.100434	0.007820	0.626256	0.000000	0.000000
CA, 01903	0.114857	0.000000	0.029185	0.060253	0.032951	0.028244	0.100434	0.000000	0.634077	0.000000	0.000000
CA, 01904	0.052648	0.039598	0.018674	0.086172	0.043648	0.024749	0.100434	0.062988	0.571089	0.000000	0.000000
CA, 01905	0.063487	0.009894	0.000000	0.058540	0.112957	0.020613	0.100434	0.025686	0.608391	0.000000	0.000000
CA, 01906	0.010260	0.000000	0.023727	0.073106	0.076953	0.081442	0.100434	0.012824	0.621253	0.000000	0.000000
CA, 01907	0.032138	0.034933	0.000000	0.058687	0.139731	0.000000	0.100434	0.000000	0.634077	0.000000	0.000000
CA, 02300	0.005603	0.007705	0.019612	0.071793	0.080198	0.000000	0.261320	0.109180	0.444589	0.000000	0.000000
CA, 02500	0.022681	0.000000	0.000000	0.046982	0.119884	0.043742	0.267648	0.039066	0.459998	0.000000	0.000000
CA, 02901	0.000000	0.028332	0.010818	0.055118	0.011333	0.074693	0.167579	0.000000	0.652128	0.000000	0.000000
CA, 02902	0.004173	0.039648	0.020033	0.043821	0.010016	0.062602	0.167579	0.026407	0.625721	0.000000	0.000000
CA, 02903	0.002470	0.082490	0.032601	0.023710	0.013337	0.025686	0.167579	0.021108	0.631020	0.000000	0.000000
CA, 02904	0.000000	0.000000	0.000000	0.068387	0.111906	0.000000	0.167579	0.000000	0.652128	0.000000	0.000000
CA, 02905	0.035710	0.047033	0.013065	0.004790	0.044856	0.034839	0.167579	0.012324	0.639804	0.000000	0.000000
CA, 03100	0.022343	0.000000	0.034947	0.053279	0.100829	0.040103	0.173078	0.005076	0.570346	0.000000	0.000000
CA, 03300	0.029694	0.005444	0.000000	0.037117	0.000000	0.011383	0.492339	0.011034	0.412989	0.000000	0.000000
CA, 03701	0.000000	0.000000	0.231983	0.000000	0.000000	0.231983	0.042949	0.041090	0.451995	0.000000	0.000000
CA, 03702	0.000000	0.000000	0.102292	0.082199	0.056626	0.222850	0.042949	0.046154	0.446931	0.000000	0.000000
CA, 03703	0.032674	0.000000	0.259211	0.000000	0.000000	0.172081	0.042949	0.000000	0.493085	0.000000	0.000000
CA, 03704	0.000000	0.000000	0.068490	0.000000	0.099421	0.296054	0.042949	0.000000	0.493085	0.000000	0.000000
CA, 03705	0.000000	0.000000	0.117105	0.006364	0.005092	0.335405	0.042949	0.136968	0.356117	0.000000	0.000000
CA, 03706	0.171527	0.000000	0.047803	0.000000	0.050614	0.194022	0.042949	0.069729	0.423356	0.000000	0.000000
CA, 03707	0.034864	0.000000	0.150185	0.101912	0.000000	0.177004	0.042949	0.030292	0.462793	0.000000	0.000000
CA, 03708	0.072172	0.000000	0.285253	0.000000	0.000000	0.106540	0.042949	0.106403	0.386682	0.000000	0.000000
CA, 03709	0.000000	0.000000	0.000000	0.000000	0.000000	0.463966	0.042949	0.041090	0.451995	0.000000	0.000000
CA, 03710	0.000000	0.000000	0.358696	0.000000	0.000000	0.105270	0.042949	0.141330	0.351755	0.000000	0.000000
CA, 03711	0.094366	0.000000	0.086502	0.062911	0.044562	0.175625	0.042949	0.225766	0.267319	0.000000	0.000000
CA, 03712	0.073865	0.000000	0.108490	0.000000	0.000000	0.281611	0.042949	0.090518	0.402567	0.000000	0.000000
CA, 03713	0.000000	0.000000	0.000000	0.000000	0.000000	0.463966	0.042949	0.161732	0.331353	0.000000	0.000000
CA, 03714	0.000000	0.000000	0.000000	0.000000	0.000000	0.463966	0.042949	0.454029	0.039056	0.000000	0.000000
CA, 03715	0.000000	0.040505	0.088374	0.000000	0.000000	0.335086	0.042949	0.000000	0.493085	0.000000	0.000000
CA, 03716	0.000000	0.000000	0.000000	0.000000	0.000000	0.463966	0.042949	0.000000	0.493085	0.000000	0.000000
CA, 03717	0.197959	0.000000	0.092793	0.000000	0.173214	0.000000	0.042949	0.051694	0.441391	0.000000	0.000000
CA, 03718	0.007722	0.020592	0.124840	0.006435	0.033462	0.270915	0.042949	0.203958	0.289127	0.000000	0.000000
CA, 03719	0.005028	0.014170	0.024684	0.067195	0.030626	0.322262	0.042949	0.273508	0.219577	0.000000	0.000000
CA, 03720	0.194866	0.000000	0.034466	0.000000	0.000000	0.234634	0.042949	0.000000	0.493085	0.000000	0.000000
CA, 03721	0.029065	0.000000	0.081813	0.000000	0.026374	0.326714	0.042949	0.042507	0.450578	0.000000	0.000000
CA, 03722	0.092793	0.000000	0.157322	0.006933	0.026131	0.180787	0.042949	0.000000	0.493085	0.000000	0.000000
CA, 03723	0.062410	0.000000	0.207758	0.000000	0.011496	0.182302	0.042949	0.000000	0.493085	0.000000	0.000000
CA, 03724	0.012096	0.000000	0.079488	0.031968	0.031104	0.309311	0.042949	0.070789	0.422296	0.000000	0.000000
CA, 03725	0.016154	0.005296	0.017743	0.001854	0.000000	0.422919	0.042949	0.150778	0.342307	0.000000	0.000000
CA, 03726	0.331404	0.053656	0.000000	0.000000	0.000000	0.078906	0.042949	0.015750	0.477335	0.000000	0.000000
CA, 03727	0.181885	0.000000	0.114875	0.000000	0.039568	0.127638	0.042949	0.000000	0.493085	0.000000	0.000000
CA, 03728	0.000000	0.009378	0.174728	0.020237	0.081441	0.178183	0.042949	0.000000	0.493085	0.000000	0.000000
CA, 03729	0.110588	0.000000	0.093497	0.006032	0.042224	0.211625	0.042949	0.026415	0.466670	0.000000	0.000000
CA, 03730	0.077841	0.010019	0.093256	0.000000	0.045472	0.237378	0.042949	0.095697	0.397388	0.000000	0.000000
CA, 03731	0.030788	0.000000	0.138187	0.000000	0.088784	0.206207	0.042949	0.145577	0.347508	0.000000	0.000000
CA, 03732	0.042071	0.010370	0.061625	0.024591	0.017776	0.307533	0.042949	0.000000	0.493085	0.000000	0.000000
CA, 03733	0.019385	0.012642	0.103244	0.000000	0.037505	0.291190	0.042949	0.393135	0.099950	0.000000	0.000000
CA, 03734	0.024347	0.012403	0.106574	0.004594	0.014700	0.301348	0.042949	0.313070	0.180015	0.000000	0.000000
CA, 03735	0.019278	0.057835	0.197924	0.000000	0.000000	0.188928	0.042949	0.056555	0.436530	0.000000	0.000000
CA, 03736	0.090684	0.000000	0.126536	0.025307	0.069595	0.151843	0.042949	0.101382	0.391703	0.000000	0.000000
CA, 03737	0.077328	0.102072	0.136097	0.046397	0.000000	0.102072	0.042949	0.000000	0.493085	0.000000	0.000000
CA, 03738	0.068886	0.040521	0.093198	0.000000	0.000000	0.261361	0.042949	0.232373	0.260712	0.000000	0.000000
CA, 03739	0.000000	0.161849	0.302117	0.000000	0.000000	0.000000	0.042949	0.314274	0.178811	0.000000	0.000000
CA, 03740	0.000000	0.000000	0.000000	0.000000	0.000000	0.463966	0.042949	0.125058	0.368027	0.000000	0.000000
CA, 03741	0.000000	0.123724	0.012372	0.000000	0.247448	0.080421	0.042949	0.000000	0.493085	0.000000	0.000000
CA, 03742	0.135541	0.187672	0.086016	0.000000	0.054738	0.000000	0.042949	0.000000	0.493085	0.000000	0.000000
CA, 03743	0.000000	0.202985	0.000000	0.260981	0.000000	0.000000	0.042949	0.236681	0.256404	0.000000	0.000000
CA, 03744	0.013299	0.007239	0.020875	0.004040	0.000000	0.418512	0.042949	0.294717	0.198368	0.000000	0.000000
CA, 03745	0.061351	0.085636	0.100973	0.054960	0.065185	0.095861	0.042949	0.329460	0.163625	0.000000	0.000000
CA, 03746	0.030379	0.000000	0.110468	0.048330	0.020713	0.254077	0.042949	0.283897	0.209188	0.000000	0.000000
CA, 03747	0.000000	0.000000	0.000000	0.463966	0.000000	0.000000	0.042949	0.103313	0.389772	0.000000	0.000000
CA, 03748	0.020032	0.000000	0.028125	0.014771	0.009915	0.391123	0.042949	0.080917	0.412169	0.000000	0.000000
CA, 03749	0.074018	0.000000	0.036106	0.126372	0.000000	0.227470	0.042949	0.000000	0.493085	0.000000	0.000000
CA, 03750	0.075501	0.000000	0.121776	0.000000	0.049928	0.216761	0.042949	0.201365	0.291720	0.000000	0.000000
CA, 03751	0.000000	0.057262	0.020555	0.240792	0.000000	0.145356	0.042949	0.282045	0.211040	0.000000	0.000000
CA, 03752	0.000000	0.000000	0.057255	0.104639	0.096742	0.205330	0.042949	0.360794	0.132291	0.000000	0.000000
CA, 03753	0.000000	0.000000	0.076297	0.000000	0.082483	0.305186	0.042949	0.060943	0.432142	0.000000	0.000000
CA, 03754	0.076746	0.104654	0.000000	0.000000	0.170935	0.111631	0.042949	0.241681	0.251404	0.000000	0.000000
CA, 03755	0.000000	0.000000	0.000000	0.223984	0.000000	0.239982	0.042949	0.083731	0.409354	0.000000	0.000000
CA, 03756	0.000000	0.000000	0.463966	0.000000	0.000000	0.000000	0.042949	0.292021	0.201064	0.000000	0.000000
CA, 03757	0.045094	0.000000	0.023048	0.137286	0.041086	0.217453	0.042949	0.000000	0.493085	0.000000	0.000000
CA, 03758	0.070352	0.008905	0.187011	0.022263	0.016920	0.158514	0.042949	0.157487	0.335598	0.000000	0.000000
CA, 03759	0.213896	0.000000	0.020446	0.000000	0.147840	0.081784	0.042949	0.335127	0.157958	0.000000	0.000000
CA, 03760	0.000000	0.000000	0.255181	0.208785	0.000000	0.000000	0.042949	0.060824	0.432261	0.000000	0.000000
CA, 03761	0.000000	0.000000	0.463966	0.000000	0.000000	0.000000	0.042949	0.000000	0.493085	0.000000	0.000000
CA, 03762	0.052020	0.000000	0.163091	0.000000	0.060456	0.188398	0.042949	0.000000	0.493085	0.000000	0.000000
CA, 03763	0.113803	0.000000	0.201344	0.000000	0.000000	0.148819	0.042949	0.000000	0.493085	0.000000	0.000000
CA, 03764	0.187083	0.000000	0.000000	0.000000	0.000000	0.276883	0.042949	0.258283	0.234802	0.000000	0.000000
CA, 03765	0.000000	0.000000	0.000000	0.463966	0.000000	0.000000	0.042949	0.077179	0.415907	0.000000	0.000000
CA, 03766	0.046491	0.021348	0.034631	0.025143	0.029887	0.306464	0.042949	0.251314	0.241771	0.000000	0.000000
CA, 03767	0.083176	0.018195	0.136461	0.071479	0.029891	0.124764	0.042949	0.072750	0.420335	0.000000	0.000000
CA, 03768	0.000000	0.000000	0.224163	0.000000	0.000000	0.239803	0.042949	0.114671	0.378414	0.000000	0.000000
CA, 03769	0.077328	0.077328	0.077328	0.077328	0.077328	0.077328	0.042949	0.114952	0.378133	0.000000	0.000000
CA, 03900	0.022281	0.022281	0.022281	0.022281	0.022281	0.022281	0.218286	0.000000	0.648027	0.000000	0.000000
CA, 04101	0.000000	0.000000	0.000000	0.070823	0.000000	0.240798	0.036300	0.000000	0.652078	0.000000	0.000000
