Dependency=PUMA	Dependency=Geometry Building Type RECS	Option=Occupied	Option=Vacant
AZ, 00209	Mobile Home	1.000000	0.000000
AZ, 00209	Multi-Family with 2 - 4 Units	1.000000	0.000000
AZ, 00209	Multi-Family with 5+ Units	1.000000	0.000000
AZ, 00209	Single-Family Attached	1.000000	0.000000
AZ, 00209	Single-Family Detached	1.000000	0.000000
AZ, 00300	Mobile Home	1.000000	0.000000
AZ, 00300	Multi-Family with 2 - 4 Units	1.000000	0.000000
AZ, 00300	Multi-Family with 5+ Units	1.000000	0.000000
AZ, 00300	Single-Family Attached	1.000000	0.000000
AZ, 00300	Single-Family Detached	1.000000	0.000000
AZ, 00400	Mobile Home	1.000000	0.000000
AZ, 00400	Multi-Family with 2 - 4 Units	1.000000	0.000000
AZ, 00400	Multi-Family with 5+ Units	1.000000	0.000000
AZ, 00400	Single-Family Attached	1.000000	0.000000
AZ, 00400	Single-Family Detached	1.000000	0.000000
AZ, 00500	Mobile Home	1.000000	0.000000
AZ, 00500	Multi-Family with 2 - 4 Units	1.000000	0.000000
AZ, 00500	Multi-Family with 5+ Units	1.000000	0.000000
AZ, 00500	Single-Family Attached	1.000000	0.000000
AZ, 00500	Single-Family Detached	1.000000	0.000000
AZ, 00600	Mobile Home	1.000000	0.000000
AZ, 00600	Multi-Family with 2 - 4 Units	1.000000	0.000000
AZ, 00600	Multi-Family with 5+ Units	1.000000	0.000000
AZ, 00600	Single-Family Attached	1.000000	0.000000
AZ, 00600	Single-Family Detached	1.000000	0.000000
AZ, 00700	Mobile Home	1.000000	0.000000
AZ, 00700	Multi-Family with 2 - 4 Units	1.000000	0.000000
AZ, 00700	Multi-Family with 5+ Units	1.000000	0.000000
AZ, 00700	Single-Family Attached	1.000000	0.000000
AZ, 00700	Single-Family Detached	1.000000	0.000000
AZ, 00800	Mobile Home	1.000000	0.000000
AZ, 00800	Multi-Family with 2 - 4 Units	1.000000	0.000000
AZ, 00800	Multi-Family with 5+ Units	1.000000	0.000000
AZ, 00800	Single-Family Attached	1.000000	0.000000
AZ, 00800	Single-Family Detached	1.000000	0.000000
AZ, 00803	Mobile Home	1.000000	0.000000
AZ, 00803	Multi-Family with 2 - 4 Units	1.000000	0.000000
AZ, 00803	Multi-Family with 5+ Units	1.000000	0.000000
AZ, 00803	Single-Family Attached	1.000000	0.000000
AZ, 00803	Single-Family Detached	1.000000	0.000000
AZ, 00805	Mobile Home	1.000000	0.000000
AZ, 00805	Multi-Family with 2 - 4 Units	1.000000	0.000000
AZ, 00805	Multi-Family with 5+ Units	1.000000	0.000000
AZ, 00805	Single-Family Attached	1.000000	0.000000
AZ, 00805	Single-Family Detached	1.000000	0.000000
AZ, 00807	Mobile Home	1.000000	0.000000
AZ, 00807	Multi-Family with 2 - 4 Units	1.000000	0.000000
AZ, 00807	Multi-Family with 5+ Units	1.000000	0.000000
AZ, 00807	Single-Family Attached	1.000000	0.000000
AZ, 00807	Single-Family Detached	1.000000	0.000000
AZ, 00900	Mobile Home	1.000000	0.000000
AZ, 00900	Multi-Family with 2 - 4 Units	1.000000	0.000000
AZ, 00900	Multi-Family with 5+ Units	1.000000	0.000000
AZ, 00900	Single-Family Attached	1.000000	0.000000
AZ, 00900	Single-Family Detached	1.000000	0.000000
CA, 00101	Mobile Home	1.000000	0.000000
CA, 00101	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 00101	Multi-Family with 5+ Units	1.000000	0.000000
CA, 00101	Single-Family Attached	1.000000	0.000000
CA, 00101	Single-Family Detached	1.000000	0.000000
CA, 00102	Mobile Home	1.000000	0.000000
CA, 00102	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 00102	Multi-Family with 5+ Units	1.000000	0.000000
CA, 00102	Single-Family Attached	1.000000	0.000000
CA, 00102	Single-Family Detached	1.000000	0.000000
CA, 00103	Mobile Home	1.000000	0.000000
CA, 00103	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 00103	Multi-Family with 5+ Units	1.000000	0.000000
CA, 00103	Single-Family Attached	1.000000	0.000000
CA, 00103	Single-Family Detached	1.000000	0.000000
CA, 00104	Mobile Home	1.000000	0.000000
CA, 00104	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 00104	Multi-Family with 5+ Units	1.000000	0.000000
CA, 00104	Single-Family Attached	1.000000	0.000000
CA, 00104	Single-Family Detached	1.000000	0.000000
CA, 00105	Mobile Home	1.000000	0.000000
CA, 00105	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 00105	Multi-Family with 5+ Units	1.000000	0.000000
CA, 00105	Single-Family Attached	1.000000	0.000000
CA, 00105	Single-Family Detached	1.000000	0.000000
CA, 00106	Mobile Home	1.000000	0.000000
CA, 00106	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 00106	Multi-Family with 5+ Units	1.000000	0.000000
CA, 00106	Single-Family Attached	1.000000	0.000000
CA, 00106	Single-Family Detached	1.000000	0.000000
CA, 00107	Mobile Home	1.000000	0.000000
CA, 00107	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 00107	Multi-Family with 5+ Units	1.000000	0.000000
CA, 00107	Single-Family Attached	1.000000	0.000000
CA, 00107	Single-Family Detached	1.000000	0.000000
CA, 00108	Mobile Home	1.000000	0.000000
CA, 00108	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 00108	Multi-Family with 5+ Units	1.000000	0.000000
CA, 00108	Single-Family Attached	1.000000	0.000000
CA, 00108	Single-Family Detached	1.000000	0.000000
CA, 00109	Mobile Home	1.000000	0.000000
CA, 00109	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 00109	Multi-Family with 5+ Units	1.000000	0.000000
CA, 00109	Single-Family Attached	1.000000	0.000000
CA, 00109	Single-Family Detached	1.000000	0.000000
CA, 00110	Mobile Home	1.000000	0.000000
CA, 00110	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 00110	Multi-Family with 5+ Units	1.000000	0.000000
CA, 00110	Single-Family Attached	1.000000	0.000000
CA, 00110	Single-Family Detached	1.000000	0.000000
CA, 00300	Mobile Home	1.000000	0.000000
CA, 00300	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 00300	Multi-Family with 5+ Units	1.000000	0.000000
CA, 00300	Single-Family Attached	1.000000	0.000000
CA, 00300	Single-Family Detached	1.000000	0.000000
CA, 00701	Mobile Home	1.000000	0.000000
CA, 00701	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 00701	Multi-Family with 5+ Units	1.000000	0.000000
CA, 00701	Single-Family Attached	1.000000	0.000000
CA, 00701	Single-Family Detached	1.000000	0.000000
CA, 00702	Mobile Home	1.000000	0.000000
CA, 00702	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 00702	Multi-Family with 5+ Units	1.000000	0.000000
CA, 00702	Single-Family Attached	1.000000	0.000000
CA, 00702	Single-Family Detached	1.000000	0.000000
CA, 01100	Mobile Home	1.000000	0.000000
CA, 01100	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 01100	Multi-Family with 5+ Units	1.000000	0.000000
CA, 01100	Single-Family Attached	1.000000	0.000000
CA, 01100	Single-Family Detached	1.000000	0.000000
CA, 01301	Mobile Home	1.000000	0.000000
CA, 01301	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 01301	Multi-Family with 5+ Units	1.000000	0.000000
CA, 01301	Single-Family Attached	1.000000	0.000000
CA, 01301	Single-Family Detached	1.000000	0.000000
CA, 01302	Mobile Home	1.000000	0.000000
CA, 01302	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 01302	Multi-Family with 5+ Units	1.000000	0.000000
CA, 01302	Single-Family Attached	1.000000	0.000000
CA, 01302	Single-Family Detached	1.000000	0.000000
CA, 01303	Mobile Home	1.000000	0.000000
CA, 01303	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 01303	Multi-Family with 5+ Units	1.000000	0.000000
CA, 01303	Single-Family Attached	1.000000	0.000000
CA, 01303	Single-Family Detached	1.000000	0.000000
CA, 01304	Mobile Home	1.000000	0.000000
CA, 01304	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 01304	Multi-Family with 5+ Units	1.000000	0.000000
CA, 01304	Single-Family Attached	1.000000	0.000000
CA, 01304	Single-Family Detached	1.000000	0.000000
CA, 01305	Mobile Home	1.000000	0.000000
CA, 01305	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 01305	Multi-Family with 5+ Units	1.000000	0.000000
CA, 01305	Single-Family Attached	1.000000	0.000000
CA, 01305	Single-Family Detached	1.000000	0.000000
CA, 01306	Mobile Home	1.000000	0.000000
CA, 01306	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 01306	Multi-Family with 5+ Units	1.000000	0.000000
CA, 01306	Single-Family Attached	1.000000	0.000000
CA, 01306	Single-Family Detached	1.000000	0.000000
CA, 01307	Mobile Home	1.000000	0.000000
CA, 01307	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 01307	Multi-Family with 5+ Units	1.000000	0.000000
CA, 01307	Single-Family Attached	1.000000	0.000000
CA, 01307	Single-Family Detached	1.000000	0.000000
CA, 01308	Mobile Home	1.000000	0.000000
CA, 01308	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 01308	Multi-Family with 5+ Units	1.000000	0.000000
CA, 01308	Single-Family Attached	1.000000	0.000000
CA, 01308	Single-Family Detached	1.000000	0.000000
CA, 01309	Mobile Home	1.000000	0.000000
CA, 01309	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 01309	Multi-Family with 5+ Units	1.000000	0.000000
CA, 01309	Single-Family Attached	1.000000	0.000000
CA, 01309	Single-Family Detached	1.000000	0.000000
CA, 01500	Mobile Home	1.000000	0.000000
CA, 01500	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 01500	Multi-Family with 5+ Units	1.000000	0.000000
CA, 01500	Single-Family Attached	1.000000	0.000000
CA, 01500	Single-Family Detached	1.000000	0.000000
CA, 01700	Mobile Home	1.000000	0.000000
CA, 01700	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 01700	Multi-Family with 5+ Units	1.000000	0.000000
CA, 01700	Single-Family Attached	1.000000	0.000000
CA, 01700	Single-Family Detached	1.000000	0.000000
CA, 01901	Mobile Home	1.000000	0.000000
CA, 01901	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 01901	Multi-Family with 5+ Units	1.000000	0.000000
CA, 01901	Single-Family Attached	1.000000	0.000000
CA, 01901	Single-Family Detached	1.000000	0.000000
CA, 01902	Mobile Home	1.000000	0.000000
CA, 01902	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 01902	Multi-Family with 5+ Units	1.000000	0.000000
CA, 01902	Single-Family Attached	1.000000	0.000000
CA, 01902	Single-Family Detached	1.000000	0.000000
CA, 01903	Mobile Home	1.000000	0.000000
CA, 01903	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 01903	Multi-Family with 5+ Units	1.000000	0.000000
CA, 01903	Single-Family Attached	1.000000	0.000000
CA, 01903	Single-Family Detached	1.000000	0.000000
CA, 01904	Mobile Home	1.000000	0.000000
CA, 01904	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 01904	Multi-Family with 5+ Units	1.000000	0.000000
CA, 01904	Single-Family Attached	1.000000	0.000000
CA, 01904	Single-Family Detached	1.000000	0.000000
CA, 01905	Mobile Home	1.000000	0.000000
CA, 01905	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 01905	Multi-Family with 5+ Units	1.000000	0.000000
CA, 01905	Single-Family Attached	1.000000	0.000000
CA, 01905	Single-Family Detached	1.000000	0.000000
CA, 01906	Mobile Home	1.000000	0.000000
CA, 01906	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 01906	Multi-Family with 5+ Units	1.000000	0.000000
CA, 01906	Single-Family Attached	1.000000	0.000000
CA, 01906	Single-Family Detached	1.000000	0.000000
CA, 01907	Mobile Home	1.000000	0.000000
CA, 01907	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 01907	Multi-Family with 5+ Units	1.000000	0.000000
CA, 01907	Single-Family Attached	1.000000	0.000000
CA, 01907	Single-Family Detached	1.000000	0.000000
CA, 02300	Mobile Home	1.000000	0.000000
CA, 02300	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 02300	Multi-Family with 5+ Units	1.000000	0.000000
CA, 02300	Single-Family Attached	1.000000	0.000000
CA, 02300	Single-Family Detached	1.000000	0.000000
CA, 02500	Mobile Home	1.000000	0.000000
CA, 02500	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 02500	Multi-Family with 5+ Units	1.000000	0.000000
CA, 02500	Single-Family Attached	1.000000	0.000000
CA, 02500	Single-Family Detached	1.000000	0.000000
CA, 02901	Mobile Home	1.000000	0.000000
CA, 02901	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 02901	Multi-Family with 5+ Units	1.000000	0.000000
CA, 02901	Single-Family Attached	1.000000	0.000000
CA, 02901	Single-Family Detached	1.000000	0.000000
CA, 02902	Mobile Home	1.000000	0.000000
CA, 02902	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 02902	Multi-Family with 5+ Units	1.000000	0.000000
CA, 02902	Single-Family Attached	1.000000	0.000000
CA, 02902	Single-Family Detached	1.000000	0.000000
CA, 02903	Mobile Home	1.000000	0.000000
CA, 02903	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 02903	Multi-Family with 5+ Units	1.000000	0.000000
CA, 02903	Single-Family Attached	1.000000	0.000000
CA, 02903	Single-Family Detached	1.000000	0.000000
CA, 02904	Mobile Home	1.000000	0.000000
CA, 02904	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 02904	Multi-Family with 5+ Units	1.000000	0.000000
CA, 02904	Single-Family Attached	1.000000	0.000000
CA, 02904	Single-Family Detached	1.000000	0.000000
CA, 02905	Mobile Home	1.000000	0.000000
CA, 02905	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 02905	Multi-Family with 5+ Units	1.000000	0.000000
CA, 02905	Single-Family Attached	1.000000	0.000000
CA, 02905	Single-Family Detached	1.000000	0.000000
CA, 03100	Mobile Home	1.000000	0.000000
CA, 03100	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03100	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03100	Single-Family Attached	1.000000	0.000000
CA, 03100	Single-Family Detached	1.000000	0.000000
CA, 03300	Mobile Home	1.000000	0.000000
CA, 03300	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03300	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03300	Single-Family Attached	1.000000	0.000000
CA, 03300	Single-Family Detached	1.000000	0.000000
CA, 03701	Mobile Home	1.000000	0.000000
CA, 03701	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03701	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03701	Single-Family Attached	1.000000	0.000000
CA, 03701	Single-Family Detached	1.000000	0.000000
CA, 03702	Mobile Home	1.000000	0.000000
CA, 03702	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03702	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03702	Single-Family Attached	1.000000	0.000000
CA, 03702	Single-Family Detached	1.000000	0.000000
CA, 03703	Mobile Home	1.000000	0.000000
CA, 03703	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03703	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03703	Single-Family Attached	1.000000	0.000000
CA, 03703	Single-Family Detached	1.000000	0.000000
CA, 03704	Mobile Home	1.000000	0.000000
CA, 03704	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03704	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03704	Single-Family Attached	1.000000	0.000000
CA, 03704	Single-Family Detached	1.000000	0.000000
CA, 03705	Mobile Home	1.000000	0.000000
CA, 03705	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03705	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03705	Single-Family Attached	1.000000	0.000000
CA, 03705	Single-Family Detached	1.000000	0.000000
CA, 03706	Mobile Home	1.000000	0.000000
CA, 03706	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03706	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03706	Single-Family Attached	1.000000	0.000000
CA, 03706	Single-Family Detached	1.000000	0.000000
CA, 03707	Mobile Home	1.000000	0.000000
CA, 03707	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03707	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03707	Single-Family Attached	1.000000	0.000000
CA, 03707	Single-Family Detached	1.000000	0.000000
CA, 03708	Mobile Home	1.000000	0.000000
CA, 03708	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03708	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03708	Single-Family Attached	1.000000	0.000000
CA, 03708	Single-Family Detached	1.000000	0.000000
CA, 03709	Mobile Home	1.000000	0.000000
CA, 03709	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03709	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03709	Single-Family Attached	1.000000	0.000000
CA, 03709	Single-Family Detached	1.000000	0.000000
CA, 03710	Mobile Home	1.000000	0.000000
CA, 03710	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03710	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03710	Single-Family Attached	1.000000	0.000000
CA, 03710	Single-Family Detached	1.000000	0.000000
CA, 03711	Mobile Home	1.000000	0.000000
CA, 03711	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03711	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03711	Single-Family Attached	1.000000	0.000000
CA, 03711	Single-Family Detached	1.000000	0.000000
CA, 03712	Mobile Home	1.000000	0.000000
CA, 03712	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03712	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03712	Single-Family Attached	1.000000	0.000000
CA, 03712	Single-Family Detached	1.000000	0.000000
CA, 03713	Mobile Home	1.000000	0.000000
CA, 03713	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03713	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03713	Single-Family Attached	1.000000	0.000000
CA, 03713	Single-Family Detached	1.000000	0.000000
CA, 03714	Mobile Home	1.000000	0.000000
CA, 03714	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03714	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03714	Single-Family Attached	1.000000	0.000000
CA, 03714	Single-Family Detached	1.000000	0.000000
CA, 03715	Mobile Home	1.000000	0.000000
CA, 03715	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03715	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03715	Single-Family Attached	1.000000	0.000000
CA, 03715	Single-Family Detached	1.000000	0.000000
CA, 03716	Mobile Home	1.000000	0.000000
CA, 03716	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03716	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03716	Single-Family Attached	1.000000	0.000000
CA, 03716	Single-Family Detached	1.000000	0.000000
CA, 03717	Mobile Home	1.000000	0.000000
CA, 03717	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03717	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03717	Single-Family Attached	1.000000	0.000000
CA, 03717	Single-Family Detached	1.000000	0.000000
CA, 03718	Mobile Home	1.000000	0.000000
CA, 03718	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03718	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03718	Single-Family Attached	1.000000	0.000000
CA, 03718	Single-Family Detached	1.000000	0.000000
CA, 03719	Mobile Home	1.000000	0.000000
CA, 03719	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03719	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03719	Single-Family Attached	1.000000	0.000000
CA, 03719	Single-Family Detached	1.000000	0.000000
CA, 03720	Mobile Home	1.000000	0.000000
CA, 03720	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03720	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03720	Single-Family Attached	1.000000	0.000000
CA, 03720	Single-Family Detached	1.000000	0.000000
CA, 03721	Mobile Home	1.000000	0.000000
CA, 03721	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03721	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03721	Single-Family Attached	1.000000	0.000000
CA, 03721	Single-Family Detached	1.000000	0.000000
CA, 03722	Mobile Home	1.000000	0.000000
CA, 03722	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03722	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03722	Single-Family Attached	1.000000	0.000000
CA, 03722	Single-Family Detached	1.000000	0.000000
CA, 03723	Mobile Home	1.000000	0.000000
CA, 03723	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03723	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03723	Single-Family Attached	1.000000	0.000000
CA, 03723	Single-Family Detached	1.000000	0.000000
CA, 03724	Mobile Home	1.000000	0.000000
CA, 03724	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03724	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03724	Single-Family Attached	1.000000	0.000000
CA, 03724	Single-Family Detached	1.000000	0.000000
CA, 03725	Mobile Home	1.000000	0.000000
CA, 03725	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03725	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03725	Single-Family Attached	1.000000	0.000000
CA, 03725	Single-Family Detached	1.000000	0.000000
CA, 03726	Mobile Home	1.000000	0.000000
CA, 03726	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03726	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03726	Single-Family Attached	1.000000	0.000000
CA, 03726	Single-Family Detached	1.000000	0.000000
CA, 03727	Mobile Home	1.000000	0.000000
CA, 03727	Multi-Family with 2 - 4 Units	1.000000	0.000000
CA, 03727	Multi-Family with 5+ Units	1.000000	0.000000
CA, 03727	Single-Family Attached	1.000000	0.000000
CA, 03727	Single-Family Detached	1.000000	0.000000
CA, 03728	Mobile Home	1.000000	0.000000
