Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single Family Attached	Option=Single Family Detached	sample_count	sample_weight
CO, 04103	 0.154205	0.051999	 0.023310	 0.000000	 0.000000	0.164963	0.049516	0.195471	0.360535	0.000000	0.000000
CO, 04104	 0.082828	0.008342	 0.164465	 0.013110	 0.036945	0.088787	0.049516	0.091391	0.464615	0.000000	0.000000
CO, 04105	 0.132775	0.000000	 0.000000	 0.025016	 0.236687	0.000000	0.049516	0.078549	0.477457	0.000000	0.000000
CO, 04106	 0.174153	0.000000	 0.093152	 0.000000	 0.000000	0.127172	0.049516	0.019702	0.536304	0.000000	0.000000
CT, 00100	 0.062227	0.098909	 0.115939	 0.052402	 0.061572	0.132970	0.008542	0.224507	0.242932	0.000000	0.000000
CT, 00101	 0.524019	0.000000	 0.000000	 0.000000	 0.000000	0.000000	0.008542	0.044475	0.422964	0.000000	0.000000
CT, 00102	 0.005908	0.008566	 0.044308	 0.014769	 0.030425	0.420042	0.008542	0.183140	0.284299	0.000000	0.000000
CT, 00103	 0.007232	0.000000	 0.046024	 0.101253	 0.033532	0.335977	0.008542	0.085659	0.381780	0.000000	0.000000
CT, 00104	 0.095769	0.030718	 0.101190	 0.063244	 0.054209	0.178889	0.008542	0.233720	0.233720	0.000000	0.000000
CT, 00105	 0.051357	0.043523	 0.043523	 0.081824	 0.010446	0.293346	0.008542	0.035566	0.431873	0.000000	0.000000
CT, 00300	 0.211378	0.000000	 0.034036	 0.145099	 0.034036	0.175552	0.016411	0.031205	0.352284	0.000000	0.000000
CT, 00301	 0.050952	0.000000	 0.093412	 0.000000	 0.107565	0.348171	0.016411	0.000000	0.383489	0.000000	0.000000
CT, 00302	 0.099265	0.187249	 0.139873	 0.146641	 0.027072	0.000000	0.016411	0.220302	0.163187	0.000000	0.000000
CT, 00303	 0.210035	0.000000	 0.070446	 0.101756	 0.133066	0.084797	0.016411	0.011382	0.372107	0.000000	0.000000
CT, 00304	 0.000000	0.000000	 0.124159	 0.000000	 0.475941	0.000000	0.016411	0.021979	0.361511	0.000000	0.000000
CT, 00305	 0.049493	0.037120	 0.105172	 0.162914	 0.117545	0.127856	0.016411	0.236899	0.146590	0.000000	0.000000
CT, 00306	 0.000000	0.000000	 0.331277	 0.000000	 0.165638	0.103185	0.016411	0.048697	0.334792	0.000000	0.000000
CT, 00500	 0.018585	0.000000	 0.044604	 0.054516	 0.154876	0.000000	0.012875	0.037291	0.677253	0.000000	0.000000
CT, 00700	 0.138618	0.036965	 0.000000	 0.099343	 0.000000	0.032344	0.033224	0.053570	0.605936	0.000000	0.000000
CT, 00900	 0.299528	0.218886	 0.000000	 0.000000	 0.000000	0.000000	0.012518	0.141032	0.328036	0.000000	0.000000
CT, 00901	 0.086402	0.086402	 0.086402	 0.086402	 0.086402	0.086402	0.012518	0.000000	0.469067	0.000000	0.000000
CT, 00902	 0.200592	0.057312	 0.020841	 0.000000	 0.000000	0.239669	0.012518	0.160210	0.308858	0.000000	0.000000
CT, 00903	 0.000000	0.000000	 0.166243	 0.166243	 0.144369	0.041561	0.012518	0.041766	0.427301	0.000000	0.000000
CT, 00904	 0.045183	0.133171	 0.111768	 0.133171	 0.066585	0.028537	0.012518	0.043394	0.425673	0.000000	0.000000
CT, 00905	 0.036319	0.049290	 0.025078	 0.043670	 0.003891	0.360166	0.012518	0.287747	0.181320	0.000000	0.000000
CT, 00906	 0.229154	0.048836	 0.075132	 0.086402	 0.000000	0.078889	0.012518	0.057539	0.411528	0.000000	0.000000
CT, 01100	 0.060675	0.047023	 0.028821	 0.059158	 0.151687	0.000000	0.081413	0.049672	0.521551	0.000000	0.000000
CT, 01101	 0.081238	0.016808	 0.141467	 0.000000	 0.000000	0.107851	0.081413	0.022357	0.548866	0.000000	0.000000
CT, 01300	 0.028949	0.017029	 0.039166	 0.000000	 0.052789	0.171423	0.026874	0.064721	0.599049	0.000000	0.000000
CT, 01500	 0.000000	0.000000	 0.000000	 0.000000	 0.197328	0.106886	0.071131	0.000000	0.624654	0.000000	0.000000
DC, 00101	 0.033257	0.000000	 0.122526	 0.092770	 0.000000	0.474350	0.000400	0.136153	0.140545	0.000000	0.000000
DC, 00102	 0.073884	0.010141	 0.157909	 0.080403	 0.029698	0.370868	0.000400	0.210584	0.066114	0.000000	0.000000
DC, 00103	 0.075404	0.048018	 0.062274	 0.068276	 0.057022	0.411908	0.000400	0.257994	0.018703	0.000000	0.000000
DC, 00104	 0.224559	0.022124	 0.042589	 0.045354	 0.164271	0.224006	0.000400	0.224566	0.052131	0.000000	0.000000
DC, 00105	 0.023363	0.003956	 0.050682	 0.006799	 0.005192	0.632911	0.000400	0.246959	0.029738	0.000000	0.000000
DE, 00101	 0.000000	0.000000	 0.033280	 0.000000	 0.079871	0.268456	0.028469	0.261882	0.328042	0.000000	0.000000
DE, 00102	 0.108737	0.026671	 0.006155	 0.053343	 0.135409	0.051291	0.028469	0.239984	0.349940	0.000000	0.000000
DE, 00103	 0.079103	0.000000	 0.221662	 0.014777	 0.045202	0.020862	0.028469	0.432020	0.157905	0.000000	0.000000
DE, 00104	 0.100553	0.000000	 0.016484	 0.000000	 0.231601	0.032968	0.028469	0.180301	0.409624	0.000000	0.000000
DE, 00200	 0.120052	0.034870	 0.014944	 0.000000	 0.078706	0.000000	0.161080	0.069391	0.520957	0.000000	0.000000
DE, 00300	 0.041689	0.020497	 0.025014	 0.014244	 0.069830	0.024319	0.215002	0.074247	0.515158	0.000000	0.000000
FL, 00101	 0.063153	0.003609	 0.169159	 0.023908	 0.035185	0.143447	0.110301	0.063076	0.388161	0.000000	0.000000
FL, 00102	 0.215695	0.000000	 0.000000	 0.099007	 0.123759	0.000000	0.110301	0.011799	0.439439	0.000000	0.000000
FL, 00500	 0.048326	0.004942	 0.016475	 0.032675	 0.102692	0.047227	0.246799	0.019486	0.481379	0.000000	0.000000
FL, 00901	 0.054665	0.000000	 0.036936	 0.081998	 0.095295	0.056882	0.108609	0.103882	0.461731	0.000000	0.000000
FL, 00902	 0.000000	0.000000	 0.000000	 0.000000	 0.325777	0.000000	0.108609	0.078016	0.487598	0.000000	0.000000
FL, 00903	 0.064942	0.000000	 0.126691	 0.025551	 0.018099	0.090494	0.108609	0.052641	0.512973	0.000000	0.000000
FL, 00904	 0.000000	0.000000	 0.000000	 0.000000	 0.325777	0.000000	0.108609	0.045969	0.519645	0.000000	0.000000
FL, 01101	 0.000000	0.000000	 0.000000	 0.557147	 0.000000	0.000000	0.033622	0.024369	0.384862	0.000000	0.000000
FL, 01102	 0.370239	0.011626	 0.111787	 0.017886	 0.018780	0.026829	0.033622	0.303063	0.106169	0.000000	0.000000
FL, 01103	 0.077381	0.000000	 0.000000	 0.000000	 0.000000	0.479765	0.033622	0.077422	0.331809	0.000000	0.000000
FL, 01104	 0.150129	0.018905	 0.140121	 0.065612	 0.041147	0.141233	0.033622	0.211216	0.198015	0.000000	0.000000
FL, 01105	 0.000000	0.000000	 0.059908	 0.000000	 0.353459	0.143780	0.033622	0.176047	0.233185	0.000000	0.000000
FL, 01106	 0.062421	0.005483	 0.062421	 0.012231	 0.048081	0.366510	0.033622	0.223503	0.185728	0.000000	0.000000
FL, 01107	 0.000000	0.201322	 0.000000	 0.098320	 0.000000	0.257505	0.033622	0.296893	0.112338	0.000000	0.000000
FL, 01108	 0.055469	0.025743	 0.073551	 0.066196	 0.015323	0.320865	0.033622	0.133238	0.275993	0.000000	0.000000
FL, 01109	 0.106959	0.014368	 0.162834	 0.100574	 0.033525	0.138888	0.033622	0.204616	0.204616	0.000000	0.000000
FL, 01110	 0.228759	0.000000	 0.168042	 0.069697	 0.040621	0.050028	0.033622	0.077096	0.332135	0.000000	0.000000
FL, 01111	 0.000000	0.000000	 0.000000	 0.000000	 0.557147	0.000000	0.033622	0.173322	0.235910	0.000000	0.000000
FL, 01112	 0.107217	0.084242	 0.103388	 0.000000	 0.130192	0.132107	0.033622	0.275993	0.133238	0.000000	0.000000
FL, 01113	 0.062904	0.000000	 0.115323	 0.000000	 0.017972	0.360947	0.033622	0.134374	0.274857	0.000000	0.000000
FL, 01114	 0.210671	0.031339	 0.221118	 0.094018	 0.000000	0.000000	0.033622	0.229349	0.179882	0.000000	0.000000
FL, 01500	 0.079647	0.013785	 0.068926	 0.019912	 0.071989	0.024507	0.143323	0.071411	0.506500	0.000000	0.000000
FL, 01701	 0.012851	0.000000	 0.015556	 0.000000	 0.009469	0.012851	0.425748	0.036996	0.486529	0.000000	0.000000
FL, 01900	 0.044245	0.036437	 0.000000	 0.041642	 0.161363	0.000000	0.181366	0.043283	0.491665	0.000000	0.000000
FL, 02101	 0.000000	0.000000	 0.127206	 0.030838	 0.272400	0.043687	0.101616	0.057248	0.367006	0.000000	0.000000
FL, 02102	 0.018965	0.048768	 0.192361	 0.044704	 0.073152	0.096181	0.101616	0.026872	0.397382	0.000000	0.000000
FL, 02103	 0.098598	0.108030	 0.102028	 0.115746	 0.005144	0.044584	0.101616	0.050711	0.373543	0.000000	0.000000
FL, 02300	 0.000000	0.000000	 0.000000	 0.000000	 0.047481	0.000000	0.704456	0.002464	0.245600	0.000000	0.000000
FL, 02700	 0.000000	0.030374	 0.000000	 0.019955	 0.013774	0.026665	0.404102	0.000000	0.505129	0.000000	0.000000
FL, 03101	 0.082284	0.076189	 0.091426	 0.000000	 0.083807	0.085331	0.064627	0.021829	0.494507	0.000000	0.000000
FL, 03102	 0.000000	0.058084	 0.024893	 0.116169	 0.095424	0.124466	0.064627	0.027251	0.489085	0.000000	0.000000
FL, 03103	 0.153272	0.000000	 0.075933	 0.000000	 0.139210	0.050622	0.064627	0.210058	0.306278	0.000000	0.000000
FL, 03104	 0.079771	0.000000	 0.135034	 0.048535	 0.038924	0.116773	0.064627	0.038270	0.478065	0.000000	0.000000
FL, 03105	 0.121534	0.024598	 0.140019	 0.003930	 0.029547	0.099410	0.064627	0.179065	0.337271	0.000000	0.000000
FL, 03106	 0.177285	0.000000	 0.069302	 0.000000	 0.098313	0.074137	0.064627	0.113971	0.402364	0.000000	0.000000
FL, 03107	 0.105225	0.000000	 0.095913	 0.026073	 0.000000	0.191826	0.064627	0.126401	0.389935	0.000000	0.000000
FL, 03301	 0.096407	0.069413	 0.114918	 0.013111	 0.012340	0.033935	0.109467	0.000000	0.550407	0.000000	0.000000
FL, 03302	 0.013197	0.039591	 0.062986	 0.130771	 0.020396	0.073184	0.109467	0.019436	0.530971	0.000000	0.000000
FL, 03500	 0.000000	0.000000	 0.164882	 0.000000	 0.000000	0.076945	0.075333	0.019012	0.663827	0.000000	0.000000
FL, 05301	 0.024237	0.000000	 0.020197	 0.011108	 0.010099	0.066987	0.255900	0.004697	0.606775	0.000000	0.000000
FL, 05701	 0.123761	0.070981	 0.045500	 0.049140	 0.018200	0.082811	0.087821	0.062843	0.458942	0.000000	0.000000
FL, 05702	 0.024032	0.010354	 0.031063	 0.007670	 0.046530	0.270745	0.087821	0.106354	0.415431	0.000000	0.000000
FL, 05703	 0.151932	0.004779	 0.106402	 0.033958	 0.049805	0.043517	0.087821	0.207431	0.314354	0.000000	0.000000
FL, 05704	 0.218161	0.049756	 0.000000	 0.038274	 0.042101	0.042101	0.087821	0.011518	0.510266	0.000000	0.000000
FL, 05705	 0.061652	0.026107	 0.107439	 0.045184	 0.045586	0.104426	0.087821	0.066358	0.455427	0.000000	0.000000
FL, 05706	 0.120430	0.000000	 0.138495	 0.042151	 0.039140	0.050179	0.087821	0.013406	0.508379	0.000000	0.000000
FL, 05707	 0.135740	0.009648	 0.111060	 0.011667	 0.078528	0.043751	0.087821	0.145258	0.376527	0.000000	0.000000
FL, 05708	 0.000000	0.000000	 0.047878	 0.088391	 0.254124	0.000000	0.087821	0.060845	0.460940	0.000000	0.000000
FL, 06100	 0.058916	0.058916	 0.058916	 0.058916	 0.058916	0.058916	0.105210	0.017167	0.524129	0.000000	0.000000
FL, 06300	 0.000000	0.023435	 0.000000	 0.000000	 0.000000	0.019529	0.570552	0.000000	0.386484	0.000000	0.000000
FL, 06901	 0.000000	0.035667	 0.000000	 0.067768	 0.128402	0.000000	0.226445	0.059760	0.481957	0.000000	0.000000
FL, 06902	 0.048540	0.020999	 0.015836	 0.008951	 0.003098	0.086752	0.195184	0.003452	0.617189	0.000000	0.000000
FL, 06903	 0.084194	0.005673	 0.071654	 0.016719	 0.023586	0.019406	0.219490	0.010289	0.548989	0.000000	0.000000
FL, 07101	 0.064277	0.000000	 0.000000	 0.179440	 0.058028	0.020533	0.119986	0.085704	0.472031	0.000000	0.000000
FL, 07102	 0.000000	0.000000	 0.000000	 0.000000	 0.000000	0.322279	0.119986	0.023257	0.534478	0.000000	0.000000
FL, 07103	 0.000000	0.000000	 0.000000	 0.069307	 0.162872	0.090099	0.119986	0.049272	0.508463	0.000000	0.000000
FL, 07104	 0.068923	0.000000	 0.129550	 0.061903	 0.031909	0.029994	0.119986	0.113358	0.444377	0.000000	0.000000
FL, 07105	 0.032491	0.000000	 0.086058	 0.037760	 0.080789	0.085180	0.119986	0.084620	0.473115	0.000000	0.000000
FL, 07300	 0.244919	0.000000	 0.121184	 0.000000	 0.029339	0.029339	0.112021	0.017770	0.445427	0.000000	0.000000
FL, 07301	 0.157503	0.030373	 0.028637	 0.077667	 0.032542	0.098060	0.112021	0.172088	0.291109	0.000000	0.000000
FL, 08101	 0.014297	0.032357	 0.097071	 0.030852	 0.043644	0.079763	0.165350	0.023771	0.512895	0.000000	0.000000
FL, 08102	 0.008862	0.000000	 0.016616	 0.107452	 0.114098	0.050956	0.165350	0.061493	0.475173	0.000000	0.000000
FL, 08103	 0.075505	0.000000	 0.080116	 0.020173	 0.027089	0.095101	0.165350	0.049469	0.487198	0.000000	0.000000
FL, 08301	 0.040430	0.040430	 0.040430	 0.040430	 0.040430	0.040430	0.284415	0.010901	0.462103	0.000000	0.000000
FL, 08302	 0.034103	0.059841	 0.019947	 0.000000	 0.024451	0.104239	0.284415	0.000000	0.473004	0.000000	0.000000
FL, 08303	 0.000000	0.136186	 0.000000	 0.106395	 0.000000	0.000000	0.284415	0.000000	0.473004	0.000000	0.000000
FL, 08500	 0.000000	0.028186	 0.053404	 0.000000	 0.083074	0.204717	0.130026	0.059616	0.440978	0.000000	0.000000
FL, 08601	 0.039766	0.000000	 0.095986	 0.153577	 0.261904	0.020568	0.019471	0.263323	0.145404	0.000000	0.000000
FL, 08602	 0.000000	0.000000	 0.571801	 0.000000	 0.000000	0.000000	0.019471	0.077118	0.331609	0.000000	0.000000
FL, 08603	 0.000000	0.000000	 0.000000	 0.000000	 0.360483	0.211318	0.019471	0.143055	0.265673	0.000000	0.000000
FL, 08604	 0.000000	0.063263	 0.055964	 0.000000	 0.000000	0.452575	0.019471	0.046502	0.362226	0.000000	0.000000
FL, 08605	 0.000000	0.000000	 0.375755	 0.040843	 0.085770	0.069433	0.019471	0.116779	0.291948	0.000000	0.000000
FL, 08606	 0.122093	0.037306	 0.116666	 0.044089	 0.180426	0.071221	0.019471	0.016751	0.391976	0.000000	0.000000
FL, 08607	 0.285901	0.000000	 0.000000	 0.000000	 0.000000	0.285901	0.019471	0.408727	0.000000	0.000000	0.000000
FL, 08608	 0.170829	0.000000	 0.083042	 0.015817	 0.088578	0.213536	0.019471	0.272969	0.135759	0.000000	0.000000
FL, 08609	 0.179489	0.000000	 0.292311	 0.056411	 0.000000	0.043590	0.019471	0.000000	0.408727	0.000000	0.000000
FL, 08610	 0.037408	0.012825	 0.059852	 0.000000	 0.068402	0.393314	0.019471	0.066883	0.341845	0.000000	0.000000
FL, 08611	 0.036327	0.047974	 0.059066	 0.023294	 0.016084	0.389058	0.019471	0.106857	0.301871	0.000000	0.000000
FL, 08612	 0.092947	0.000000	 0.127067	 0.014119	 0.028237	0.309432	0.019471	0.091311	0.317416	0.000000	0.000000
FL, 08613	 0.043330	0.010633	 0.061673	 0.013292	 0.024722	0.418151	0.019471	0.204364	0.204364	0.000000	0.000000
FL, 08614	 0.012613	0.000000	 0.042044	 0.000000	 0.007007	0.510136	0.019471	0.121645	0.287082	0.000000	0.000000
FL, 08615	 0.153410	0.064153	 0.047418	 0.000000	 0.044628	0.262192	0.019471	0.000000	0.408727	0.000000	0.000000
FL, 08616	 0.027439	0.000000	 0.071696	 0.009737	 0.009737	0.453192	0.019471	0.076264	0.332463	0.000000	0.000000
FL, 08617	 0.055407	0.000000	 0.031028	 0.000000	 0.000000	0.485366	0.019471	0.056593	0.352134	0.000000	0.000000
FL, 08618	 0.000000	0.000000	 0.000000	 0.000000	 0.000000	0.571801	0.019471	0.149947	0.258780	0.000000	0.000000
FL, 08619	 0.000000	0.000000	 0.000000	 0.364523	 0.000000	0.207278	0.019471	0.207714	0.201014	0.000000	0.000000
FL, 08620	 0.181937	0.000000	 0.000000	 0.000000	 0.000000	0.389864	0.019471	0.000000	0.408727	0.000000	0.000000
FL, 08621	 0.571801	0.000000	 0.000000	 0.000000	 0.000000	0.000000	0.019471	0.138506	0.270222	0.000000	0.000000
FL, 08622	 0.139677	0.023279	 0.205150	 0.000000	 0.203695	0.000000	0.019471	0.120124	0.288603	0.000000	0.000000
FL, 08623	 0.142950	0.000000	 0.117116	 0.127450	 0.096448	0.087837	0.019471	0.036950	0.371777	0.000000	0.000000
FL, 08624	 0.200985	0.000000	 0.162295	 0.022611	 0.122601	0.063310	0.019471	0.229252	0.179476	0.000000	0.000000
FL, 08700	 0.024831	0.039730	 0.049662	 0.052973	 0.130777	0.091875	0.136618	0.088485	0.385049	0.000000	0.000000
FL, 08900	 0.023860	0.000000	 0.023860	 0.003492	 0.124535	0.013385	0.337201	0.014496	0.459172	0.000000	0.000000
FL, 09100	 0.030585	0.031491	 0.071138	 0.013820	 0.058677	0.091074	0.086491	0.022638	0.594087	0.000000	0.000000
FL, 09300	 0.000000	0.063791	 0.000000	 0.000000	 0.022081	0.000000	0.603578	0.038819	0.271731	0.000000	0.000000
FL, 09501	 0.000000	0.000000	 0.000000	 0.000000	 0.241314	0.170340	0.050942	0.029805	0.507599	0.000000	0.000000
FL, 09502	 0.058460	0.000000	 0.172943	 0.092561	 0.087690	0.000000	0.050942	0.106259	0.431145	0.000000	0.000000
FL, 09503	 0.098690	0.009780	 0.187423	 0.016182	 0.028807	0.070772	0.050942	0.113672	0.423732	0.000000	0.000000
FL, 09504	 0.132068	0.002990	 0.114127	 0.078742	 0.057313	0.026414	0.050942	0.227434	0.309970	0.000000	0.000000
FL, 09505	 0.038302	0.000000	 0.052620	 0.002148	 0.000000	0.318584	0.050942	0.203704	0.333700	0.000000	0.000000
FL, 09506	 0.171733	0.000000	 0.095968	 0.000000	 0.143953	0.000000	0.050942	0.105628	0.431776	0.000000	0.000000
FL, 09507	 0.032865	0.000000	 0.182153	 0.013926	 0.011698	0.171012	0.050942	0.152234	0.385170	0.000000	0.000000
FL, 09508	 0.041874	0.000000	 0.061200	 0.050249	 0.052826	0.205505	0.050942	0.204130	0.333274	0.000000	0.000000
FL, 09509	 0.063562	0.016766	 0.131629	 0.032031	 0.123621	0.044043	0.050942	0.167422	0.369982	0.000000	0.000000
FL, 09510	 0.135531	0.006506	 0.123243	 0.028191	 0.092161	0.026022	0.050942	0.025555	0.511849	0.000000	0.000000
FL, 09701	 0.123343	0.053328	 0.037729	 0.022129	 0.048975	0.007981	0.110913	0.065307	0.530295	0.000000	0.000000
FL, 09702	 0.072442	0.000000	 0.000000	 0.066870	 0.046437	0.107735	0.110913	0.025724	0.569878	0.000000	0.000000
FL, 09901	 0.197272	0.000000	 0.146057	 0.086307	 0.000000	0.042679	0.043442	0.121963	0.362280	0.000000	0.000000
FL, 09902	 0.000000	0.097946	 0.000000	 0.198068	 0.126241	0.050061	0.043442	0.174063	0.310179	0.000000	0.000000
FL, 09903	 0.224215	0.000000	 0.159493	 0.000000	 0.015410	0.073197	0.043442	0.154218	0.330025	0.000000	0.000000
FL, 09904	 0.000000	0.252634	 0.153777	 0.000000	 0.000000	0.065904	0.043442	0.060302	0.423941	0.000000	0.000000
FL, 09905	 0.217443	0.040993	 0.081987	 0.131892	 0.000000	0.000000	0.043442	0.086124	0.398119	0.000000	0.000000
FL, 09906	 0.056560	0.000000	 0.088880	 0.031586	 0.067579	0.227710	0.043442	0.133372	0.350871	0.000000	0.000000
FL, 09907	 0.020976	0.049908	 0.109218	 0.087519	 0.015189	0.189505	0.043442	0.187518	0.296725	0.000000	0.000000
FL, 09908	 0.028600	0.000000	 0.247598	 0.000000	 0.033503	0.162614	0.043442	0.156695	0.327548	0.000000	0.000000
FL, 09909	 0.061851	0.000000	 0.000000	 0.061851	 0.000000	0.348613	0.043442	0.000000	0.484243	0.000000	0.000000
FL, 09910	 0.031564	0.000000	 0.198567	 0.049355	 0.128552	0.064276	0.043442	0.007428	0.476815	0.000000	0.000000
FL, 09911	 0.028143	0.152952	 0.116243	 0.157846	 0.017131	0.000000	0.043442	0.061201	0.423042	0.000000	0.000000
FL, 10101	 0.037611	0.000000	 0.076211	 0.000000	 0.024249	0.082645	0.211814	0.015925	0.551546	0.000000	0.000000
FL, 10102	 0.033657	0.000000	 0.028479	 0.000000	 0.047897	0.110681	0.211814	0.051695	0.515775	0.000000	0.000000
FL, 10103	 0.016349	0.010510	 0.063062	 0.000000	 0.000000	0.130794	0.211814	0.157941	0.409529	0.000000	0.000000
FL, 10104	 0.046016	0.008959	 0.046424	 0.029727	 0.069635	0.019954	0.211814	0.054282	0.513189	0.000000	0.000000
FL, 10301	 0.000000	0.000000	 0.133458	 0.000000	 0.293028	0.029013	0.120726	0.074735	0.349039	0.000000	0.000000
FL, 10302	 0.203348	0.000000	 0.000000	 0.000000	 0.252151	0.000000	0.120726	0.086389	0.337385	0.000000	0.000000
FL, 10303	 0.082154	0.102236	 0.078503	 0.010954	 0.048380	0.133272	0.120726	0.000000	0.423775	0.000000	0.000000
FL, 10304	 0.029131	0.037076	 0.131088	 0.000000	 0.029131	0.229074	0.120726	0.203632	0.220143	0.000000	0.000000
FL, 10305	 0.017863	0.112535	 0.048229	 0.030367	 0.016076	0.230429	0.120726	0.127132	0.296642	0.000000	0.000000
FL, 10306	 0.105220	0.029869	 0.140519	 0.000000	 0.021723	0.158169	0.120726	0.288064	0.135710	0.000000	0.000000
FL, 10307	 0.072880	0.015563	 0.057317	 0.005314	 0.006073	0.298352	0.120726	0.168349	0.255426	0.000000	0.000000
FL, 10308	 0.172351	0.086176	 0.000000	 0.000000	 0.196973	0.000000	0.120726	0.035842	0.387933	0.000000	0.000000
FL, 10501	 0.009618	0.049568	 0.083600	 0.036991	 0.053267	0.019235	0.260853	0.039988	0.446879	0.000000	0.000000
FL, 10502	 0.044118	0.014913	 0.034176	 0.089479	 0.038526	0.031069	0.260853	0.012504	0.474363	0.000000	0.000000
FL, 10503	 0.035111	0.050716	 0.000000	 0.052017	 0.114437	0.000000	0.260853	0.034863	0.452004	0.000000	0.000000
FL, 10504	 0.067166	0.000000	 0.021296	 0.057337	 0.049146	0.057337	0.260853	0.042179	0.444688	0.000000	0.000000
FL, 10700	 0.000000	0.000000	 0.027664	 0.000000	 0.075775	0.087803	0.233564	0.045194	0.530001	0.000000	0.000000
FL, 10900	 0.080721	0.000000	 0.054363	 0.028005	 0.060952	0.000000	0.102523	0.030234	0.643201	0.000000	0.000000
FL, 11101	 0.128661	0.000000	 0.012707	 0.000000	 0.027003	0.139780	0.104174	0.028874	0.558800	0.000000	0.000000
FL, 11102	 0.081971	0.069828	 0.085007	 0.000000	 0.034914	0.036432	0.104174	0.041464	0.546210	0.000000	0.000000
FL, 11300	 0.000000	0.000000	 0.000000	 0.063842	 0.132244	0.000000	0.137447	0.008972	0.657496	0.000000	0.000000
FL, 11501	 0.077813	0.021788	 0.050838	 0.019713	 0.041500	0.124501	0.125044	0.089800	0.449002	0.000000	0.000000
FL, 11502	 0.000000	0.053408	 0.000000	 0.000000	 0.059691	0.223055	0.125044	0.058912	0.479890	0.000000	0.000000
FL, 11503	 0.020722	0.042979	 0.188799	 0.083655	 0.000000	0.000000	0.125044	0.075355	0.463447	0.000000	0.000000
FL, 11701	 0.042645	0.007581	 0.136465	 0.036485	 0.077709	0.100453	0.039710	0.155528	0.403423	0.000000	0.000000
FL, 11702	 0.080937	0.070234	 0.000000	 0.046154	 0.092308	0.111706	0.039710	0.470821	0.088130	0.000000	0.000000
FL, 11703	 0.106926	0.000000	 0.089349	 0.017577	 0.000000	0.187487	0.039710	0.282365	0.276586	0.000000	0.000000
FL, 11704	 0.136652	0.038164	 0.020929	 0.027084	 0.089870	0.088639	0.039710	0.154359	0.404592	0.000000	0.000000
FL, 12100	 0.000000	0.000000	 0.039888	 0.000000	 0.000000	0.000000	0.667988	0.007991	0.284132	0.000000	0.000000
FL, 12701	 0.000000	0.068048	 0.041421	 0.085800	 0.017752	0.099114	0.126596	0.000000	0.561270	0.000000	0.000000
FL, 12702	 0.065028	0.093929	 0.000000	 0.039017	 0.000000	0.114160	0.126596	0.073989	0.487281	0.000000	0.000000
FL, 12703	 0.147677	0.000000	 0.048107	 0.000000	 0.048107	0.068244	0.126596	0.021550	0.539720	0.000000	0.000000
FL, 12704	 0.019422	0.000000	 0.023583	 0.009711	 0.000000	0.259418	0.126596	0.000000	0.561270	0.000000	0.000000
GA, 00100	 0.042098	0.000000	 0.043501	 0.072970	 0.028065	0.042098	0.209408	0.026646	0.535214	0.000000	0.000000
GA, 00200	 0.050848	0.019631	 0.014482	 0.054709	 0.063720	0.002575	0.261611	0.040828	0.491596	0.000000	0.000000
GA, 00300	 0.049331	0.084944	 0.029282	 0.033503	 0.049067	0.031920	0.267237	0.000967	0.453750	0.000000	0.000000
GA, 00401	 0.096559	0.033022	 0.087781	 0.052251	 0.133344	0.018392	0.052171	0.042986	0.483494	0.000000	0.000000
GA, 00402	 0.196399	0.005961	 0.104474	 0.020707	 0.064944	0.028864	0.052171	0.038289	0.488191	0.000000	0.000000
GA, 00500	 0.001544	0.009458	 0.009265	 0.028954	 0.009265	0.000000	0.556292	0.005019	0.380203	0.000000	0.000000
GA, 00600	 0.064683	0.030736	 0.023855	 0.040829	 0.089456	0.042205	0.153023	0.000000	0.555214	0.000000	0.000000
GA, 00700	 0.016587	0.000000	 0.028436	 0.038704	 0.011848	0.000000	0.518843	0.000000	0.385582	0.000000	0.000000
GA, 00800	 0.023482	0.019543	 0.021815	 0.023785	 0.005605	0.001363	0.450039	0.045105	0.409262	0.000000	0.000000
GA, 00900	 0.027099	0.071292	 0.016260	 0.061703	 0.086301	0.000000	0.214865	0.022627	0.499854	0.000000	0.000000
GA, 01001	 0.010942	0.004299	 0.034781	 0.000000	 0.035172	0.469736	0.012284	0.060301	0.372485	0.000000	0.000000
GA, 01002	 0.152580	0.000000	 0.075767	 0.095101	 0.070542	0.160940	0.012284	0.060614	0.372172	0.000000	0.000000
GA, 01003	 0.192848	0.030361	 0.091645	 0.000000	 0.097830	0.142246	0.012284	0.162295	0.270491	0.000000	0.000000
GA, 01004	 0.226437	0.086110	 0.000000	 0.000000	 0.153084	0.089299	0.012284	0.062951	0.369836	0.000000	0.000000
GA, 01005	 0.098671	0.000000	 0.035610	 0.008903	 0.094219	0.317527	0.012284	0.132958	0.299828	0.000000	0.000000
GA, 01006	 0.021557	0.007684	 0.053145	 0.000000	 0.039699	0.432845	0.012284	0.127598	0.305188	0.000000	0.000000
GA, 01007	 0.019865	0.011009	 0.019865	 0.018908	 0.008855	0.475799	0.012984	0.114251	0.318464	0.000000	0.000000
GA, 01008	 0.023386	0.000000	 0.068436	 0.003446	 0.012555	0.002216	0.507698	0.022822	0.359442	0.000000	0.000000
