Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
AR, 01500	0.022068	0.008635	0.011514	0.002878	0.018230	0.000000	0.459250	0.014405	0.463019	0.000000	0.000000
AR, 01600	0.064373	0.010598	0.015701	0.018056	0.023159	0.021196	0.294143	0.000000	0.552776	0.000000	0.000000
AR, 01700	0.020814	0.003922	0.005329	0.002614	0.008748	0.000000	0.679461	0.000000	0.279111	0.000000	0.000000
AR, 01800	0.033416	0.029037	0.000000	0.000000	0.003687	0.000000	0.625177	0.000000	0.308684	0.000000	0.000000
AR, 01900	0.000000	0.000000	0.023274	0.045158	0.000000	0.000000	0.587793	0.000000	0.343775	0.000000	0.000000
AR, 02000	0.017382	0.000000	0.045773	0.005215	0.041717	0.011588	0.549165	0.000000	0.329159	0.000000	0.000000
AZ, 00100	0.120741	0.000000	0.067433	0.014124	0.018225	0.053764	0.094992	0.004492	0.626229	0.000000	0.000000
AZ, 00101	0.067681	0.000000	0.058182	0.040371	0.062932	0.045121	0.094992	0.054260	0.576461	0.000000	0.000000
AZ, 00102	0.177642	0.008284	0.000000	0.027613	0.000000	0.060748	0.094992	0.000000	0.630721	0.000000	0.000000
AZ, 00103	0.065227	0.000000	0.079443	0.015889	0.030941	0.082788	0.094992	0.000000	0.630721	0.000000	0.000000
AZ, 00104	0.000000	0.000000	0.101449	0.086419	0.045088	0.041331	0.094992	0.000000	0.630721	0.000000	0.000000
AZ, 00105	0.016836	0.012627	0.046299	0.010523	0.076464	0.111539	0.094992	0.000000	0.630721	0.000000	0.000000
AZ, 00106	0.092699	0.000000	0.008254	0.000000	0.091429	0.081905	0.094992	0.062654	0.568067	0.000000	0.000000
AZ, 00107	0.088299	0.000000	0.055736	0.032563	0.047346	0.050343	0.094992	0.010218	0.620503	0.000000	0.000000
AZ, 00108	0.052933	0.000000	0.034887	0.011128	0.058948	0.116391	0.094992	0.131525	0.499196	0.000000	0.000000
AZ, 00109	0.047802	0.001374	0.033140	0.001680	0.018632	0.171658	0.094992	0.136499	0.494222	0.000000	0.000000
AZ, 00110	0.002928	0.003904	0.035140	0.000000	0.016203	0.216111	0.094992	0.034164	0.596557	0.000000	0.000000
AZ, 00111	0.000000	0.054857	0.000000	0.000000	0.000000	0.219430	0.094992	0.035617	0.595104	0.000000	0.000000
AZ, 00112	0.041669	0.005259	0.060481	0.034994	0.032769	0.099115	0.094992	0.066797	0.563924	0.000000	0.000000
AZ, 00113	0.129471	0.000000	0.019181	0.041239	0.000000	0.084396	0.094992	0.000000	0.630721	0.000000	0.000000
AZ, 00114	0.028764	0.000000	0.081156	0.077047	0.000000	0.087320	0.094992	0.130494	0.500227	0.000000	0.000000
AZ, 00115	0.032827	0.000000	0.099940	0.045228	0.039392	0.056900	0.094992	0.000000	0.630721	0.000000	0.000000
AZ, 00116	0.003763	0.004139	0.042516	0.062458	0.056061	0.105350	0.094992	0.072664	0.558057	0.000000	0.000000
AZ, 00117	0.000000	0.000000	0.000000	0.061586	0.000000	0.212701	0.094992	0.037247	0.593474	0.000000	0.000000
AZ, 00118	0.024395	0.000000	0.042025	0.028700	0.048789	0.130379	0.094992	0.081383	0.549338	0.000000	0.000000
AZ, 00119	0.024580	0.037428	0.094408	0.026814	0.029607	0.061449	0.094992	0.081119	0.549602	0.000000	0.000000
AZ, 00120	0.096135	0.000000	0.009412	0.000000	0.082017	0.086723	0.094992	0.024149	0.606572	0.000000	0.000000
AZ, 00121	0.161960	0.062694	0.000000	0.000000	0.000000	0.049633	0.094992	0.003867	0.626854	0.000000	0.000000
AZ, 00122	0.117281	0.020808	0.039724	0.000000	0.096473	0.000000	0.094992	0.000000	0.630721	0.000000	0.000000
AZ, 00123	0.025143	0.000000	0.068572	0.109715	0.048000	0.022857	0.094992	0.106633	0.524088	0.000000	0.000000
AZ, 00124	0.115912	0.000000	0.051644	0.000000	0.044758	0.061973	0.094992	0.000000	0.630721	0.000000	0.000000
AZ, 00125	0.000000	0.000000	0.000000	0.000000	0.000000	0.274287	0.094992	0.000000	0.630721	0.000000	0.000000
AZ, 00126	0.061277	0.000000	0.099210	0.000000	0.062736	0.051064	0.094992	0.000000	0.630721	0.000000	0.000000
AZ, 00127	0.043495	0.000000	0.010652	0.000000	0.022191	0.197948	0.094992	0.000000	0.630721	0.000000	0.000000
AZ, 00128	0.000000	0.000000	0.000000	0.274287	0.000000	0.000000	0.094992	0.000000	0.630721	0.000000	0.000000
AZ, 00129	0.092884	0.000000	0.048030	0.012305	0.062717	0.058350	0.094992	0.011785	0.618936	0.000000	0.000000
AZ, 00130	0.096729	0.000000	0.074203	0.000000	0.000000	0.103354	0.094992	0.033030	0.597691	0.000000	0.000000
AZ, 00131	0.070896	0.000000	0.125521	0.000000	0.019758	0.058112	0.094992	0.000000	0.630721	0.000000	0.000000
AZ, 00132	0.000000	0.000000	0.016056	0.000000	0.000000	0.258231	0.094992	0.017217	0.613505	0.000000	0.000000
AZ, 00133	0.095300	0.008008	0.005205	0.011212	0.038841	0.115721	0.094992	0.000000	0.630721	0.000000	0.000000
AZ, 00134	0.049231	0.225056	0.000000	0.000000	0.000000	0.000000	0.094992	0.021732	0.608990	0.000000	0.000000
AZ, 00201	0.070900	0.014180	0.121075	0.008726	0.015271	0.014180	0.214545	0.008782	0.532341	0.000000	0.000000
AZ, 00202	0.094493	0.000000	0.052646	0.000000	0.033073	0.064120	0.214545	0.005869	0.535254	0.000000	0.000000
AZ, 00203	0.076133	0.037624	0.003984	0.000000	0.071706	0.054886	0.214545	0.010250	0.530873	0.000000	0.000000
AZ, 00204	0.029024	0.000000	0.043273	0.032191	0.058049	0.081796	0.214545	0.070363	0.470760	0.000000	0.000000
AZ, 00205	0.000000	0.000000	0.000000	0.244332	0.000000	0.000000	0.214545	0.007227	0.533896	0.000000	0.000000
AZ, 00206	0.034905	0.020070	0.000000	0.035777	0.000000	0.153580	0.214545	0.000000	0.541123	0.000000	0.000000
AZ, 00207	0.021522	0.019623	0.051272	0.045575	0.032282	0.074059	0.214545	0.052536	0.488587	0.000000	0.000000
AZ, 00208	0.000000	0.008144	0.000000	0.000000	0.000000	0.236188	0.214545	0.101858	0.439264	0.000000	0.000000
AZ, 00209	0.080040	0.071615	0.092678	0.000000	0.000000	0.000000	0.214545	0.235536	0.305587	0.000000	0.000000
AZ, 00300	0.000000	0.018332	0.000000	0.002529	0.015804	0.013907	0.647015	0.021571	0.280841	0.000000	0.000000
AZ, 00400	0.077259	0.014110	0.016192	0.001851	0.069394	0.024519	0.279569	0.081000	0.436106	0.000000	0.000000
AZ, 00500	0.007058	0.013528	0.019704	0.039702	0.011469	0.020880	0.403606	0.039213	0.444840	0.000000	0.000000
AZ, 00600	0.000000	0.006947	0.000000	0.022287	0.034444	0.007526	0.576225	0.027217	0.325355	0.000000	0.000000
AZ, 00700	0.034821	0.000000	0.000000	0.019372	0.046347	0.000000	0.552961	0.008157	0.338342	0.000000	0.000000
AZ, 00800	0.000000	0.001699	0.000000	0.032163	0.011665	0.002152	0.459443	0.021099	0.471780	0.000000	0.000000
AZ, 00803	0.000000	0.000000	0.000000	0.049016	0.000000	0.000000	0.409119	0.015759	0.526107	0.000000	0.000000
AZ, 00805	0.008169	0.008169	0.008169	0.008169	0.008169	0.008169	0.409119	0.008852	0.533014	0.000000	0.000000
AZ, 00807	0.000000	0.000000	0.000000	0.005502	0.000000	0.043514	0.409119	0.031387	0.510478	0.000000	0.000000
AZ, 00900	0.005884	0.000000	0.003494	0.005701	0.025009	0.004965	0.881053	0.004260	0.069635	0.000000	0.000000
CA, 00101	0.026770	0.048358	0.075128	0.037132	0.000000	0.223655	0.027700	0.085254	0.476004	0.000000	0.000000
CA, 00102	0.021987	0.005590	0.055526	0.028695	0.006335	0.292910	0.027700	0.429197	0.132061	0.000000	0.000000
CA, 00103	0.170823	0.000000	0.000000	0.000000	0.000000	0.240220	0.027700	0.199678	0.361580	0.000000	0.000000
CA, 00104	0.049940	0.020488	0.092196	0.043537	0.096038	0.108843	0.027700	0.032537	0.528721	0.000000	0.000000
CA, 00105	0.177359	0.019174	0.010785	0.034753	0.046737	0.122234	0.027700	0.153487	0.407771	0.000000	0.000000
CA, 00106	0.000000	0.000000	0.000000	0.000000	0.411042	0.000000	0.027700	0.059708	0.501550	0.000000	0.000000
CA, 00107	0.000000	0.000000	0.025946	0.016387	0.326376	0.042333	0.027700	0.284519	0.276739	0.000000	0.000000
CA, 00108	0.006813	0.000000	0.016654	0.024223	0.008327	0.355026	0.027700	0.286156	0.275102	0.000000	0.000000
CA, 00109	0.008709	0.000000	0.040930	0.032222	0.023513	0.305669	0.027700	0.241370	0.319888	0.000000	0.000000
CA, 00110	0.008182	0.010108	0.038986	0.000000	0.021178	0.332588	0.027700	0.123297	0.437961	0.000000	0.000000
CA, 00300	0.000000	0.000000	0.051874	0.036452	0.000000	0.000000	0.307878	0.000000	0.603797	0.000000	0.000000
CA, 00701	0.050221	0.010340	0.000000	0.041728	0.066100	0.043205	0.250790	0.021278	0.516339	0.000000	0.000000
CA, 00702	0.000000	0.000000	0.018184	0.026449	0.033061	0.133899	0.250790	0.000000	0.537617	0.000000	0.000000
CA, 01100	0.000000	0.022877	0.003944	0.017749	0.062319	0.008677	0.414180	0.075889	0.394364	0.000000	0.000000
CA, 01301	0.124594	0.000000	0.000000	0.000000	0.053991	0.091369	0.046400	0.306051	0.377596	0.000000	0.000000
CA, 01302	0.000000	0.062058	0.102396	0.000000	0.000000	0.105499	0.046400	0.124300	0.559348	0.000000	0.000000
CA, 01303	0.000000	0.207173	0.000000	0.000000	0.062780	0.000000	0.046400	0.074242	0.609405	0.000000	0.000000
CA, 01304	0.000000	0.037630	0.050718	0.018542	0.026723	0.136340	0.046400	0.167306	0.516341	0.000000	0.000000
CA, 01305	0.054585	0.007798	0.035647	0.024136	0.014482	0.133305	0.046400	0.078637	0.605010	0.000000	0.000000
CA, 01306	0.000000	0.000000	0.000000	0.042346	0.000000	0.227607	0.046400	0.081895	0.601752	0.000000	0.000000
CA, 01307	0.046723	0.046723	0.092147	0.000000	0.000000	0.084360	0.046400	0.037155	0.646493	0.000000	0.000000
CA, 01308	0.000000	0.000000	0.000000	0.000000	0.000000	0.269953	0.046400	0.022303	0.661344	0.000000	0.000000
CA, 01309	0.045565	0.076515	0.071357	0.000000	0.056742	0.019774	0.046400	0.008119	0.675529	0.000000	0.000000
CA, 01500	0.030500	0.029914	0.014077	0.000000	0.000000	0.020529	0.484030	0.000000	0.420949	0.000000	0.000000
CA, 01700	0.000000	0.000000	0.000000	0.000000	0.139270	0.000000	0.128723	0.016708	0.715299	0.000000	0.000000
CA, 01901	0.060811	0.000000	0.000000	0.100044	0.122603	0.009808	0.107034	0.026738	0.572963	0.000000	0.000000
CA, 01902	0.004744	0.000000	0.022536	0.117425	0.069980	0.078580	0.107034	0.007396	0.592305	0.000000	0.000000
CA, 01903	0.126874	0.000000	0.032238	0.066557	0.036398	0.031198	0.107034	0.000000	0.599701	0.000000	0.000000
CA, 01904	0.058156	0.043741	0.020628	0.095187	0.048215	0.027338	0.107034	0.059573	0.540128	0.000000	0.000000
CA, 01905	0.070129	0.010929	0.000000	0.064664	0.124774	0.022769	0.107034	0.024293	0.575408	0.000000	0.000000
CA, 01906	0.011334	0.000000	0.026210	0.080754	0.085004	0.089963	0.107034	0.012129	0.587572	0.000000	0.000000
CA, 01907	0.035501	0.038588	0.000000	0.064827	0.154350	0.000000	0.107034	0.000000	0.599701	0.000000	0.000000
CA, 02300	0.006374	0.008764	0.022309	0.081669	0.091230	0.000000	0.225692	0.111190	0.452772	0.000000	0.000000
CA, 02500	0.024243	0.000000	0.000000	0.050218	0.128143	0.046755	0.206684	0.042580	0.501377	0.000000	0.000000
CA, 02901	0.000000	0.030410	0.011611	0.059162	0.012164	0.080172	0.159456	0.000000	0.647025	0.000000	0.000000
CA, 02902	0.004480	0.042556	0.021502	0.047036	0.010751	0.067194	0.159456	0.026200	0.620825	0.000000	0.000000
CA, 02903	0.002651	0.088542	0.034992	0.025449	0.014315	0.027570	0.159456	0.020943	0.626082	0.000000	0.000000
CA, 02904	0.000000	0.000000	0.000000	0.073404	0.120115	0.000000	0.159456	0.000000	0.647025	0.000000	0.000000
CA, 02905	0.038330	0.050483	0.014023	0.005142	0.048146	0.037395	0.159456	0.012227	0.634798	0.000000	0.000000
CA, 03100	0.020343	0.000000	0.031819	0.048511	0.091806	0.036514	0.114108	0.005795	0.651104	0.000000	0.000000
CA, 03300	0.037653	0.006903	0.000000	0.047066	0.000000	0.014434	0.399093	0.012877	0.481974	0.000000	0.000000
CA, 03701	0.000000	0.000000	0.252803	0.000000	0.000000	0.252803	0.044202	0.037516	0.412675	0.000000	0.000000
CA, 03702	0.000000	0.000000	0.111472	0.089576	0.061708	0.242851	0.044202	0.042139	0.408052	0.000000	0.000000
CA, 03703	0.035606	0.000000	0.282475	0.000000	0.000000	0.187526	0.044202	0.000000	0.450191	0.000000	0.000000
CA, 03704	0.000000	0.000000	0.074637	0.000000	0.108344	0.322625	0.044202	0.000000	0.450191	0.000000	0.000000
CA, 03705	0.000000	0.000000	0.127615	0.006936	0.005548	0.365507	0.044202	0.125053	0.325138	0.000000	0.000000
CA, 03706	0.186921	0.000000	0.052093	0.000000	0.055157	0.211436	0.044202	0.063663	0.386528	0.000000	0.000000
CA, 03707	0.037994	0.000000	0.163665	0.111058	0.000000	0.192891	0.044202	0.027657	0.422534	0.000000	0.000000
CA, 03708	0.078650	0.000000	0.310855	0.000000	0.000000	0.116102	0.044202	0.097146	0.353044	0.000000	0.000000
CA, 03709	0.000000	0.000000	0.000000	0.000000	0.000000	0.505607	0.044202	0.037516	0.412675	0.000000	0.000000
CA, 03710	0.000000	0.000000	0.390889	0.000000	0.000000	0.114718	0.044202	0.129036	0.321155	0.000000	0.000000
CA, 03711	0.102835	0.000000	0.094266	0.068557	0.048561	0.191388	0.044202	0.206127	0.244064	0.000000	0.000000
CA, 03712	0.080495	0.000000	0.118227	0.000000	0.000000	0.306886	0.044202	0.082644	0.367547	0.000000	0.000000
CA, 03713	0.000000	0.000000	0.000000	0.000000	0.000000	0.505607	0.044202	0.147663	0.302528	0.000000	0.000000
CA, 03714	0.000000	0.000000	0.000000	0.000000	0.000000	0.505607	0.044202	0.414532	0.035659	0.000000	0.000000
CA, 03715	0.000000	0.044140	0.096306	0.000000	0.000000	0.365161	0.044202	0.000000	0.450191	0.000000	0.000000
CA, 03716	0.000000	0.000000	0.000000	0.000000	0.000000	0.505607	0.044202	0.000000	0.450191	0.000000	0.000000
CA, 03717	0.215726	0.000000	0.101121	0.000000	0.188760	0.000000	0.044202	0.047197	0.402993	0.000000	0.000000
CA, 03718	0.008415	0.022440	0.136044	0.007013	0.036465	0.295230	0.044202	0.186215	0.263976	0.000000	0.000000
CA, 03719	0.005479	0.015442	0.026899	0.073226	0.033375	0.351185	0.044202	0.249715	0.200476	0.000000	0.000000
CA, 03720	0.212355	0.000000	0.037559	0.000000	0.000000	0.255693	0.044202	0.000000	0.450191	0.000000	0.000000
CA, 03721	0.031674	0.000000	0.089156	0.000000	0.028741	0.356036	0.044202	0.038810	0.411381	0.000000	0.000000
CA, 03722	0.101121	0.000000	0.171441	0.007555	0.028477	0.197012	0.044202	0.000000	0.450191	0.000000	0.000000
CA, 03723	0.068011	0.000000	0.226405	0.000000	0.012528	0.198663	0.044202	0.000000	0.450191	0.000000	0.000000
CA, 03724	0.013182	0.000000	0.086622	0.034837	0.033895	0.337071	0.044202	0.064631	0.385560	0.000000	0.000000
CA, 03725	0.017604	0.005772	0.019335	0.002020	0.000000	0.460876	0.044202	0.137662	0.312529	0.000000	0.000000
CA, 03726	0.361148	0.058472	0.000000	0.000000	0.000000	0.085988	0.044202	0.014380	0.435811	0.000000	0.000000
CA, 03727	0.198209	0.000000	0.125185	0.000000	0.043119	0.139094	0.044202	0.000000	0.450191	0.000000	0.000000
CA, 03728	0.000000	0.010220	0.190409	0.022053	0.088750	0.194175	0.044202	0.000000	0.450191	0.000000	0.000000
CA, 03729	0.120513	0.000000	0.101888	0.006573	0.046014	0.230618	0.044202	0.024117	0.426074	0.000000	0.000000
CA, 03730	0.084828	0.010918	0.101625	0.000000	0.049553	0.258683	0.044202	0.087373	0.362818	0.000000	0.000000
CA, 03731	0.033551	0.000000	0.150590	0.000000	0.096752	0.224714	0.044202	0.132914	0.317277	0.000000	0.000000
CA, 03732	0.045847	0.011300	0.067156	0.026798	0.019372	0.335134	0.044202	0.000000	0.450191	0.000000	0.000000
CA, 03733	0.021124	0.013777	0.112510	0.000000	0.040871	0.317325	0.044202	0.358936	0.091255	0.000000	0.000000
CA, 03734	0.026532	0.013516	0.116139	0.005006	0.016019	0.328394	0.044202	0.285836	0.164355	0.000000	0.000000
CA, 03735	0.021009	0.063026	0.215688	0.000000	0.000000	0.205884	0.044202	0.051635	0.398556	0.000000	0.000000
CA, 03736	0.098823	0.000000	0.137893	0.027579	0.075841	0.165471	0.044202	0.092563	0.357628	0.000000	0.000000
CA, 03737	0.084268	0.111234	0.148311	0.050561	0.000000	0.111234	0.044202	0.000000	0.450191	0.000000	0.000000
CA, 03738	0.075068	0.044158	0.101563	0.000000	0.000000	0.284818	0.044202	0.212159	0.238032	0.000000	0.000000
CA, 03739	0.000000	0.176375	0.329232	0.000000	0.000000	0.000000	0.044202	0.286935	0.163256	0.000000	0.000000
CA, 03740	0.000000	0.000000	0.000000	0.000000	0.000000	0.505607	0.044202	0.114179	0.336012	0.000000	0.000000
CA, 03741	0.000000	0.134829	0.013483	0.000000	0.269657	0.087639	0.044202	0.000000	0.450191	0.000000	0.000000
CA, 03742	0.147705	0.204515	0.093736	0.000000	0.059650	0.000000	0.044202	0.000000	0.450191	0.000000	0.000000
CA, 03743	0.000000	0.221203	0.000000	0.284404	0.000000	0.000000	0.044202	0.216092	0.234099	0.000000	0.000000
CA, 03744	0.014493	0.007889	0.022749	0.004403	0.000000	0.456074	0.044202	0.269080	0.181111	0.000000	0.000000
CA, 03745	0.066857	0.093321	0.110036	0.059893	0.071036	0.104464	0.044202	0.300800	0.149391	0.000000	0.000000
CA, 03746	0.033105	0.000000	0.120383	0.052667	0.022572	0.276880	0.044202	0.259201	0.190990	0.000000	0.000000
CA, 03747	0.000000	0.000000	0.000000	0.505607	0.000000	0.000000	0.044202	0.094326	0.355865	0.000000	0.000000
CA, 03748	0.021830	0.000000	0.030650	0.016097	0.010805	0.426227	0.044202	0.073877	0.376313	0.000000	0.000000
CA, 03749	0.080661	0.000000	0.039347	0.137714	0.000000	0.247885	0.044202	0.000000	0.450191	0.000000	0.000000
CA, 03750	0.082277	0.000000	0.132705	0.000000	0.054409	0.236215	0.044202	0.183848	0.266343	0.000000	0.000000
CA, 03751	0.000000	0.062401	0.022400	0.262404	0.000000	0.158402	0.044202	0.257509	0.192682	0.000000	0.000000
CA, 03752	0.000000	0.000000	0.062394	0.114031	0.105424	0.223758	0.044202	0.329408	0.120783	0.000000	0.000000
CA, 03753	0.000000	0.000000	0.083144	0.000000	0.089886	0.332577	0.044202	0.055642	0.394549	0.000000	0.000000
CA, 03754	0.083634	0.114047	0.000000	0.000000	0.186276	0.121650	0.044202	0.220657	0.229534	0.000000	0.000000
CA, 03755	0.000000	0.000000	0.000000	0.244086	0.000000	0.261521	0.044202	0.076448	0.373743	0.000000	0.000000
CA, 03756	0.000000	0.000000	0.505607	0.000000	0.000000	0.000000	0.044202	0.266618	0.183573	0.000000	0.000000
CA, 03757	0.049141	0.000000	0.025117	0.149607	0.044773	0.236969	0.044202	0.000000	0.450191	0.000000	0.000000
CA, 03758	0.076666	0.009705	0.203796	0.024261	0.018439	0.172741	0.044202	0.143787	0.306404	0.000000	0.000000
CA, 03759	0.233093	0.000000	0.022281	0.000000	0.161109	0.089124	0.044202	0.305974	0.144217	0.000000	0.000000
CA, 03760	0.000000	0.000000	0.278084	0.227523	0.000000	0.000000	0.044202	0.055533	0.394658	0.000000	0.000000
CA, 03761	0.000000	0.000000	0.505607	0.000000	0.000000	0.000000	0.044202	0.000000	0.450191	0.000000	0.000000
CA, 03762	0.056689	0.000000	0.177729	0.000000	0.065882	0.205307	0.044202	0.000000	0.450191	0.000000	0.000000
CA, 03763	0.124017	0.000000	0.219414	0.000000	0.000000	0.162176	0.044202	0.000000	0.450191	0.000000	0.000000
CA, 03764	0.203874	0.000000	0.000000	0.000000	0.000000	0.301733	0.044202	0.235814	0.214377	0.000000	0.000000
CA, 03765	0.000000	0.000000	0.000000	0.505607	0.000000	0.000000	0.044202	0.070465	0.379726	0.000000	0.000000
CA, 03766	0.050664	0.023264	0.037740	0.027400	0.032570	0.333969	0.044202	0.229452	0.220739	0.000000	0.000000
CA, 03767	0.090641	0.019828	0.148708	0.077895	0.032574	0.135962	0.044202	0.066422	0.383769	0.000000	0.000000
CA, 03768	0.000000	0.000000	0.244282	0.000000	0.000000	0.261325	0.044202	0.104696	0.345495	0.000000	0.000000
CA, 03769	0.084268	0.084268	0.084268	0.084268	0.084268	0.084268	0.044202	0.104952	0.345238	0.000000	0.000000
CA, 03900	0.022860	0.022860	0.022860	0.022860	0.022860	0.022860	0.180555	0.000000	0.682288	0.000000	0.000000
CA, 04101	0.000000	0.000000	0.000000	0.080478	0.000000	0.273624	0.038779	0.000000	0.607119	0.000000	0.000000
