S,h
317,0.197951
319,0.000301
321,0.450136
323,0.416390
325,0.081651
327,0.097921
435,0.014161
437,0.546851
543,0.308225
680,0.038265
682,0.220548
799,0.346490
801,0.361856
803,0.129557
804,0.119313
806,0.002109
808,0.120518
810,0.058150
811,0.058150
812,0.059657
814,0.196445
816,0.112082
851,0.003917
886,0.332932
983,0.031636
985,0.080747
987,0.225369
989,0.097318
990,0.020789
991,0.184995
992,0.023200
1079,0.010545
1121,0.111781
1123,0.076830
1301,0.332329
1302,0.332329
1405,0.003314
1407,0.073817
1409,0.613739
1410,0.111479
1896,0.208798
1909,0.170232
1920,0.003314
1951,0.155770
1953,0.216632
1955,0.006629
1973,0.010244
1975,0.107864
2297,0.012052
2298,0.252787
2447,0.004218
2491,0.138596
2542,0.234709
2543,0.234709
2770,0.341970
2772,0.066586
2823,0.398614
2824,0.398614
2825,0.398614
2868,0.018379
2872,0.214221
2873,0.214221
2874,0.680024
3177,0.003917
3194,0.178668
3264,0.243748
3309,0.187105
3311,0.119614
3342,0.013257
3364,0.003314
3375,0.106357
3429,0.220548
3430,0.220548
3650,0.013558
3870,0.016873
3935,0.007231
3937,0.465502
3954,0.092498
3955,0.092498
3956,0.092498
4076,0.561012
4077,0.697198
4079,0.559205
4080,0.559205
4174,0.220247
4176,0.063573
4178,0.345887
4186,0.113588
4187,0.113588
4188,0.045194
4284,0.004218
4618,0.215728
4619,0.215728
4620,0.177162
4658,0.074420
4660,0.312142
4662,0.018379
4664,0.185297
4666,0.027117
4668,0.339861
4670,0.003616
4698,0.181380
4756,0.844531
4760,0.013257
4844,0.577282
4879,0.134378
4881,0.360952
4882,0.351913
4948,0.316662
5007,0.729738
5008,0.729738
5101,0.146731
5193,0.055740
5316,0.155469
5318,0.053028
5320,0.050316
5397,0.067490
5399,0.002109
5401,0.070503
5402,0.031937
5403,0.001808
5456,0.141308
5507,0.049412
5517,0.017174
5519,0.041880
5521,0.025911
5571,0.163905
5585,0.161494
5611,0.178066
5612,0.178066
5613,0.007532
5675,0.091293
5699,0.003314
5955,0.009641
5957,0.113890
6011,0.232299
6013,0.076228
6015,0.154866
6017,0.211811
6019,0.200060
6120,0.298584
6122,0.334739
6154,0.200362
6216,0.328111
6217,0.328111
6255,0.531485
6257,0.090991
6259,0.001205
6261,0.067490
6263,0.438084
6292,0.006930
6308,0.001808
6350,0.156071
6356,0.267249
6358,0.131365
6359,0.407954
6360,0.066888
6361,0.093402
6362,0.012353
6501,0.371196
6549,0.148840
6603,0.100633
6756,0.003314
6770,0.042181
6772,0.136487
6774,0.273576
6775,0.273576
6776,0.197349
6777,0.273576
6778,0.273576
6787,0.057547
6799,0.128352
6802,0.419705
6803,0.419705
6804,0.355529
6805,0.355529
6806,0.355529
6826,0.361555
6828,0.056945
6881,0.016270
6924,0.058753
6925,0.192528
6926,0.332329
6928,0.206990
6929,0.206990
6930,0.206990
6931,0.206990
6932,0.206990
6958,0.126243
7005,0.080747
7007,0.077132
7049,0.587526
7140,0.484785
7142,0.063272
7561,0.053028
7566,0.378729
7654,0.235914
7754,0.415487
7755,0.415487
7756,0.029828
7758,0.049111
7759,0.021091
7761,0.010244
7763,0.703525
7785,0.306116
7787,0.271467
7788,0.271467
7789,0.271467
7829,0.037361
7918,0.310937
7920,0.752938
7924,0.096113
7961,0.056644
8008,0.070503
8147,0.057246
8149,0.010545
8183,0.152757
8237,0.515818
8248,0.023501
8250,0.018078
8252,0.499247
8253,0.499247
8351,0.087376
8379,0.109370
8381,0.114492
8383,0.193733
8593,0.049412
8595,0.119012
8726,0.261525
8728,0.003314
8730,0.019584
9050,0.009340
9074,0.040374
9080,0.539922
9082,0.170835
9083,0.342272
9084,0.015667
9086,0.059355
9088,0.003616
9090,0.266044
9285,0.021091
9286,0.028020
9288,0.027418
9310,0.191624
9312,0.052124
9325,0.105755
9327,0.019886
9329,0.023802
9373,0.154565
9402,0.094607
9404,0.277493
9406,0.010244
9444,0.021995
9446,0.869238
9448,0.510093
9476,0.036457
9499,0.532992
9501,0.214824
9502,0.010545
9601,0.128352
9630,0.006629
9632,0.026514
9657,0.021091
9659,0.222959
9661,0.006327
9662,0.170835
9668,0.000904
9671,0.123832
9672,0.109672
9673,0.100934
9674,0.122025
9676,0.790298
9678,0.217837
9680,0.056644
9682,0.006327
9684,0.003013
9686,0.056945
9688,0.188912
9689,0.188912
9690,0.481772
9692,0.218741
9700,0.107864
9701,0.006930
9703,0.285628
9704,0.285628
9705,0.047605
9707,0.105453
9715,0.034950
9716,0.140404
9718,0.164206
9730,0.545948
9732,0.297981
9734,0.050316
9743,0.012654
9745,0.015667
9788,0.047303
9912,0.006327
9999,0.151250
10139,0.197349
10140,0.197349
10141,0.197349
10142,0.197349
10375,0.284423
10377,0.150045
10523,0.247364
10583,0.049111
10585,0.160591
10601,0.370292
10681,0.365170
10682,0.365170
10693,0.375716
10694,0.375716
10695,0.783670
10696,0.375716
10697,0.375716
10825,0.054534
10895,0.056342
10897,0.088581
10986,0.020488
10988,0.139500
10990,0.206387
11037,0.107261
11073,0.004218
11075,0.351612
11077,0.647484
11133,0.060862
11173,0.035854
11210,0.462790
11212,0.335342
11213,0.335342
11214,0.348900
11219,0.083760
11238,0.301597
11239,0.013860
11279,0.494125
11281,0.029226
11283,0.185899
11288,0.001205
11292,0.126845
11312,0.334739
11317,0.084061
11637,0.110575
11639,0.011751
11641,0.049412
11643,0.431455
11644,0.431455
11645,0.431455
11646,0.181079
12040,0.540524
12041,0.540524
12042,0.174149
12043,0.174149
12044,0.116300
12213,0.194637
12258,0.292859
12265,0.003013
12324,0.247665
12419,0.031937
12428,0.554986
12539,0.128955
12541,0.534800
12637,0.072010
12660,0.088581
12702,0.069901
12703,0.423622
12713,0.196143
12714,0.145224
12818,0.039168
12820,0.166616
12833,0.011148
12838,0.097318
12840,0.024405
12920,0.546550
12927,0.025911
13020,0.674601
13082,0.168424
13084,0.395902
13085,0.395902
13086,0.395902
13158,0.225670
13381,0.019584
13424,0.077734
13433,0.017475
13443,0.226876
13445,0.228382
13447,0.466104
13581,0.114492
13662,0.112082
13664,0.120217
13693,0.444411
13694,0.025309
13745,0.010847
13772,0.128653
13774,0.007834
13809,0.004519
14004,0.003013
14012,0.672190
14014,0.166014
14090,0.112383
14099,0.044893
14273,0.339259
14530,0.251281
14532,0.014462
14777,0.131365
14778,0.428442
14780,0.198252
14782,0.000301
14832,0.334438
14833,0.334438
14834,0.443206
14836,0.430853
14838,0.278397
14840,0.023200
14842,0.170835
14883,0.029828
14889,0.377523
14890,0.077433
15042,0.006327
15044,0.001808
15060,0.019886
15125,0.485086
15171,0.074119
15182,0.002109
15281,0.203977
15299,0.666767
15456,0.034348
15479,0.053028
15489,0.025008
15494,0.001808
15554,0.011449
15556,0.002109
15560,0.056342
15567,0.463393
15633,0.379331
15634,0.379331
15635,0.001808
15637,0.154565
15638,0.154565
15644,0.047605
15711,0.031335
15869,0.085568
16396,0.231696
16616,0.309431
16687,0.176861
16688,0.176861
16806,0.012052
16832,0.289846
16887,0.086171
16949,0.123832
16959,0.227177
17001,0.011751
17003,0.059657
17011,0.115697
17030,0.404640
17031,0.404640
17032,0.172040
17033,0.172040
17102,0.370594
17605,0.096113
17607,0.393191
17609,0.008135
17611,0.234709
17613,0.004218
17615,0.065682
17758,0.291955
17759,0.291955
17805,0.094004
17911,0.272371
17913,0.473938
17914,0.473938
17915,0.213920
17916,0.425429
17918,0.036758
17960,0.199759
17962,0.218741
17997,0.327810
17998,0.327810
18052,0.006026
18054,0.023802
18087,0.008436
18105,0.094004
18107,0.188912
18161,0.007231
18193,0.002712
18215,0.588430
18216,0.588430
18217,0.000904
18219,0.152757
18220,0.227478
18221,0.141910
18222,0.275987
18223,0.160591
18225,0.042483
18227,0.142513
18229,0.009039
18231,0.027719
18232,0.012654
18234,0.083459
18236,0.025610
18329,0.140102
18331,0.007834
18359,0.062971
18457,0.069599
18474,0.061464
18476,0.011148
18509,0.138596
18511,0.012956
18520,0.048207
18522,0.497740
18524,0.012052
18525,0.100030
18526,0.583610
18528,0.429346
18529,0.370895
18530,0.571558
18531,0.496836
18532,0.496836
18534,0.689967
18537,0.141006
18539,0.172341
18540,0.172341
18541,0.212715
18564,0.425429
18605,0.125640
18777,0.508888
18778,0.332630
18779,0.332630
18780,0.335643
19099,0.216933
19153,0.053329
19284,0.247364
19303,0.473034
19305,0.175655
19309,0.184393
19311,0.074119
19313,0.244049
19315,0.561314
19317,0.154866
19319,0.150045
19321,0.503766
19322,0.102440
19323,0.019886
19324,0.159687
19326,0.165713
19328,0.571558
19347,0.225068
19354,0.431455
19357,0.455258
19358,0.455258
19359,0.455258
19360,0.455258
19427,0.014462
19439,0.332932
19515,0.354625
19542,0.029226
19547,0.003314
19576,0.121422
19606,0.112383
19684,0.011751
19804,0.125339
19814,0.323591
19815,0.323591
19816,0.006026
19861,0.310334
19865,0.003314
19921,0.017475
19923,0.149744
19925,0.199458
19937,0.346791
19966,0.501356
19967,0.527870
19969,0.312745
20104,0.010545
20106,0.056342
20108,0.016873
20110,0.059657
20112,0.292558
20135,0.082254
20137,0.210003
20141,0.156071
20143,0.392588
20145,0.251582
20155,0.291955
20157,0.581500
20648,0.133173
20653,0.120820
20655,0.017174
20657,0.066586
20659,0.119916
20660,0.119916
20662,0.444411
20692,0.250979
20693,0.250979
20694,0.235914
20734,0.252787
20736,0.205484
20740,0.014763
20742,0.137692
20744,0.326604
20746,0.058451
