Minute,Fraction
373,0.397950
375,0.200784
434,0.813989
436,0.083811
490,0.150136
1012,0.378052
1014,0.079590
1016,0.006632
1326,0.173952
1328,0.825143
1350,0.004522
1426,0.019295
1428,0.091046
1430,0.033162
1432,0.201990
1434,0.203196
1450,0.091046
1452,0.189931
1840,0.105517
1842,0.339765
1843,0.310823
1851,0.561954
1852,0.561954
2084,0.051854
2116,0.003316
2123,0.183901
2177,0.876093
2273,0.005728
2276,0.010552
2278,0.069038
2280,0.003919
2282,0.024118
2284,0.010552
2286,0.199276
2287,0.021405
2289,0.226409
2631,0.008140
2633,0.217064
2681,0.101296
2699,0.000301
2712,0.030449
2714,0.208924
2716,0.058185
2718,0.008441
2720,0.263190
2722,0.115466
2747,0.246005
2958,0.050347
3151,0.050648
3170,0.019596
3172,0.036479
3173,0.308411
3174,0.308411
3320,0.026229
3423,0.299970
3431,0.012059
3546,0.005125
3565,0.148930
3567,0.091649
3569,0.018692
3571,0.192041
3572,0.256256
3574,0.130238
3576,0.015978
3578,0.249623
3580,0.201387
3582,0.235454
3584,0.019596
3586,0.003015
3588,0.048236
3681,0.001507
3728,0.259270
3729,0.259270
3730,0.169129
3749,0.079590
4064,0.135966
4066,0.182394
4068,0.068737
4070,0.285499
4072,0.372927
4074,0.016280
4076,0.384082
4077,0.104914
4079,0.793187
4080,0.793187
4103,0.034670
4642,0.149834
4644,0.003015
4826,0.312933
4854,0.071149
5072,0.001809
5284,0.291830
5286,0.086825
5434,0.059692
5562,0.093759
5564,0.032861
5566,0.000603
5568,0.002110
5570,0.518842
5572,0.001206
5573,0.262888
5575,0.197166
5664,0.227314
5892,0.448297
5893,0.002713
5895,0.469099
5975,0.096171
5977,0.038288
5979,0.014471
5980,0.421465
5982,0.419355
5983,0.419355
5984,0.059994
5986,0.425384
5988,0.241182
6066,0.120289
6068,0.129937
6199,0.079590
6244,0.102804
6246,0.093759
6247,0.093759
6306,0.792584
6489,0.019596
6677,0.003919
6679,0.015677
6681,0.165511
6683,0.220078
6685,0.078384
6729,0.202291
6731,0.271932
6732,0.003316
6733,0.268616
6735,0.234549
6736,0.234549
6935,0.200482
6966,0.148628
6968,0.491408
6988,0.047332
6990,0.006030
6992,0.481459
7030,0.012361
7032,0.139584
7171,0.016581
7173,0.241483
7175,0.575520
7177,0.056075
7179,0.504070
7181,0.690986
7297,0.360567
7299,0.020802
7301,0.093156
7303,0.294845
7305,0.100090
7307,0.076575
7309,0.006030
7310,0.172144
7607,0.004522
7676,0.001206
7771,0.359059
7772,0.359059
7773,0.359059
7945,0.441966
8070,0.276756
8156,0.187820
8158,0.156467
8299,0.076575
8301,0.004522
8302,0.201387
8348,0.101899
8350,0.008743
8352,0.009044
8354,0.479952
8355,0.479952
8356,0.210130
8358,0.119385
8360,0.193548
8362,0.084112
8364,0.371118
8365,0.371118
8366,0.136871
8368,0.019295
8369,0.369913
8390,0.013566
8391,0.013566
8392,0.255653
8393,0.053060
8394,0.675008
8396,0.179379
8398,0.184806
8870,0.582153
9028,0.005427
9152,0.085318
9154,0.064818
9156,0.042810
9158,0.759120
9273,0.003015
9315,0.011155
9317,0.142900
9410,0.000904
9550,0.002412
9567,0.005125
9728,0.176666
9739,0.447694
9762,0.000603
9763,0.003919
9764,0.319264
9765,0.725053
9766,0.104010
9969,0.417546
10540,0.112150
10557,0.004221
10558,0.001809
10835,0.007235
10837,0.039192
10842,0.319867
10899,0.494724
10900,0.494724
10915,0.545372
10995,0.001206
11105,0.697920
11191,0.170938
11193,0.113054
11267,0.044016
11295,0.295448
11297,0.198674
11299,0.208321
11301,0.274344
11302,0.274344
11321,0.067531
11374,0.142900
11376,0.003316
11378,0.004221
11380,0.012059
11382,0.054869
11384,0.154055
11386,0.208321
11388,0.096774
11389,0.220983
11391,0.769068
11392,0.769068
11393,0.005728
11395,0.126922
12020,0.301779
12022,0.219777
12023,0.219777
12024,0.219777
12037,0.048538
12039,0.025927
12041,0.325294
12043,0.612300
12115,0.003316
12118,0.149231
12120,0.164607
12122,0.000301
12124,0.078686
12126,0.466385
12127,0.466385
12310,0.061200
12312,0.218270
12432,0.017184
12434,0.028339
12436,0.068435
12452,0.051251
12589,0.022008
12591,0.466687
12593,0.399457
12594,0.399457
12682,0.047030
12684,0.290624
12686,0.922520
12732,0.041302
12734,0.049442
12785,0.324992
12786,0.068435
12832,0.013265
12884,0.012964
13397,0.208321
13439,0.000301
13470,0.082303
13513,0.048538
13515,0.237866
13516,0.051854
13518,0.217365
13520,0.010552
13522,0.256859
13524,0.031052
13526,0.241182
13677,0.047332
13679,0.239674
13735,0.255050
13737,0.118481
13882,0.077178
13884,0.481761
14036,0.000301
14038,0.165210
14059,0.004522
14072,0.203799
14083,0.016280
14085,0.043714
14087,0.089539
14103,0.018993
14191,0.817606
14325,0.558637
14327,0.264998
14371,0.012361
14801,0.076274
14803,0.032560
14831,0.103708
14840,0.321073
14842,0.300573
14844,0.065421
14846,0.221586
14848,0.000603
14849,0.028942
14851,0.083208
14855,0.025927
14856,0.335243
14857,0.621948
14868,0.015375
15006,0.012964
15008,0.637021
15023,0.041302
15085,0.036479
15087,0.160084
15099,0.119988
15101,0.102804
15120,0.667471
15329,0.512210
15330,0.512210
15331,0.008441
15332,0.102804
15355,0.288514
15357,0.212240
15359,0.060597
15361,0.247814
15362,0.014772
15363,0.014772
15364,0.104010
15366,0.127223
15447,0.629183
15449,0.018089
15565,0.091046
15567,0.003015
15663,0.320772
15745,0.143503
15763,0.025324
16289,0.013265
16290,0.013265
16291,0.013265
16381,0.126620
16397,0.002110
16408,0.111848
16498,0.555924
16633,0.258366
16691,0.070847
16772,0.454025
16862,0.019897
16864,0.189931
16878,0.259572
16903,0.085017
17072,0.479952
17073,0.337353
17294,0.566777
17558,0.468797
17559,0.468797
17560,0.112451
17635,0.113958
17640,0.318360
17667,0.636117
17668,0.072656
17725,0.019295
17779,0.109135
17781,0.220681
17783,0.114561
17785,0.136268
17786,0.015978
17787,0.215255
17788,0.215255
17789,0.178173
17791,0.039795
17793,0.237564
17795,0.061200
17885,0.247211
17886,0.247211
17946,0.019897
17950,0.579439
18116,0.174254
18118,0.075671
18414,0.010853
18416,0.137775
18418,0.016581
18435,0.347905
18437,0.048839
18469,0.001206
18556,0.133253
18558,0.034067
18693,0.329213
18695,0.402472
18696,0.402472
18711,0.433826
18712,0.433826
18713,0.003316
18761,0.204402
18982,0.139584
19181,0.160687
19183,0.387097
19185,0.056678
19278,0.152849
19280,0.479047
19281,0.511607
19282,0.277962
19284,0.066928
19395,0.080193
19397,0.332228
19454,0.025023
19455,0.486283
19456,0.486283
19457,0.005427
19491,0.160687
19493,0.548387
19533,0.009949
19620,0.113054
19622,0.041302
19624,0.015375
