S,h
338,0.377370
480,0.112850
483,0.294312
529,0.011736
531,0.170328
534,0.274752
536,0.150767
544,0.036714
600,0.331929
602,0.072826
604,0.598856
605,0.598856
606,0.108938
608,0.137827
622,0.382185
624,0.233524
625,0.233524
626,0.456214
627,0.456214
738,0.147758
784,0.150466
925,0.066807
1033,0.017153
1034,0.154379
1036,0.080048
1050,0.162203
1077,0.344869
1085,0.282576
1086,0.282576
1087,0.007222
1089,0.022269
1107,0.117364
1109,0.284683
1111,0.125489
1143,0.021065
1145,0.010533
1297,0.204333
1298,0.204333
1886,0.462835
1887,0.462835
1888,0.462835
1896,0.030093
1915,0.156485
1916,0.374060
1917,0.392116
1919,0.051159
1929,0.537767
1976,0.072525
1978,0.027987
1994,0.073729
2106,0.006019
2186,0.239543
2191,0.171833
2193,0.164911
2194,0.164911
2195,0.097201
2197,0.728559
2199,0.317484
2201,0.008426
2346,0.187782
2354,0.099910
2405,0.287692
2407,0.008727
2409,0.176046
2410,0.176046
2411,0.308757
2473,0.273247
2475,0.046645
2501,0.318086
2521,0.010533
2523,0.119470
2525,0.117063
2527,0.135119
2529,0.147758
2531,0.547397
2578,0.609991
2580,0.121577
2650,0.062293
2652,0.061691
2654,0.083960
2656,0.072826
2664,0.557930
2861,0.515197
2863,0.224496
2864,0.224496
2865,0.127295
2866,0.224496
2867,0.224496
2868,0.224496
2869,0.224496
2871,0.085164
3239,0.007824
3306,0.021968
3308,0.360217
3372,0.150166
3376,0.432441
3378,0.536563
3379,0.536563
3380,0.002107
3382,0.149564
3384,0.302137
3386,0.907915
3387,0.202528
3388,0.027084
3389,0.253686
3390,0.095697
3392,0.145952
3394,0.125188
3396,0.007523
3467,0.235330
3483,0.802889
3484,0.046946
3486,0.105327
3487,0.105327
3488,0.005417
3499,0.251279
3576,0.139934
3603,0.023473
3631,0.088474
3641,0.092988
3689,0.364430
3709,0.155582
3710,0.155582
3711,0.155582
3712,0.155582
3818,0.011736
4063,0.620825
4064,0.006320
4065,0.620825
4066,0.620825
4067,0.620825
4641,0.077942
4744,0.705688
4746,0.135420
4748,0.133915
4779,0.828468
4780,0.828468
4797,0.004514
4799,0.055071
