Occ_1,Occ_2,Occ_3
1,1,1
1,0.994186047,0.998563218
1,0.996899225,0.996922095
1,1,0.999010217
0.99137931,0.987209302,0.993694125
0.989655172,0.985465116,0.976570881
0.970114943,0.903682171,0.965119732
0.963793103,0.862015504,0.968858557
0.897126437,0.746511628,0.92932152
0.820114943,0.712403101,0.878496169
0.593678161,0.68120155,0.773670179
0.613793103,0.682751938,0.538023627
0.675862069,0.730620155,0.752988506
0.656896552,0.703100775,0.7811606
0.709195402,0.820155039,0.804043742
0.845977012,0.856976744,0.745833333
0.863793103,0.870736434,0.834498723
0.733333333,0.829457364,0.83260696
0.82816092,0.868217054,0.877222222
0.956896552,0.899418605,0.657571839
0.986206897,0.951744186,0.716198914
1,0.965116279,0.802220626
1,0.975387597,0.876898148
1,0.993023256,0.961016922
