Dependency=PUMA	Dependency=Geometry Building Type ACS	Option=<1940	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	Option=2020s	Option=2030s	Option=2040s	Option=2050s	sample_count	sample_weight
AL, 00100	10 to 19 Unit	 0.000000	0.010314	0.014440	 0.074555	 0.335136	 0.152628	 0.158524	0.045190	 0.119303	 0.090415	-0.000507	0.000000	0.000000	0.000000	0.000000
AL, 00100	2 Unit	 0.029281	0.025940	0.065592	 0.186204	 0.208569	 0.060720	 0.113439	0.126677	 0.104686	 0.079337	-0.000445	0.000000	0.000000	0.000000	0.000000
AL, 00100	20 to 49 Unit	 0.016745	0.000000	0.069482	 0.171062	 0.131095	 0.128766	 0.245957	0.063616	 0.098813	 0.074886	-0.000420	0.000000	0.000000	0.000000	0.000000
AL, 00100	3 or 4 Unit	 0.027711	0.011246	0.100194	 0.066368	 0.149955	 0.162653	 0.148368	0.058331	 0.156918	 0.118922	-0.000667	0.000000	0.000000	0.000000	0.000000
AL, 00100	5 to 9 Unit	 0.005485	0.001405	0.014923	 0.011582	 0.181121	 0.100577	 0.204052	0.113779	 0.209327	 0.158640	-0.000890	0.000000	0.000000	0.000000	0.000000
AL, 00100	50 or more Unit	 0.064065	0.037447	0.054879	 0.063433	 0.347974	 0.053305	 0.156635	0.048493	 0.099093	 0.075098	-0.000421	0.000000	0.000000	0.000000	0.000000
AL, 00100	Mobile Home	 0.001701	0.004673	0.004673	 0.051848	 0.051848	 0.310678	 0.310678	0.070851	 0.042576	 0.150474	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00100	Single-Family Attached	 0.000000	0.078508	0.030927	 0.074006	 0.223593	 0.165469	 0.113464	0.018658	 0.088976	 0.206397	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00100	Single-Family Detached	 0.058064	0.040686	0.100246	 0.150629	 0.191775	 0.100627	 0.122314	0.110049	 0.037838	 0.087772	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	10 to 19 Unit	 0.005840	0.000000	0.000000	 0.062182	 0.095307	 0.212050	 0.151947	0.099034	 0.130991	 0.243155	-0.000506	0.000000	0.000000	0.000000	0.000000
AL, 00200	2 Unit	 0.006131	0.054488	0.034055	 0.072606	 0.104334	 0.030488	 0.060975	0.022149	 0.215528	 0.400079	-0.000833	0.000000	0.000000	0.000000	0.000000
AL, 00200	20 to 49 Unit	 0.030628	0.000000	0.000000	 0.091437	 0.365749	 0.240845	 0.053128	0.218212	 0.000000	 0.000000	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	3 or 4 Unit	 0.011423	0.000000	0.103825	 0.044333	 0.318291	 0.305144	 0.080579	0.136405	 0.000000	 0.000000	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	5 to 9 Unit	 0.003919	0.000000	0.000000	 0.027297	 0.065512	 0.095614	 0.234276	0.133693	 0.154147	 0.286139	-0.000596	0.000000	0.000000	0.000000	0.000000
AL, 00200	50 or more Unit	 0.019435	0.000000	0.000000	 0.059954	 0.220476	 0.042701	 0.116866	0.048754	 0.172421	 0.320060	-0.000666	0.000000	0.000000	0.000000	0.000000
AL, 00200	Mobile Home	 0.001722	0.001555	0.001555	 0.053924	 0.053924	 0.284209	 0.284209	0.079885	 0.034337	 0.204682	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	Single-Family Attached	 0.000000	0.000000	0.019511	 0.074645	 0.049341	 0.041314	 0.036453	0.259554	 0.229156	 0.290026	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	Single-Family Detached	 0.016528	0.024286	0.049089	 0.082293	 0.112093	 0.089303	 0.153060	0.175011	 0.131679	 0.166657	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00301	10 to 19 Unit	 0.005322	0.002857	0.013058	 0.040299	 0.085283	 0.139311	 0.159470	0.094459	 0.179447	 0.281198	-0.000703	0.000000	0.000000	0.000000	0.000000
AL, 00301	2 Unit	 0.032972	0.010113	0.096076	 0.048774	 0.397163	 0.188285	 0.186421	0.040195	 0.000000	 0.000000	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00301	20 to 49 Unit	 0.013990	0.000000	0.006437	 0.066522	 0.043855	 0.172044	 0.103622	0.148495	 0.173631	 0.272085	-0.000680	0.000000	0.000000	0.000000	0.000000
AL, 00301	3 or 4 Unit	 0.015471	0.000000	0.071776	 0.083373	 0.169470	 0.231809	 0.247554	0.074689	 0.041301	 0.064720	-0.000162	0.000000	0.000000	0.000000	0.000000
AL, 00301	5 to 9 Unit	 0.007562	0.000000	0.016527	 0.056200	 0.175258	 0.134042	 0.126987	0.146643	 0.131395	 0.205900	-0.000515	0.000000	0.000000	0.000000	0.000000
AL, 00301	50 or more Unit	 0.018577	0.000000	0.014245	 0.058232	 0.135438	 0.163325	 0.171728	0.061599	 0.147031	 0.230402	-0.000576	0.000000	0.000000	0.000000	0.000000
AL, 00301	Mobile Home	 0.001780	0.002477	0.002477	 0.054190	 0.054190	 0.323534	 0.323534	0.106662	 0.027589	 0.103565	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00301	Single-Family Attached	 0.000000	0.000000	0.000000	 0.021455	 0.083745	 0.234382	 0.018626	0.206926	 0.192143	 0.242721	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00301	Single-Family Detached	 0.015480	0.008633	0.063023	 0.126198	 0.083599	 0.108455	 0.174116	0.166475	 0.112238	 0.141782	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00302	10 to 19 Unit	 0.002611	0.000000	0.002827	 0.031142	 0.109341	 0.289479	 0.100468	0.117450	 0.135258	 0.211953	-0.000530	0.000000	0.000000	0.000000	0.000000
