in.nhgis_tract_gisjoin,in.electric_utility_eia_code
G0600730021900,16609
G0600730022000,16609
G0600730022101,16609
G0600730022102,16609
G0600750010100,14328
G0600750010101,14328
G0600750010102,14328
G0600750010200,16612
G0600750010201,16612
G0600750010202,16612
G0600750010300,14328
G0600750010400,14328
G0600750010401,14328
G0600750010402,16612
G0600750010500,16612
G0600750010600,14328
G0600750010700,14328
G0600750010701,14328
G0600750010702,14328
G0600750010800,14328
G0600750010900,16612
G0600750010901,16612
G0600750010902,16612
G0600750011000,16612
G0600750011001,16612
G0600750011002,16612
G0600750011100,16612
G0600750011101,16612
G0600750011102,16612
G0600750011200,16612
G0600750011300,16612
G0600750011400,16612
G0600750011500,16612
G0600750011700,16612
G0600750011800,16612
G0600750011900,16612
G0600750011901,16612
G0600750011902,16612
G0600750012000,16612
G0600750012001,16612
G0600750012002,16612
G0600750012100,16612
G0600750012200,16612
G0600750012202,16612
G0600750012203,16612
G0600750012204,16612
G0600750012300,16612
G0600750012301,16612
G0600750012302,16612
G0600750012400,16612
G0600750012403,16612
G0600750012404,16612
G0600750012405,16612
G0600750012406,16612
G0600750012500,16612
G0600750012502,16612
G0600750012503,16612
G0600750012504,16612
G0600750012600,16612
G0600750012601,16612
G0600750012602,16612
G0600750012700,16612
G0600750012800,16612
G0600750012801,16612
G0600750012802,16612
G0600750012900,16612
G0600750012901,16612
G0600750012902,16612
G0600750013000,16612
G0600750013001,16612
G0600750013002,16612
G0600750013100,16612
G0600750013101,16612
G0600750013102,16612
G0600750013200,16612
G0600750013300,16612
G0600750013400,16612
G0600750013401,16612
G0600750013402,16612
G0600750013500,16612
G0600750015100,16612
G0600750015200,16612
G0600750015201,16612
G0600750015202,16612
G0600750015300,16612
G0600750015400,16612
G0600750015401,16612
G0600750015402,16612
G0600750015500,16612
G0600750015600,16612
G0600750015700,16612
G0600750015701,16612
G0600750015702,16612
G0600750015800,16612
G0600750015801,16612
G0600750015802,16612
G0600750015900,16612
G0600750016000,16612
G0600750016100,16612
G0600750016101,16612
G0600750016102,16612
G0600750016200,16612
G0600750016300,16612
G0600750016400,16612
G0600750016500,16612
G0600750016600,16612
G0600750016601,16612
G0600750016602,16612
G0600750016700,16612
G0600750016800,16612
G0600750016801,16612
G0600750016802,16612
G0600750016900,16612
G0600750017000,16612
G0600750017100,16612
G0600750017101,16612
G0600750017102,16612
G0600750017601,16612
G0600750017602,16612
G0600750017603,16612
G0600750017604,16612
G0600750017700,16612
G0600750017800,16612
G0600750017801,16612
G0600750017803,16612
G0600750017804,16612
G0600750017901,16612
G0600750017902,207
G0600750017903,207
G0600750018000,16612
G0600750020100,16612
G0600750020101,16612
G0600750020102,16612
G0600750020200,16612
G0600750020201,16612
G0600750020202,16612
G0600750020300,16612
G0600750020400,16612
G0600750020401,16612
G0600750020402,16612
G0600750020500,16612
G0600750020600,16612
G0600750020601,16612
G0600750020602,16612
G0600750020700,16612
G0600750020701,16612
G0600750020702,16612
G0600750020800,16612
G0600750020801,16612
G0600750020802,16612
G0600750020900,16612
G0600750021000,16612
G0600750021100,16612
G0600750021200,16612
G0600750021300,16612
G0600750021400,16612
G0600750021500,16612
G0600750021600,16612
G0600750021700,16612
G0600750021800,16612
G0600750022600,16612
G0600750022701,16612
G0600750022702,16612
G0600750022703,16612
G0600750022704,16612
G0600750022801,16612
G0600750022802,16612
G0600750022803,16612
G0600750022901,16612
G0600750022902,16612
G0600750022903,16612
G0600750023001,14328
G0600750023002,14328
G0600750023003,14328
G0600750023101,14328
G0600750023102,14328
G0600750023103,14328
G0600750023200,14328
G0600750023300,14328
G0600750023400,14328
G0600750025100,16612
G0600750025200,16612
G0600750025300,16612
G0600750025401,16612
G0600750025402,16612
G0600750025403,16612
G0600750025500,14328
G0600750025501,14328
G0600750025502,14328
G0600750025600,14328
G0600750025700,14328
G0600750025701,14328
G0600750025702,14328
G0600750025800,14328
G0600750025900,14328
G0600750026001,14328
G0600750026002,14328
G0600750026003,14328
G0600750026004,14328
G0600750026100,14328
G0600750026200,14328
G0600750026201,14328
G0600750026202,14328
G0600750026301,14328
G0600750026302,14328
G0600750026303,14328
G0600750026401,14328
G0600750026402,14328
G0600750026403,14328
G0600750026404,14328
G0600750030101,16612
G0600750030102,16612
G0600750030201,16612
G0600750030202,16612
G0600750030301,16612
G0600750030302,16612
G0600750030400,16612
G0600750030500,16612
G0600750030600,16612
G0600750030700,16612
G0600750030800,16612
G0600750030900,16612
G0600750031000,14328
G0600750031100,16612
G0600750031200,14328
G0600750031201,14328
G0600750031202,14328
G0600750031300,14328
G0600750031301,14328
G0600750031302,14328
G0600750031400,14328
G0600750031401,14328
G0600750031402,14328
G0600750032600,16612
G0600750032601,16612
G0600750032602,16612
G0600750032700,16612
G0600750032800,16612
G0600750032801,16612
G0600750032802,16612
G0600750032900,16612
G0600750032901,16612
G0600750032902,16612
G0600750033000,16612
G0600750033001,16612
G0600750033002,16612
G0600750033100,14328
G0600750033201,14328
G0600750033202,14328
G0600750033203,14328
G0600750033204,14328
G0600750035100,16612
G0600750035101,16612
G0600750035102,16612
G0600750035201,16612
G0600750035202,16612
G0600750035300,16612
G0600750035400,16612
G0600750040100,16612
G0600750040200,16612
G0600750042600,16612
G0600750042601,16612
G0600750042602,16612
G0600750042700,16612
G0600750042800,16612
G0600750045100,16612
G0600750045200,16612
G0600750045201,16612
G0600750045202,16612
G0600750047600,16612
G0600750047701,16612
G0600750047702,16612
G0600750047800,16612
G0600750047801,16612
G0600750047802,16612
G0600750047901,16612
G0600750047902,16612
G0600750047903,16612
G0600750047904,16612
G0600750060100,16612
G0600750060200,16612
G0600750060300,16612
G0600750060400,14328
G0600750060501,14328
G0600750060502,14328
G0600750060600,14328
G0600750060700,16612
G0600750060701,16612
G0600750060702,16612
G0600750060703,16612
G0600750060900,14328
G0600750061000,14328
G0600750061101,16612
G0600750061102,16612
G0600750061200,14328
G0600750061401,16612
G0600750061402,16612
G0600750061501,16612
G0600750061502,16612
G0600750061503,16612
G0600750061504,16612
G0600750061505,16612
G0600750061506,16612
G0600750061507,16612
G0600750061508,16612
G0600750980200,16612
G0600750980300,16612
G0600750980501,14328
G0600750980600,14328
G0600750980900,14328
G0600770000100,14328
G0600770000101,14328
G0600770000102,14328
G0600770000300,14328
G0600770000401,14328
G0600770000402,14328
G0600770000500,14328
G0600770000600,14328
G0600770000700,14328
G0600770000800,14328
G0600770000802,14328
G0600770000803,14328
G0600770000900,14328
G0600770001000,14328
G0600770001101,14328
G0600770001102,14328
G0600770001200,14328
G0600770001300,14328
G0600770001400,14328
G0600770001500,14328
G0600770001501,14328
G0600770001502,14328
G0600770001600,14328
G0600770001700,14328
G0600770001800,14328
G0600770001900,14328
G0600770002000,14328
G0600770002100,14328
G0600770002200,14328
G0600770002201,14328
G0600770002202,14328
G0600770002300,14328
G0600770002400,14328
G0600770002401,14328
G0600770002402,14328
G0600770002501,14328
G0600770002502,14328
G0600770002503,14328
G0600770002504,14328
G0600770002701,12745
G0600770002702,12745
G0600770002800,14328
G0600770003106,14328
G0600770003108,14328
G0600770003109,14328
G0600770003110,14328
G0600770003111,14328
G0600770003112,14328
G0600770003113,14328
G0600770003114,14328
G0600770003115,14328
G0600770003116,14328
G0600770003117,14328
G0600770003118,14328
G0600770003119,14328
G0600770003203,14328
G0600770003205,14328
G0600770003208,14328
G0600770003209,14328
G0600770003210,14328
G0600770003211,14328
G0600770003213,14328
G0600770003214,14328
G0600770003215,14328
G0600770003216,14328
G0600770003217,14328
G0600770003218,14328
G0600770003219,14328
G0600770003305,14328
G0600770003306,14328
G0600770003307,14328
G0600770003308,14328
G0600770003309,14328
G0600770003310,14328
G0600770003311,14328
G0600770003312,14328
G0600770003313,14328
G0600770003403,14328
G0600770003404,14328
G0600770003405,14328
G0600770003406,14328
G0600770003407,14328
G0600770003408,14328
G0600770003409,14328
G0600770003410,14328
G0600770003500,14328
G0600770003501,14328
G0600770003502,14328
G0600770003503,14328
G0600770003504,14328
G0600770003601,12745
G0600770003602,12745
G0600770003700,12745
G0600770003801,14328
G0600770003802,14328
G0600770003803,14328
G0600770003804,14328
G0600770003805,14328
G0600770003806,14328
G0600770003807,14328
G0600770003808,14328
G0600770003900,14328
G0600770004001,14328
G0600770004002,14328
G0600770004003,14328
G0600770004004,14328
G0600770004102,11124
G0600770004103,11124
G0600770004104,11124
G0600770004105,14328
G0600770004106,11124
G0600770004107,11124
G0600770004108,14328
G0600770004201,11124
G0600770004202,11124
G0600770004203,11124
G0600770004204,11124
G0600770004205,11124
G0600770004206,11124
G0600770004302,11124
G0600770004303,11124
G0600770004305,11124
G0600770004306,11124
G0600770004307,11124
G0600770004308,11124
G0600770004309,11124
G0600770004310,11124
G0600770004401,11124
G0600770004402,11124
G0600770004403,11124
G0600770004404,11124
G0600770004500,11124
G0600770004501,11124
G0600770004502,11124
G0600770004600,11124
G0600770004701,14328
G0600770004702,11124
G0600770004703,14328
G0600770004704,14328
G0600770004800,12745
G0600770004901,12745
G0600770004902,12745
G0600770004903,12745
G0600770004904,12745
G0600770004905,12745
G0600770004906,12745
G0600770005001,12745
G0600770005003,12745
G0600770005004,12745
G0600770005106,12745
G0600770005108,12745
G0600770005109,12745
G0600770005110,12745
G0600770005111,12745
G0600770005112,12745
G0600770005113,12745
G0600770005114,12745
G0600770005115,12745
G0600770005118,12745
G0600770005119,14328
G0600770005122,12745
G0600770005123,12745
G0600770005124,12745
G0600770005125,12745
G0600770005126,12745
G0600770005127,14328
G0600770005128,14328
G0600770005129,14328
G0600770005130,14328
G0600770005131,12745
G0600770005132,12745
G0600770005133,12745
G0600770005134,12745
G0600770005135,12745
G0600770005136,12745
G0600770005137,12745
G0600770005138,12745
G0600770005139,12745
G0600770005140,12745
G0600770005141,12745
G0600770005202,12745
G0600770005203,12745
G0600770005205,14328
G0600770005208,14328
G0600770005211,14328
G0600770005212,14328
G0600770005213,14328
G0600770005214,12745
G0600770005215,12745
G0600770005216,14328
G0600770005217,14328
G0600770005218,14328
G0600770005219,14328
G0600770005220,14328
G0600770005221,14328
G0600770005222,14328
G0600770005223,14328
G0600770005224,14328
G0600770005225,12745
G0600770005302,14328
G0600770005303,14328
G0600770005305,14328
G0600770005306,14328
G0600770005307,14328
G0600770005308,14328
G0600770005309,14328
G0600770005310,14328
G0600770005311,14328
G0600770005312,14328
G0600770005403,14328
G0600770005404,14328
G0600770005405,14328
G0600770005406,14328
G0600770005500,12745
G0600770005502,14328
G0600770005503,12745
G0600790010000,14328
G0600790010016,14328
G0600790010017,14328
G0600790010100,14328
G0600790010101,14328
G0600790010103,14328
G0600790010104,14328
G0600790010201,14328
G0600790010202,14328
G0600790010203,14328
G0600790010204,14328
G0600790010205,14328
G0600790010206,14328
G0600790010207,14328
G0600790010300,14328
G0600790010301,14328
G0600790010302,14328
G0600790010303,14328
G0600790010400,14328
G0600790010403,14328
G0600790010404,14328
G0600790010500,14328
G0600790010504,14328
G0600790010505,14328
G0600790010506,14328
G0600790010600,14328
G0600790010602,14328
G0600790010603,14328
G0600790010701,14328
G0600790010702,14328
G0600790010703,14328
G0600790010707,14328
G0600790010800,14328
G0600790010902,14328
G0600790010903,14328
G0600790010904,14328
G0600790011000,14328
G0600790011001,14328
G0600790011002,14328
G0600790011101,14328
G0600790011102,14328
G0600790011103,14328
G0600790011104,14328
G0600790011105,14328
G0600790011200,14328
G0600790011201,14328
G0600790011202,14328
G0600790011300,14328
G0600790011501,14328
G0600790011502,14328
G0600790011505,14328
G0600790011600,14328
G0600790011700,14328
G0600790011704,14328
G0600790011705,14328
G0600790011706,14328
G0600790011800,14328
G0600790011901,14328
G0600790011902,14328
G0600790011903,14328
G0600790011904,14328
G0600790012000,14328
G0600790012001,14328
G0600790012002,14328
G0600790012100,14328
G0600790012102,14328
G0600790012200,14328
G0600790012201,14328
G0600790012202,14328
G0600790012301,14328
G0600790012302,14328
G0600790012305,14328
G0600790012306,14328
G0600790012401,14328
G0600790012402,14328
G0600790012403,14328
G0600790012404,14328
G0600790012405,14328
G0600790012406,14328
G0600790012501,14328
G0600790012502,14328
G0600790012503,14328
G0600790012505,14328
G0600790012600,14328
G0600790012601,14328
G0600790012602,14328
G0600790012702,14328
G0600790012703,14328
G0600790012704,14328
G0600790012705,14328
G0600790012706,14328
G0600790012707,14328
G0600790012708,14328
G0600790012800,14328
G0600790013000,14328
G0600790013100,14328
G0600810600100,14328
G0600810600200,14328
G0600810600300,14328
G0600810600400,14328
G0600810600401,14328
G0600810600402,14328
G0600810600500,14328
G0600810600501,14328
G0600810600502,14328
G0600810600600,14328
G0600810600700,14328
G0600810600701,14328
G0600810600702,14328
G0600810600800,14328
G0600810600900,14328
G0600810601000,14328
G0600810601100,14328
G0600810601200,14328
G0600810601300,14328
G0600810601301,14328
G0600810601302,14328
G0600810601400,14328
G0600810601501,14328
G0600810601502,14328
G0600810601601,14328
G0600810601603,14328
G0600810601604,14328
G0600810601605,14328
G0600810601700,14328
G0600810601800,14328
G0600810601900,14328
G0600810601901,14328
G0600810601902,14328
G0600810602000,14328
G0600810602001,14328
G0600810602002,14328
G0600810602100,14328
G0600810602200,14328
G0600810602201,14328
G0600810602202,14328
G0600810602300,14328
G0600810602400,14328
G0600810602500,14328
G0600810602600,14328
G0600810602601,14328
G0600810602602,14328
G0600810602700,14328
G0600810602800,14328
G0600810602900,14328
G0600810603000,14328
G0600810603100,14328
G0600810603200,14328
G0600810603300,14328
G0600810603400,14328
G0600810603500,14328
G0600810603600,14328
G0600810603700,14328
G0600810603800,14328
G0600810603801,14328
G0600810603802,14328
G0600810603900,14328
G0600810604000,14328
G0600810604101,14328
G0600810604102,14328
G0600810604103,14328
G0600810604104,14328
G0600810604200,14328
G0600810604300,14328
G0600810604400,14328
G0600810604500,14328
G0600810604600,14328
G0600810604700,14328
G0600810604800,14328
G0600810604900,14328
G0600810605000,14328
G0600810605100,14328
G0600810605200,14328
G0600810605300,14328
G0600810605400,14328
G0600810605500,14328
G0600810605501,14328
G0600810605502,14328
G0600810605600,14328
G0600810605700,14328
G0600810605800,14328
G0600810605900,14328
G0600810605901,14328
G0600810605902,14328
G0600810606000,14328
G0600810606100,14328
G0600810606200,14328
G0600810606201,14328
G0600810606202,14328
G0600810606300,14328
G0600810606400,14328
G0600810606500,14328
G0600810606600,14328
G0600810606700,14328
G0600810606800,14328
G0600810606900,14328
G0600810607000,14328
G0600810607100,14328
G0600810607200,14328
G0600810607300,14328
G0600810607400,14328
G0600810607500,14328
G0600810607600,14328
G0600810607701,14328
G0600810607702,14328
G0600810607800,14328
G0600810607900,14328
G0600810608001,14328
G0600810608002,14328
G0600810608004,14328
G0600810608013,14328
G0600810608023,14328
G0600810608024,14328
G0600810608025,14328
G0600810608100,14328
G0600810608200,14328
G0600810608300,14328
G0600810608400,14328
G0600810608501,14328
G0600810608502,14328
G0600810608600,14328
G0600810608700,14328
G0600810608800,14328
G0600810608900,14328
G0600810609000,14328
G0600810609100,14328
G0600810609200,14328
G0600810609201,14328
G0600810609202,14328
G0600810609300,14328
G0600810609400,14328
G0600810609500,14328
G0600810609601,14328
G0600810609602,14328
G0600810609603,14328
G0600810609700,14328
G0600810609800,14328
G0600810609900,14328
G0600810610000,14328
G0600810610100,14328
G0600810610201,14328
G0600810610202,14328
G0600810610203,14328
G0600810610302,14328
G0600810610303,14328
G0600810610304,14328
G0600810610400,14328
G0600810610500,14328
G0600810610601,14328
G0600810610602,14328
G0600810610700,14328
G0600810610800,14328
G0600810610900,14328
G0600810610901,14328
G0600810610902,14328
G0600810611000,14328
G0600810611100,14328
G0600810611200,14328
G0600810611300,14328
G0600810611400,14328
G0600810611500,14328
G0600810611600,14328
G0600810611700,14328
G0600810611800,14328
G0600810611900,14328
G0600810611901,14328
G0600810611902,14328
G0600810612000,14328
G0600810612001,14328
G0600810612002,14328
G0600810612100,14328
G0600810612101,14328
G0600810612102,14328
G0600810612200,14328
G0600810612400,14328
G0600810612500,14328
G0600810612600,14328
G0600810612700,14328
G0600810612800,14328
G0600810612900,14328
G0600810613000,14328
G0600810613200,14328
G0600810613300,14328
G0600810613400,14328
G0600810613501,14328
G0600810613502,14328
G0600810613600,14328
G0600810613700,14328
G0600810613701,14328
G0600810613702,14328
G0600810613800,14328
G0600810613900,14328
G0600810614000,14328
G0600810984300,14328
G0600830000101,17609
G0600830000102,17609
G0600830000103,14328
G0600830000200,14328
G0600830000201,14328
G0600830000202,17609
G0600830000300,14328
G0600830000301,17609
G0600830000302,14328
G0600830000400,17609
G0600830000501,14328
G0600830000502,14328
G0600830000600,17609
G0600830000700,17609
G0600830000801,17609
G0600830000802,17609
G0600830000805,17609
G0600830000806,17609
G0600830000900,17609
G0600830001000,17609
G0600830001001,17609
G0600830001002,17609
G0600830001101,17609
G0600830001102,17609
G0600830001202,17609
G0600830001203,17609
G0600830001204,17609
G0600830001206,17609
G0600830001208,17609
G0600830001301,14328
G0600830001302,17609
G0600830001306,14328
G0600830001307,14328
G0600830001308,17609
G0600830001400,17609
G0600830001403,17609
G0600830001404,17609
G0600830001500,17609
G0600830001601,17609
G0600830001602,17609
G0600830001604,17609
G0600830001701,17609
G0600830001702,17609
G0600830001704,17609
G0600830001706,17609
G0600830001800,14328
G0600830001901,14328
G0600830001903,14328
G0600830001905,14328
G0600830001906,14328
G0600830001907,14328
G0600830001908,14328
G0600830001909,14328
G0600830001910,14328
G0600830001911,14328
G0600830001912,14328
G0600830002005,14328
G0600830002006,14328
G0600830002007,14328
G0600830002008,14328
G0600830002009,14328
G0600830002010,14328
G0600830002011,14328
G0600830002012,14328
G0600830002013,14328
G0600830002014,14328
G0600830002015,14328
G0600830002101,14328
G0600830002102,14328
G0600830002103,14328
G0600830002205,14328
G0600830002206,14328
G0600830002209,14328
G0600830002210,14328
G0600830002211,14328
G0600830002303,14328
G0600830002304,14328
G0600830002305,14328
G0600830002306,14328
G0600830002307,14328
G0600830002308,14328
G0600830002309,14328
G0600830002310,14328
G0600830002402,14328
G0600830002403,14328
G0600830002404,14328
G0600830002405,14328
G0600830002406,14328
G0600830002407,14328
G0600830002408,14328
G0600830002409,14328
G0600830002410,14328
G0600830002500,14328
G0600830002503,14328
G0600830002504,14328
G0600830002603,14328
G0600830002604,14328
G0600830002702,14328
G0600830002703,14328
G0600830002705,14328
G0600830002706,14328
G0600830002707,14328
G0600830002708,14328
G0600830002710,14328
G0600830002802,14328
G0600830002805,14328
G0600830002806,14328
G0600830002807,14328
G0600830002808,14328
G0600830002809,14328
G0600830002902,14328
G0600830002903,14328
G0600830002904,14328
G0600830002906,14328
G0600830002907,14328
G0600830002909,14328
G0600830002910,14328
G0600830002911,14328
G0600830002912,14328
G0600830002913,17609
G0600830002914,14328
G0600830002924,14328
G0600830002926,14328
G0600830002932,14328
G0600830002933,14328
G0600830002934,14328
G0600830002935,14328
G0600830002936,14328
G0600830002937,14328
G0600830003001,17609
G0600830003002,17609
G0600830003004,17609
G0600830003005,17609
G0600830003007,17609
G0600830003102,14328
G0600830980000,14328
G0600830980200,14328
G0600830980400,14328
G0600830980500,14328
G0600850500100,14328
G0600850500200,14328
G0600850500300,14328
G0600850500400,14328
G0600850500500,14328
G0600850500600,14328
G0600850500800,14328
G0600850500901,14328
G0600850500902,14328
G0600850501000,14328
G0600850501100,14328
G0600850501101,14328
G0600850501102,14328
G0600850501200,14328
G0600850501300,14328
G0600850501400,14328
G0600850501401,14328
G0600850501402,14328
G0600850501501,14328
G0600850501502,14328
G0600850501600,14328
G0600850501601,14328
G0600850501602,14328
G0600850501700,14328
G0600850501800,14328
G0600850501900,14328
G0600850501901,14328
G0600850501902,14328
G0600850502001,14328
G0600850502002,14328
G0600850502101,14328
G0600850502102,14328
G0600850502103,14328
G0600850502104,14328
G0600850502201,14328
G0600850502202,14328
G0600850502203,14328
G0600850502204,14328
G0600850502300,14328
G0600850502301,14328
G0600850502302,14328
G0600850502400,14328
G0600850502500,14328
G0600850502601,14328
G0600850502602,14328
G0600850502603,14328
G0600850502604,14328
G0600850502701,14328
G0600850502702,14328
G0600850502703,14328
G0600850502704,14328
G0600850502800,14328
G0600850502901,14328
G0600850502902,14328
G0600850502903,14328
G0600850502906,14328
G0600850502907,14328
G0600850502908,14328
G0600850502909,14328
G0600850502910,14328
G0600850503001,14328
G0600850503002,14328
G0600850503003,14328
G0600850503103,14328
G0600850503105,14328
G0600850503106,14328
G0600850503108,14328
G0600850503110,14328
G0600850503111,14328
G0600850503112,14328
G0600850503113,14328
G0600850503115,14328
G0600850503116,14328
G0600850503117,14328
G0600850503118,14328
G0600850503121,14328
G0600850503122,14328
G0600850503123,14328
G0600850503124,14328
G0600850503125,14328
G0600850503126,14328
G0600850503127,14328
G0600850503204,14328
G0600850503207,14328
G0600850503208,14328
G0600850503210,14328
G0600850503211,14328
G0600850503212,14328
G0600850503213,14328
G0600850503214,14328
G0600850503217,14328
G0600850503218,14328
G0600850503219,14328
G0600850503220,14328
G0600850503221,14328
G0600850503222,14328
G0600850503304,14328
G0600850503305,14328
G0600850503306,14328
G0600850503312,14328
G0600850503313,14328
G0600850503315,14328
G0600850503317,14328
G0600850503319,14328
G0600850503320,14328
G0600850503321,14328
G0600850503322,14328
G0600850503323,14328
G0600850503324,14328
G0600850503325,14328
G0600850503326,14328
G0600850503327,14328
G0600850503328,14328
G0600850503329,14328
G0600850503330,14328
G0600850503331,14328
G0600850503332,14328
G0600850503333,14328
G0600850503336,14328
G0600850503337,14328
G0600850503338,14328
G0600850503339,14328
G0600850503401,14328
G0600850503402,14328
G0600850503504,14328
G0600850503506,14328
G0600850503507,14328
G0600850503508,14328
G0600850503509,14328
G0600850503510,14328
G0600850503511,14328
G0600850503601,14328
G0600850503602,14328
G0600850503702,14328
G0600850503703,14328
G0600850503706,14328
G0600850503707,14328
G0600850503708,14328
G0600850503709,14328
G0600850503710,14328
G0600850503711,14328
G0600850503712,14328
G0600850503713,14328
G0600850503802,14328
G0600850503803,14328
G0600850503804,14328
G0600850503900,14328
G0600850503902,14328
G0600850503903,14328
G0600850504001,14328
G0600850504002,14328
G0600850504101,14328
G0600850504102,14328
G0600850504201,14328
G0600850504202,14328
G0600850504307,14328
G0600850504308,14328
G0600850504310,14328
G0600850504311,14328
G0600850504314,14328
G0600850504315,14328
G0600850504316,14328
G0600850504317,14328
G0600850504318,14328
G0600850504319,14328
G0600850504320,14328
G0600850504321,14328
G0600850504322,14328
G0600850504323,14328
G0600850504410,14328
G0600850504411,14328
G0600850504412,14328
G0600850504413,14328
G0600850504414,14328
G0600850504415,14328
G0600850504416,14328
G0600850504417,14328
G0600850504418,14328
G0600850504420,14328
G0600850504421,14328
G0600850504422,14328
G0600850504423,14328
G0600850504424,14328
G0600850504504,14328
G0600850504505,14328
G0600850504506,14328
G0600850504507,14328
G0600850504508,14328
G0600850504509,14328
G0600850504510,14328
G0600850504601,14328
G0600850504602,14328
G0600850504700,14328
G0600850504802,14328
G0600850504803,14328
G0600850504805,14328
G0600850504806,14328
G0600850504807,14328
G0600850504808,14328
G0600850504901,14328
G0600850504902,14328
G0600850504903,14328
G0600850505001,14328
G0600850505005,14328
G0600850505006,14328
G0600850505007,14328
G0600850505010,14328
G0600850505011,16655
G0600850505012,14328
G0600850505013,14328
G0600850505014,14328
G0600850505015,14328
G0600850505100,14328
G0600850505202,14328
G0600850505203,14328
G0600850505301,14328
G0600850505302,14328
G0600850505303,14328
G0600850505304,14328
G0600850505305,14328
G0600850505401,14328
G0600850505402,14328
G0600850505403,14328
G0600850505500,14328
G0600850505600,14328
G0600850505700,14328
G0600850505800,14328
G0600850505900,14328
G0600850505901,14328
G0600850505902,14328
G0600850506000,14328
G0600850506101,14328
G0600850506102,14328
G0600850506103,14328
G0600850506202,14328
G0600850506203,14328
G0600850506204,14328
G0600850506301,14328
G0600850506302,14328
G0600850506304,14328
G0600850506305,14328
G0600850506401,14328
G0600850506402,14328
G0600850506501,14328
G0600850506502,14328
G0600850506503,14328
G0600850506504,14328
G0600850506505,14328
G0600850506601,14328
G0600850506603,14328
G0600850506604,14328
G0600850506605,14328
G0600850506606,14328
G0600850506701,14328
G0600850506702,14328
G0600850506703,14328
G0600850506801,14328
G0600850506802,14328
G0600850506803,14328
G0600850506804,14328
G0600850506900,14328
G0600850507001,14328
G0600850507002,14328
G0600850507003,14328
G0600850507004,14328
G0600850507100,14328
G0600850507203,14328
G0600850507205,14328
G0600850507206,14328
G0600850507301,14328
G0600850507302,14328
G0600850507401,14328
G0600850507402,14328
G0600850507500,14328
G0600850507600,14328
G0600850507701,14328
G0600850507702,14328
G0600850507703,14328
G0600850507704,14328
G0600850507705,14328
G0600850507805,14328
G0600850507806,14328
G0600850507807,14328
G0600850507808,14328
G0600850507903,14328
G0600850507904,14328
G0600850507905,14328
G0600850507906,14328
G0600850508001,14328
G0600850508002,14328
G0600850508003,14328
G0600850508004,14328
G0600850508005,14328
G0600850508006,14328
G0600850508101,14328
G0600850508102,14328
G0600850508202,14328
G0600850508203,14328
G0600850508204,14328
G0600850508205,14328
G0600850508206,14328
G0600850508301,14328
G0600850508303,14328
G0600850508304,14328
G0600850508305,14328
G0600850508306,14328
G0600850508401,14328
G0600850508403,14328
G0600850508404,14328
G0600850508503,14328
G0600850508504,14328
G0600850508505,14328
G0600850508506,14328
G0600850508507,14328
G0600850508508,14328
G0600850508509,14328
G0600850508510,14328
G0600850508601,14328
G0600850508602,14328
G0600850508703,14328
G0600850508704,14328
G0600850508705,14328
G0600850508706,14328
G0600850508707,14328
G0600850508708,14328
G0600850508800,14328
G0600850508900,14328
G0600850509000,14328
G0600850509001,14328
G0600850509002,14328
G0600850509102,14328
G0600850509105,14328
G0600850509106,14328
G0600850509107,14328
G0600850509108,14328
G0600850509109,14328
G0600850509110,14328
G0600850509111,14328
G0600850509201,14328
G0600850509202,14328
G0600850509302,14328
G0600850509303,14328
G0600850509304,14328
G0600850509401,14328
G0600850509403,14328
G0600850509404,14328
G0600850509500,14328
G0600850509600,14328
G0600850509700,14328
G0600850509801,14328
G0600850509802,14328
G0600850509901,14328
G0600850509902,14328
G0600850510001,14328
G0600850510002,14328
G0600850510100,14328
G0600850510200,14328
G0600850510300,14328
G0600850510400,14328
G0600850510500,14328
G0600850510600,14328
G0600850510700,14328
G0600850510801,14328
G0600850510802,14328
G0600850510803,14328
G0600850510900,14328
G0600850511000,14328
G0600850511100,14328
G0600850511200,14328
G0600850511300,14328
G0600850511301,14328
G0600850511302,14328
G0600850511400,14328
G0600850511500,14328
G0600850511501,14328
G0600850511502,14328
G0600850511604,14328
G0600850511605,14328
G0600850511606,14328
G0600850511607,14328
G0600850511608,14328
G0600850511609,14328
G0600850511701,14328
G0600850511702,14328
G0600850511703,14328
G0600850511704,14328
G0600850511705,14328
G0600850511707,14328
G0600850511800,14328
G0600850511901,14328
G0600850511905,14328
G0600850511907,14328
G0600850511909,14328
G0600850511910,14328
G0600850511911,14328
G0600850511912,14328
G0600850511913,14328
G0600850511914,14328
G0600850511915,14328
G0600850511916,14328
G0600850511917,14328
G0600850511918,14328
G0600850512001,14328
G0600850512002,14328
G0600850512005,14328
G0600850512014,14328
G0600850512015,14328
G0600850512016,14328
G0600850512017,14328
G0600850512018,14328
G0600850512019,14328
G0600850512020,14328
G0600850512021,14328
G0600850512022,14328
G0600850512023,14328
G0600850512024,14328
G0600850512025,14328
G0600850512026,14328
G0600850512027,14328
G0600850512028,14328
G0600850512029,14328
G0600850512030,14328
G0600850512031,14328
G0600850512032,14328
G0600850512033,14328
G0600850512034,14328
G0600850512035,14328
G0600850512036,14328
G0600850512037,14328
G0600850512038,14328
G0600850512039,14328
G0600850512042,14328
G0600850512043,14328
G0600850512045,14328
G0600850512047,14328
G0600850512052,14328
G0600850512053,14328
G0600850512054,14328
