"","V1","V2","V3","V4"
"1",0,0,0,0
"2",9901557.67385901,11985632.6501045,9278346.4968432,11356615.7571316
"3",9621995.97778405,11605881.9345843,9178165.58894172,11153886.6071425
"4",9260297.49874097,11408581.8014073,8986681.17967175,11114090.7186039
"5",8645815.34974386,10587940.9217978,8608566.90815432,10530530.0235742
"6",8535427.61441901,10674367.8518157,8655352.11278641,10789778.2339726
"7",8432226.76692348,10446942.5907546,8638699.17724239,10657247.5346898
"8",8760222.16850745,11002825.5147095,9003113.98277926,11264857.6028137
"9",8833101.90450738,10915374.8881063,9136822.65455647,11250779.5884883
