Project,Scenario
Standard_scenarios_2020_annualOnly,LowRECost
r,t,state,country,nuclear_MW,coal_MW,csp_MW,gas-ct_MW,upv_MW,wind-ons_MW,biomass_MW,gas-cc_MW,distpv_MW,wind-ofs_MW,geothermal_MW,battery_MW,coal-ccs_MW,phs_MW,gas-cc-ccs_MW,hydro_MW,o-g-s_MW,battery_MWh,biomass_MWh,canada_MWh,coal_MWh,csp_MWh,distpv_MWh,gas-cc_MWh,gas-ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,o-g-s_MWh,phs_MWh,upv_MWh,wind-ofs_MWh,wind-ons_MWh,coal-ccs_MWh,gas-cc-ccs_MWh,generation,co2_gen_mmt,co2_rate_avg_gen
p1,2020,WA,usa,0.0,0.0,0.0,668.2,25.0,467.6,9.9,800.9,117.983636363636,0.0,0.0,12.4,0.0,0.0,0.0,3146.0499999999997,0.0,2922.078399305,39409.0990971429,6573225.8029040005,0.0,0.0,138287.42300186,3170992.6769389664,58534.32,0.0,13801850.040342689,0.0,0.0,0.0,49194.07675,0.0,1278651.8850309672,0.0,0.0,25113067.40246493,1.3805442729127901,54.9731440921982
p1,2022,WA,usa,0.0,0.0,0.0,668.2,25.0,467.6,9.9,800.9,120.85636363636401,0.0,0.0,12.4,0.0,0.0,0.0,3146.0499999999997,0.0,0.0,39409.0990971429,6112879.616,0.0,0.0,141654.51748866,2815385.072216147,58534.32,0.0,13801850.040342689,0.0,0.0,0.0,48505.359675499996,0.0,1276082.6421222722,0.0,0.0,24294300.66694241,1.21832368503347,50.148539023033486
p1,2024,WA,usa,0.0,0.0,0.0,668.2,25.0,467.6,9.9,800.9,133.753636363636,0.0,0.0,12.4,0.0,0.0,0.0,3423.0499999999997,0.0,0.0,44145.6541714286,5718173.333,0.0,0.0,156771.27998367,2883257.6703626923,58534.32,0.0,15010822.69372157,0.0,0.0,0.0,47831.400824025,0.0,1273076.7082365123,0.0,0.0,25192613.060299896,1.25690634954939,49.89186102056646
p1,2026,WA,usa,0.0,0.0,0.0,668.2,25.0,467.6,9.9,800.9,172.161818181818,0.0,0.0,12.4,0.0,0.0,0.0,3433.0499999999997,0.0,0.0,44509.8795428571,6975793.141096001,0.0,0.0,201789.12016494,2247431.2517336165,58534.32,0.0,15053705.745793484,0.0,0.0,0.0,47162.361380225,0.0,1270070.7743507521,0.0,0.0,25898996.594061874,0.9944586172784979,38.39757319040335
p1,2028,WA,usa,0.0,0.0,0.0,668.2,25.0,467.6,9.9,800.9,257.83,0.0,0.0,12.4,0.0,0.0,0.0,3439.0499999999997,0.0,0.0,44145.6541714286,6854480.0,0.0,0.0,302199.92679899,2001029.4548092377,58534.32,0.0,15081446.254273482,0.0,0.0,0.0,46508.08015945,0.0,1267064.8404649922,0.0,0.0,25655408.53067758,0.889215786833577,34.659973773962435
p1,2030,WA,usa,0.0,0.0,0.0,668.2,25.0,467.6,9.9,800.9,441.475454545455,0.0,0.0,12.4,0.0,0.0,0.0,3439.0499999999997,0.0,0.0,41099.34528,6727539.52,0.0,0.0,517448.90062129,1847635.2458,58534.32,0.0,15081446.254273482,0.0,0.0,0.0,45858.71834635,0.0,1264115.4382944212,0.0,0.0,25583677.742615543,0.81977363095488,32.042837593648905
p1,2032,WA,usa,0.0,0.0,0.0,400.2,25.0,467.6,9.9,800.9,596.672727272727,0.0,0.0,4.4,0.0,0.0,0.0,3439.0499999999997,0.0,0.0,40658.196240000005,6597192.277096,0.0,0.0,699354.0491982,2024332.3529055968,35057.520000000004,0.0,15081446.254273482,0.0,0.0,0.0,45219.1953486,0.0,1261167.3108295412,0.0,0.0,25784427.15589142,0.8622020287550319,33.43886693864477
p1,2034,WA,usa,0.0,0.0,0.0,214.2,25.0,467.6,9.9,800.9,696.351818181818,0.0,0.0,0.0,0.0,0.0,0.0,3439.0499999999997,0.0,0.0,39192.189119999995,6488566.667,0.0,0.0,816186.90020901,1940762.388,18763.92,0.0,15081446.254273482,0.0,0.0,0.0,44584.591758525,0.0,1258219.1833646612,0.0,0.0,25687722.09372568,0.8174456887872,31.82242807690854
p1,2036,WA,usa,0.0,0.0,0.0,214.2,25.0,406.16700000000003,9.9,800.9,766.632727272727,0.0,0.0,33.2235334835495,0.0,0.0,0.0,3439.0499999999997,0.0,117300.58217549771,39120.90912,6433106.667,0.0,0.0,898562.44061408,1844757.792,18763.92,0.0,15081446.254273482,0.0,0.0,0.0,43520.5428606,0.0,1299142.659425009,0.0,0.0,25775721.76746867,0.7709317434911999,29.90922040694071
p1,2038,WA,usa,0.0,0.0,0.0,214.2,53.20573537417971,778.5477000000001,9.9,800.9,814.746363636364,0.0,0.0,88.2518280937826,0.0,0.0,0.0,3439.0499999999997,0.0,240511.9231852471,39192.189119999995,6474560.0,0.0,0.0,954955.94558683,1204792.992,18763.92,0.0,15081446.254273482,0.0,0.0,0.0,109401.87603100121,0.0,2736559.006533563,0.0,0.0,26860184.106730122,0.5009945908512,18.651941805777504
p1,2040,WA,usa,0.0,0.0,0.0,214.2,257.14744419684297,852.8487459096141,9.9,800.9,872.646363636364,0.0,0.0,147.63180906058642,0.0,0.0,0.0,3439.0499999999997,0.0,313371.4956935746,39192.189119999995,6531440.0,0.0,0.0,1022819.94807553,879477.552,18763.92,0.0,15081446.254273482,0.0,0.0,0.0,587681.833874277,0.0,3371055.995336303,0.0,0.0,27845249.188373163,0.36377653825920003,13.064222761960256
p1,2042,WA,usa,0.0,0.0,0.0,134.6,950.386798639312,1131.8951,9.9,800.9,970.372727272727,0.0,0.0,222.46246054924742,0.0,0.0,0.0,3439.0499999999997,0.0,471662.09733228927,39192.189119999995,6531440.0,0.0,0.0,1137364.0272643,879477.552,11790.96,0.0,15081446.254273482,0.0,0.0,0.0,2209529.7983645126,0.0,4437942.334301919,0.0,0.0,30799845.2126565,0.3584108455392,11.636774245602998
p1,2044,WA,usa,0.0,0.0,0.0,94.0,1343.25415384615,1908.9594,9.9,800.9,1050.80545454545,0.0,0.0,379.9363714932844,0.0,0.0,0.0,3439.0499999999997,0.0,694451.855088109,39192.189119999995,6531440.0,0.0,0.0,1231638.41074978,879477.552,8234.4,0.0,15081446.254273482,0.0,0.0,0.0,3102430.0804503188,0.0,7399176.582033632,0.0,0.0,34967487.32371532,0.3556740726192,10.17156506918866
p1,2046,WA,usa,0.0,0.0,0.0,94.0,1343.25415384615,1908.9594,9.9,800.9,1061.34727272727,0.0,0.0,379.9363714932844,0.0,0.0,0.0,3439.0499999999997,0.0,0.0,39192.189119999995,6531440.0,0.0,0.0,1243994.36887286,879477.552,8234.4,0.0,15081446.254273482,0.0,0.0,0.0,3059180.921558968,0.0,7552499.098306796,0.0,0.0,34395464.78413211,0.3556740726192,10.340725873350765
p1,2048,WA,usa,0.0,0.0,0.0,94.0,1351.76854584345,1942.8336,9.9,800.9,1114.22545454545,0.0,0.0,387.9358349977284,0.0,0.0,0.0,3439.0499999999997,0.0,25922.8199215931,39192.189119999995,6531440.0,0.0,0.0,1305972.34922704,879477.552,8234.4,0.0,15081446.254273482,0.0,0.0,0.0,3036466.279628683,0.0,7639219.255296104,0.0,0.0,34547371.099466905,0.3556740726192,10.295257245338947
p1,2050,WA,usa,0.0,0.0,0.0,94.0,1326.76854584345,1942.8336,9.9,800.9,1197.71363636364,0.0,0.0,387.9358349977284,0.0,0.0,0.0,3439.0499999999997,0.0,0.0,34093.03392,6531440.0,0.0,0.0,1403827.99998155,879477.552,8234.4,0.0,15081446.254273482,0.0,0.0,0.0,2954424.1234798217,0.0,7602574.872939954,0.0,0.0,34495518.2365948,0.3556740726192,10.310732837226395
p2,2020,WA,usa,1163.0,670.0,0.0,0.0,0.0,2894.5,36.5,1834.7,22.684545454545496,0.0,0.0,0.0,0.0,0.0,0.0,5570.74,0.0,0.0,167056.3536,0.0,0.0,0.0,30198.46145798,5247829.151002444,0.0,0.0,17406096.906292085,9289409.4672,0.0,0.0,0.0,0.0,7431686.119189044,0.0,0.0,39572276.45874155,2.16034832208874,54.59247016888554
p2,2022,WA,usa,1163.0,670.0,0.0,0.0,0.0,2954.5,36.5,1834.7,25.7781818181818,0.0,0.0,0.0,0.0,0.0,0.0,5570.74,0.0,0.0,167056.3536,0.0,0.0,0.0,34316.81854296,4939147.708229704,0.0,0.0,17406096.906292085,9289409.4672,0.0,0.0,0.0,0.0,7711490.129587857,0.0,0.0,39547517.3834526,2.03256077480808,51.395407582740965
p2,2024,WA,usa,1163.0,670.0,0.0,0.0,0.0,2954.5,36.5,1834.7,30.713636363636397,0.0,0.0,0.0,0.0,0.0,0.0,5713.139999999999,0.0,0.0,167056.3536,0.0,2121467.01889987,0.0,40887.068503099996,4747428.292726705,0.0,0.0,17866321.609399598,9289409.4672,0.0,0.0,0.0,0.0,7730736.655617462,0.0,0.0,41963306.465946734,4.36696463499985,104.06626652605763
p2,2026,WA,usa,1163.0,0.0,0.0,0.0,0.0,2954.5,36.5,1834.7,41.6890909090909,0.0,0.0,0.0,0.0,0.0,0.0,5713.139999999999,0.0,0.0,167056.3536,0.0,0.0,0.0,55497.97802028,3682977.6233132035,0.0,0.0,17866321.609399598,9289409.4672,0.0,0.0,0.0,0.0,7714018.673873111,0.0,0.0,38775281.70540619,1.524566214225,39.31799195703689
p2,2028,WA,usa,1163.0,0.0,0.0,0.0,0.0,2954.5,36.5,1834.7,67.6618181818182,0.0,0.0,0.0,0.0,0.0,0.0,5713.139999999999,0.0,0.0,167056.3536,0.0,0.0,0.0,90073.78228648,2442990.218192412,0.0,0.0,17866321.609399598,9289409.4672,0.0,0.0,0.0,0.0,7697319.90937055,0.0,0.0,37553171.34004904,0.998059621898893,26.57723931918634
p2,2030,WA,usa,1163.0,0.0,0.0,0.0,0.0,2954.5,36.5,1834.7,129.98545454545499,0.0,0.0,0.0,0.0,0.0,0.0,5713.139999999999,0.0,0.0,167056.3536,0.0,0.0,0.0,173041.18996144,2092482.714382302,0.0,0.0,17866321.609399598,9289409.4672,0.0,0.0,0.0,0.0,7680635.353976416,0.0,0.0,37268946.68851976,0.848692591693004,22.772111022779008
p2,2032,WA,usa,1163.0,0.0,0.0,0.0,0.0,2559.8,36.5,1834.7,192.80454545454498,0.0,0.0,0.0,0.0,0.0,0.0,5713.139999999999,0.0,0.0,167056.3536,0.0,0.0,0.0,256668.1640811,2246110.176890885,0.0,0.0,17866321.609399598,9289409.4672,0.0,0.0,0.0,0.0,6626897.581753579,0.0,0.0,36452463.35292516,0.9125097663886629,25.032869728279636
p2,2034,WA,usa,1163.0,0.0,0.0,0.0,0.0,2559.8,36.5,1834.7,241.62727272727298,0.0,0.0,0.0,0.0,0.0,0.0,5713.139999999999,0.0,0.0,167056.3536,0.0,0.0,0.0,321662.6886914,1954806.00139477,0.0,0.0,17866321.609399598,9289409.4672,0.0,0.0,0.0,0.0,6610517.959146622,0.0,0.0,36209774.07943239,0.7912421648084399,21.8516183799632
p2,2036,WA,usa,1163.0,0.0,0.0,0.0,0.0,2211.3999999999996,36.5,1834.7,277.011818181818,0.0,0.0,0.0,0.0,0.0,0.0,5713.139999999999,0.0,0.0,167056.3536,0.0,0.0,0.0,368767.83497958,1908037.2744,0.0,0.0,17866321.609399598,9289409.4672,0.0,0.0,0.0,0.0,5678542.756284044,0.0,0.0,35278135.29586322,0.77121579590928,21.861013612012375
p2,2038,WA,usa,1163.0,0.0,0.0,0.0,0.0,2363.4855,36.5,1834.7,299.477272727273,0.0,0.0,136.5010166618037,0.0,0.0,0.0,5713.139999999999,0.0,451799.12887040095,167056.3536,0.0,0.0,0.0,398674.6349455,1322607.996561993,0.0,0.0,17866321.609399598,9289409.4672,0.0,0.0,0.0,0.0,6777103.2141487645,0.0,0.0,36272972.40472625,0.5300189334400209,14.611952048654308
p2,2040,WA,usa,1163.0,0.0,0.0,0.0,19.093383454875397,1904.6611,36.5,1834.7,321.63,0.0,0.0,154.1222407004703,0.0,0.0,0.0,5713.139999999999,0.0,98097.79905652841,167056.3536,0.0,0.0,0.0,428165.12141238,1268072.4744,0.0,0.0,17866321.609399598,9289409.4672,0.0,0.0,43354.9556758814,0.0,5953229.715618324,0.0,0.0,35113707.49636271,0.50755029830928,14.454477595732525
p2,2042,WA,usa,1163.0,0.0,0.0,0.0,19.093383454875397,1366.7611,36.5,1834.7,351.26,0.0,0.0,154.437970837205,0.0,0.0,0.0,5713.139999999999,0.0,4752.764367690001,167056.3536,0.0,0.0,0.0,467609.61523276,1268072.4744,0.0,0.0,17866321.609399598,9289409.4672,0.0,0.0,45158.0348916603,0.0,4738185.698037637,0.0,0.0,33846566.01712935,0.50755029830928,14.995621654864921
p2,2044,WA,usa,0.0,0.0,0.0,0.0,19.093383454875397,1917.6339000000003,36.5,1834.7,374.51909090909106,0.0,0.0,340.47501868665876,0.0,0.0,0.0,5713.139999999999,0.0,710402.5560256419,167056.3536,0.0,0.0,0.0,498572.93172386,1268072.4744,0.0,0.0,17866321.609399598,0.0,0.0,0.0,24521.48744503,0.0,7262195.997438569,0.0,0.0,27797143.410032697,0.50755029830928,18.25908118767672
p2,2046,WA,usa,0.0,0.0,0.0,0.0,19.093383454875397,1917.6339000000003,36.5,1834.7,377.934545454545,0.0,0.0,340.47501868665876,0.0,0.0,0.0,5713.139999999999,0.0,0.0,167056.3536,0.0,0.0,0.0,503119.70444448,753574.121773731,0.0,0.0,17866321.609399598,0.0,0.0,0.0,43907.7160756945,0.0,7455900.237908019,0.0,0.0,26789879.743201524,0.302381004760775,11.287135577288671
p2,2048,WA,usa,0.0,0.0,0.0,0.0,19.093383454875397,1917.6339000000003,36.5,1834.7,395.70909090909106,0.0,0.0,340.47501868665876,0.0,0.0,0.0,5713.139999999999,0.0,0.0,155158.3248,0.0,0.0,0.0,526781.8019248,443937.70759696205,0.0,0.0,17866321.609399598,0.0,0.0,0.0,43298.5863961214,0.0,7415523.590802422,0.0,0.0,26451021.620919906,0.17588811974991597,6.649577557745725
p2,2050,WA,usa,0.0,0.0,0.0,0.0,19.093383454875397,1646.1339000000003,26.0,1834.7,426.079090909091,0.0,0.0,340.47501868665876,0.0,0.0,0.0,5713.139999999999,0.0,0.0,89537.2608,0.0,0.0,0.0,567211.40966442,317724.7464,0.0,0.0,17866321.609399598,0.0,0.0,0.0,42694.0366389511,0.0,6599660.84202265,0.0,0.0,25483149.90492562,0.12588254452367997,4.9398345570830795
p3,2020,WA,usa,0.0,0.0,0.0,75.8,19.2,105.3,72.7,0.0,32.47,0.0,0.0,2.4,0.0,314.0,0.0,2115.9700000000003,0.0,0.0,103895.32127999999,3426772.373096,0.0,0.0,46412.31385351,0.0,6640.08,0.0,7385639.67683682,0.0,0.0,0.0,36649.7203542912,0.0,203620.8345082,0.0,0.0,11209630.319928821,0.004851964272,0.43283891917238615
p3,2022,WA,usa,0.0,0.0,0.0,75.8,19.2,231.3,72.7,0.0,33.8136363636364,0.0,0.0,2.4,0.0,314.0,0.0,2115.9700000000003,0.0,0.0,103895.32127999999,3196600.0,0.0,0.0,48332.89508585,0.0,6640.08,0.0,7385639.67683682,0.0,0.0,49666.297601088,36140.4899599162,0.0,543158.975734057,0.0,0.0,11370073.736497732,0.004851964272,0.4267311175322709
p3,2024,WA,usa,0.0,0.0,0.0,75.8,19.2,231.3,72.7,0.0,37.8836363636364,0.0,0.0,2.4,0.0,314.0,0.0,2115.9700000000003,0.0,0.0,103895.32127999999,2999246.4749040003,0.0,0.0,54150.51496216,0.0,6640.08,0.0,7385639.67683682,0.0,0.0,0.0,35634.976575718996,0.0,556657.956703416,0.0,0.0,11141865.001262115,0.004851964272,0.4354714647368627
p3,2026,WA,usa,0.0,0.0,0.0,75.8,585.622947799449,231.3,72.7,0.0,48.197272727272704,0.0,0.0,2.4,0.0,314.0,0.0,2115.9700000000003,0.0,624.167276879185,103895.32127999999,3628056.667,0.0,0.0,68892.73017251,0.0,6640.08,0.0,7385639.67683682,0.0,0.0,137861.18165811698,1288508.5181847059,0.0,510081.643405737,0.0,0.0,13130199.985814769,0.004851964272,0.369527065638134
p3,2028,WA,usa,0.0,0.0,0.0,30.8,585.622947799449,231.3,72.7,0.0,66.61454545454541,0.0,0.0,2.4,0.0,314.0,0.0,2130.9700000000003,0.0,0.0,103895.32127999999,3567399.9039999996,0.0,0.0,95218.20729428,0.0,2698.08,0.0,7444808.595123975,0.0,0.0,0.0,1270470.7221857402,0.0,550672.480728055,0.0,0.0,13035163.310612049,0.0018069304560000001,0.13861970218117337
p3,2030,WA,usa,0.0,0.0,0.0,30.8,585.622947799449,231.3,72.7,0.0,101.744545454545,0.0,0.0,0.0,0.0,314.0,0.0,2130.9700000000003,0.0,0.0,103895.32127999999,3503929.232,0.0,0.0,145432.70023157,0.0,2698.08,0.0,7444808.595123975,0.0,0.0,0.0,1252816.3705783305,0.0,547697.600265767,0.0,0.0,13001277.899479643,0.0018069304560000001,0.13898098863591862
p3,2032,WA,usa,0.0,0.0,0.0,30.8,585.622947799449,231.3,72.7,0.0,127.70090909090901,0.0,0.0,0.0,0.0,314.0,0.0,2130.9700000000003,0.0,0.0,103895.32127999999,3438755.6109040002,0.0,0.0,182534.48328013,0.0,2698.08,0.0,7444808.595123975,0.0,0.0,0.0,1235291.072771479,0.0,544743.527164454,0.0,0.0,12952726.690524038,0.0018069304560000001,0.13950193647812512
p3,2034,WA,usa,0.0,0.0,0.0,30.8,585.622947799449,231.3,22.7,0.0,146.29454545454502,0.0,0.0,0.0,0.0,314.0,0.0,2130.9700000000003,0.0,0.0,103895.32127999999,3384443.0450959997,0.0,0.0,209112.05293172,0.0,2698.08,0.0,7444808.595123975,0.0,0.0,0.0,1218152.936366361,0.0,541825.169113925,0.0,0.0,12904935.19991198,0.0018069304560000001,0.14001856096203602
p3,2036,WA,usa,0.0,0.0,0.0,30.8,585.622947799449,231.3,22.7,0.0,160.347272727273,0.0,0.0,0.0,0.0,314.0,0.0,2130.9700000000003,0.0,0.0,103895.32127999999,3356712.949096,0.0,0.0,229198.88966346,0.0,2698.08,0.0,7444808.595123975,0.0,0.0,0.0,1201143.8537618108,0.0,538906.811063396,0.0,0.0,12877364.49998864,0.0018069304560000001,0.14031834355559278
p3,2038,WA,usa,0.0,0.0,0.0,30.8,585.622947799449,231.3,22.7,0.0,168.938181818182,0.0,0.0,0.0,0.0,314.0,0.0,2130.9700000000003,0.0,0.0,103895.32127999999,3377440.0,0.0,0.0,241478.65464696,0.0,2698.08,0.0,7444808.595123975,0.0,0.0,0.0,1184392.878758417,0.0,535988.4530128681,0.0,0.0,12890701.98282222,0.0018069304560000001,0.14017316189668055
p3,2040,WA,usa,0.0,0.0,0.0,30.8,585.622947799449,231.3,22.7,0.0,179.585454545455,0.0,0.0,0.0,0.0,314.0,0.0,2130.9700000000003,0.0,0.0,103895.32127999999,3405879.52,0.0,0.0,256697.76655032,0.0,2698.08,0.0,7444808.595123975,0.0,0.0,0.0,1167774.6745657686,0.0,533090.9023233149,0.0,0.0,12914844.859843379,0.0018069304560000001,0.1399111236417836
p3,2042,WA,usa,0.0,0.0,0.0,30.8,585.622947799449,126.0,0.0,0.0,194.987272727273,0.0,0.0,0.0,0.0,314.0,0.0,2130.9700000000003,0.0,0.0,0.0,3405879.52,0.0,0.0,278712.98119058,0.0,2698.08,0.0,7444808.595123975,0.0,0.0,0.0,1151539.9147646662,0.0,338364.391127616,0.0,0.0,12622003.482206836,0.0018069304560000001,0.1431571824985803
p3,2044,WA,usa,0.0,0.0,0.0,30.8,585.622947799449,126.0,0.0,0.0,206.23454545454499,0.0,0.0,0.0,0.0,314.0,0.0,2130.9700000000003,0.0,0.0,0.0,3405879.52,0.0,0.0,294789.72747374,0.0,2698.08,0.0,7444808.595123975,0.0,0.0,0.0,1135434.2087641414,0.0,336542.923537632,0.0,0.0,12620153.054899488,0.0018069304560000001,0.1431781728905816
p3,2046,WA,usa,0.0,0.0,0.0,30.8,585.622947799449,126.0,0.0,0.0,208.572727272727,0.0,0.0,0.0,0.0,314.0,0.0,2130.9700000000003,0.0,0.0,0.0,3405879.52,0.0,0.0,298131.90266290004,0.0,2698.08,0.0,7444808.595123975,0.0,0.0,0.0,1119582.8933545847,0.0,334721.45594764804,0.0,0.0,12605822.447089108,0.0018069304560000001,0.14334094134550104
p3,2048,WA,usa,0.0,0.0,0.0,30.8,566.422947799448,126.0,0.0,0.0,217.077272727273,0.0,0.0,0.0,0.0,314.0,0.0,2130.9700000000003,0.0,0.0,0.0,3405879.52,0.0,0.0,310288.22027355,0.0,2698.08,0.0,7444808.595123975,0.0,0.0,0.0,1073885.6201152,0.0,332899.98835766397,0.0,0.0,12570460.023870388,0.0018069304560000001,0.14374417901721742
p3,2050,WA,usa,0.0,0.0,0.0,30.8,585.622947799449,126.0,0.0,0.0,231.44909090909098,0.0,0.0,3.17647993463585,0.0,314.0,0.0,2130.9700000000003,0.0,4655.99409990705,0.0,3405879.52,0.0,0.0,330831.16256182,0.0,2698.08,0.0,7444808.595123975,0.0,0.0,4090.1065487037604,1102804.9106876059,0.0,330612.650799769,0.0,0.0,12626381.01982178,0.0018069304560000001,0.14310755022863272
p5,2020,OR,usa,0.0,585.0,0.0,258.2,167.1,4116.601,57.4,2878.2,146.704545454545,0.0,0.0,10.0,0.0,0.0,0.0,6013.41,0.0,39205.8557837838,187005.52608,0.0,0.0,0.0,191244.38610250002,12278897.278663859,22618.32,0.0,25467465.41661748,0.0,0.0,0.0,370454.90417407994,0.0,10788163.96167732,0.0,0.0,49345055.64909902,4.845652247253071,98.19934709794063
p5,2022,OR,usa,0.0,0.0,0.0,653.0,217.1,4116.601,57.4,2878.2,170.659090909091,0.0,0.0,70.0,0.0,0.0,0.0,6013.41,0.0,13749.7905765027,189262.1567542857,0.0,0.0,0.0,222471.5871795,11730069.456881383,57202.8,0.0,25467465.41661748,0.0,0.0,0.0,484935.10433688207,0.0,11319919.592229512,0.0,0.0,49485075.90457554,4.63133013647677,93.59044220539515
