S,h
3294,0.766071
3295,0.766071
3296,0.766071
3297,0.766071
3298,0.766071
3299,0.766071
3300,0.766071
3301,0.766071
3302,0.766071
3303,0.766071
3304,0.766071
3305,0.766071
3306,0.766071
6686,0.419643
6687,0.419643
6688,0.419643
6689,0.419643
6717,0.608036
6718,0.608036
6719,0.608036
6720,0.608036
6721,0.608036
10689,0.574107
10690,0.574107
10691,0.574107
10692,0.574107
10693,0.574107
10694,0.574107
10695,0.574107
10696,0.574107
10697,0.574107
10951,0.256696
10952,0.256696
10953,0.256696
10954,0.256696
10955,0.256696
10956,0.256696
11267,0.578125
11268,0.578125
11269,0.578125
11270,0.578125
11271,0.578125
11272,0.578125
11273,0.578125
11274,0.578125
11275,0.578125
11276,0.578125
11277,0.578125
11278,0.578125
11279,0.578125
11297,0.581250
11298,0.581250
11299,0.581250
11300,0.581250
11301,0.581250
11302,0.581250
11303,0.581250
11304,0.581250
14891,0.441964
14892,0.441964
14893,0.441964
14894,0.441964
14895,0.441964
14896,0.441964
14897,0.441964
14898,0.441964
14921,0.364509
14922,0.364509
14923,0.364509
14924,0.364509
14925,0.364509
14926,0.364509
14927,0.364509
14928,0.364509
14929,0.364509
14930,0.364509
14931,0.364509
14932,0.364509
14933,0.364509
15174,0.232589
15175,0.232589
15176,0.232589
15177,0.232589
15178,0.232589
15179,0.232589
15180,0.232589
15181,0.232589
15182,0.232589
15183,0.232589
15184,0.232589
15185,0.232589
15186,0.232589
15187,0.232589
15188,0.232589
15189,0.232589
15190,0.232589
15191,0.232589
15192,0.232589
15193,0.232589
16435,0.285714
16436,0.285714
16437,0.285714
16438,0.285714
16439,0.285714
16440,0.285714
16441,0.285714
16442,0.285714
16443,0.285714
16444,0.285714
16445,0.285714
16458,0.345982
16459,0.345982
16460,0.345982
16461,0.345982
16947,0.808705
16948,0.808705
16949,0.808705
16950,0.808705
16951,0.808705
16952,0.808705
16953,0.808705
16954,0.808705
18048,0.626339
18049,0.626339
18050,0.626339
18051,0.626339
18052,0.626339
18053,0.626339
18054,0.626339
18055,0.626339
18056,0.626339
18057,0.626339
18058,0.626339
18078,0.303348
18079,0.303348
18080,0.303348
18081,0.303348
18082,0.303348
19114,0.127009
19115,0.127009
19116,0.127009
25854,0.465625
25855,0.465625
25856,0.465625
25857,0.465625
25858,0.465625
25859,0.465625
25860,0.465625
27093,0.393973
27094,0.393973
27095,0.393973
27096,0.393973
27097,0.393973
27098,0.393973
27099,0.393973
28555,0.454687
28556,0.454687
28557,0.454687
28558,0.454687
28559,0.454687
28560,0.454687
28561,0.454687
28562,0.454687
29212,0.684375
29213,0.684375
29214,0.684375
29215,0.684375
29216,0.684375
29217,0.684375
29280,0.652009
29281,0.652009
29282,0.652009
29283,0.652009
29284,0.652009
29285,0.652009
29286,0.652009
29287,0.652009
32330,0.767857
32331,0.767857
32332,0.767857
32333,0.767857
32334,0.767857
32335,0.767857
32336,0.767857
32337,0.767857
32338,0.767857
32339,0.767857
33426,0.691295
33427,0.691295
33428,0.691295
33429,0.691295
33430,0.691295
33431,0.691295
33432,0.691295
33433,0.691295
33467,0.316741
33468,0.316741
33469,0.316741
33470,0.316741
33471,0.316741
33472,0.316741
33473,0.316741
33474,0.316741
36427,0.567634
36428,0.567634
36429,0.567634
36430,0.567634
36431,0.567634
36432,0.567634
36433,0.567634
39255,0.435714
39256,0.435714
39257,0.435714
39258,0.435714
39259,0.435714
39260,0.435714
39261,0.435714
39262,0.435714
39286,0.529911
39287,0.529911
39288,0.529911
39289,0.529911
39316,0.475446
39317,0.475446
39318,0.475446
39319,0.475446
39320,0.475446
39321,0.475446
39322,0.475446
39323,0.475446
39324,0.475446
39325,0.475446
39326,0.475446
39327,0.475446
39328,0.475446
39329,0.475446
39330,0.475446
39864,0.643750
39865,0.643750
39866,0.643750
39867,0.643750
39868,0.643750
39869,0.643750
39870,0.643750
39871,0.643750
39872,0.643750
39873,0.643750
40742,0.392634
40743,0.392634
40744,0.392634
40745,0.392634
40772,0.403795
40773,0.403795
40774,0.403795
40775,0.403795
40776,0.403795
40777,0.403795
40778,0.403795
41638,0.702009
41639,0.702009
41640,0.702009
41641,0.702009
41642,0.702009
41643,0.702009
41644,0.702009
41645,0.702009
43182,0.540625
43183,0.540625
43184,0.540625
43185,0.540625
43186,0.540625
43187,0.540625
44015,0.381920
44016,0.381920
44017,0.381920
44018,0.381920
44019,0.381920
44020,0.381920
44021,0.381920
44553,0.498437
44554,0.498437
44555,0.498437
44556,0.498437
44557,0.498437
44558,0.498437
45273,0.571429
45274,0.571429
45275,0.571429
45276,0.571429
45277,0.571429
45304,0.565625
45305,0.565625
45306,0.565625
45307,0.565625
45308,0.565625
45309,0.565625
45310,0.565625
45311,0.565625
45827,0.522545
45828,0.522545
45829,0.522545
45830,0.522545
45831,0.522545
45832,0.522545
45833,0.522545
45834,0.522545
45835,0.522545
45836,0.522545
45837,0.522545
45857,0.342634
45858,0.342634
45859,0.342634
45860,0.342634
47148,0.543750
47149,0.543750
47150,0.543750
47151,0.543750
47152,0.543750
47153,0.543750
47154,0.543750
47155,0.543750
47156,0.543750
47157,0.543750
47158,0.543750
47159,0.543750
