S,h
6931,0.811113
6932,0.811113
6933,0.811113
6934,0.811113
25800,0.605891
25801,0.605891
25802,0.605891
25803,0.605891
25804,0.605891
25805,0.605891
27893,0.642468
27894,0.642468
27895,0.642468
27896,0.642468
27897,0.642468
34481,0.708083
34482,0.708083
39835,0.781097
39836,0.781097
39837,0.781097
39838,0.781097
39839,0.781097
39840,0.781097
39841,0.781097
39842,0.781097
42816,0.476058
42817,0.476058
42818,0.476058
42819,0.476058
42820,0.621946
42821,0.621946
42822,0.621946
42823,0.621946
42824,0.621946
42825,0.621946
42826,0.621946
42827,0.621946
42828,0.621946
42829,0.621946
44421,0.312439
44422,0.312439
44423,0.312439
44424,0.312439
44425,0.312439
44426,0.312439
60990,0.480665
61591,0.623761
61592,0.623761
61593,0.623761
61594,0.623761
61595,0.623761
61596,0.623761
68114,0.853134
68115,0.853134
68116,0.853134
68117,0.853134
68118,0.853134
73079,0.498534
73080,0.498534
73081,0.498534
73082,0.498534
73083,0.498534
73084,0.498534
73085,0.498534
73086,0.498534
73087,0.498534
81720,0.949881
81721,0.949881
81722,0.949881
81723,0.949881
81724,0.949881
85342,0.482200
85343,0.482200
85344,0.482200
85345,0.482200
85346,0.482200
85347,0.482200
85348,0.482200
90004,0.610498
90005,0.610498
90006,0.610498
90007,0.610498
90008,0.610498
90009,0.610498
90010,0.610498
90011,0.610498
90012,0.610498
90013,0.610498
91564,0.673042
91565,0.673042
91566,0.673042
91567,0.673042
91568,0.673042
91569,0.673042
91570,0.673042
91571,0.673042
93234,0.684350
93235,0.684350
93236,0.684350
105840,0.624319
105841,0.624319
105842,0.624319
105843,0.624319
105844,0.624319
105845,0.624319
105846,0.624319
105847,0.624319
106107,0.599749
106108,0.599749
106109,0.599749
106110,0.599749
106111,0.599749
106112,0.599749
112203,0.741449
112204,0.741449
112205,0.741449
116626,0.453581
116627,0.453581
116628,0.453581
116629,0.453581
116630,0.453581
119382,0.410582
119383,0.410582
119384,0.410582
119385,0.410582
119386,0.410582
119387,0.410582
127459,0.739076
127460,0.739076
127461,0.739076
127462,0.739076
127463,0.739076
127464,0.739076
133699,0.363535
133700,0.363535
133701,0.363535
133702,0.363535
133703,0.363535
133704,0.363535
139471,0.387128
139472,0.387128
139473,0.387128
144512,0.476476
144513,0.476476
144514,0.476476
144515,0.476476
144516,0.476476
144517,0.476476
144518,0.476476
145986,0.721765
145987,0.721765
145988,0.721765
145989,0.721765
145990,0.721765
149492,0.757225
149493,0.757225
149494,0.757225
149495,0.757225
153731,0.546559
153732,0.546559
153733,0.546559
153734,0.546559
153735,0.546559
153736,0.546559
153737,0.546559
164586,0.517660
164587,0.517660
164588,0.517660
164589,0.517660
164590,0.517660
164591,0.517660
169042,0.289264
169043,0.289264
169044,0.289264
169045,0.289264
169046,0.289264
169047,0.289264
169048,0.289264
169049,0.289264
169050,0.289264
169189,0.741868
169190,0.741868
169191,0.741868
169192,0.741868
169193,0.741868
169194,0.741868
170197,0.545163
170198,0.545163
170199,0.545163
170200,0.545163
170201,0.545163
170202,0.545163
170203,0.545163
170204,0.545163
170205,0.545163
171003,0.508586
171004,0.508586
171005,0.508586
171006,0.508586
171007,0.508586
178214,0.491275
178215,0.491275
178216,0.491275
178217,0.491275
184904,0.855647
184905,0.855647
184906,0.855647
184907,0.855647
184908,0.855647
195667,0.573363
195668,0.573363
195669,0.573363
195670,0.573363
195671,0.573363
195672,0.573363
202531,0.716180
202532,0.716180
202533,0.716180
202534,0.716180
217020,0.568198
217021,0.568198
217022,0.568198
217023,0.568198
217024,0.568198
217025,0.568198
217026,0.568198
226945,0.659779
226946,0.659779
226947,0.659779
226948,0.659779
226949,0.659779
237472,0.776351
237473,0.776351
247449,0.434734
247450,0.434734
247451,0.434734
247452,0.434734
248654,0.855507
248655,0.855507
248656,0.855507
248657,0.855507
248658,0.855507
248659,0.855507
255368,0.635348
255369,0.635348
255370,0.635348
256196,0.562055
256197,0.562055
256198,0.562055
256199,0.562055
256200,0.562055
260954,0.623621
260955,0.623621
260956,0.623621
260957,0.623621
260958,0.623621
260959,0.623621
266081,0.714784
266082,0.714784
266083,0.714784
266105,0.812369
266106,0.812369
304330,0.866397
304331,0.866397
304332,0.866397
304333,0.866397
304334,0.866397
311931,0.842245
311932,0.842245
311933,0.842245
311934,0.842245
311935,0.842245
311936,0.842245
311937,0.842245
311938,0.842245
315082,0.479408
315083,0.479408
315084,0.479408
334346,0.303644
334347,0.303644
334348,0.303644
334349,0.303644
334350,0.303644
334351,0.303644
334352,0.303644
339038,0.375122
339039,0.375122
339040,0.375122
339600,0.640095
339601,0.640095
339602,0.640095
339603,0.640095
339604,0.640095
339605,0.640095
339606,0.640095
339607,0.640095
339608,0.640095
339609,0.640095
357964,0.508725
357965,0.508725
357966,0.508725
357967,0.508725
357968,0.508725
357969,0.508725
358189,0.758621
358190,0.758621
358191,0.758621
358192,0.758621
358193,0.758621
358232,0.713109
358233,0.713109
358234,0.713109
358235,0.713109
358236,0.713109
359736,0.748011
359737,0.748011
359738,0.748011
359739,0.748011
359740,0.748011
359741,0.748011
376850,0.610219
376851,0.610219
376852,0.610219
376853,0.610219
376854,0.610219
376855,0.610219
376856,0.610219
387170,0.476197
387171,0.476197
387172,0.476197
387173,0.476197
387174,0.476197
387175,0.476197
389909,0.754991
389910,0.754991
389911,0.754991
389912,0.754991
389913,0.754991
389914,0.754991
389915,0.754991
389916,0.754991
401356,0.416864
401357,0.416864
401358,0.416864
401359,0.416864
401360,0.416864
408541,0.499372
408542,0.499372
408543,0.499372
408544,0.499372
408545,0.499372
408546,0.499372
410269,0.666620
410270,0.666620
410271,0.666620
410272,0.666620
410273,0.666620
410274,0.666620
411024,0.690632
411025,0.690632
411026,0.690632
411027,0.690632
411028,0.690632
414052,0.978082
414053,0.978082
