Minute,Fraction
326,0.602498
327,0.602498
328,0.602498
1103,0.676218
1104,0.676218
1105,0.676218
1106,0.676218
1107,0.676218
1773,0.79133
1774,0.79133
1775,0.79133
1776,0.79133
1777,0.79133
1778,0.79133
1779,0.79133
1780,0.79133
1781,0.79133
1782,0.79133
1783,0.79133
2033,0.740142
2034,0.740142
2035,0.740142
2036,0.740142
2037,0.740142
2038,0.740142
2039,0.740142
8351,0.800392
8352,0.800392
8353,0.800392
9022,0.452608
9023,0.452608
9024,0.452608
9025,0.452608
9026,0.452608
9027,0.452608
9028,0.452608
9029,0.452608
9030,0.452608
9031,0.452608
9053,0.621112
9054,0.621112
9055,0.621112
9056,0.621112
9057,0.621112
9058,0.621112
10371,0.608866
10372,0.608866
10373,0.608866
10374,0.608866
10375,0.608866
11247,0.661034
11248,0.661034
11249,0.661034
11250,0.661034
11251,0.661034
11277,0.447955
11278,0.447955
11279,0.447955
11280,0.447955
11281,0.447955
11282,0.447955
11283,0.447955
11284,0.447955
11285,0.447955
11286,0.447955
11287,0.447955
11288,0.447955
11923,0.318393
11924,0.318393
11925,0.318393
11926,0.318393
12024,0.83664
12025,0.83664
12026,0.83664
12027,0.83664
12028,0.83664
12055,0.606662
12056,0.606662
12057,0.606662
12058,0.606662
12059,0.606662
12060,0.606662
12061,0.606662
12062,0.606662
12063,0.606662
12064,0.606662
12065,0.606662
12066,0.606662
12208,0.427872
12209,0.427872
12210,0.427872
12211,0.427872
12212,0.427872
12213,0.427872
12214,0.427872
12784,0.592701
12785,0.592701
12786,0.592701
12787,0.592701
12788,0.592701
12789,0.592701
14004,0.465834
14005,0.465834
14006,0.465834
14007,0.465834
14008,0.465834
14035,0.802351
14036,0.802351
14037,0.802351
14038,0.802351
14039,0.802351
14040,0.802351
14041,0.802351
14042,0.802351
14965,0.531227
14966,0.531227
14967,0.531227
14968,0.531227
16797,0.637766
16798,0.637766
16799,0.637766
16800,0.637766
16801,0.637766
16802,0.637766
17718,0.35709
17719,0.35709
17720,0.35709
17721,0.35709
17722,0.35709
17723,0.35709
17724,0.35709
17725,0.35709
17726,0.35709
17727,0.35709
18331,0.548126
18332,0.548126
18333,0.548126
18334,0.548126
18335,0.548126
18336,0.548126
18337,0.548126
18338,0.548126
18339,0.548126
18340,0.548126
18982,0.509184
18983,0.509184
18984,0.509184
18985,0.509184
18986,0.509184
19125,0.607641
19126,0.607641
19127,0.607641
19128,0.607641
19129,0.607641
19130,0.607641
19131,0.607641
19132,0.607641
19133,0.691648
19134,0.691648
19135,0.691648
19136,0.691648
19137,0.691648
19138,0.691648
19139,0.691648
19140,0.691648
19141,0.691648
19142,0.607641
19143,0.607641
19144,0.607641
19145,0.607641
19146,0.607641
19156,0.661768
19157,0.661768
19158,0.661768
19159,0.661768
19160,0.661768
19161,0.661768
19162,0.661768
19163,0.661768
19164,0.661768
19165,0.661768
19166,0.661768
19167,0.485427
19168,0.485427
19169,0.485427
22737,0.467548
22738,0.467548
22739,0.467548
23455,0.643399
23456,0.643399
23457,0.643399
23458,0.643399
23459,0.643399
23460,0.643399
23461,0.643399
23462,0.643399
23463,0.643399
23464,0.643399
24809,0.446485
24810,0.446485
24811,0.446485
24812,0.446485
24813,0.446485
24814,0.446485
24815,0.446485
26562,0.420524
26563,0.420524
26564,0.420524
26565,0.420524
26566,0.420524
26683,0.773451
26684,0.773451
26685,0.773451
26686,0.773451
26687,0.773451
26688,0.773451
26689,0.773451
29227,0.471712
29228,0.471712
29229,0.471712
29230,0.471712
29231,0.471712
29232,0.471712
29233,0.471712
29234,0.471712
29235,0.471712
29236,0.471712
29280,0.671565
29281,0.671565
29282,0.671565
29283,0.671565
29284,0.671565
29285,0.671565
29286,0.671565
31335,0.563066
31336,0.563066
31337,0.563066
31338,0.563066
31339,0.563066
31340,0.563066
31341,0.563066
31342,0.563066
31421,0.522655
31422,0.522655
31423,0.522655
32064,0.327455
32065,0.327455
32066,0.327455
32067,0.327455
32068,0.327455
32069,0.327455
32070,0.327455
35045,0.723243
35046,0.723243
35047,0.723243
35048,0.723243
36386,0.47661
36387,0.47661
36388,0.47661
