Minute,Fraction
4960,0.721549
4961,0.721549
4962,0.721549
4963,0.721549
4964,0.721549
4965,0.721549
4966,0.721549
4967,0.721549
4968,0.721549
15609,0.630972
15610,0.630972
15611,0.630972
15612,0.630972
15613,0.630972
15614,0.630972
15615,0.630972
19218,0.640614
19219,0.640614
19220,0.640614
19221,0.640614
19836,0.721256
19837,0.721256
19838,0.721256
19839,0.721256
19840,0.721256
19841,0.721256
19842,0.721256
19843,0.721256
19844,0.721256
19845,0.721256
21254,0.302995
21255,0.302995
21256,0.302995
21257,0.302995
21258,0.302995
21259,0.302995
25660,0.944485
25661,0.944485
25662,0.944485
25663,0.944485
25664,0.944485
25665,0.944485
25666,0.944485
25667,0.944485
25668,0.944485
25669,0.944485
25670,0.944485
25671,0.944485
28529,0.913367
28530,0.913367
28531,0.913367
28532,0.913367
28533,0.913367
28534,0.913367
28535,0.913367
28536,0.913367
29776,0.792988
29777,0.792988
29778,0.792988
29779,0.792988
29780,0.792988
29781,0.792988
29782,0.792988
29783,0.792988
29784,0.792988
31290,0.492038
31291,0.492038
40210,0.772389
40211,0.772389
40212,0.772389
40213,0.772389
40214,0.772389
40215,0.772389
41510,0.715267
41511,0.715267
41512,0.715267
41513,0.715267
41514,0.715267
41515,0.715267
49882,0.553835
49883,0.553835
49884,0.553835
49885,0.553835
49886,0.553835
49887,0.553835
51000,0.796202
51001,0.796202
51002,0.796202
51003,0.796202
51004,0.796202
51005,0.796202
53494,0.785099
53495,0.785099
53496,0.785099
53497,0.785099
53498,0.785099
53656,0.800438
53657,0.800438
53658,0.800438
53659,0.800438
53660,0.800438
55910,0.522863
55911,0.522863
55912,0.522863
55913,0.522863
55914,0.522863
55915,0.522863
60226,0.470416
60227,0.470416
60228,0.470416
60229,0.470416
60230,0.470416
60231,0.470416
60384,0.803506
60385,0.803506
60386,0.803506
60387,0.803506
63057,0.446165
63058,0.446165
63059,0.446165
63060,0.446165
65912,0.847334
65913,0.847334
65914,0.847334
65915,0.847334
65916,0.847334
65917,0.847334
65918,0.847334
65919,0.847334
70036,0.607451
70037,0.607451
70038,0.607451
70039,0.607451
70040,0.607451
70041,0.607451
70042,0.607451
70043,0.607451
73088,0.681519
73089,0.681519
73090,0.681519
73091,0.681519
73092,0.681519
73093,0.681519
73936,0.642075
73937,0.642075
73938,0.642075
73939,0.642075
73940,0.642075
73941,0.642075
73942,0.642075
73943,0.642075
76797,0.739226
76798,0.739226
76799,0.739226
76800,0.739226
76801,0.739226
81826,0.572681
81827,0.572681
81828,0.572681
81829,0.572681
81830,0.572681
82480,0.690431
82481,0.690431
82482,0.690431
82483,0.690431
82484,0.690431
82485,0.690431
82486,0.690431
83035,0.651132
83036,0.651132
83037,0.651132
83038,0.651132
83039,0.651132
83040,0.651132
83041,0.651132
88994,0.450986
88995,0.450986
88996,0.450986
88997,0.450986
90528,0.347553
90529,0.347553
90530,0.347553
90531,0.347553
90532,0.347553
90533,0.347553
90534,0.347553
92076,0.65157
92077,0.65157
92078,0.65157
92079,0.65157
92080,0.65157
92081,0.65157
92082,0.65157
92083,0.65157
92084,0.65157
92085,0.65157
92086,0.483126
92087,0.483126
94041,0.760993
94042,0.760993
94043,0.760993
94044,0.760993
94045,0.760993
94046,0.760993
96347,0.299343
96348,0.299343
96349,0.299343
96350,0.299343
96351,0.299343
96352,0.299343
98232,0.889847
98233,0.889847
98234,0.889847
98235,0.889847
98236,0.889847
98237,0.889847
98238,0.889847
98239,0.889847
98240,0.889847
98241,0.889847
98242,0.889847
98502,0.789774
98503,0.789774
111336,0.316581
111337,0.316581
111338,0.316581
111339,0.316581
111340,0.316581
111341,0.316581
111342,0.316581
115047,0.555442
115048,0.555442
115049,0.555442
115050,0.555442
115051,0.555442
115052,0.555442
116500,0.830679
116501,0.830679
116502,0.830679
116503,0.830679
116504,0.830679
116505,0.830679
116506,0.830679
127215,0.760409
127216,0.760409
127217,0.760409
127218,0.760409
127219,0.760409
127220,0.760409
127221,0.760409
129977,0.830825
129978,0.830825
129979,0.830825
137744,0.583199
137745,0.583199
137746,0.583199
137747,0.583199
137748,0.583199
137749,0.583199
137750,0.583199
142970,0.656684
142971,0.656684
142972,0.656684
142973,0.656684
142974,0.656684
144091,0.388167
144092,0.388167
144093,0.388167
144094,0.388167
147248,0.556611
147249,0.556611
147250,0.556611
147251,0.556611
147252,0.556611
147253,0.556611
149659,0.571512
149660,0.571512
149661,0.571512
149662,0.571512
149663,0.571512
149664,0.571512
149665,0.571512
149666,0.571512
