S,h
67,0.001202
69,0.492035
70,0.492035
71,0.492035
257,0.133454
259,0.044184
311,0.130448
313,0.232943
315,0.104599
477,0.055606
533,0.225729
546,0.000902
548,0.032161
550,0.070634
552,0.002405
554,0.184851
556,0.113916
558,0.497145
620,0.484821
621,0.484821
622,0.351668
658,0.005711
659,0.003907
660,0.033363
662,0.036069
684,0.022543
686,0.072137
698,0.136760
742,0.035167
744,0.365795
745,0.365795
746,0.365795
747,0.356477
749,0.634506
750,0.012925
751,0.206192
753,0.614367
755,0.091073
757,0.276826
759,0.211001
761,0.467087
763,0.010520
1028,0.045086
1030,0.051398
1032,0.097084
1089,0.415389
1090,0.415389
1110,0.240757
1112,0.208296
1115,0.626991
1117,0.727683
1118,0.396453
1119,0.011422
1121,0.020138
1131,0.212804
1133,0.023745
1149,0.042982
1151,0.225729
1152,0.006011
1157,0.112113
1160,0.030358
1162,0.059513
1164,0.457169
1165,0.457169
1166,0.578299
1167,0.578299
1168,0.578299
1175,0.100391
1177,0.659453
1179,0.162008
1356,0.015930
1491,0.110009
1699,0.000301
1763,0.062519
1775,0.306583
1823,0.451758
1824,0.451758
1830,0.494439
1861,0.474902
2021,0.308687
2062,0.400361
2175,0.012323
2177,0.008717
2179,0.409077
2180,0.409077
2257,0.042381
2319,0.054103
2505,0.130748
2522,0.201683
2523,0.038774
2524,0.002405
2525,0.004809
2526,0.011422
2527,0.011422
2528,0.031861
2530,0.067027
2663,0.210099
2683,0.464983
2713,0.010219
2715,0.416592
2741,0.360084
2742,0.360084
2743,0.151788
2745,0.008416
2746,0.037571
2748,0.060114
2750,0.026751
2752,0.001503
2928,0.904118
3251,0.180042
3358,0.000301
3367,0.008416
3369,0.220319
3371,0.038173
3373,0.008717
3468,0.055005
3500,0.016832
3527,0.152991
3529,0.030358
3531,0.165915
3533,0.119026
3534,0.291855
3536,0.559363
3538,0.124136
3539,0.085963
3573,0.042080
3707,0.102495
3709,0.057109
3711,0.273520
3712,0.273520
3786,0.094079
3788,0.013526
3794,0.164713
3797,0.052299
3799,0.006011
3801,0.028254
3803,0.359784
3929,0.739104
3985,0.057109
3987,0.004208
4029,0.231740
4031,0.016832
4033,0.014728
4119,0.000601
4169,0.075744
4171,0.349264
4216,0.232642
4217,0.232642
4252,0.054103
4254,0.000601
4878,0.169823
4895,0.100090
4918,0.003006
4920,0.067328
4968,0.603246
4969,0.603246
5005,0.232341
5021,0.283439
5085,0.253381
5145,0.108807
5236,0.261196
5242,0.206793
5354,0.019237
5355,0.405170
5426,0.360685
5431,0.035167
5494,0.052600
5596,0.131951
5597,0.131951
5598,0.131951
5607,0.015029
5622,0.205591
5714,0.503757
5715,0.503757
5716,0.503757
5733,0.056207
5734,0.279531
5835,0.487827
5865,0.018635
6002,0.133754
6003,0.133754
6126,0.299669
6149,0.003607
6184,0.003907
6235,0.593628
6262,0.535317
6322,0.051398
6323,0.171025
6502,0.377517
6847,0.130147
6849,0.039074
6851,0.022843
6853,0.042681
6855,0.134055
6872,0.037872
6874,0.218515
6876,0.006913
6936,0.006312
6940,0.207695
6955,0.021341
7006,0.047791
7016,0.037571
7058,0.040577
7060,0.171927
7062,0.000301
7064,0.071836
7066,0.280433
7096,0.336640
7208,0.227232
7210,0.070334
7212,0.228133
7214,0.209799
7216,0.684400
7217,0.684400
7218,0.050797
7220,0.016231
7222,0.103096
7224,0.271115
7249,0.247370
7398,0.235948
7400,0.598437
7583,0.434626
7584,0.434626
7585,0.225428
7641,0.201383
7693,0.453562
7694,0.828073
7696,0.218515
7820,0.489330
7852,0.024647
7854,0.238653
7857,0.119627
7859,0.002104
7861,0.033965
7887,0.113616
7926,0.528404
7927,0.267208
7928,0.267208
