S,h
1936,0.729942
1937,0.729942
1938,0.729942
1939,0.729942
1940,0.729942
1941,0.729942
1942,0.729942
2484,0.594007
2485,0.594007
2486,0.594007
2487,0.594007
2488,0.594007
2489,0.594007
2490,0.594007
2491,0.594007
2706,0.547849
2707,0.547849
2708,0.547849
2709,0.547849
2710,0.547849
2711,0.547849
2712,0.547849
2713,0.547849
5517,0.636298
5518,0.636298
5519,0.636298
5520,0.636298
5521,0.636298
5522,0.636298
5523,0.636298
8587,0.544103
8588,0.544103
8589,0.544103
8590,0.544103
12009,0.442847
12010,0.442847
12011,0.442847
12012,0.442847
23639,0.504954
23640,0.504954
23641,0.504954
23642,0.504954
23643,0.504954
23644,0.504954
23645,0.504954
23646,0.504954
25537,0.446109
25538,0.446109
25539,0.446109
25540,0.446109
25541,0.446109
25542,0.446109
36442,0.535887
36443,0.535887
36444,0.535887
36445,0.535887
36446,0.535887
36447,0.535887
53649,0.501208
53650,0.501208
53651,0.501208
53652,0.501208
53653,0.501208
59995,0.729096
59996,0.729096
59997,0.729096
59998,0.729096
59999,0.729096
60000,0.729096
60001,0.729096
68217,0.570203
68218,0.570203
68219,0.570203
68220,0.570203
68221,0.570203
68222,0.570203
70323,0.672547
70324,0.672547
70325,0.672547
70326,0.672547
70327,0.672547
77462,0.534316
77463,0.534316
77464,0.534316
77465,0.534316
77466,0.534316
77467,0.534316
77468,0.534316
77469,0.534316
77470,0.534316
77471,0.534316
77472,0.534316
78782,0.519091
78783,0.519091
78784,0.519091
78785,0.519091
78786,0.519091
78787,0.519091
86916,0.574674
86917,0.574674
86918,0.574674
86919,0.574674
86920,0.574674
91508,0.499033
91509,0.499033
91510,0.499033
91511,0.499033
91512,0.499033
91513,0.499033
94063,0.521387
94064,0.521387
94065,0.521387
94066,0.521387
94067,0.521387
94068,0.521387
94069,0.521387
97188,0.334582
97189,0.334582
97190,0.334582
107700,0.653577
107701,0.653577
112096,0.299420
112097,0.299420
112098,0.299420
112099,0.299420
112100,0.299420
118771,0.593644
118772,0.593644
118773,0.593644
118774,0.593644
118775,0.593644
118776,0.593644
118777,0.593644
118778,0.593644
118779,0.593644
123383,0.480909
123384,0.480909
123385,0.480909
123386,0.480909
123387,0.480909
127170,0.468584
127171,0.468584
127172,0.468584
127173,0.468584
127174,0.468584
127175,0.468584
141250,0.361769
141251,0.361769
141252,0.361769
141253,0.361769
141254,0.361769
141255,0.361769
141256,0.361769
160938,0.733084
160939,0.733084
160940,0.733084
160941,0.733084
160942,0.733084
160943,0.733084
172441,0.236104
172442,0.236104
172443,0.236104
172444,0.236104
172445,0.236104
172446,0.236104
172447,0.236104
172448,0.236104
172603,0.272354
172604,0.272354
172605,0.272354
176076,0.337482
176077,0.337482
176078,0.337482
176079,0.337482
176080,0.337482
176081,0.337482
176082,0.337482
176083,0.337482
182542,0.436684
182543,0.436684
182544,0.436684
182545,0.436684
184768,0.606694
184769,0.606694
184770,0.606694
184771,0.606694
184772,0.606694
184773,0.606694
186904,0.533229
186905,0.533229
186906,0.533229
186907,0.533229
186977,0.549058
186978,0.549058
186979,0.549058
186980,0.549058
186981,0.549058
191347,0.498429
191348,0.498429
191349,0.498429
191350,0.498429
191351,0.498429
191352,0.498429
191353,0.498429
193551,0.578782
193552,0.578782
193553,0.578782
193554,0.578782
195653,0.380377
195654,0.380377
195655,0.380377
195656,0.380377
205809,0.574553
205810,0.574553
205811,0.574553
205812,0.574553
205813,0.574553
219512,0.365152
219513,0.365152
219514,0.365152
219515,0.365152
219516,0.365152
219517,0.365152
219518,0.365152
219519,0.365152
219520,0.365152
219521,0.365152
219522,0.365152
219523,0.365152
219530,0.425810
219531,0.425810
219532,0.425810
219533,0.425810
219534,0.425810
219535,0.425810
219536,0.425810
220693,0.528758
220694,0.528758
220695,0.528758
220696,0.528758
220697,0.528758
220698,0.528758
220699,0.528758
222353,0.897656
222354,0.897656
222355,0.897656
222356,0.897656
222357,0.897656
228482,0.508337
228483,0.508337
228484,0.508337
228485,0.508337
228486,0.508337
228487,0.508337
228488,0.508337
228489,0.508337
235883,0.364548
235884,0.364548
235885,0.364548
235886,0.364548
240279,0.448647
240280,0.448647
240281,0.448647
240282,0.448647
240283,0.448647
240284,0.448647
240285,0.448647
240286,0.448647
240287,0.448647
269889,0.459038
269890,0.459038
269891,0.459038
269892,0.459038
269893,0.459038
269894,0.459038
283121,0.573586
283122,0.573586
283123,0.573586
283124,0.573586
283125,0.573586
283302,0.647173
283303,0.647173
283304,0.647173
283305,0.647173
283554,0.707830
283555,0.707830
283556,0.707830
283557,0.707830
283558,0.707830
283559,0.707830
285603,0.402972
285604,0.402972
285605,0.402972
286995,0.600532
286996,0.600532
286997,0.600532
300634,0.857661
300635,0.857661
300636,0.857661
300637,0.857661
300638,0.857661
300639,0.857661
300640,0.857661
303201,0.446351
303202,0.446351
303203,0.446351
310602,0.570686
310603,0.570686
310604,0.570686
310605,0.570686
310606,0.570686
310607,0.570686
310608,0.570686
310980,0.649227
310981,0.649227
310982,0.649227
310983,0.649227
310984,0.649227
310985,0.649227
315201,0.487313
315202,0.487313
315203,0.487313
315204,0.487313
315205,0.487313
315206,0.487313
332342,0.459642
332343,0.459642
332344,0.459642
332345,0.459642
332346,0.459642
332347,0.459642
332348,0.459642
332349,0.459642
342453,0.601982
342454,0.601982
342455,0.601982
342456,0.601982
349280,0.311745
349281,0.311745
349282,0.311745
349283,0.311745
349284,0.311745
349285,0.311745
353693,0.301595
353694,0.301595
353695,0.301595
353696,0.301595
353697,0.301595
353698,0.301595
353699,0.301595
353700,0.301595
359948,0.513533
359949,0.513533
359950,0.513533
359951,0.513533
359952,0.513533
364959,0.664210
364960,0.664210
364961,0.664210
365432,0.521508
365433,0.521508
365434,0.521508
365435,0.521508
365436,0.521508
365437,0.521508
367700,0.415418
367701,0.415418
367702,0.415418
367703,0.415418
379170,0.577936
379171,0.577936
379172,0.577936
379173,0.577936
379174,0.577936
379175,0.577936
379176,0.577936
379819,1.000000
380737,0.487434
380738,0.487434
380739,0.487434
380740,0.487434
380741,0.487434
380742,0.487434
380743,0.487434
392138,0.493354
392139,0.493354
392140,0.493354
392141,0.493354
392142,0.493354
392143,0.493354
392144,0.493354
392145,0.493354
392146,0.493354
392147,0.493354
392148,0.493354
392149,0.493354
398555,0.585428
398556,0.585428
398557,0.585428
398558,0.585428
398559,0.585428
398560,0.585428
398561,0.585428
405736,0.672064
405737,0.672064
405738,0.672064
405739,0.672064
405740,0.672064
405741,0.672064
405742,0.672064
405743,0.672064
407181,0.556307
407182,0.556307
407183,0.556307
407184,0.556307
407185,0.556307
407428,0.514500
407429,0.514500
407430,0.514500
407431,0.514500
407432,0.514500
407433,0.514500
407434,0.514500
414362,0.516675
414363,0.516675
414364,0.516675
414365,0.516675
414366,0.516675
414367,0.516675
423036,0.594611
423037,0.594611
423038,0.594611
423039,0.594611
423040,0.594611
423041,0.594611
423042,0.594611
431695,0.663364
431696,0.663364
431697,0.663364
431698,0.663364
431699,0.663364
431700,0.663364
441003,0.487192
441004,0.487192
441005,0.487192
441006,0.487192
441007,0.487192
441008,0.487192
444725,0.618415
444726,0.618415
444727,0.618415
444728,0.618415
444729,0.618415
444730,0.618415
444731,0.618415
456397,0.336757
456398,0.336757
456399,0.336757
465721,0.599203
465722,0.599203
465723,0.599203
465724,0.599203
477777,0.400072
477778,0.400072
477779,0.400072
477780,0.400072
477781,0.400072
477782,0.400072
477783,0.400072
489012,0.433905
489013,0.433905
489014,0.433905
489015,0.433905
489016,0.433905
489017,0.433905
489018,0.433905
489019,0.433905
489020,0.433905
493029,0.614065
493030,0.614065
493031,0.614065
493032,0.614065
493033,0.614065
493034,0.614065
496092,0.564886
496093,0.564886
496094,0.564886
496095,0.564886
496096,0.564886
496097,0.564886
496098,0.564886
496099,0.564886
522681,0.346423
522682,0.346423
522683,0.346423
522684,0.346423
522685,0.346423
522686,0.346423
522687,0.346423
524632,0.342194
524633,0.342194
524634,0.342194
524635,0.342194
524636,0.342194
