usaf,TotalSFD,pre-1950,1960s,1980s,2000s,1970s,1990s,2010s,1950s,None,Propane/LPG,Natural Gas,Other Fuel,Electricity,Fuel Oil,EPW,Custom Region,Latitude,Longitude
722010,18727.45949214026,2112.5232246455685,2188.8319821122714,4408.392301759479,1860.0283957765982,3850.7490600842266,2648.6071255306597,38.27613223578856,1620.051269995675,2553.0567551400695,557.0995638028661,259.58258139017,69.32357190210695,15250.234981957932,38.16203794712021,USA_FL_Key.West.Intl.AP.722010_TMY3.epw,CR09,24.55,-81.75
722020,860658.5889925996,45907.355219367295,108755.51275540648,145760.7643905735,131251.92081013098,158727.95376671132,153469.7554832535,1309.7626887650633,115475.56387839175,25532.761612017006,4357.8763091202945,17472.57133648232,900.9244834800501,811924.3981352857,470.05711621553496,USA_FL_Miami.Intl.AP.722020_TMY3.epw,CR09,25.816999999999997,-80.3
722030,658564.4060915572,16263.63694932584,54378.034775825014,153531.8185514622,169264.69756253946,101487.98028957735,127393.34125486609,1095.6663859275748,35149.230322033975,9637.217432717604,4698.295423378833,13963.607298103872,750.309875627345,628917.6233296505,597.3527320804395,USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3.epw,CR09,26.683000000000003,-80.1
722050,2084805.282703612,80142.49164926939,197447.88480249525,447697.742985975,477012.29750141455,348555.86254369287,372936.88403787866,6266.8321083034625,154745.2870745864,13023.215720044514,21259.798219415447,108133.03826765365,4558.900676829502,1932316.6446183883,5513.685201281565,USA_FL_Orlando.Intl.AP.722050_TMY3.epw,CR09,28.433000000000003,-81.333
722056,369001.3971085567,12798.402502973338,26305.993064371243,83542.35147863836,98908.74789744658,57521.16207781571,69588.26805024575,1254.6105776488598,19081.86145941665,1738.5592525431648,7265.790112975346,27268.63213880265,1793.2916831747461,328647.3836428759,2287.740278185058,USA_FL_Daytona.Beach.Intl.AP.722056_TMY3.epw,CR09,29.183000000000003,-81.067
722060,514492.1206175802,43296.49793765842,48685.74738550664,90085.09534655792,117260.45470127957,70048.75510097956,97892.77648517654,1667.2100673495224,45555.58359307264,3034.8347635511527,13563.254427421598,30376.868569157923,3148.9666417651115,460690.91887105396,3677.277344631605,USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw,CR09,30.5,-81.7
722070,224014.38572248694,18818.506195959406,17505.212600681458,38443.191298202975,55855.3902662494,29269.608167095368,47832.07853553477,989.3884987749148,15301.01015998878,577.2046690348715,8743.237457214585,34975.97867412729,1395.6473366943871,177728.5318186771,593.7857667387384,USA_GA_Savannah.Intl.AP.722070_TMY3.epw,CR09,32.117,-81.2
722080,263397.5356620663,19835.46425653914,25549.438733736202,46383.0750720186,60712.756697176825,41387.895541179634,50603.44545503765,1363.5007124719248,17561.95919390641,903.586769578308,11514.691731055278,39293.42380295314,1874.6781451699603,207680.72659414474,2130.4286191646333,USA_SC_Charleston.Intl.AP.722080_TMY3.epw,CR09,32.9,-80.033
722140,335737.1369264836,29175.620190131696,31610.277175083647,64056.419271178944,60270.595695025826,53906.96361084075,68456.11847737912,1078.314854989117,27182.8276518542,1578.4388560476982,19268.9420229418,33122.14993234788,3877.442631898107,275911.57987335743,1978.5836098902537,USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.epw,CR09,30.38,-84.37
722170,274704.1787717619,27666.27573898591,32070.181768448656,45605.110000230285,42884.17983348763,47197.592480342806,54690.35163284327,671.1821507774033,23919.305166646198,1015.5391262751024,23486.64403109645,52907.24879736493,3214.4063861010873,193525.96895519437,554.3714757304301,USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3.epw,CR09,32.683,-83.65
722180,193874.9861495465,19336.05216131304,21715.144207918092,33911.03996745637,31023.779576539964,33867.302071016406,36774.61187324316,1365.7769064264733,15881.279385633175,618.0975616341701,12246.014773902803,67818.61556184347,2420.24747822155,109717.32155837199,1054.6892155726864,USA_GA_Augusta-Bush-Field.722180_TMY3.epw,CR09,33.367,-81.96700000000001
722190,1390666.4449987744,69633.71091751642,108995.16161176909,258093.25504373855,368747.4905031003,185281.73817867175,327022.3520725442,3798.6679392716073,69094.06873216342,2336.140407860895,62789.75712947976,874715.850479896,10877.130765839813,437791.7288047003,2148.8374109999468,USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY3.epw,CR09,33.633,-84.43299999999999
722230,542238.4297245605,40126.983119613855,60070.05991342176,87296.30683492661,107020.05424792547,96090.97776246408,101505.57357202852,2187.6634209042736,47940.81085327636,1876.1972430148503,18065.107583916026,133556.7896754164,4016.460673656451,384163.98129771376,559.8932508431665,USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw,CR09,30.683000000000003,-88.25
722255,211210.858489932,27094.102324523246,24789.803639712627,31108.835618598896,34314.25949979293,35312.62932119107,37422.72941822525,1291.4229245451997,19877.07574334285,661.1175475630266,22011.15712524294,57753.26543760279,2714.846913221841,127679.18221282956,391.2892534720153,USA_GA_Columbus.Metro.AP.722255_TMY3.epw,CR09,32.516999999999996,-84.95
722260,288899.4833180888,30285.68830254911,35367.91833663652,43896.96972760228,44359.56505271923,52827.93297282429,55100.460109997075,1261.2005916521393,25799.748224107985,857.4442270719894,26502.94431842241,81482.69859751234,3191.257513767052,176437.53339116107,427.6052701537313,USA_AL_Montgomery-Dannelly.Field.722260_TMY3.epw,CR09,32.3,-86.4
722280,494704.0674858594,62823.4852637049,60099.93320166719,70260.50373573117,74647.74282990745,85123.61222359577,86013.92488953531,1389.9106716559065,54344.95467006222,924.5598507470962,28537.71872935586,214966.76595698614,5323.470004385356,243703.13295896718,1248.4199854179492,USA_AL_Birmingham.Muni.AP.722280_TMY3.epw,CR09,33.567,-86.75
722310,484500.55563444254,57972.526477627674,68010.17750534728,74737.7742925874,77819.05143016558,94856.7807257237,60188.78583363821,2224.250093752857,48691.209275600064,911.8045387224223,8661.452862400209,190382.6771150111,1684.1670564579538,282685.097614786,175.35644706577818,USA_LA_New.Orleans.Intl.AP.722310_TMY3.epw,CR09,30.0,-90.25
722317,460424.8653614869,47208.2117054725,58110.233637112535,74869.3870858895,76316.71443384115,89948.03685658192,67611.36215446923,3021.053834421298,43339.86565369825,942.8824107418428,16204.139414191532,156894.28510208533,4727.239710080625,281192.82970961643,463.4890147708642,USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3.epw,CR09,30.533,-91.15
722340,176717.8024672045,20208.07740060764,23960.801121068438,30808.265250847337,19488.491334652383,35573.44445498001,30486.429292516514,703.346652158907,15488.94696037319,297.726654303977,31614.877554499642,43423.10154384003,4584.762913242517,96441.2591164433,356.0746848748582,USA_MS_Meridian-Key.Field.722340_TMY3.epw,CR09,32.333,-88.75
722350,306498.77662727766,29489.040295172315,40208.7187732757,49481.18653745685,46080.38871060614,60384.45103713581,52027.506170630535,1433.9766054129489,27393.50849758755,566.2830582395035,43689.76392444678,115138.40045796262,5608.004170695434,141062.06721023662,434.2578056969589,USA_MS_Jackson.Intl.AP.722350_TMY3.epw,CR09,32.317,-90.083
722400,144712.23169439594,17940.135364981634,17511.521214560787,20303.339248889108,24300.35607889883,25591.805067809717,20416.366159514975,688.8092198441273,17959.89933989662,279.50125698340645,6117.635064294541,46405.165152187496,1310.284735146544,90426.38808754737,173.25739823646953,USA_LA_Lake.Charles.Rgnl.AP.722400_TMY3.epw,CR09,30.116999999999997,-93.23299999999999
722410,132471.45587541984,16525.057307646133,19489.274033183523,17166.478219441182,16433.200541565893,24271.562251318355,15469.77026286787,1265.3064592989676,21850.806800097896,321.60973527559236,4943.638377792864,51199.27724210418,1167.215663609914,74722.71830379678,116.99655284053765,USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw,CR09,29.95,-94.01700000000001
722430,1502914.2833823538,92270.55271340634,133598.90603780924,246028.79230666894,399826.1894526495,270545.2650220836,234268.9781253044,12641.193222117396,113734.40650231442,4919.734040683087,42799.69237533941,776924.478375877,5077.504304138221,672464.7581215956,728.1161647203897,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw,CR09,30.0,-95.367
722446,186817.75025051393,19398.52512007935,18415.211784797255,37511.75754501404,25973.68432341171,36600.61674268229,32834.52966907972,933.0519517096621,15150.373113739914,462.3077730350453,19482.016766517,42164.52564457011,5586.147150988436,118945.17596884118,177.57694656199916,USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw,CR09,31.233,-94.75
722480,448546.9252234777,50918.95744230649,63703.928435773756,71331.77910029938,56024.48744805835,90171.51478327702,58802.364593716164,1996.9353330871952,55596.95808695914,950.7560171799121,22848.755021153454,177841.49559810638,9709.592215208037,236783.24580470542,413.0805671243804,USA_LA_Shreveport.Rgnl.AP.722480_TMY3.epw,CR09,32.45,-93.81700000000001
722500,279077.6803024042,13643.054368675143,18513.090903672164,54754.23436271628,76016.60991212507,39598.655533615725,60415.62721108841,1522.5283130868365,14613.879697424483,9552.778837626673,12750.871377700389,25452.923001729836,884.0751276868718,230019.04063119643,417.99132646402927,USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw,CR09,25.9,-97.43299999999999
722510,212669.25956138343,22090.206131679763,25765.43491836308,33825.13343132507,34493.86823978671,35570.64737106589,30905.07257730312,718.9962920164905,29299.90059984342,2133.9814284347203,7257.251029889006,54762.12098383545,891.2519601381217,147392.22430956727,232.4298495191434,USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.epw,CR09,27.88,-97.63
722530,657582.0332074075,68685.44906130272,61925.40238223667,104969.22788539408,156099.12869717687,100781.72036777723,103087.10760253595,5046.309812841939,56987.68739814195,2957.027537928042,22783.919717246245,200091.04006329546,4362.800397203711,426639.3917257195,747.8537660149971,USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw,CR09,29.533,-98.46700000000001
722540,508473.48606885667,27739.832741972485,26969.04277027826,92112.6345591002,161866.4933582224,67138.13065963324,104129.45764602408,4991.950924776899,23525.94340884919,808.4611636884198,31274.70217708137,199595.6575615823,3898.280631707134,272440.222125835,456.1624089625208,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw,CR09,30.29,-97.74
722550,92849.54672723096,16730.830557707453,11467.758032027827,14827.887464329975,9953.203381527212,15212.334172392772,11313.169309986692,179.78550136198152,13164.578307897007,347.8820225877251,9677.099823981453,24105.97502106319,2261.323699301395,56177.72852001744,279.5376402796685,USA_TX_Victoria.Rgnl.AP.722550_TMY3.epw,CR09,28.866999999999997,-96.93299999999999
