Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
CA, 01700	0.000000	0.000000	0.000000	0.000000	0.164481	0.000000	0.031506	0.018351	0.785662	0.000000	0.000000
CA, 01901	0.102814	0.000000	0.000000	0.169146	0.207287	0.016583	0.102048	0.017929	0.384192	0.000000	0.000000
CA, 01902	0.008022	0.000000	0.038102	0.198533	0.118318	0.132857	0.102048	0.004960	0.397161	0.000000	0.000000
CA, 01903	0.214508	0.000000	0.054506	0.112529	0.061539	0.052748	0.102048	0.000000	0.402121	0.000000	0.000000
CA, 01904	0.098326	0.073954	0.034876	0.160935	0.081518	0.046221	0.102048	0.039946	0.362175	0.000000	0.000000
CA, 01905	0.118568	0.018478	0.000000	0.109329	0.210959	0.038496	0.102048	0.016290	0.385831	0.000000	0.000000
CA, 01906	0.019163	0.000000	0.044313	0.136533	0.143719	0.152103	0.102048	0.008133	0.393988	0.000000	0.000000
CA, 01907	0.060022	0.065241	0.000000	0.109605	0.260963	0.000000	0.102048	0.000000	0.402121	0.000000	0.000000
CA, 02300	0.006125	0.008421	0.021436	0.078473	0.087660	0.000000	0.259310	0.106184	0.432390	0.000000	0.000000
CA, 02500	0.023709	0.000000	0.000000	0.049111	0.125317	0.045724	0.265558	0.038402	0.452180	0.000000	0.000000
CA, 02901	0.000000	0.055617	0.021236	0.108201	0.022247	0.146627	0.178867	0.000000	0.467205	0.000000	0.000000
CA, 02902	0.008193	0.077831	0.039325	0.086024	0.019663	0.122891	0.178867	0.018919	0.448286	0.000000	0.000000
CA, 02903	0.004848	0.161934	0.063998	0.046544	0.026181	0.050423	0.178867	0.015122	0.452083	0.000000	0.000000
CA, 02904	0.000000	0.000000	0.000000	0.134248	0.219679	0.000000	0.178867	0.000000	0.467205	0.000000	0.000000
CA, 02905	0.070102	0.092329	0.025647	0.009404	0.088054	0.068392	0.178867	0.008829	0.458376	0.000000	0.000000
CA, 03100	0.025270	0.000000	0.039526	0.060260	0.114041	0.045357	0.180681	0.004718	0.530146	0.000000	0.000000
CA, 03300	0.031109	0.005703	0.000000	0.038886	0.000000	0.011925	0.406901	0.013154	0.492322	0.000000	0.000000
CA, 03701	0.000000	0.000000	0.325937	0.000000	0.000000	0.325937	0.038087	0.025837	0.284203	0.000000	0.000000
CA, 03702	0.000000	0.000000	0.143720	0.115489	0.079559	0.313105	0.038087	0.029020	0.281019	0.000000	0.000000
CA, 03703	0.045907	0.000000	0.364192	0.000000	0.000000	0.241775	0.038087	0.000000	0.310039	0.000000	0.000000
CA, 03704	0.000000	0.000000	0.096229	0.000000	0.139687	0.415957	0.038087	0.000000	0.310039	0.000000	0.000000
CA, 03705	0.000000	0.000000	0.164533	0.008942	0.007154	0.471245	0.038087	0.086122	0.223917	0.000000	0.000000
CA, 03706	0.240996	0.000000	0.067163	0.000000	0.071113	0.272602	0.038087	0.043844	0.266195	0.000000	0.000000
CA, 03707	0.048985	0.000000	0.211011	0.143186	0.000000	0.248692	0.038087	0.019047	0.290992	0.000000	0.000000
CA, 03708	0.101403	0.000000	0.400782	0.000000	0.000000	0.149689	0.038087	0.066903	0.243136	0.000000	0.000000
CA, 03709	0.000000	0.000000	0.000000	0.000000	0.000000	0.651874	0.038087	0.025837	0.284203	0.000000	0.000000
CA, 03710	0.000000	0.000000	0.503969	0.000000	0.000000	0.147904	0.038087	0.088865	0.221174	0.000000	0.000000
CA, 03711	0.132584	0.000000	0.121536	0.088390	0.062609	0.246754	0.038087	0.141956	0.168083	0.000000	0.000000
CA, 03712	0.103781	0.000000	0.152428	0.000000	0.000000	0.395665	0.038087	0.056915	0.253124	0.000000	0.000000
CA, 03713	0.000000	0.000000	0.000000	0.000000	0.000000	0.651874	0.038087	0.101693	0.208346	0.000000	0.000000
CA, 03714	0.000000	0.000000	0.000000	0.000000	0.000000	0.651874	0.038087	0.285482	0.024558	0.000000	0.000000
CA, 03715	0.000000	0.056910	0.124166	0.000000	0.000000	0.470798	0.038087	0.000000	0.310039	0.000000	0.000000
CA, 03716	0.000000	0.000000	0.000000	0.000000	0.000000	0.651874	0.038087	0.000000	0.310039	0.000000	0.000000
CA, 03717	0.278133	0.000000	0.130375	0.000000	0.243366	0.000000	0.038087	0.032504	0.277535	0.000000	0.000000
CA, 03718	0.010849	0.028932	0.175400	0.009041	0.047014	0.380636	0.038087	0.128243	0.181796	0.000000	0.000000
CA, 03719	0.007065	0.019909	0.034681	0.094409	0.043030	0.452779	0.038087	0.171975	0.138064	0.000000	0.000000
CA, 03720	0.273787	0.000000	0.048425	0.000000	0.000000	0.329662	0.038087	0.000000	0.310039	0.000000	0.000000
CA, 03721	0.040837	0.000000	0.114948	0.000000	0.037055	0.459034	0.038087	0.026728	0.283312	0.000000	0.000000
CA, 03722	0.130375	0.000000	0.221038	0.009741	0.036715	0.254006	0.038087	0.000000	0.310039	0.000000	0.000000
CA, 03723	0.087686	0.000000	0.291901	0.000000	0.016153	0.256134	0.038087	0.000000	0.310039	0.000000	0.000000
CA, 03724	0.016995	0.000000	0.111680	0.044915	0.043701	0.434582	0.038087	0.044511	0.265529	0.000000	0.000000
CA, 03725	0.022697	0.007441	0.024929	0.002605	0.000000	0.594202	0.038087	0.094805	0.215234	0.000000	0.000000
CA, 03726	0.465624	0.075387	0.000000	0.000000	0.000000	0.110863	0.038087	0.009903	0.300136	0.000000	0.000000
CA, 03727	0.255549	0.000000	0.161399	0.000000	0.055593	0.179332	0.038087	0.000000	0.310039	0.000000	0.000000
CA, 03728	0.000000	0.013176	0.245493	0.028433	0.114425	0.250347	0.038087	0.000000	0.310039	0.000000	0.000000
CA, 03729	0.155376	0.000000	0.131363	0.008475	0.059325	0.297333	0.038087	0.016609	0.293430	0.000000	0.000000
CA, 03730	0.109367	0.014077	0.131024	0.000000	0.063888	0.333517	0.038087	0.060172	0.249867	0.000000	0.000000
CA, 03731	0.043257	0.000000	0.194154	0.000000	0.124741	0.289722	0.038087	0.091535	0.218504	0.000000	0.000000
CA, 03732	0.059110	0.014569	0.086583	0.034550	0.024976	0.432085	0.038087	0.000000	0.310039	0.000000	0.000000
CA, 03733	0.027235	0.017762	0.145058	0.000000	0.052695	0.409123	0.038087	0.247193	0.062846	0.000000	0.000000
CA, 03734	0.034207	0.017426	0.149737	0.006454	0.020653	0.423395	0.038087	0.196850	0.113189	0.000000	0.000000
CA, 03735	0.027086	0.081258	0.278085	0.000000	0.000000	0.265444	0.038087	0.035560	0.274479	0.000000	0.000000
CA, 03736	0.127412	0.000000	0.177784	0.035557	0.097781	0.213340	0.038087	0.063746	0.246293	0.000000	0.000000
CA, 03737	0.108646	0.143412	0.191216	0.065187	0.000000	0.143412	0.038087	0.000000	0.310039	0.000000	0.000000
CA, 03738	0.096785	0.056932	0.130944	0.000000	0.000000	0.367213	0.038087	0.146110	0.163929	0.000000	0.000000
CA, 03739	0.000000	0.227398	0.424476	0.000000	0.000000	0.000000	0.038087	0.197607	0.112432	0.000000	0.000000
CA, 03740	0.000000	0.000000	0.000000	0.000000	0.000000	0.651874	0.038087	0.078633	0.231406	0.000000	0.000000
CA, 03741	0.000000	0.173833	0.017383	0.000000	0.347666	0.112991	0.038087	0.000000	0.310039	0.000000	0.000000
CA, 03742	0.190435	0.263679	0.120853	0.000000	0.076906	0.000000	0.038087	0.000000	0.310039	0.000000	0.000000
CA, 03743	0.000000	0.285195	0.000000	0.366679	0.000000	0.000000	0.038087	0.148819	0.161220	0.000000	0.000000
CA, 03744	0.018686	0.010171	0.029330	0.005677	0.000000	0.588011	0.038087	0.185311	0.124728	0.000000	0.000000
CA, 03745	0.086198	0.120318	0.141868	0.077219	0.091586	0.134685	0.038087	0.207156	0.102883	0.000000	0.000000
CA, 03746	0.042682	0.000000	0.155208	0.067903	0.029101	0.356978	0.038087	0.178507	0.131532	0.000000	0.000000
CA, 03747	0.000000	0.000000	0.000000	0.651874	0.000000	0.000000	0.038087	0.064961	0.245079	0.000000	0.000000
CA, 03748	0.028145	0.000000	0.039516	0.020753	0.013930	0.549530	0.038087	0.050878	0.259161	0.000000	0.000000
CA, 03749	0.103995	0.000000	0.050729	0.177553	0.000000	0.319596	0.038087	0.000000	0.310039	0.000000	0.000000
CA, 03750	0.106079	0.000000	0.171095	0.000000	0.070149	0.304550	0.038087	0.126613	0.183426	0.000000	0.000000
CA, 03751	0.000000	0.080453	0.028880	0.338314	0.000000	0.204226	0.038087	0.177342	0.132697	0.000000	0.000000
CA, 03752	0.000000	0.000000	0.080444	0.147018	0.135923	0.288489	0.038087	0.226858	0.083181	0.000000	0.000000
CA, 03753	0.000000	0.000000	0.107197	0.000000	0.115889	0.428788	0.038087	0.038319	0.271720	0.000000	0.000000
CA, 03754	0.107829	0.147039	0.000000	0.000000	0.240164	0.156842	0.038087	0.151963	0.158076	0.000000	0.000000
CA, 03755	0.000000	0.000000	0.000000	0.314698	0.000000	0.337176	0.038087	0.052648	0.257391	0.000000	0.000000
CA, 03756	0.000000	0.000000	0.651874	0.000000	0.000000	0.000000	0.038087	0.183615	0.126424	0.000000	0.000000
CA, 03757	0.063357	0.000000	0.032382	0.192887	0.057725	0.305522	0.038087	0.000000	0.310039	0.000000	0.000000
CA, 03758	0.098845	0.012512	0.262751	0.031280	0.023773	0.222713	0.038087	0.099024	0.211015	0.000000	0.000000
CA, 03759	0.300525	0.000000	0.028727	0.000000	0.207716	0.114907	0.038087	0.210719	0.099320	0.000000	0.000000
CA, 03760	0.000000	0.000000	0.358530	0.293343	0.000000	0.000000	0.038087	0.038244	0.271795	0.000000	0.000000
CA, 03761	0.000000	0.000000	0.651874	0.000000	0.000000	0.000000	0.038087	0.000000	0.310039	0.000000	0.000000
CA, 03762	0.073089	0.000000	0.229143	0.000000	0.084941	0.264700	0.038087	0.000000	0.310039	0.000000	0.000000
CA, 03763	0.159894	0.000000	0.282889	0.000000	0.000000	0.209092	0.038087	0.000000	0.310039	0.000000	0.000000
CA, 03764	0.262852	0.000000	0.000000	0.000000	0.000000	0.389021	0.038087	0.162401	0.147638	0.000000	0.000000
CA, 03765	0.000000	0.000000	0.000000	0.651874	0.000000	0.000000	0.038087	0.048528	0.261511	0.000000	0.000000
CA, 03766	0.065321	0.029994	0.048657	0.035326	0.041992	0.430583	0.038087	0.158020	0.152019	0.000000	0.000000
CA, 03767	0.116862	0.025564	0.191728	0.100429	0.041997	0.175294	0.038087	0.045743	0.264296	0.000000	0.000000
CA, 03768	0.000000	0.000000	0.314950	0.000000	0.000000	0.336923	0.038087	0.072102	0.237937	0.000000	0.000000
CA, 03769	0.108646	0.108646	0.108646	0.108646	0.108646	0.108646	0.038087	0.072279	0.237760	0.000000	0.000000
CA, 03900	0.017317	0.017317	0.017317	0.017317	0.017317	0.017317	0.221174	0.000000	0.674922	0.000000	0.000000
CA, 04101	0.000000	0.000000	0.000000	0.187745	0.000000	0.638333	0.062591	0.000000	0.111331	0.000000	0.000000
