Dependency=PUMA	Dependency=Geometry Building Type ACS	Option=<1940	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	Option=2020s	Option=2030s	Option=2040s	Option=2050s	sample_count	sample_weight
AL, 00100	10 to 19 Unit	 0.000000	0.011631	0.016284	 0.080571	 0.362177	 0.157829	 0.163926	0.046599	 0.115463	 0.045521	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00100	2 Unit	 0.032419	0.028828	0.072893	 0.198309	 0.222128	 0.061879	 0.115603	0.128732	 0.099846	 0.039364	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00100	20 to 49 Unit	 0.018623	0.000000	0.077567	 0.183011	 0.140252	 0.131819	 0.251788	0.064942	 0.094674	 0.037325	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00100	3 or 4 Unit	 0.031635	0.012887	0.114813	 0.072882	 0.164675	 0.170915	 0.155905	0.061122	 0.154323	 0.060841	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00100	5 to 9 Unit	 0.006502	0.001671	0.017759	 0.013208	 0.206554	 0.109753	 0.222669	0.123812	 0.213787	 0.084285	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00100	50 or more Unit	 0.070459	0.041339	0.060583	 0.067108	 0.368136	 0.053961	 0.158563	0.048952	 0.093885	 0.037014	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00100	Mobile Home	 0.002029	0.005577	0.005577	 0.053197	 0.053197	 0.331915	 0.331915	0.077107	 0.052742	 0.086746	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00100	Single-Family Attached	 0.000000	0.089358	0.035202	 0.082630	 0.249648	 0.182482	 0.125130	0.020594	 0.095533	 0.119423	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00100	Single-Family Detached	 0.061156	0.043414	0.106967	 0.157668	 0.200736	 0.104035	 0.126456	0.113871	 0.038087	 0.047611	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	10 to 19 Unit	 0.007260	0.000000	0.000000	 0.074147	 0.113645	 0.243918	 0.174782	0.113944	 0.143090	 0.129215	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	2 Unit	 0.008408	0.074127	0.046330	 0.095502	 0.137235	 0.038685	 0.077370	0.028110	 0.259707	 0.234525	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	20 to 49 Unit	 0.032477	0.000000	0.000000	 0.092994	 0.371977	 0.236293	 0.052123	0.214136	 0.000000	 0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	3 or 4 Unit	 0.012084	0.000000	0.108949	 0.044980	 0.322931	 0.298656	 0.078866	0.133535	 0.000000	 0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	5 to 9 Unit	 0.005026	0.000000	0.000000	 0.033581	 0.080594	 0.113470	 0.278029	0.158697	 0.173723	 0.156879	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	50 or more Unit	 0.025257	0.000000	0.000000	 0.074732	 0.274820	 0.051346	 0.140525	0.058638	 0.196886	 0.177796	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	Mobile Home	 0.002071	0.001840	0.001840	 0.059497	 0.059497	 0.317784	 0.317784	0.090120	 0.043151	 0.106415	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	Single-Family Attached	 0.000000	0.000000	0.024060	 0.089845	 0.059389	 0.049016	 0.043250	0.304545	 0.262475	 0.167419	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	Single-Family Detached	 0.019877	0.027578	0.055743	 0.091210	 0.124240	 0.097565	 0.167222	0.189092	 0.138886	 0.088588	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00301	10 to 19 Unit	 0.006765	0.003631	0.016600	 0.049418	 0.104582	 0.164647	 0.188473	0.111683	 0.201481	 0.152721	0.000000	0.000000	0.000000	0.000000	0.000000
