Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
AL, 00100	0.013277	0.016213	0.004979	0.035234	0.068426	0.008809	0.227839	0.015476	0.609748	0.000000	0.000000
AL, 00200	0.063103	0.098893	0.000000	0.000000	0.110666	0.024959	0.127272	0.015044	0.560064	0.000000	0.000000
AL, 00301	0.191174	0.000000	0.070363	0.015135	0.098508	0.044873	0.031117	0.027507	0.521325	0.000000	0.000000
AL, 00302	0.088325	0.000000	0.047871	0.018204	0.108553	0.157098	0.031117	0.016008	0.532825	0.000000	0.000000
AL, 00400	0.000000	0.000000	0.005561	0.002995	0.019251	0.000000	0.463364	0.015339	0.493490	0.000000	0.000000
AL, 00500	0.018229	0.000000	0.042534	0.042534	0.060763	0.000000	0.205369	0.004931	0.625638	0.000000	0.000000
AL, 00600	0.000000	0.000000	0.000000	0.025027	0.094840	0.000000	0.147900	0.000000	0.732232	0.000000	0.000000
AL, 00700	0.000000	0.000000	0.008674	0.018856	0.000000	0.000754	0.437842	0.000000	0.533874	0.000000	0.000000
AL, 00800	0.042000	0.000000	0.032200	0.039200	0.083301	0.000000	0.395051	0.007927	0.400320	0.000000	0.000000
AL, 00900	0.000000	0.037414	0.038583	0.000000	0.025722	0.000000	0.314104	0.000000	0.584177	0.000000	0.000000
AL, 01000	0.000000	0.021079	0.000000	0.008304	0.021292	0.008304	0.535979	0.004622	0.400419	0.000000	0.000000
AL, 01100	0.000000	0.014699	0.000000	0.000000	0.059409	0.009187	0.430041	0.052912	0.433751	0.000000	0.000000
AL, 01200	0.053685	0.026271	0.073959	0.000000	0.051400	0.104514	0.123224	0.038737	0.528210	0.000000	0.000000
AL, 01301	0.059026	0.020784	0.000000	0.019953	0.146318	0.027435	0.055025	0.000000	0.671459	0.000000	0.000000
AL, 01302	0.015405	0.000000	0.043018	0.013080	0.085746	0.116266	0.055025	0.138555	0.532904	0.000000	0.000000
AL, 01303	0.059475	0.000000	0.017981	0.024551	0.038036	0.133473	0.055025	0.041747	0.629713	0.000000	0.000000
AL, 01304	0.014040	0.000000	0.063959	0.075399	0.076959	0.043159	0.055025	0.000000	0.671459	0.000000	0.000000
AL, 01305	0.013002	0.053867	0.066405	0.013002	0.079408	0.047830	0.055025	0.002454	0.669006	0.000000	0.000000
AL, 01400	0.007404	0.000000	0.010048	0.034375	0.000000	0.001058	0.614034	0.000000	0.333081	0.000000	0.000000
AL, 01500	0.000000	0.000000	0.000000	0.000000	0.129053	0.108405	0.286598	0.000000	0.475944	0.000000	0.000000
AL, 01600	0.037876	0.007814	0.040260	0.031387	0.053636	0.055357	0.242131	0.034404	0.497136	0.000000	0.000000
AL, 01700	0.003907	0.004428	0.017191	0.004428	0.005209	0.009377	0.755128	0.000000	0.200332	0.000000	0.000000
AL, 01800	0.002840	0.006627	0.000000	0.000000	0.031480	0.023669	0.453949	0.035000	0.446435	0.000000	0.000000
AL, 01900	0.075512	0.059559	0.047505	0.034743	0.051405	0.031375	0.292581	0.013161	0.394160	0.000000	0.000000
AL, 02000	0.060827	0.033894	0.013013	0.047209	0.035104	0.038736	0.118386	0.025090	0.627743	0.000000	0.000000
AL, 02100	0.007501	0.006443	0.015386	0.020001	0.027310	0.002116	0.320124	0.000000	0.601120	0.000000	0.000000
AL, 02200	0.000000	0.006583	0.000000	0.006583	0.038434	0.002973	0.599971	0.000000	0.345457	0.000000	0.000000
AL, 02300	0.000000	0.015242	0.013237	0.026072	0.034495	0.000000	0.377272	0.021197	0.512485	0.000000	0.000000
AL, 02400	0.046581	0.016366	0.037454	0.018569	0.130301	0.006609	0.358316	0.002778	0.383026	0.000000	0.000000
AL, 02500	0.019669	0.006466	0.068975	0.044187	0.025327	0.022093	0.332993	0.008527	0.471764	0.000000	0.000000
AL, 02600	0.032421	0.002201	0.045429	0.016611	0.035823	0.029019	0.288106	0.013485	0.536905	0.000000	0.000000
AL, 02701	0.047810	0.047810	0.039198	0.002970	0.016036	0.019302	0.186021	0.307811	0.333042	0.000000	0.000000
AL, 02702	0.048843	0.006609	0.052711	0.005642	0.043684	0.015636	0.186021	0.000000	0.640853	0.000000	0.000000
AL, 02703	0.031281	0.000000	0.000000	0.019146	0.046113	0.076585	0.186021	0.000000	0.640853	0.000000	0.000000
AR, 00100	0.057436	0.025036	0.040647	0.012371	0.080115	0.014433	0.082806	0.052680	0.634477	0.000000	0.000000
AR, 00200	0.107939	0.015203	0.089696	0.042264	0.040743	0.117365	0.072766	0.013970	0.500054	0.000000	0.000000
AR, 00300	0.000000	0.035221	0.009311	0.022671	0.000000	0.008906	0.325299	0.026689	0.571903	0.000000	0.000000
AR, 00400	0.002391	0.012468	0.004270	0.019130	0.008028	0.002391	0.432777	0.000000	0.518545	0.000000	0.000000
