Dependency=Location Census Tract	Option=Mountain - Pacific	Option=New England	Option=South Atlantic - East South Central	Option=West North Central	Count	Weight
G0600190001413	0.25	0.25	0.25	0.25	0	0.0
G0600190001414	0.25	0.25	0.25	0.25	0	0.0
G0600190001500	0.25	0.25	0.25	0.25	0	0.0
G0600190001600	0.25	0.25	0.25	0.25	0	0.0
G0600190001700	0.25	0.25	0.25	0.25	0	0.0
G0600190001800	0.25	0.25	0.25	0.25	0	0.0
G0600190001900	0.25	0.25	0.25	0.25	0	0.0
G0600190002000	0.25	0.25	0.25	0.25	0	0.0
G0600190002100	0.25	0.25	0.25	0.25	0	0.0
G0600190002200	0.25	0.25	0.25	0.25	0	0.0
G0600190002300	0.25	0.25	0.25	0.25	0	0.0
G0600190002400	0.25	0.25	0.25	0.25	0	0.0
G0600190002501	0.25	0.25	0.25	0.25	0	0.0
G0600190002502	0.25	0.25	0.25	0.25	0	0.0
G0600190002601	0.25	0.25	0.25	0.25	0	0.0
G0600190002602	0.25	0.25	0.25	0.25	0	0.0
G0600190002701	0.25	0.25	0.25	0.25	0	0.0
G0600190002702	0.25	0.25	0.25	0.25	0	0.0
G0600190002800	0.25	0.25	0.25	0.25	0	0.0
G0600190002903	0.25	0.25	0.25	0.25	0	0.0
G3400250803800	0.25	0.25	0.25	0.25	0	0.0
G3400250803900	0.25	0.25	0.25	0.25	0	0.0
G3400250804100	0.25	0.25	0.25	0.25	0	0.0
G3400250804200	0.25	0.25	0.25	0.25	0	0.0
G3400250804500	0.25	0.25	0.25	0.25	0	0.0
G3400250804600	0.25	0.25	0.25	0.25	0	0.0
G3400250804700	0.25	0.25	0.25	0.25	0	0.0
G3400250804800	0.25	0.25	0.25	0.25	0	0.0
G3400250805001	0.25	0.25	0.25	0.25	0	0.0
G3400250805100	0.25	0.25	0.25	0.25	0	0.0
G3400250805300	0.25	0.25	0.25	0.25	0	0.0
G3400250805400	0.25	0.25	0.25	0.25	0	0.0
G3400250805500	0.25	0.25	0.25	0.25	0	0.0
G3400250805600	0.25	0.25	0.25	0.25	0	0.0
G3400250805700	0.25	0.25	0.25	0.25	0	0.0
G3400250805800	0.25	0.25	0.25	0.25	0	0.0
G3400250805900	0.25	0.25	0.25	0.25	0	0.0
G3400250806000	0.25	0.25	0.25	0.25	0	0.0
G3400250806100	0.25	0.25	0.25	0.25	0	0.0
G3400250806201	0.25	0.25	0.25	0.25	0	0.0
G3400250806202	0.25	0.25	0.25	0.25	0	0.0
G3400250806300	0.25	0.25	0.25	0.25	0	0.0
G3400250806400	0.25	0.25	0.25	0.25	0	0.0
G3400250806501	0.25	0.25	0.25	0.25	0	0.0
G3400250806502	0.25	0.25	0.25	0.25	0	0.0
G3400250806503	0.25	0.25	0.25	0.25	0	0.0
G3400250806504	0.25	0.25	0.25	0.25	0	0.0
G3400250806600	0.25	0.25	0.25	0.25	0	0.0
G3400250807003	0.25	0.25	0.25	0.25	0	0.0
G3400250807004	0.25	0.25	0.25	0.25	0	0.0
G3400250807100	0.25	0.25	0.25	0.25	0	0.0
G3400250807200	0.25	0.25	0.25	0.25	0	0.0
G3400250807300	0.25	0.25	0.25	0.25	0	0.0
G3400250807400	0.25	0.25	0.25	0.25	0	0.0
G3400250807500	0.25	0.25	0.25	0.25	0	0.0
G3400250807600	0.25	0.25	0.25	0.25	0	0.0
G3400250807700	0.25	0.25	0.25	0.25	0	0.0
G3400250807800	0.25	0.25	0.25	0.25	0	0.0
G3400250807900	0.25	0.25	0.25	0.25	0	0.0
G3400250808001	0.25	0.25	0.25	0.25	0	0.0
G3400250808002	0.25	0.25	0.25	0.25	0	0.0
G3400250808100	0.25	0.25	0.25	0.25	0	0.0
G3400250808200	0.25	0.25	0.25	0.25	0	0.0
G3400250808300	0.25	0.25	0.25	0.25	0	0.0
G3400250808401	0.25	0.25	0.25	0.25	0	0.0
G3400250808402	0.25	0.25	0.25	0.25	0	0.0
G3400250808500	0.25	0.25	0.25	0.25	0	0.0
G3400250808600	0.25	0.25	0.25	0.25	0	0.0
G3400250808701	0.25	0.25	0.25	0.25	0	0.0
G3400250808702	0.25	0.25	0.25	0.25	0	0.0
G3400250808800	0.25	0.25	0.25	0.25	0	0.0
G3400250808900	0.25	0.25	0.25	0.25	0	0.0
G3400250809000	0.25	0.25	0.25	0.25	0	0.0
G3400250809100	0.25	0.25	0.25	0.25	0	0.0
G3400250809200	0.25	0.25	0.25	0.25	0	0.0
G3400250809301	0.25	0.25	0.25	0.25	0	0.0
G3400250809302	0.25	0.25	0.25	0.25	0	0.0
G3400250809400	0.25	0.25	0.25	0.25	0	0.0
G3400250809501	0.25	0.25	0.25	0.25	0	0.0
G3400250809502	0.25	0.25	0.25	0.25	0	0.0
G3400250809600	0.25	0.25	0.25	0.25	0	0.0
G3400250809701	0.25	0.25	0.25	0.25	0	0.0
G3400250809703	0.25	0.25	0.25	0.25	0	0.0
G3400250809704	0.25	0.25	0.25	0.25	0	0.0
G3400250809901	0.25	0.25	0.25	0.25	0	0.0
G3400250809902	0.25	0.25	0.25	0.25	0	0.0
G3400250809903	0.25	0.25	0.25	0.25	0	0.0
G3400250810001	0.25	0.25	0.25	0.25	0	0.0
G3400250810002	0.25	0.25	0.25	0.25	0	0.0
G3400250810003	0.25	0.25	0.25	0.25	0	0.0
G3400250810004	0.25	0.25	0.25	0.25	0	0.0
G3400250810101	0.25	0.25	0.25	0.25	0	0.0
G3400250810102	0.25	0.25	0.25	0.25	0	0.0
G3400250810200	0.25	0.25	0.25	0.25	0	0.0
G3400250810300	0.25	0.25	0.25	0.25	0	0.0
G3400250810401	0.25	0.25	0.25	0.25	0	0.0
G3400250810402	0.25	0.25	0.25	0.25	0	0.0
G3400250810501	0.25	0.25	0.25	0.25	0	0.0
G3400250810502	0.25	0.25	0.25	0.25	0	0.0
G3400250810503	0.25	0.25	0.25	0.25	0	0.0
G3400250810600	0.25	0.25	0.25	0.25	0	0.0
G3400250810700	0.25	0.25	0.25	0.25	0	0.0
G3400250810800	0.25	0.25	0.25	0.25	0	0.0
G3400250810900	0.25	0.25	0.25	0.25	0	0.0
G3400250811000	0.25	0.25	0.25	0.25	0	0.0
G3400250811101	0.25	0.25	0.25	0.25	0	0.0
G3400250811102	0.25	0.25	0.25	0.25	0	0.0
G3400250811200	0.25	0.25	0.25	0.25	0	0.0
G3400250811301	0.25	0.25	0.25	0.25	0	0.0
G3400250811303	0.25	0.25	0.25	0.25	0	0.0
G3400250811304	0.25	0.25	0.25	0.25	0	0.0
G3400250811401	0.25	0.25	0.25	0.25	0	0.0
G3400250811402	0.25	0.25	0.25	0.25	0	0.0
G3400250811501	0.25	0.25	0.25	0.25	0	0.0
G3400250811502	0.25	0.25	0.25	0.25	0	0.0
G3400250811600	0.25	0.25	0.25	0.25	0	0.0
G3400250811900	0.25	0.25	0.25	0.25	0	0.0
G3400250812000	0.25	0.25	0.25	0.25	0	0.0
G3400250812100	0.25	0.25	0.25	0.25	0	0.0
G3400250812200	0.25	0.25	0.25	0.25	0	0.0
G3400250812300	0.25	0.25	0.25	0.25	0	0.0
G3400250812400	0.25	0.25	0.25	0.25	0	0.0
G3400250812501	0.25	0.25	0.25	0.25	0	0.0
G3400250812502	0.25	0.25	0.25	0.25	0	0.0
G3400250990000	0.25	0.25	0.25	0.25	0	0.0
G3400270040101	0.25	0.25	0.25	0.25	0	0.0
G3400270040102	0.25	0.25	0.25	0.25	0	0.0
G3400270040200	0.25	0.25	0.25	0.25	0	0.0
G3400270040300	0.25	0.25	0.25	0.25	0	0.0
G3400270040400	0.25	0.25	0.25	0.25	0	0.0
G3400270040500	0.25	0.25	0.25	0.25	0	0.0
G3400270040600	0.25	0.25	0.25	0.25	0	0.0
G3400270040701	0.25	0.25	0.25	0.25	0	0.0
G3400270040702	0.25	0.25	0.25	0.25	0	0.0
G3400270040801	0.25	0.25	0.25	0.25	0	0.0
G3400270040803	0.25	0.25	0.25	0.25	0	0.0
G3400270040804	0.25	0.25	0.25	0.25	0	0.0
G3400270040805	0.25	0.25	0.25	0.25	0	0.0
G3400270040900	0.25	0.25	0.25	0.25	0	0.0
G3400270041000	0.25	0.25	0.25	0.25	0	0.0
G3400270041100	0.25	0.25	0.25	0.25	0	0.0
G3400270041200	0.25	0.25	0.25	0.25	0	0.0
G3400270041300	0.25	0.25	0.25	0.25	0	0.0
G3400270041400	0.25	0.25	0.25	0.25	0	0.0
G3400270041500	0.25	0.25	0.25	0.25	0	0.0
G3400270041601	0.25	0.25	0.25	0.25	0	0.0
G3400270041602	0.25	0.25	0.25	0.25	0	0.0
G3400270041603	0.25	0.25	0.25	0.25	0	0.0
G3400270041604	0.25	0.25	0.25	0.25	0	0.0
G3400270041701	0.25	0.25	0.25	0.25	0	0.0
G3400270041702	0.25	0.25	0.25	0.25	0	0.0
G3400270041704	0.25	0.25	0.25	0.25	0	0.0
G3400270041705	0.25	0.25	0.25	0.25	0	0.0
G3400270041706	0.25	0.25	0.25	0.25	0	0.0
G3400270041801	0.25	0.25	0.25	0.25	0	0.0
G3400270041802	0.25	0.25	0.25	0.25	0	0.0
G3400270041803	0.25	0.25	0.25	0.25	0	0.0
G3400270041901	0.25	0.25	0.25	0.25	0	0.0
G3400270041902	0.25	0.25	0.25	0.25	0	0.0
G3400270042000	0.25	0.25	0.25	0.25	0	0.0
G3400270042100	0.25	0.25	0.25	0.25	0	0.0
G3400270042200	0.25	0.25	0.25	0.25	0	0.0
G3400270042301	0.25	0.25	0.25	0.25	0	0.0
G3400270042302	0.25	0.25	0.25	0.25	0	0.0
G3400270042500	0.25	0.25	0.25	0.25	0	0.0
G3400270042600	0.25	0.25	0.25	0.25	0	0.0
G3400270042700	0.25	0.25	0.25	0.25	0	0.0
G3400270042800	0.25	0.25	0.25	0.25	0	0.0
G3400270042900	0.25	0.25	0.25	0.25	0	0.0
G3400270043000	0.25	0.25	0.25	0.25	0	0.0
G3400270043100	0.25	0.25	0.25	0.25	0	0.0
G3400270043200	0.25	0.25	0.25	0.25	0	0.0
G3400270043301	0.25	0.25	0.25	0.25	0	0.0
G3400270043302	0.25	0.25	0.25	0.25	0	0.0
G3400270043303	0.25	0.25	0.25	0.25	0	0.0
G3400270043401	0.25	0.25	0.25	0.25	0	0.0
G3400270043402	0.25	0.25	0.25	0.25	0	0.0
G3400270043500	0.25	0.25	0.25	0.25	0	0.0
G3400270043600	0.25	0.25	0.25	0.25	0	0.0
G3400270043700	0.25	0.25	0.25	0.25	0	0.0
G3400270043800	0.25	0.25	0.25	0.25	0	0.0
G3400270043900	0.25	0.25	0.25	0.25	0	0.0
G3400270044000	0.25	0.25	0.25	0.25	0	0.0
G3400270044101	0.25	0.25	0.25	0.25	0	0.0
G3400270044102	0.25	0.25	0.25	0.25	0	0.0
G3400270044200	0.25	0.25	0.25	0.25	0	0.0
G3400270044300	0.25	0.25	0.25	0.25	0	0.0
G3400270044401	0.25	0.25	0.25	0.25	0	0.0
G3400270044403	0.25	0.25	0.25	0.25	0	0.0
G3400270044404	0.25	0.25	0.25	0.25	0	0.0
G3400270044501	0.25	0.25	0.25	0.25	0	0.0
G3400270044502	0.25	0.25	0.25	0.25	0	0.0
G3400270044601	0.25	0.25	0.25	0.25	0	0.0
G3400270044602	0.25	0.25	0.25	0.25	0	0.0
G3400270044701	0.25	0.25	0.25	0.25	0	0.0
G3400270044702	0.25	0.25	0.25	0.25	0	0.0
G3400270044800	0.25	0.25	0.25	0.25	0	0.0
G3400270044900	0.25	0.25	0.25	0.25	0	0.0
G3400270045000	0.25	0.25	0.25	0.25	0	0.0
G3400270045100	0.25	0.25	0.25	0.25	0	0.0
G3400270045200	0.25	0.25	0.25	0.25	0	0.0
G3400270045300	0.25	0.25	0.25	0.25	0	0.0
G3400270045401	0.25	0.25	0.25	0.25	0	0.0
G3400270045402	0.25	0.25	0.25	0.25	0	0.0
G3400270045501	0.25	0.25	0.25	0.25	0	0.0
G3400270045502	0.25	0.25	0.25	0.25	0	0.0
G3400270045602	0.25	0.25	0.25	0.25	0	0.0
G3400270045603	0.25	0.25	0.25	0.25	0	0.0
G3400270045701	0.25	0.25	0.25	0.25	0	0.0
G3400270045703	0.25	0.25	0.25	0.25	0	0.0
G3400270045704	0.25	0.25	0.25	0.25	0	0.0
G3400270045804	0.25	0.25	0.25	0.25	0	0.0
G3400270045901	0.25	0.25	0.25	0.25	0	0.0
G3400270045902	0.25	0.25	0.25	0.25	0	0.0
G3400270046000	0.25	0.25	0.25	0.25	0	0.0
G3400270046103	0.25	0.25	0.25	0.25	0	0.0
G3400270046104	0.25	0.25	0.25	0.25	0	0.0
G3400270046105	0.25	0.25	0.25	0.25	0	0.0
G3400270046106	0.25	0.25	0.25	0.25	0	0.0
G3400270046201	0.25	0.25	0.25	0.25	0	0.0
G3400270046202	0.25	0.25	0.25	0.25	0	0.0
G3400270046297	0.25	0.25	0.25	0.25	0	0.0
G3400270046298	0.25	0.25	0.25	0.25	0	0.0
G3400270046300	0.25	0.25	0.25	0.25	0	0.0
G3400270046400	0.25	0.25	0.25	0.25	0	0.0
G3400290710100	0.25	0.25	0.25	0.25	0	0.0
G3400290711100	0.25	0.25	0.25	0.25	0	0.0
G3400290711200	0.25	0.25	0.25	0.25	0	0.0
G3400290711300	0.25	0.25	0.25	0.25	0	0.0
G3400290711400	0.25	0.25	0.25	0.25	0	0.0
G3400290712000	0.25	0.25	0.25	0.25	0	0.0
G3400290713000	0.25	0.25	0.25	0.25	0	0.0
G3400290713100	0.25	0.25	0.25	0.25	0	0.0
G3400290713201	0.25	0.25	0.25	0.25	0	0.0
G3400290713202	0.25	0.25	0.25	0.25	0	0.0
G3400290713203	0.25	0.25	0.25	0.25	0	0.0
G3400290713300	0.25	0.25	0.25	0.25	0	0.0
G3400290713401	0.25	0.25	0.25	0.25	0	0.0
G3400290713402	0.25	0.25	0.25	0.25	0	0.0
G3400290713500	0.25	0.25	0.25	0.25	0	0.0
G3400290713600	0.25	0.25	0.25	0.25	0	0.0
G3400290713700	0.25	0.25	0.25	0.25	0	0.0
G3400290713800	0.25	0.25	0.25	0.25	0	0.0
G3400290713900	0.25	0.25	0.25	0.25	0	0.0
G3400290714000	0.25	0.25	0.25	0.25	0	0.0
G3400290714100	0.25	0.25	0.25	0.25	0	0.0
G3400290714200	0.25	0.25	0.25	0.25	0	0.0
G3400290714300	0.25	0.25	0.25	0.25	0	0.0
G3400290714400	0.25	0.25	0.25	0.25	0	0.0
G3400290715000	0.25	0.25	0.25	0.25	0	0.0
G3400290715200	0.25	0.25	0.25	0.25	0	0.0
G3400290715301	0.25	0.25	0.25	0.25	0	0.0
G3400290715302	0.25	0.25	0.25	0.25	0	0.0
G3400290715401	0.25	0.25	0.25	0.25	0	0.0
G3400290715402	0.25	0.25	0.25	0.25	0	0.0
G3400290715500	0.25	0.25	0.25	0.25	0	0.0
G3400290715600	0.25	0.25	0.25	0.25	0	0.0
G3400290715700	0.25	0.25	0.25	0.25	0	0.0
G3400290715800	0.25	0.25	0.25	0.25	0	0.0
G3400290715901	0.25	0.25	0.25	0.25	0	0.0
G3400290715902	0.25	0.25	0.25	0.25	0	0.0
G3400290716000	0.25	0.25	0.25	0.25	0	0.0
G3400290717001	0.25	0.25	0.25	0.25	0	0.0
G3400290717002	0.25	0.25	0.25	0.25	0	0.0
G3400290717101	0.25	0.25	0.25	0.25	0	0.0
G3400290717102	0.25	0.25	0.25	0.25	0	0.0
G3400290717200	0.25	0.25	0.25	0.25	0	0.0
G3400290717300	0.25	0.25	0.25	0.25	0	0.0
G3400290717400	0.25	0.25	0.25	0.25	0	0.0
G3400290717501	0.25	0.25	0.25	0.25	0	0.0
G3400290717502	0.25	0.25	0.25	0.25	0	0.0
G3400290718000	0.25	0.25	0.25	0.25	0	0.0
G3400290720001	0.25	0.25	0.25	0.25	0	0.0
G3400290720101	0.25	0.25	0.25	0.25	0	0.0
G3400290720102	0.25	0.25	0.25	0.25	0	0.0
G3400290720103	0.25	0.25	0.25	0.25	0	0.0
G3400290720202	0.25	0.25	0.25	0.25	0	0.0
G3400290720203	0.25	0.25	0.25	0.25	0	0.0
G3400290720204	0.25	0.25	0.25	0.25	0	0.0
G3400290720205	0.25	0.25	0.25	0.25	0	0.0
G3400290720206	0.25	0.25	0.25	0.25	0	0.0
G3400290721000	0.25	0.25	0.25	0.25	0	0.0
G3400290722001	0.25	0.25	0.25	0.25	0	0.0
G3400290722002	0.25	0.25	0.25	0.25	0	0.0
G3400290722100	0.25	0.25	0.25	0.25	0	0.0
G3400290722200	0.25	0.25	0.25	0.25	0	0.0
G3400290722300	0.25	0.25	0.25	0.25	0	0.0
G3400290722401	0.25	0.25	0.25	0.25	0	0.0
G3400290722402	0.25	0.25	0.25	0.25	0	0.0
G3400290722500	0.25	0.25	0.25	0.25	0	0.0
G3400290722600	0.25	0.25	0.25	0.25	0	0.0
G3400290722701	0.25	0.25	0.25	0.25	0	0.0
G3400290722702	0.25	0.25	0.25	0.25	0	0.0
G3400290722800	0.25	0.25	0.25	0.25	0	0.0
G3400290722900	0.25	0.25	0.25	0.25	0	0.0
G3400290723000	0.25	0.25	0.25	0.25	0	0.0
G3400290723100	0.25	0.25	0.25	0.25	0	0.0
G3400290723200	0.25	0.25	0.25	0.25	0	0.0
G3400290723300	0.25	0.25	0.25	0.25	0	0.0
G3400290723400	0.25	0.25	0.25	0.25	0	0.0
G3400290723500	0.25	0.25	0.25	0.25	0	0.0
G3400290723600	0.25	0.25	0.25	0.25	0	0.0
G3400290724000	0.25	0.25	0.25	0.25	0	0.0
G3400290725001	0.25	0.25	0.25	0.25	0	0.0
G3400290725002	0.25	0.25	0.25	0.25	0	0.0
G3400290725100	0.25	0.25	0.25	0.25	0	0.0
G3400290726000	0.25	0.25	0.25	0.25	0	0.0
G3400290727001	0.25	0.25	0.25	0.25	0	0.0
G3400290727002	0.25	0.25	0.25	0.25	0	0.0
G3400290728000	0.25	0.25	0.25	0.25	0	0.0
G3400290729000	0.25	0.25	0.25	0.25	0	0.0
G3400290730000	0.25	0.25	0.25	0.25	0	0.0
G3400290731001	0.25	0.25	0.25	0.25	0	0.0
G3400290731002	0.25	0.25	0.25	0.25	0	0.0
G3400290731101	0.25	0.25	0.25	0.25	0	0.0
G3400290731102	0.25	0.25	0.25	0.25	0	0.0
G3400290731103	0.25	0.25	0.25	0.25	0	0.0
G3400290731201	0.25	0.25	0.25	0.25	0	0.0
G3400290731202	0.25	0.25	0.25	0.25	0	0.0
G3400290731203	0.25	0.25	0.25	0.25	0	0.0
G3400290731204	0.25	0.25	0.25	0.25	0	0.0
G3400290731205	0.25	0.25	0.25	0.25	0	0.0
G3400290731206	0.25	0.25	0.25	0.25	0	0.0
G3400290732001	0.25	0.25	0.25	0.25	0	0.0
G3400290732002	0.25	0.25	0.25	0.25	0	0.0
G3400290732101	0.25	0.25	0.25	0.25	0	0.0
G3400290732103	0.25	0.25	0.25	0.25	0	0.0
G3400290732104	0.25	0.25	0.25	0.25	0	0.0
G3400290733000	0.25	0.25	0.25	0.25	0	0.0
G3400290734001	0.25	0.25	0.25	0.25	0	0.0
G3400290734002	0.25	0.25	0.25	0.25	0	0.0
G3400290734003	0.25	0.25	0.25	0.25	0	0.0
G3400290735001	0.25	0.25	0.25	0.25	0	0.0
G3400290735002	0.25	0.25	0.25	0.25	0	0.0
G3400290735101	0.25	0.25	0.25	0.25	0	0.0
G3400290735103	0.25	0.25	0.25	0.25	0	0.0
G3400290735104	0.25	0.25	0.25	0.25	0	0.0
G3400290736001	0.25	0.25	0.25	0.25	0	0.0
G3400290736002	0.25	0.25	0.25	0.25	0	0.0
G3400290736101	0.25	0.25	0.25	0.25	0	0.0
G3400290736102	0.25	0.25	0.25	0.25	0	0.0
G3400290736105	0.25	0.25	0.25	0.25	0	0.0
G3400290737000	0.25	0.25	0.25	0.25	0	0.0
G3400290738001	0.25	0.25	0.25	0.25	0	0.0
G3400290738002	0.25	0.25	0.25	0.25	0	0.0
G3400290738100	0.25	0.25	0.25	0.25	0	0.0
G3400290739000	0.25	0.25	0.25	0.25	0	0.0
G3400290739100	0.25	0.25	0.25	0.25	0	0.0
G3400290980000	0.25	0.25	0.25	0.25	0	0.0
G3400290980100	0.25	0.25	0.25	0.25	0	0.0
G3400290990000	0.25	0.25	0.25	0.25	0	0.0
G3400310116500	0.25	0.25	0.25	0.25	0	0.0
G3400310124200	0.25	0.25	0.25	0.25	0	0.0
G3400310124311	0.25	0.25	0.25	0.25	0	0.0
G3400310124312	0.25	0.25	0.25	0.25	0	0.0
G3400310124321	0.25	0.25	0.25	0.25	0	0.0
G3400310124322	0.25	0.25	0.25	0.25	0	0.0
G3400310124323	0.25	0.25	0.25	0.25	0	0.0
G3400310124401	0.25	0.25	0.25	0.25	0	0.0
G3400310124402	0.25	0.25	0.25	0.25	0	0.0
G3400310124500	0.25	0.25	0.25	0.25	0	0.0
G3400310124601	0.25	0.25	0.25	0.25	0	0.0
G3400310124602	0.25	0.25	0.25	0.25	0	0.0
G3400310124700	0.25	0.25	0.25	0.25	0	0.0
G3400310124800	0.25	0.25	0.25	0.25	0	0.0
G3400310124900	0.25	0.25	0.25	0.25	0	0.0
G3400310125000	0.25	0.25	0.25	0.25	0	0.0
G3400310125100	0.25	0.25	0.25	0.25	0	0.0
G3400310133701	0.25	0.25	0.25	0.25	0	0.0
G3400310133702	0.25	0.25	0.25	0.25	0	0.0
G3400310143200	0.25	0.25	0.25	0.25	0	0.0
G3400310143300	0.25	0.25	0.25	0.25	0	0.0
G3400310143400	0.25	0.25	0.25	0.25	0	0.0
G3400310154001	0.25	0.25	0.25	0.25	0	0.0
G3400310154002	0.25	0.25	0.25	0.25	0	0.0
G3400310163500	0.25	0.25	0.25	0.25	0	0.0
G3400310175200	0.25	0.25	0.25	0.25	0	0.0
G3400310175301	0.25	0.25	0.25	0.25	0	0.0
G3400310175302	0.25	0.25	0.25	0.25	0	0.0
G3400310175401	0.25	0.25	0.25	0.25	0	0.0
G3400310175402	0.25	0.25	0.25	0.25	0	0.0
G3400310175500	0.25	0.25	0.25	0.25	0	0.0
G3400310175601	0.25	0.25	0.25	0.25	0	0.0
G3400310175602	0.25	0.25	0.25	0.25	0	0.0
G3400310175701	0.25	0.25	0.25	0.25	0	0.0
G3400310175703	0.25	0.25	0.25	0.25	0	0.0
G3400310175704	0.25	0.25	0.25	0.25	0	0.0
G3400310175801	0.25	0.25	0.25	0.25	0	0.0
G3400310175802	0.25	0.25	0.25	0.25	0	0.0
G3400310175900	0.25	0.25	0.25	0.25	0	0.0
G3400310180100	0.25	0.25	0.25	0.25	0	0.0
G3400310180201	0.25	0.25	0.25	0.25	0	0.0
G3400310180202	0.25	0.25	0.25	0.25	0	0.0
G3400310180300	0.25	0.25	0.25	0.25	0	0.0
G3400310180600	0.25	0.25	0.25	0.25	0	0.0
G3400310180700	0.25	0.25	0.25	0.25	0	0.0
G3400310180800	0.25	0.25	0.25	0.25	0	0.0
G3400310180900	0.25	0.25	0.25	0.25	0	0.0
G3400310181000	0.25	0.25	0.25	0.25	0	0.0
G3400310181100	0.25	0.25	0.25	0.25	0	0.0
G3400310181200	0.25	0.25	0.25	0.25	0	0.0
G3400310181300	0.25	0.25	0.25	0.25	0	0.0
G3400310181400	0.25	0.25	0.25	0.25	0	0.0
G3400310181500	0.25	0.25	0.25	0.25	0	0.0
G3400310181702	0.25	0.25	0.25	0.25	0	0.0
G3400310181800	0.25	0.25	0.25	0.25	0	0.0
G3400310181900	0.25	0.25	0.25	0.25	0	0.0
G3400310182000	0.25	0.25	0.25	0.25	0	0.0
G3400310182100	0.25	0.25	0.25	0.25	0	0.0
G3400310182200	0.25	0.25	0.25	0.25	0	0.0
G3400310182301	0.25	0.25	0.25	0.25	0	0.0
G3400310182302	0.25	0.25	0.25	0.25	0	0.0
G3400310182400	0.25	0.25	0.25	0.25	0	0.0
G3400310182500	0.25	0.25	0.25	0.25	0	0.0
G3400310182600	0.25	0.25	0.25	0.25	0	0.0
G3400310182700	0.25	0.25	0.25	0.25	0	0.0
G3400310182800	0.25	0.25	0.25	0.25	0	0.0
G3400310182900	0.25	0.25	0.25	0.25	0	0.0
G3400310183000	0.25	0.25	0.25	0.25	0	0.0
G3400310183101	0.25	0.25	0.25	0.25	0	0.0
G3400310183102	0.25	0.25	0.25	0.25	0	0.0
G3400310183200	0.25	0.25	0.25	0.25	0	0.0
G3400310196401	0.25	0.25	0.25	0.25	0	0.0
G3400310196402	0.25	0.25	0.25	0.25	0	0.0
G3400310203600	0.25	0.25	0.25	0.25	0	0.0
G3400310216701	0.25	0.25	0.25	0.25	0	0.0
G3400310216702	0.25	0.25	0.25	0.25	0	0.0
G3400310223801	0.25	0.25	0.25	0.25	0	0.0
G3400310223802	0.25	0.25	0.25	0.25	0	0.0
G3400310223900	0.25	0.25	0.25	0.25	0	0.0
G3400310236601	0.25	0.25	0.25	0.25	0	0.0
G3400310236602	0.25	0.25	0.25	0.25	0	0.0
G3400310246001	0.25	0.25	0.25	0.25	0	0.0
G3400310246002	0.25	0.25	0.25	0.25	0	0.0
G3400310246003	0.25	0.25	0.25	0.25	0	0.0
G3400310246101	0.25	0.25	0.25	0.25	0	0.0
G3400310246102	0.25	0.25	0.25	0.25	0	0.0
G3400310246103	0.25	0.25	0.25	0.25	0	0.0
G3400310246104	0.25	0.25	0.25	0.25	0	0.0
G3400310246201	0.25	0.25	0.25	0.25	0	0.0
G3400310246202	0.25	0.25	0.25	0.25	0	0.0
G3400310246203	0.25	0.25	0.25	0.25	0	0.0
G3400310246300	0.25	0.25	0.25	0.25	0	0.0
G3400310256801	0.25	0.25	0.25	0.25	0	0.0
G3400310256802	0.25	0.25	0.25	0.25	0	0.0
G3400310256803	0.25	0.25	0.25	0.25	0	0.0
G3400310256804	0.25	0.25	0.25	0.25	0	0.0
G3400310256805	0.25	0.25	0.25	0.25	0	0.0
G3400310264101	0.25	0.25	0.25	0.25	0	0.0
G3400310264102	0.25	0.25	0.25	0.25	0	0.0
G3400310264200	0.25	0.25	0.25	0.25	0	0.0
G3400330020100	0.25	0.25	0.25	0.25	0	0.0
G3400330020200	0.25	0.25	0.25	0.25	0	0.0
G3400330020300	0.25	0.25	0.25	0.25	0	0.0
G3400330020400	0.25	0.25	0.25	0.25	0	0.0
G3400330020500	0.25	0.25	0.25	0.25	0	0.0
G3400330020600	0.25	0.25	0.25	0.25	0	0.0
G3400330020700	0.25	0.25	0.25	0.25	0	0.0
G3400330020800	0.25	0.25	0.25	0.25	0	0.0
G3400330020900	0.25	0.25	0.25	0.25	0	0.0
G3400330021000	0.25	0.25	0.25	0.25	0	0.0
G3400330021101	0.25	0.25	0.25	0.25	0	0.0
G3400330021102	0.25	0.25	0.25	0.25	0	0.0
G3400330021201	0.25	0.25	0.25	0.25	0	0.0
G3400330021202	0.25	0.25	0.25	0.25	0	0.0
G3400330021300	0.25	0.25	0.25	0.25	0	0.0
G3400330021400	0.25	0.25	0.25	0.25	0	0.0
G3400330021500	0.25	0.25	0.25	0.25	0	0.0
G3400330021600	0.25	0.25	0.25	0.25	0	0.0
G3400330021700	0.25	0.25	0.25	0.25	0	0.0
G3400330021900	0.25	0.25	0.25	0.25	0	0.0
G3400330022000	0.25	0.25	0.25	0.25	0	0.0
G3400330022100	0.25	0.25	0.25	0.25	0	0.0
G3400330022201	0.25	0.25	0.25	0.25	0	0.0
G3400330022202	0.25	0.25	0.25	0.25	0	0.0
G3400330990000	0.25	0.25	0.25	0.25	0	0.0
G3400350050100	0.25	0.25	0.25	0.25	0	0.0
G3400350050200	0.25	0.25	0.25	0.25	0	0.0
G3400350050300	0.25	0.25	0.25	0.25	0	0.0
G3400350050400	0.25	0.25	0.25	0.25	0	0.0
