Dependency=Location	Dependency=Vintage	Dependency=Geometry House Size	Dependency=HVAC System Cooling	Option=0-50	Option=50-100	Option=100-150	Option=150-200	Option=200-250	Option=250-300	Option=300+	Count	Weight
Outside MSA, rural	1970s	3500+	Central	0.042310423914	0.0977287923981	0.0375934865381	0.070341179907	0.0554159971641	0.0345308020593	0.662079318019	47	137211.807518
Outside MSA, rural	1970s	3500+	Room	0.0	0.0	0.0	0.0	0.342007912734	0.342199903746	0.31579218352	3	7237.0580485
Outside MSA, rural	1970s	3500+	None	0.0	0.198171869339	0.206755582574	0.37290783462	0.0	0.0	0.222164713468	5	11885.106387
Outside MSA, rural	1970s	Blank	Central	0.0550465833495	0.0496797018901	0.224099627505	0.117641839673	0.0473198108938	0.0529135135331	0.453298923155	20	51052.4299584
Outside MSA, rural	1970s	Blank	Room	0.0	0.154894998285	0.0	0.142121736866	0.0	0.361435548618	0.341547716231	6	16148.2836011
Outside MSA, rural	1970s	Blank	None	0.0	0.0	0.0	0.0	0.0	0.249875467431	0.750124532569	4	10497.4121568
Outside MSA, rural	1980s	0-1499	Central	0.0533267130788	0.0820473862546	0.17653295073	0.126870958131	0.0921062452802	0.113311815215	0.35580393131	81	229374.165155
Outside MSA, rural	1980s	0-1499	Room	0.0291667314814	0.130153864669	0.04347641236	0.191369369091	0.0367987313704	0.0463187091077	0.52271618192	25	61492.6595682
Outside MSA, rural	1980s	0-1499	None	0.107630668642	0.0	0.0535775203347	0.0950082120508	0.143142749839	0.0598526989252	0.540788150209	17	45072.3551877
Outside MSA, rural	1980s	1500-2499	Central	0.0239706439436	0.0224329751052	0.0638039426846	0.191749282975	0.113042804801	0.080963916393	0.504036434098	119	304765.286117
Outside MSA, rural	1980s	1500-2499	Room	0.0555360326563	0.0910420949941	0.0778358741972	0.032012090245	0.0616570102083	0.0808728596823	0.601044038017	32	87629.7178576
Outside MSA, rural	1980s	1500-2499	None	0.0851812763557	0.0	0.159094262092	0.0	0.193771132856	0.129306675993	0.432646652702	19	50016.5104231
Outside MSA, rural	1980s	2500-3499	Central	0.086829790108	0.0192240864772	0.0424258031877	0.0769023136673	0.0355242371778	0.0588835916714	0.680210177711	49	117621.144062
Outside MSA, rural	1980s	2500-3499	Room	0.0402510141135	0.0	0.0636370265418	0.0	0.0	0.080774243058	0.815337716287	14	36555.6452653
Outside MSA, rural	1980s	2500-3499	None	0.0	0.0738356848386	0.0786563893035	0.0850816871185	0.0	0.0	0.762426238739	12	29746.8167242
Outside MSA, rural	1980s	3500+	Central	0.0437436832986	0.0	0.131134031728	0.0494567284956	0.0	0.0	0.775665556478	21	49208.819413
Outside MSA, rural	1980s	3500+	Room	0.0	0.0	0.0	0.0	0.0	0.218001111682	0.781998888318	4	9795.386647
Outside MSA, rural	1980s	3500+	None	0.0	0.0	0.0	0.160843295208	0.156514346532	0.136087011317	0.546555346943	7	20057.3108872
Outside MSA, rural	1980s	Blank	Central	0.0	0.0387132738006	0.129623243338	0.042750602405	0.327236089553	0.0	0.461676790903	12	44812.0231535
Outside MSA, rural	1980s	Blank	Room	0.156305093122	0.0	0.344341739647	0.0	0.345396612079	0.0	0.153956555151	6	14905.6342021
Outside MSA, rural	1980s	Blank	None	0.0	0.0	0.0	0.0	0.387410863643	0.0	0.612589136357	3	6949.0005796
Outside MSA, rural	1990s	0-1499	Central	0.02894048654	0.0524908217885	0.0932491604793	0.109278085604	0.133772737747	0.111550747541	0.4707179603	89	215830.380017
Outside MSA, rural	1990s	0-1499	Room	0.0258150667777	0.0351057247336	0.197596539791	0.183402948786	0.106290986147	0.0381341299394	0.413654603825	27	67742.5430994
Outside MSA, rural	1990s	0-1499	None	0.155753790255	0.0576918193169	0.0495174747548	0.28446939591	0.0283573826301	0.0	0.424210137133	14	32916.6576178
Outside MSA, rural	1990s	1500-2499	Central	0.0188147557607	0.0483357465564	0.057114896813	0.126689996824	0.0879989967577	0.0446777675779	0.616367839711	208	576260.3803
Outside MSA, rural	1990s	1500-2499	Room	0.0439462848807	0.0475232212393	0.0	0.0169725371054	0.174239589737	0.10262352358	0.614694843458	33	75640.1448547
Outside MSA, rural	1990s	1500-2499	None	0.0	0.0550040329424	0.150001399562	0.0558326875892	0.130948719638	0.0442069134741	0.564006246795	36	80262.7000973
Outside MSA, rural	1990s	2500-3499	Central	0.0	0.00857611881786	0.0600388292364	0.0492164076643	0.0747456901824	0.0859592986013	0.721463655498	92	228987.327252
Outside MSA, rural	1990s	2500-3499	Room	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7	12400.3079205
Outside MSA, rural	1990s	2500-3499	None	0.0678796239215	0.0	0.0	0.186142022568	0.0	0.0717044751309	0.67427387838	10	24348.5446886
Outside MSA, rural	1990s	3500+	Central	0.0394669102525	0.0239680343121	0.0	0.0918840701953	0.100887181905	0.0108567550187	0.732937048316	62	150089.831721
Outside MSA, rural	1990s	3500+	Room	0.0	0.0	0.133673478187	0.0	0.135453216867	0.0	0.730873304945	6	13640.5398006
Outside MSA, rural	1990s	3500+	None	0.0	0.813447838555	0.0	0.0	0.0	0.0	0.186552161445	4	10238.1139125
Outside MSA, rural	1990s	Blank	Central	0.0	0.0652828653962	0.0630491380164	0.0	0.0	0.265529252835	0.606138743752	12	30426.3986353
Outside MSA, rural	1990s	Blank	Room	0.0	0.422104710777	0.0	0.0	0.0	0.0	0.577895289223	3	6496.9312971
Outside MSA, rural	1990s	Blank	None	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2	3317.90501668
Outside MSA, rural	2000s	0-1499	Central	0.0256889138906	0.0	0.102071963471	0.169970181593	0.0746079903375	0.137393895249	0.490267055459	62	171900.410952
Outside MSA, rural	2000s	0-1499	Room	0.132740678033	0.0317072134217	0.0318880242137	0.0314526714054	0.213030660162	0.205387363391	0.353793389373	23	77807.1875219
Outside MSA, rural	2000s	0-1499	None	0.0	0.0	0.0387662170217	0.245211785944	0.0	0.160538092495	0.555483904539	14	34786.7063182
Outside MSA, rural	2000s	1500-2499	Central	0.0369553933376	0.0297874160198	0.0536435770551	0.0780941090926	0.0743123939626	0.0814503178197	0.645756792713	263	663927.323292
Outside MSA, rural	2000s	1500-2499	Room	0.0653731697001	0.10481786235	0.0344863720501	0.0346407556677	0.121288569856	0.0	0.639393270377	25	64623.0841029
Outside MSA, rural	2000s	1500-2499	None	0.027905652825	0.0181155266539	0.10702044399	0.0755333114806	0.0480306982165	0.0723081615209	0.651086205313	33	104211.230271
Outside MSA, rural	2000s	2500-3499	Central	0.0210918624426	0.0106757048525	0.0400920393665	0.0625331860437	0.0742263420844	0.0992715765615	0.692109288649	140	350073.145427
Outside MSA, rural	2000s	2500-3499	Room	0.0	0.123358789795	0.115992915926	0.0	0.228374210708	0.135756460578	0.396517622992	8	21262.883465
Outside MSA, rural	2000s	2500-3499	None	0.0	0.0358584384606	0.0	0.0725126402898	0.11701205661	0.0686158650168	0.706000999623	16	34365.7191083
Outside MSA, rural	2000s	3500+	Central	0.0123666777202	0.0430543848008	0.0592006051939	0.0285369262346	0.0709945753435	0.131299887673	0.654546943034	76	188381.023991
Outside MSA, rural	2000s	3500+	Room	0.151622971652	0.0	0.0	0.0	0.0	0.0	0.848377028348	5	11423.0626945
Outside MSA, rural	2000s	3500+	None	0.0	0.159659347419	0.101183581759	0.0925627000666	0.0982449569887	0.0707650468677	0.4775843669	9	25056.5978189
Outside MSA, rural	2000s	Blank	Central	0.0	0.0	0.0	0.117706925329	0.189111820285	0.0	0.693181254386	12	27721.2380622
Outside MSA, rural	2000s	Blank	Room	0.0	0.0	0.42424311939	0.0	0.331576445629	0.0	0.244180434981	4	10934.9375117
Outside MSA, rural	2000s	Blank	None	0.257137747571	0.327282692654	0.24069591364	0.174883646135	0.0	0.0	0.0	4	11003.77929
Central city of MSA	<1950	0-1499	Central	0.0613378691372	0.0394063004036	0.126011819628	0.107548008881	0.0836179151525	0.0836335117845	0.498444575013	284	659449.398702
Central city of MSA	<1950	0-1499	Room	0.0658583514484	0.126168975145	0.116391990006	0.109654925936	0.123280000042	0.104471169655	0.354174587768	226	463959.409062
Central city of MSA	<1950	0-1499	None	0.0655475449998	0.0542387268946	0.0907542300207	0.106002018847	0.0819104921871	0.082500400668	0.519046586383	99	226404.931827
Central city of MSA	<1950	1500-2499	Central	0.0567669142077	0.0376137099539	0.0583827773657	0.0846678918073	0.0897582570706	0.069675915899	0.603134533696	310	682027.000983
Central city of MSA	<1950	1500-2499	Room	0.0251901004353	0.0658415108878	0.0852567897392	0.0809416931862	0.0856301677546	0.11940096746	0.537738770537	170	342543.785543
Central city of MSA	<1950	1500-2499	None	0.0246460625505	0.0843383817089	0.0826742159257	0.0747665524132	0.0770073439678	0.0544150317982	0.602152411636	80	187539.311662
Central city of MSA	<1950	2500-3499	Central	0.0112593482167	0.0280145856647	0.0436453260869	0.0977922217671	0.03791710017	0.0451988862943	0.7361725318	98	206298.965242
Central city of MSA	<1950	2500-3499	Room	0.026557818126	0.0748279395542	0.120510751345	0.121881673059	0.116694925182	0.111827331928	0.427699560806	59	108047.20399
Central city of MSA	<1950	2500-3499	None	0.00767598317996	0.109890294102	0.0597307897838	0.0432515664381	0.111421294492	0.0	0.668030072004	28	64023.2846032
Central city of MSA	<1950	3500+	Central	0.0892656690714	0.0578234691182	0.0471029390548	0.0592405318181	0.04622246128	0.0932585593688	0.607086370289	67	141621.738088
Central city of MSA	<1950	3500+	Room	0.0934131613822	0.0180875708072	0.0880307142189	0.0243641234183	0.09468112134	0.0773948523361	0.604028456497	51	84587.914716
Central city of MSA	<1950	3500+	None	0.0	0.0	0.121175734661	0.16494371824	0.0	0.0	0.713880547099	15	38559.7609752
Central city of MSA	<1950	Blank	Central	0.0398779753292	0.0833682079183	0.124586099027	0.134119730639	0.0761859661586	0.0366023917235	0.505259629204	109	149715.309035
Central city of MSA	<1950	Blank	Room	0.107362635557	0.110170353203	0.0870692829456	0.238537661299	0.105556115561	0.0475617029611	0.303742248473	129	162427.308855
Central city of MSA	<1950	Blank	None	0.0412646846476	0.133610248432	0.178857893846	0.0452972012607	0.0878567388761	0.13051377229	0.382599460647	34	39578.9867825
Central city of MSA	1950s	0-1499	Central	0.0567634449118	0.0565645688835	0.141847969764	0.0937395625144	0.110731627549	0.105734034732	0.434618791646	297	643641.352385
Central city of MSA	1950s	0-1499	Room	0.0415476233177	0.111401102911	0.120605752493	0.136757071001	0.0968709892851	0.083111079768	0.409706381224	102	235912.375286
Central city of MSA	1950s	0-1499	None	0.0328720104914	0.00784810913093	0.131243658621	0.0324290355523	0.0294194586852	0.117925811271	0.648261916248	34	83330.7303555
Central city of MSA	1950s	1500-2499	Central	0.0377738709047	0.0289185888667	0.0877463154126	0.101047853494	0.0879160588934	0.0908749544856	0.565722357943	266	606061.886755
Central city of MSA	1950s	1500-2499	Room	0.0522608864056	0.0655132951455	0.0578619790949	0.166471409206	0.114279143005	0.0187722316711	0.524841055472	43	95574.059682
Central city of MSA	1950s	1500-2499	None	0.111787583835	0.0761397812454	0.106701036315	0.0913346583626	0.0597739296577	0.124255278438	0.430007732147	28	63303.1049651
Central city of MSA	1950s	2500-3499	Central	0.0493877650342	0.0675122980099	0.106005571952	0.0	0.0679043641234	0.0638704542688	0.645319546612	60	135527.244484
Central city of MSA	1950s	2500-3499	Room	0.0	0.0	0.153787809754	0.0422118954603	0.0340605288496	0.0	0.769939765936	14	27798.6882253
Central city of MSA	1950s	2500-3499	None	0.0	0.0309023862578	0.209687946582	0.0	0.17930654918	0.0	0.58010311798	6	16003.3083327
Central city of MSA	1950s	3500+	Central	0.0	0.0	0.053544328103	0.0981481267434	0.0	0.128793516496	0.719514028658	29	62043.5786026
Central city of MSA	1950s	3500+	Room	0.236927166316	0.137335474154	0.0	0.0293855699023	0.0	0.0575034695557	0.538848320073	11	24407.3552456
Central city of MSA	1950s	3500+	None	0.0	0.0	0.0	0.0	0.345591100554	0.0	0.654408899446	3	7331.9637648
Central city of MSA	1950s	Blank	Central	0.131294690014	0.0993816550901	0.117291779141	0.0706262260683	0.0369710070784	0.102530623835	0.441904018773	60	87700.1180544
Central city of MSA	1950s	Blank	Room	0.0295743105539	0.0892450737917	0.0965792842563	0.0296262441761	0.28914793593	0.158287782713	0.307539368579	34	45326.3596492
Central city of MSA	1950s	Blank	None	0.0342845643624	0.0	0.27922498505	0.246378550623	0.147355351693	0.0413658108286	0.251390737443	11	12999.2182266
Central city of MSA	1960s	0-1499	Central	0.0651626416155	0.0619660300442	0.128720415146	0.090635694654	0.088218568779	0.12061163532	0.444685014441	160	369846.398165
Central city of MSA	1960s	0-1499	Room	0.0594136910966	0.177914139505	0.128864511036	0.205505698071	0.0330763869049	0.106625008673	0.288600564714	37	88563.9169302
Central city of MSA	1960s	0-1499	None	0.0166301832866	0.0	0.0719979499869	0.19269638812	0.162120493742	0.0203650838827	0.536189900982	18	36204.9560491
Central city of MSA	1960s	1500-2499	Central	0.0300306395554	0.0515743340484	0.0829361947297	0.0969419528472	0.0755963562403	0.0758427956641	0.587077726915	301	745141.977669
Central city of MSA	1960s	1500-2499	Room	0.00873400535487	0.112155241617	0.166909644962	0.0899111161966	0.0	0.0501624479365	0.572127543933	25	54861.6062335
Central city of MSA	1960s	1500-2499	None	0.0355767439273	0.0	0.103162409794	0.045939600138	0.137611749422	0.0717924390786	0.60591705764	28	74310.7700751
Central city of MSA	1960s	2500-3499	Central	0.0146410894899	0.0341273867084	0.0844405526238	0.0480955747713	0.071096915087	0.0659904212074	0.681608060112	75	178307.478943
Central city of MSA	1960s	2500-3499	Room	0.214269519137	0.0	0.0	0.127213438018	0.0909410261769	0.0	0.567576016668	6	11021.1792657
Central city of MSA	1960s	2500-3499	None	0.0	0.0	0.0	0.0	0.0	0.0	1.0	9	21754.0968631
Central city of MSA	1960s	3500+	Central	0.00756006269285	0.0	0.0790605185876	0.0669558930081	0.0475899206821	0.178022239445	0.620811365584	29	63644.7309617
Central city of MSA	1960s	3500+	Room	0.0	0.0	0.0	0.0	0.688022439338	0.0	0.311977560662	2	3519.99958
Central city of MSA	1960s	3500+	None	0.285961875651	0.0	0.0	0.382047558259	0.33199056609	0.0	0.0	3	7466.9967671
Central city of MSA	1960s	Blank	Central	0.0506108677404	0.05574886029	0.314560168576	0.0549785533693	0.205239790288	0.0293288538303	0.289532905906	46	79108.7460317
Central city of MSA	1960s	Blank	Room	0.0627743641825	0.188037794895	0.0	0.0386956284084	0.154772819909	0.0915302849553	0.464189107649	15	16276.7512679
Central city of MSA	1960s	Blank	None	0.246552922371	0.156794952876	0.499139016794	0.0	0.0	0.0489208629807	0.048592244979	8	12307.5313536
Central city of MSA	1970s	0-1499	Central	0.0616015490063	0.0178858738329	0.0906832083652	0.108032842292	0.0963572407198	0.103633131974	0.52180615381	142	352307.141338
Central city of MSA	1970s	0-1499	Room	0.10229663446	0.0820766577084	0.261795579681	0.0716927275736	0.113465829349	0.0506842541512	0.317988317076	27	60294.9239557
Central city of MSA	1970s	0-1499	None	0.177249733556	0.118815661717	0.0561840157213	0.104591409338	0.207142056836	0.12842321268	0.207593910152	19	48832.4389558
Central city of MSA	1970s	1500-2499	Central	0.0284901290793	0.0239455220068	0.0589249545058	0.0929513704655	0.0889896834845	0.0897562810453	0.616942059413	263	673842.395272
Central city of MSA	1970s	1500-2499	Room	0.076821778074	0.0	0.134630151758	0.0	0.0755388039542	0.0	0.713009266214	17	41569.6904402
Central city of MSA	1970s	1500-2499	None	0.0	0.0580258312834	0.0451091402901	0.123577011771	0.053459959995	0.0274875885091	0.692340468152	39	96594.8696198
Central city of MSA	1970s	2500-3499	Central	0.0233833688106	0.0236446920272	0.0177282588649	0.0625244650042	0.0595797495681	0.0779856573994	0.735153808326	97	242721.485359
Central city of MSA	1970s	2500-3499	Room	0.0	0.0	0.170101982079	0.0	0.156582658374	0.0	0.673315359547	7	16500.9866216
Central city of MSA	1970s	2500-3499	None	0.0	0.311001020733	0.0	0.0	0.121636766472	0.0	0.567362212795	8	21895.7313479
Central city of MSA	1970s	3500+	Central	0.0588427191087	0.05284285244	0.123431263324	0.0957554862649	0.0	0.0556693918996	0.613458286963	43	97880.0270286
Central city of MSA	1970s	3500+	Room	0.0	0.386264587874	0.0	0.0	0.0	0.0	0.613735412126	3	3381.4291434
Central city of MSA	1970s	3500+	None	0.0	0.0	0.0	0.193722881161	0.0	0.113561506667	0.692715612172	4	19057.9278967
Central city of MSA	1970s	Blank	Central	0.0644313215452	0.0850866555657	0.121841967689	0.198211441655	0.154169174259	0.0	0.376259439287	28	55448.1338192
Central city of MSA	1970s	Blank	Room	0.226569669209	0.0753398543626	0.0	0.0	0.11152464815	0.0	0.586565828279	15	17107.6298309
Central city of MSA	1970s	Blank	None	0.0	0.0	0.140963351551	0.0	0.436192270985	0.0	0.422844377465	4	5680.4977225
Central city of MSA	1980s	0-1499	Central	0.0387290451982	0.0468386687464	0.0318079903175	0.0989844110464	0.119613781106	0.0806440577921	0.583382045793	79	198328.739877
Central city of MSA	1980s	0-1499	Room	0.217225190036	0.123775658251	0.0	0.101870706742	0.118954909717	0.11147433789	0.326699197364	11	24428.2313728
Central city of MSA	1980s	0-1499	None	0.124650071235	0.0	0.138190370477	0.107527137106	0.0	0.0690509336303	0.560581487551	9	23993.774162
Central city of MSA	1980s	1500-2499	Central	0.0475233505217	0.00910162819997	0.0424055774284	0.0865474547123	0.0664490591242	0.100541662484	0.647431267529	184	461658.826046
Central city of MSA	1980s	1500-2499	Room	0.103369183836	0.0	0.0	0.151786540607	0.0	0.0	0.744844275558	7	18614.9179717
Central city of MSA	1980s	1500-2499	None	0.136182291893	0.0	0.062635066198	0.0	0.0	0.0	0.801182641909	15	39589.447013
Central city of MSA	1980s	2500-3499	Central	0.0197884501096	0.0161459836001	0.0175758343575	0.0661919845008	0.0513907727387	0.0322197312101	0.796687243483	65	156926.994332
Central city of MSA	1980s	2500-3499	Room	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Central city of MSA	1980s	2500-3499	None	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7	17721.1684556
Central city of MSA	1980s	3500+	Central	0.0	0.0	0.0	0.0702984116184	0.0858789244932	0.0	0.843822663888	28	58516.4671362
Central city of MSA	1980s	3500+	Room	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Central city of MSA	1980s	3500+	None	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2	4756.1932592
Central city of MSA	1980s	Blank	Central	0.0568403969082	0.0	0.0	0.161366335782	0.0	0.173323141459	0.608470125851	9	15483.1252256
Central city of MSA	1980s	Blank	Room	0.101655836961	0.0	0.0749119062436	0.0	0.0	0.0	0.823432256796	4	8585.86818254
Central city of MSA	1980s	Blank	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Central city of MSA	1990s	0-1499	Central	0.0791565018748	0.0923671634367	0.0470995458303	0.107051351979	0.0706781801048	0.138460906217	0.465186350557	65	155586.39889
Central city of MSA	1990s	0-1499	Room	0.144693231656	0.237959144276	0.0	0.341594692356	0.275752931711	0.0	0.0	4	5414.12949025
