Dependency=Location	Dependency=Vintage	Dependency=Geometry House Size	Dependency=HVAC System Cooling	Option=0-50	Option=50-100	Option=100-150	Option=150-200	Option=200-250	Option=250-300	Option=300+	Count	Weight
Inside MSA, but not in central city - rural	<1950	Blank	Central	0.0	0.159301590093	0.0	0.0	0.311875245688	0.0	0.528823164219	4	9330.8946636
Inside MSA, but not in central city - rural	<1950	Blank	Room	0.157899889239	0.0	0.0	0.118856129507	0.116209441452	0.0362813366842	0.570753203118	9	19495.3764556
Inside MSA, but not in central city - rural	<1950	Blank	None	0.0	0.276022361627	0.3762506575	0.0	0.0	0.0	0.347726980873	3	9192.9340081
Inside MSA, but not in central city - rural	1950s	0-1499	Central	0.316076294502	0.0	0.313168322396	0.25796293316	0.0800242998976	0.0	0.0327681500443	10	21936.6031936
Inside MSA, but not in central city - rural	1950s	0-1499	Room	0.0	0.0	0.246056994206	0.0	0.120601302191	0.140446777709	0.492894925894	12	25664.4101844
Inside MSA, but not in central city - rural	1950s	0-1499	None	0.0	0.0	0.0	0.0	0.790692598012	0.0	0.209307401988	4	9135.6696177
Inside MSA, but not in central city - rural	1950s	1500-2499	Central	0.0	0.0	0.0	0.346567750307	0.193692525993	0.0612552546737	0.398484469027	8	21125.8137248
Inside MSA, but not in central city - rural	1950s	1500-2499	Room	0.539447051361	0.0	0.0	0.0	0.0	0.234647157426	0.225905791212	3	9441.3744006
Inside MSA, but not in central city - rural	1950s	1500-2499	None	0.0	0.0	0.0	0.213672864297	0.539662341784	0.0	0.246664793919	5	10338.6498668
Inside MSA, but not in central city - rural	1950s	2500-3499	Central	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1950s	2500-3499	Room	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1950s	2500-3499	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1950s	3500+	Central	0.0	0.0	0.0	0.0	0.537182666008	0.0	0.462817333992	2	4246.4210384
Inside MSA, but not in central city - rural	1950s	3500+	Room	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1950s	3500+	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1950s	Blank	Central	0.0	0.42480006459	0.0	0.0	0.0	0.0	0.57519993541	2	1226.06580096
Inside MSA, but not in central city - rural	1950s	Blank	Room	0.0	0.0	0.512236478479	0.487763521521	0.0	0.0	0.0	2	4740.1086104
Inside MSA, but not in central city - rural	1950s	Blank	None	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1	370.75397796
Inside MSA, but not in central city - rural	1960s	0-1499	Central	0.168418621972	0.168009761087	0.166745447378	0.0565958018303	0.0	0.202192432906	0.238037934827	16	44855.9349722
Inside MSA, but not in central city - rural	1960s	0-1499	Room	0.0	0.20543612692	0.432570483978	0.113352100563	0.116670703779	0.0	0.13197058476	8	20318.1719568
Inside MSA, but not in central city - rural	1960s	0-1499	None	0.0	0.306724294601	0.0	0.0	0.0	0.244958201534	0.448317503865	4	10212.8950704
Inside MSA, but not in central city - rural	1960s	1500-2499	Central	0.0	0.0	0.137557800804	0.0	0.642494208505	0.0	0.21994799069	8	22059.0012392
Inside MSA, but not in central city - rural	1960s	1500-2499	Room	0.0	0.0	0.863323351433	0.0	0.0	0.0	0.136676648567	3	5591.13460975
Inside MSA, but not in central city - rural	1960s	1500-2499	None	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	2445.8476274
Inside MSA, but not in central city - rural	1960s	2500-3499	Central	0.0	0.352088669686	0.0	0.0	0.647911330314	0.0	0.0	2	4464.40692
Inside MSA, but not in central city - rural	1960s	2500-3499	Room	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1960s	2500-3499	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1960s	3500+	Central	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1960s	3500+	Room	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1960s	3500+	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1960s	Blank	Central	0.0	0.0	0.0	0.684791517168	0.0	0.0	0.315208482832	4	8403.95686056
Inside MSA, but not in central city - rural	1960s	Blank	Room	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	2438.9978503
Inside MSA, but not in central city - rural	1960s	Blank	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1970s	0-1499	Central	0.0843441227694	0.10624317349	0.136166886075	0.0947459121478	0.216615093648	0.148247714761	0.213637097109	23	67208.0930855
Inside MSA, but not in central city - rural	1970s	0-1499	Room	0.0	0.0	0.216924594907	0.306912513047	0.214061660351	0.051533354706	0.210567876989	9	22875.3927231
Inside MSA, but not in central city - rural	1970s	0-1499	None	0.0	0.0	0.0	0.334252163363	0.0	0.288843772088	0.376904064549	3	6671.6921541
Inside MSA, but not in central city - rural	1970s	1500-2499	Central	0.0897280335677	0.0	0.0	0.202675497359	0.195429376517	0.13839741956	0.373769672996	15	34079.5975083
Inside MSA, but not in central city - rural	1970s	1500-2499	Room	0.0	0.0	0.0	0.149735013345	0.168693968573	0.222713032214	0.458857985868	5	12360.3566591
Inside MSA, but not in central city - rural	1970s	1500-2499	None	0.0	0.187181657755	0.0	0.0370938932644	0.0	0.0	0.77572444898	6	11435.1429829
Inside MSA, but not in central city - rural	1970s	2500-3499	Central	0.553564335489	0.0	0.20333439423	0.0	0.0	0.0	0.243101270281	6	23557.654099
Inside MSA, but not in central city - rural	1970s	2500-3499	Room	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1970s	2500-3499	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1970s	3500+	Central	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1	943.37412221
Inside MSA, but not in central city - rural	1970s	3500+	Room	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	3156.2352859
Inside MSA, but not in central city - rural	1970s	3500+	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1970s	Blank	Central	0.0	0.0	0.0	0.15711658678	0.0	0.719549643644	0.123333769576	3	4061.75321344
Inside MSA, but not in central city - rural	1970s	Blank	Room	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1970s	Blank	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1980s	0-1499	Central	0.0	0.0546888748084	0.154867332118	0.151589112101	0.16778466849	0.177316078049	0.293753934434	20	51280.652614
Inside MSA, but not in central city - rural	1980s	0-1499	Room	0.250930241232	0.0	0.501942292591	0.0	0.0	0.0	0.247127466177	4	9392.85605645
Inside MSA, but not in central city - rural	1980s	0-1499	None	0.705467310277	0.0	0.0	0.0	0.0	0.0	0.294532689723	3	8867.3089522
Inside MSA, but not in central city - rural	1980s	1500-2499	Central	0.0389422478631	0.0	0.148701720088	0.0400629978473	0.150844073288	0.0284668989919	0.592982061922	26	65333.4252364
Inside MSA, but not in central city - rural	1980s	1500-2499	Room	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	2360.135538
Inside MSA, but not in central city - rural	1980s	1500-2499	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1980s	2500-3499	Central	0.0	0.146102082758	0.197813465711	0.118924827265	0.0	0.0	0.537159624267	6	15422.7880005
Inside MSA, but not in central city - rural	1980s	2500-3499	Room	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1980s	2500-3499	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1980s	3500+	Central	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3	6138.0098128
Inside MSA, but not in central city - rural	1980s	3500+	Room	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1980s	3500+	None	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	2405.8459938
Inside MSA, but not in central city - rural	1980s	Blank	Central	0.0	0.0	0.0	0.108552636903	0.0	0.0	0.891447363097	3	6805.68971052
Inside MSA, but not in central city - rural	1980s	Blank	Room	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1980s	Blank	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1990s	0-1499	Central	0.0	0.113952974463	0.189482685578	0.099165712777	0.128126878062	0.229349120989	0.23992262813	17	32296.7289329
Inside MSA, but not in central city - rural	1990s	0-1499	Room	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2	1320.9717077
Inside MSA, but not in central city - rural	1990s	0-1499	None	0.0	0.0	0.0	0.0	0.715189991432	0.0	0.284810008568	2	6798.3334467
Inside MSA, but not in central city - rural	1990s	1500-2499	Central	0.0	0.0393761053873	0.148838829003	0.0947024556776	0.142380717211	0.0991877685647	0.475514124156	25	65311.5957738
Inside MSA, but not in central city - rural	1990s	1500-2499	Room	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	2303.1476827
Inside MSA, but not in central city - rural	1990s	1500-2499	None	0.0	0.319851530018	0.240846366491	0.0	0.0	0.439302103491	0.0	3	6553.0318335
Inside MSA, but not in central city - rural	1990s	2500-3499	Central	0.147956710129	0.156347678492	0.0	0.0911799756858	0.129326051771	0.0	0.475189583921	6	13318.6776029
Inside MSA, but not in central city - rural	1990s	2500-3499	Room	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1990s	2500-3499	None	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	1602.7314339
Inside MSA, but not in central city - rural	1990s	3500+	Central	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	2706.2371449
Inside MSA, but not in central city - rural	1990s	3500+	Room	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1990s	3500+	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1990s	Blank	Central	0.28741847202	0.0	0.0933410171427	0.280786833863	0.0	0.241306294553	0.097147382421	6	19361.5350638
Inside MSA, but not in central city - rural	1990s	Blank	Room	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	1990s	Blank	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	2000s	0-1499	Central	0.0	0.121957106591	0.251479903177	0.179183042546	0.186931382321	0.176712614016	0.0837359513485	11	25386.6345992
Inside MSA, but not in central city - rural	2000s	0-1499	Room	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	2000s	0-1499	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	2000s	1500-2499	Central	0.0722181941099	0.094418860535	0.151810587147	0.078979890111	0.0457424185408	0.107172895314	0.449657154242	32	75444.6267794
Inside MSA, but not in central city - rural	2000s	1500-2499	Room	0.403505277176	0.0	0.0	0.0	0.0	0.0	0.596494722824	2	4159.5354404
Inside MSA, but not in central city - rural	2000s	1500-2499	None	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1	2198.48136
Inside MSA, but not in central city - rural	2000s	2500-3499	Central	0.0815499426677	0.0	0.0	0.25466158763	0.151825219779	0.153216362924	0.358746886998	13	35138.945171
Inside MSA, but not in central city - rural	2000s	2500-3499	Room	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	2000s	2500-3499	None	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	2969.5469884
Inside MSA, but not in central city - rural	2000s	3500+	Central	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	2235.7631091
Inside MSA, but not in central city - rural	2000s	3500+	Room	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	2000s	3500+	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	2000s	Blank	Central	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2	4647.4568885
Inside MSA, but not in central city - rural	2000s	Blank	Room	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Inside MSA, but not in central city - rural	2000s	Blank	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Central city of MSA	<1950	0-1499	Central	0.0907986952053	0.163935541907	0.185674399158	0.127798519203	0.144580815045	0.0504574126212	0.236754616861	134	344262.402399
Central city of MSA	<1950	0-1499	Room	0.1060396001	0.241297286056	0.12479626583	0.128522839439	0.0919376756593	0.0769991579921	0.230407174924	120	252327.078057
Central city of MSA	<1950	0-1499	None	0.0709024326131	0.153228678559	0.251312726939	0.0635091034214	0.0930621621261	0.0130103422908	0.35497455405	69	158388.850788
Central city of MSA	<1950	1500-2499	Central	0.0897780704529	0.115449642597	0.151745835404	0.0807829823222	0.0506651835102	0.066479669124	0.44509861659	58	133948.213331
Central city of MSA	<1950	1500-2499	Room	0.059739716272	0.254079051575	0.118210053736	0.11908822542	0.047679527898	0.106638682856	0.294564742243	50	105812.730425
Central city of MSA	<1950	1500-2499	None	0.100921262995	0.104311990888	0.131763127762	0.119618707886	0.237068624755	0.067120922346	0.239195363369	29	60970.4647056
Central city of MSA	<1950	2500-3499	Central	0.0	0.175510719936	0.292276767244	0.0	0.0	0.0	0.53221251282	6	11158.8967319
Central city of MSA	<1950	2500-3499	Room	0.13126528062	0.268339570557	0.144904673562	0.0	0.109891057114	0.08684019422	0.258759223927	9	19056.9769087
Central city of MSA	<1950	2500-3499	None	0.0	0.0460350147591	0.31236449334	0.141829458832	0.0	0.0	0.499771033069	8	15276.6188685
Central city of MSA	<1950	3500+	Central	0.0	0.0	0.0	0.688886794493	0.0	0.0	0.311113205507	4	7931.5849804
Central city of MSA	<1950	3500+	Room	0.0916982148697	0.188999133505	0.0	0.33624917806	0.0	0.0	0.383053473566	14	28810.2019464
Central city of MSA	<1950	3500+	None	0.0	0.0	0.0	0.273397252752	0.0	0.410028176316	0.316574570933	5	12684.8808234
Central city of MSA	<1950	Blank	Central	0.0227600870113	0.21057251316	0.227182031378	0.0116948055803	0.188753923818	0.114622182769	0.224414456283	26	40702.4627652
Central city of MSA	<1950	Blank	Room	0.145573160551	0.339849010563	0.0780269816723	0.161549200536	0.0936004603456	0.0503904466288	0.131010739703	54	69381.3706904
Central city of MSA	<1950	Blank	None	0.241499328228	0.196439306971	0.208742406301	0.0671685441279	0.115385438031	0.0	0.170764976342	28	39500.3290163
Central city of MSA	1950s	0-1499	Central	0.167067939658	0.0649880302569	0.212992452251	0.0939838773852	0.0946866887406	0.0412173212101	0.325063690498	87	209609.680092
Central city of MSA	1950s	0-1499	Room	0.070221495898	0.208718013454	0.147373290657	0.177407969801	0.0570635125344	0.0531633456846	0.286052371971	42	90202.3126564
Central city of MSA	1950s	0-1499	None	0.0799582100734	0.173719335305	0.151391006972	0.129174408519	0.0856590118726	0.0755104429501	0.304587584308	31	64958.0023288
Central city of MSA	1950s	1500-2499	Central	0.0457745481333	0.188038178858	0.225393147668	0.111796776026	0.140364664724	0.0431559251755	0.245476759416	44	106069.11811
Central city of MSA	1950s	1500-2499	Room	0.194074324937	0.0	0.287474390641	0.0	0.0	0.0335043642533	0.484946920168	13	32239.7187702
Central city of MSA	1950s	1500-2499	None	0.0262419196778	0.115780725256	0.124054407755	0.135259354655	0.160143219074	0.194604896203	0.24391547738	9	17561.7022073
Central city of MSA	1950s	2500-3499	Central	0.237583512402	0.0	0.250543048572	0.0	0.0	0.26049661972	0.251376819306	4	9272.8620544
Central city of MSA	1950s	2500-3499	Room	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1	3042.5048733
Central city of MSA	1950s	2500-3499	None	0.0	0.361047495509	0.0	0.248088329415	0.0	0.0665121338758	0.3243520412	4	8010.73977517
Central city of MSA	1950s	3500+	Central	0.0	0.0	0.121806126906	0.0	0.0	0.0	0.878193873094	4	5794.37830163
Central city of MSA	1950s	3500+	Room	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	2372.5302033
Central city of MSA	1950s	3500+	None	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1	2558.3408889
Central city of MSA	1950s	Blank	Central	0.056645675046	0.114526865487	0.0260193107507	0.150532708946	0.217934339514	0.0714672882887	0.362873811968	10	24598.4692213
Central city of MSA	1950s	Blank	Room	0.195850262618	0.261526421952	0.248688948293	0.0953553354003	0.0550558564941	0.0354755495513	0.108047625692	24	30732.5952999
Central city of MSA	1950s	Blank	None	0.0856671195526	0.154228609627	0.0249589643316	0.0982865300939	0.0243657938252	0.223437793888	0.389055188681	14	20290.0813824
Central city of MSA	1960s	0-1499	Central	0.221650048619	0.0549624998428	0.136812418651	0.113395843435	0.0402543530122	0.0295347337155	0.403390102725	53	137899.301037
Central city of MSA	1960s	0-1499	Room	0.210447488896	0.0714942018783	0.157808465328	0.247310824799	0.0665471197344	0.105780524449	0.140611374916	24	49831.2592812
Central city of MSA	1960s	0-1499	None	0.0755237974663	0.10651091737	0.0188020561142	0.186589367783	0.108730488903	0.0897595097317	0.414083862632	13	20242.7697236
Central city of MSA	1960s	1500-2499	Central	0.00223788880561	0.0740254869865	0.116188139104	0.139449374635	0.156765874511	0.0769911451958	0.434342090762	38	89894.4969321
Central city of MSA	1960s	1500-2499	Room	0.0996775475159	0.240080951614	0.121279136586	0.0753645946672	0.0	0.0	0.463597769617	10	19378.1066262
Central city of MSA	1960s	1500-2499	None	0.0	0.138659149229	0.0	0.467049052495	0.0	0.238095425427	0.156196372849	7	16641.8609484
Central city of MSA	1960s	2500-3499	Central	0.607689594511	0.0	0.0	0.392310405489	0.0	0.0	0.0	2	5762.0617365
Central city of MSA	1960s	2500-3499	Room	0.794431676923	0.205568323077	0.0	0.0	0.0	0.0	0.0	2	980.75069652
Central city of MSA	1960s	2500-3499	None	0.0	0.0	0.576880107856	0.0	0.255523409148	0.0	0.167596482996	4	7250.1583803
Central city of MSA	1960s	3500+	Central	0.0	0.0827794958531	0.0	0.0	0.46301850006	0.0	0.454202004087	3	4591.8119769
Central city of MSA	1960s	3500+	Room	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Central city of MSA	1960s	3500+	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Central city of MSA	1960s	Blank	Central	0.0562622232044	0.0773225419678	0.260358282525	0.156785652583	0.116525836213	0.133595949523	0.199149513983	12	20772.0491221
Central city of MSA	1960s	Blank	Room	0.227241388731	0.0495677853309	0.148453366017	0.0326519938837	0.248120922879	0.189590441714	0.104374101445	16	14515.9155489
Central city of MSA	1960s	Blank	None	0.0	0.130432638044	0.300692712583	0.0	0.0	0.0	0.568874649373	3	4742.88513994
Central city of MSA	1970s	0-1499	Central	0.0938865294031	0.0382339449762	0.124124307255	0.199273144253	0.0895165048865	0.02567000706	0.429295562166	42	100951.30072
Central city of MSA	1970s	0-1499	Room	0.139938244986	0.341892543789	0.174210238828	0.0269804119227	0.099346073363	0.0971962286494	0.120436258462	29	64856.7530108
Central city of MSA	1970s	0-1499	None	0.09554626264	0.179388834537	0.073046311941	0.26037602135	0.12082275937	0.065889302796	0.204930507366	18	34625.8718773
Central city of MSA	1970s	1500-2499	Central	0.197556762055	0.123204179007	0.0445358053094	0.141077288603	0.0983438014073	0.0248810288139	0.370401134804	42	101658.904438
Central city of MSA	1970s	1500-2499	Room	0.0	0.0558653470009	0.49352891624	0.2440200768	0.0	0.0	0.206585659959	6	9112.06263092
Central city of MSA	1970s	1500-2499	None	0.0	0.0	0.0789888890294	0.411277543722	0.0799877501767	0.159125283473	0.270620533598	9	24116.7471249
Central city of MSA	1970s	2500-3499	Central	0.0	0.0	0.13236901387	0.179995609276	0.0921315590879	0.100524608822	0.494979208944	10	26419.8008858
Central city of MSA	1970s	2500-3499	Room	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	512.61372872
Central city of MSA	1970s	2500-3499	None	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1	1987.3710482
Central city of MSA	1970s	3500+	Central	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Central city of MSA	1970s	3500+	Room	0.0	0.892643665764	0.0	0.0	0.0	0.107356334236	0.0	3	5842.35014779
Central city of MSA	1970s	3500+	None	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	2757.8416747
Central city of MSA	1970s	Blank	Central	0.256805521744	0.234410340913	0.0263507219127	0.0	0.0	0.26149485928	0.22093855615	11	22961.989313
Central city of MSA	1970s	Blank	Room	0.437876438369	0.232986242744	0.132003047785	0.0638743156091	0.050885454376	0.0491083278911	0.0332661732246	17	15354.0523655
Central city of MSA	1970s	Blank	None	0.207033263844	0.229150094609	0.184196696737	0.177677464293	0.0	0.201942480517	0.0	7	12509.3772778
Central city of MSA	1980s	0-1499	Central	0.064159146905	0.119594459464	0.187519848542	0.172565566174	0.0	0.147563526367	0.308597452548	27	68234.3077283
Central city of MSA	1980s	0-1499	Room	0.464621831718	0.146122988397	0.213329732947	0.175925446938	0.0	0.0	0.0	4	8628.7655545
Central city of MSA	1980s	0-1499	None	0.0	0.27875448573	0.0	0.25553784829	0.175761710543	0.130439292162	0.159506663274	7	14677.256975
Central city of MSA	1980s	1500-2499	Central	0.0397230603653	0.0432443993533	0.13858677645	0.0821756815332	0.0	0.175799527747	0.520470554552	23	60348.5137388
Central city of MSA	1980s	1500-2499	Room	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	2032.8560583
Central city of MSA	1980s	1500-2499	None	0.0	0.0	0.0	0.0	0.45916818843	0.0	0.54083181157	2	5268.9540551
Central city of MSA	1980s	2500-3499	Central	0.0	0.0	0.0	0.281404013711	0.0	0.19270444183	0.525891544459	4	8604.1792719
Central city of MSA	1980s	2500-3499	Room	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	2037.956397
Central city of MSA	1980s	2500-3499	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Central city of MSA	1980s	3500+	Central	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Central city of MSA	1980s	3500+	Room	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Central city of MSA	1980s	3500+	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Central city of MSA	1980s	Blank	Central	0.134129693737	0.251545432539	0.0	0.614324873724	0.0	0.0	0.0	7	4151.58821045
Central city of MSA	1980s	Blank	Room	0.137273642066	0.0	0.0	0.279014897968	0.583711459966	0.0	0.0	3	1718.88210394
Central city of MSA	1980s	Blank	None	0.0	0.0	0.0	0.0	0.140890241449	0.0	0.859109758551	2	623.879507508
Central city of MSA	1990s	0-1499	Central	0.00514921893137	0.124151284374	0.12619313132	0.0	0.0700645939061	0.123314103171	0.551127668298	14	31538.8140327
Central city of MSA	1990s	0-1499	Room	0.246351213112	0.198109844767	0.464902710572	0.0	0.0	0.0	0.0906362315484	5	4963.50360672
Central city of MSA	1990s	0-1499	None	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
Central city of MSA	1990s	1500-2499	Central	0.0	0.0493208183871	0.0261178188062	0.184459019055	0.191978928008	0.0958087899414	0.452314625802	33	62596.0060957
Central city of MSA	1990s	1500-2499	Room	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1389.9811264
