Dependency=Location Census Division	Dependency=Vintage	Dependency=Income	Option=0-1499	Option=1500-2499	Option=2500-3499	Option=3500+	Count	Weight
New England	<1950	0-25K	0.36000292656	0.413623873746	0.0597728541432	0.166600345551	48	147969.484285
New England	<1950	25-50K	0.417096550456	0.393745111609	0.151614316715	0.0375440212198	65	213099.997588
New England	<1950	50-75K	0.404231176892	0.368749386627	0.105652581503	0.121366854978	60	188526.004513
New England	<1950	75-100K	0.269455720512	0.480045218207	0.139050064825	0.111448996457	55	173008.073054
New England	<1950	100-125K	0.186256535397	0.496485626729	0.207451351516	0.109806486358	33	96118.3747784
New England	<1950	125-150K	0.278587983694	0.605103911049	0.0240614482003	0.0922466570571	21	71306.1540401
New England	<1950	150-200K	0.258407887751	0.284903424152	0.286302974239	0.170385713858	36	109809.474345
New England	<1950	200K+	0.0572439180818	0.447523531171	0.217880558779	0.277351991969	27	77024.4734227
New England	1950s	0-25K	0.35080141465	0.349369144686	0.168464470775	0.131364969889	27	77301.9222004
New England	1950s	25-50K	0.470419745179	0.326282293062	0.177942473287	0.0253554884728	37	108056.627122
New England	1950s	50-75K	0.361329832654	0.352394867614	0.157992750668	0.128282549064	29	85672.6238137
New England	1950s	75-100K	0.314832482609	0.471490092875	0.0969138837642	0.116763540752	26	80490.9799795
New England	1950s	100-125K	0.379451481633	0.495747263371	0.124801254996	0.0	27	88744.1379719
New England	1950s	125-150K	0.152194545142	0.532759143866	0.257951563894	0.0570947470975	20	62228.1313836
New England	1950s	150-200K	0.477353685383	0.323258654593	0.145707967121	0.053679692903	13	41199.1670462
New England	1950s	200K+	0.0525130101977	0.626454593541	0.195284473505	0.125747922757	17	51279.773284
New England	1960s	0-25K	0.436191083922	0.475052041791	0.0887568742866	0.0	21	69602.2706067
New England	1960s	25-50K	0.382457524489	0.316438925786	0.254319518462	0.0467840312634	21	66359.632051
New England	1960s	50-75K	0.377978082914	0.421061159114	0.200960757972	0.0	23	74537.6184125
New England	1960s	75-100K	0.34548269657	0.587777454805	0.0667398486254	0.0	19	58498.8944838
New England	1960s	100-125K	0.0581022890566	0.688351495122	0.116333801687	0.137212414134	16	51485.1421979
New England	1960s	125-150K	0.097223138484	0.506460504753	0.229029795264	0.167286561499	12	36170.019687
New England	1960s	150-200K	0.297347866816	0.279506715479	0.13944931881	0.283696098895	7	21886.5970494
New England	1960s	200K+	0.0	0.229986411978	0.62115346028	0.148860127742	13	41358.5709181
New England	1970s	0-25K	0.389475478922	0.338138759459	0.21392975449	0.0584560071285	19	58307.9000625
New England	1970s	25-50K	0.377509376611	0.622490623389	0.0	0.0	15	45128.1552552
New England	1970s	50-75K	0.378283840668	0.370485183194	0.251230976137	0.0	29	100493.290227
New England	1970s	75-100K	0.158222329164	0.58201406254	0.0900690403623	0.169694567933	21	70853.7632679
New England	1970s	100-125K	0.0374204808558	0.706830193253	0.155540062188	0.100209263703	19	58177.0555244
New England	1970s	125-150K	0.0	0.338593134109	0.373330990593	0.288075875298	11	43080.0831106
New England	1970s	150-200K	0.0975270495169	0.370083214407	0.532389736076	0.0	13	43950.3894738
New England	1970s	200K+	0.0	0.509937014131	0.268053887824	0.222009098045	14	41374.5499751
New England	1980s	0-25K	0.443140366902	0.464125237478	0.0927343956197	0.0	9	25230.9532096
New England	1980s	25-50K	0.449590788121	0.433625811366	0.116783400513	0.0	17	49832.4042324
New England	1980s	50-75K	0.348389985816	0.384044998235	0.0637070890747	0.203857926874	15	42243.7362056
New England	1980s	75-100K	0.181195500457	0.442702199412	0.284256757845	0.0918455422864	22	64953.7196307
New England	1980s	100-125K	0.0707041141904	0.555338982315	0.29938733231	0.0745695711846	14	40866.3006571
New England	1980s	125-150K	0.126074947358	0.285860373021	0.479314605395	0.108750074227	11	31431.7123295
New England	1980s	150-200K	0.0468278782929	0.53833226325	0.207648967895	0.207190890561	18	58146.4216224
New England	1980s	200K+	0.0	0.29973716767	0.493078985477	0.207183846853	18	50290.4567
New England	1990s	0-25K	0.116818469219	0.610215461901	0.166580193285	0.106385875595	15	32395.0567405
New England	1990s	25-50K	0.178360946551	0.646733145239	0.0	0.17490590821	16	46464.2907903
New England	1990s	50-75K	0.202700393505	0.593096498812	0.204203107683	0.0	10	19086.3830708
New England	1990s	75-100K	0.303991614105	0.580606614839	0.0746145044431	0.0407872666135	22	50923.3000334
New England	1990s	100-125K	0.084793276723	0.694281204898	0.180372787178	0.0405527312014	22	50515.5811338
New England	1990s	125-150K	0.0245916863752	0.630051497664	0.34535681596	0.0	11	23255.0591039
New England	1990s	150-200K	0.0	0.214474347159	0.532278995717	0.253246657124	8	22627.1283008
New England	1990s	200K+	0.0	0.233715423918	0.455524661571	0.310759914511	11	23173.4688289
New England	2000s	0-25K	0.178982186107	0.447356969817	0.0302769001024	0.343383943974	7	13732.6470112
New England	2000s	25-50K	0.318294591765	0.410305863278	0.0869076339287	0.184491911028	18	47464.1119684
New England	2000s	50-75K	0.5204826314	0.241510473748	0.113230992123	0.124775902729	8	23977.4493501
New England	2000s	75-100K	0.181649146518	0.364441608781	0.440610332325	0.0132989123764	17	47914.652893
New England	2000s	100-125K	0.1060099287	0.471729218718	0.180779233048	0.241481619534	15	34447.3670869
New England	2000s	125-150K	0.0	0.221715511668	0.778284488332	0.0	12	27583.746505
New England	2000s	150-200K	0.0195165505048	0.320983881312	0.386164273354	0.273335294829	16	38262.1156315
New England	2000s	200K+	0.0	0.364349658783	0.455226670761	0.180423670455	17	39989.8040937
East North Central	<1950	0-25K	0.550228454909	0.311152209711	0.0960394713907	0.0425798639887	480	861324.690611
East North Central	<1950	25-50K	0.431968581217	0.411630067992	0.107632119171	0.04876923162	545	995481.157184
East North Central	<1950	50-75K	0.41571234396	0.422694772653	0.114550711469	0.0470421719179	360	623548.679136
East North Central	<1950	75-100K	0.333026026381	0.405193649106	0.218186768724	0.0435935557893	198	368284.071686
East North Central	<1950	100-125K	0.271244941689	0.46304300671	0.174103556118	0.0916084954823	106	169925.512356
East North Central	<1950	125-150K	0.204683275619	0.540252343768	0.206478621902	0.0485857587118	59	76455.8780501
East North Central	<1950	150-200K	0.215056862527	0.494161981013	0.16525027708	0.12553087938	47	63580.6321099
East North Central	<1950	200K+	0.135325842397	0.347569540093	0.281212916178	0.235891701331	63	84110.4508598
East North Central	1950s	0-25K	0.557855734411	0.310961164171	0.0851495789819	0.0460335224367	311	414635.8867
East North Central	1950s	25-50K	0.636491770873	0.283171904109	0.050472877967	0.029863447051	343	498761.119122
East North Central	1950s	50-75K	0.546739816512	0.336430207429	0.0656456043434	0.0511843717162	229	343420.947531
East North Central	1950s	75-100K	0.40415450884	0.444559319464	0.126218895341	0.0250672763555	186	244563.631538
East North Central	1950s	100-125K	0.424558752095	0.490775824928	0.0575938889632	0.0270715340145	98	113078.511286
East North Central	1950s	125-150K	0.489992883532	0.439118269734	0.0279994003987	0.0428894463351	41	41993.7710093
East North Central	1950s	150-200K	0.313138168538	0.375694753637	0.13984635105	0.171320726775	34	33147.9517383
East North Central	1950s	200K+	0.256893937711	0.254931432907	0.28195122029	0.206223409092	33	42197.7592955
East North Central	1960s	0-25K	0.517391464901	0.319546783018	0.100222838526	0.0628389135547	171	270925.305912
East North Central	1960s	25-50K	0.463424919067	0.464359661653	0.0483615779306	0.0238538413498	229	366873.097669
East North Central	1960s	50-75K	0.425015744016	0.429960889751	0.125003527839	0.0200198383944	175	277156.984336
East North Central	1960s	75-100K	0.296044794699	0.528227756209	0.143338835864	0.0323886132273	158	221894.879399
East North Central	1960s	100-125K	0.403507765481	0.457590623518	0.0887533211377	0.0501482898632	97	123935.147172
East North Central	1960s	125-150K	0.208511746147	0.471342652399	0.278789368977	0.0413562324773	64	86819.1337048
East North Central	1960s	150-200K	0.158899617802	0.505638268209	0.154936851395	0.180525262594	40	46331.1707892
East North Central	1960s	200K+	0.106769413089	0.242119592783	0.256210336865	0.394900657263	31	36523.2477973
East North Central	1970s	0-25K	0.471319463802	0.388494673749	0.0474891321865	0.0926967302622	160	295254.317608
East North Central	1970s	25-50K	0.352731241599	0.438318031835	0.154535107189	0.0544156193767	251	452787.247401
East North Central	1970s	50-75K	0.315735030453	0.509538778653	0.102272814857	0.0724533760367	221	360618.490772
East North Central	1970s	75-100K	0.186333734943	0.619998576263	0.145367146207	0.0483005425881	153	228417.026255
East North Central	1970s	100-125K	0.0970450508314	0.544434934531	0.303797419528	0.0547225951088	123	192455.26314
East North Central	1970s	125-150K	0.108954231465	0.432210787195	0.416232795323	0.0426021860175	61	90556.0049789
East North Central	1970s	150-200K	0.156244206368	0.301599028202	0.391448608533	0.150708156898	66	69393.7376377
East North Central	1970s	200K+	0.203884693972	0.350645346699	0.207102747532	0.238367211797	47	54599.9086146
East North Central	1980s	0-25K	0.395316040849	0.27253365095	0.187890861945	0.144259446256	57	87690.9547197
East North Central	1980s	25-50K	0.313391937208	0.437929603157	0.150686495031	0.0979919646036	82	154690.556223
East North Central	1980s	50-75K	0.327419746543	0.350469834297	0.248497402268	0.0736130168914	85	137658.108637
East North Central	1980s	75-100K	0.118182977027	0.482572103997	0.318409237308	0.0808356816673	93	139610.126411
East North Central	1980s	100-125K	0.0616164958968	0.709976417458	0.182176875543	0.0462302111022	69	105433.417503
East North Central	1980s	125-150K	0.0276281712196	0.435991868909	0.360808526234	0.175571433637	42	60591.8891441
