Parameter Name	Option Name	Measure Dir	Measure Arg 1	Measure Arg 2	...									
Geometry	1500-2499 sqft; 1 Story; Pier & Beam Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 1 Story; Unheated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 1 Story; Heated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 1 Story; Crawl Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 1 Story; Slab Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 1 Story; Pier & Beam Foundation; Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 1 Story; Unheated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 1 Story; Heated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 1 Story; Crawl Foundation; Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 1 Story; Slab Foundation; Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 2 Stories; Pier & Beam Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 2 Stories; Unheated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 2 Stories; Heated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 2 Stories; Crawl Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 2 Stories; Slab Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 2 Stories; Pier & Beam Foundation; Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 2 Stories; Unheated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 2 Stories; Heated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 2 Stories; Crawl Foundation; Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 2 Stories; Slab Foundation; Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 3+ Stories; Pier & Beam Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 3+ Stories; Unheated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 3+ Stories; Heated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 3+ Stories; Crawl Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 3+ Stories; Slab Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 3+ Stories; Pier & Beam Foundation; Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 3+ Stories; Unheated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 3+ Stories; Heated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 3+ Stories; Crawl Foundation; Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	1500-2499 sqft; 3+ Stories; Slab Foundation; Garage	CreateResidentialGeometry	total_bldg_area=2000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 1 Story; Pier & Beam Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 1 Story; Unheated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 1 Story; Heated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 1 Story; Crawl Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 1 Story; Slab Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 1 Story; Pier & Beam Foundation; Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 1 Story; Unheated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 1 Story; Heated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 1 Story; Crawl Foundation; Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 1 Story; Slab Foundation; Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 2 Stories; Pier & Beam Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 2 Stories; Unheated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 2 Stories; Heated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 2 Stories; Crawl Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 2 Stories; Slab Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 2 Stories; Pier & Beam Foundation; Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 2 Stories; Unheated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 2 Stories; Heated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 2 Stories; Crawl Foundation; Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 2 Stories; Slab Foundation; Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 3+ Stories; Pier & Beam Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 3+ Stories; Unheated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 3+ Stories; Heated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 3+ Stories; Crawl Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 3+ Stories; Slab Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 3+ Stories; Pier & Beam Foundation; Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 3+ Stories; Unheated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 3+ Stories; Heated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 3+ Stories; Crawl Foundation; Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	2500-3499 sqft; 3+ Stories; Slab Foundation; Garage	CreateResidentialGeometry	total_bldg_area=3000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=24	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 1 Story; Pier & Beam Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 1 Story; Unheated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 1 Story; Heated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 1 Story; Crawl Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 1 Story; Slab Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 1 Story; Pier & Beam Foundation; Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 1 Story; Unheated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 1 Story; Heated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 1 Story; Crawl Foundation; Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 1 Story; Slab Foundation; Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 2 Stories; Pier & Beam Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 2 Stories; Unheated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 2 Stories; Heated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 2 Stories; Crawl Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 2 Stories; Slab Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 2 Stories; Pier & Beam Foundation; Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 2 Stories; Unheated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 2 Stories; Heated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 2 Stories; Crawl Foundation; Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 2 Stories; Slab Foundation; Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 3+ Stories; Pier & Beam Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 3+ Stories; Unheated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 3+ Stories; Heated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 3+ Stories; Crawl Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 3+ Stories; Slab Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 3+ Stories; Pier & Beam Foundation; Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 3+ Stories; Unheated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
