Time,LIVING ZONE:ANN HTG 99% CONDNS DB:Des Heat Load [W],LIVING ZONE:ANN CLG 1% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING ZONE:ANN HTG 99% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING ZONE:ANN CLG 1% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:10:00,6.003344E+02,8.303221E+02,3.116635E-02,7.323268E-02
00:20:00,5.998078E+02,8.146942E+02,3.113902E-02,7.185422E-02
00:30:00,5.992748E+02,7.998159E+02,3.111135E-02,7.054189E-02
00:40:00,5.987364E+02,7.855949E+02,3.108340E-02,6.928754E-02
00:50:00,5.981934E+02,7.719721E+02,3.105521E-02,6.808596E-02
01:00:00,5.976462E+02,7.588984E+02,3.102680E-02,6.693281E-02
01:10:00,5.976293E+02,7.555089E+02,3.102592E-02,6.663392E-02
01:20:00,5.976170E+02,7.519106E+02,3.102529E-02,6.631653E-02
01:30:00,5.976074E+02,7.483719E+02,3.102479E-02,6.600440E-02
01:40:00,5.975999E+02,7.449431E+02,3.102440E-02,6.570195E-02
01:50:00,5.975942E+02,7.416718E+02,3.102410E-02,6.541340E-02
02:00:00,5.975900E+02,7.385779E+02,3.102388E-02,6.514049E-02
02:10:00,5.975906E+02,7.354815E+02,3.102391E-02,6.486738E-02
02:20:00,5.975929E+02,7.324340E+02,3.102403E-02,6.459857E-02
02:30:00,5.975966E+02,7.294392E+02,3.102423E-02,6.433442E-02
02:40:00,5.976016E+02,7.265272E+02,3.102449E-02,6.407757E-02
02:50:00,5.976076E+02,7.236988E+02,3.102480E-02,6.382809E-02
03:00:00,5.976146E+02,7.209742E+02,3.102516E-02,6.358776E-02
03:10:00,5.976248E+02,7.181653E+02,3.102569E-02,6.334001E-02
03:20:00,5.976362E+02,7.152940E+02,3.102628E-02,6.308676E-02
03:30:00,5.976486E+02,7.123686E+02,3.102692E-02,6.282872E-02
03:40:00,5.976617E+02,7.093954E+02,3.102761E-02,6.256647E-02
03:50:00,5.976756E+02,7.063803E+02,3.102833E-02,6.230052E-02
04:00:00,5.976901E+02,7.033283E+02,3.102908E-02,6.203132E-02
04:10:00,5.977068E+02,7.004140E+02,3.102995E-02,6.177426E-02
04:20:00,5.977244E+02,6.976487E+02,3.103086E-02,6.153035E-02
04:30:00,5.977426E+02,6.950373E+02,3.103181E-02,6.130001E-02
04:40:00,5.977614E+02,6.925832E+02,3.103278E-02,6.108355E-02
04:50:00,5.977806E+02,6.902899E+02,3.103378E-02,6.088127E-02
05:00:00,5.978003E+02,6.881601E+02,3.103480E-02,6.069341E-02
05:10:00,5.978216E+02,6.867208E+02,3.103590E-02,6.056646E-02
05:20:00,5.978434E+02,6.859854E+02,3.103704E-02,6.050160E-02
05:30:00,5.978657E+02,6.859580E+02,3.103819E-02,6.049920E-02
05:40:00,5.978883E+02,6.866414E+02,3.103937E-02,6.055949E-02
05:50:00,5.979113E+02,6.880380E+02,3.104056E-02,6.068269E-02
06:00:00,5.979346E+02,6.901500E+02,3.104177E-02,6.086901E-02
06:10:00,5.979590E+02,6.931665E+02,3.104304E-02,6.113511E-02
06:20:00,5.979838E+02,6.970777E+02,3.104432E-02,6.148013E-02
06:30:00,5.980088E+02,7.018855E+02,3.104563E-02,6.190425E-02
06:40:00,5.980342E+02,7.075915E+02,3.104694E-02,6.240760E-02
06:50:00,5.980598E+02,7.141966E+02,3.104827E-02,6.299027E-02
07:00:00,5.980856E+02,7.217021E+02,3.104961E-02,6.365237E-02
07:10:00,5.981120E+02,7.309857E+02,3.105098E-02,6.447129E-02
07:20:00,5.981388E+02,7.420513E+02,3.105237E-02,6.544744E-02
07:30:00,5.981657E+02,7.549017E+02,3.105377E-02,6.658103E-02
07:40:00,5.981929E+02,7.695364E+02,3.105518E-02,6.787203E-02
07:50:00,5.982202E+02,7.859550E+02,3.105660E-02,6.932041E-02
08:00:00,5.982477E+02,8.041564E+02,3.105803E-02,7.092607E-02
08:10:00,5.982755E+02,8.227133E+02,3.105947E-02,7.256313E-02
08:20:00,5.983036E+02,8.416284E+02,3.106093E-02,7.423180E-02
08:30:00,5.983317E+02,8.608963E+02,3.106239E-02,7.593160E-02
08:40:00,5.983600E+02,8.805148E+02,3.106386E-02,7.766235E-02
08:50:00,5.983885E+02,9.004823E+02,3.106533E-02,7.942388E-02
09:00:00,5.984170E+02,9.207961E+02,3.106681E-02,8.121598E-02
09:10:00,5.984457E+02,9.407567E+02,3.106830E-02,8.297694E-02
09:20:00,5.984745E+02,9.603634E+02,3.106980E-02,8.470669E-02
09:30:00,5.985034E+02,9.796142E+02,3.107130E-02,8.640504E-02
09:40:00,5.985323E+02,9.985070E+02,3.107280E-02,8.807180E-02
09:50:00,5.985614E+02,1.017038E+03,3.107431E-02,8.970669E-02
10:00:00,5.985905E+02,1.035202E+03,3.107582E-02,9.130910E-02
10:10:00,5.986196E+02,1.052992E+03,3.107733E-02,9.287863E-02
10:20:00,5.986488E+02,1.070425E+03,3.107885E-02,9.441658E-02
10:30:00,5.986781E+02,1.087508E+03,3.108037E-02,9.592369E-02
10:40:00,5.987073E+02,1.104243E+03,3.108189E-02,9.740013E-02
10:50:00,5.987367E+02,1.120646E+03,3.108341E-02,9.884722E-02
11:00:00,5.987661E+02,1.136735E+03,3.108494E-02,1.002666E-01
11:10:00,5.987953E+02,1.152018E+03,3.108646E-02,1.016148E-01
11:20:00,5.988246E+02,1.166483E+03,3.108798E-02,1.028910E-01
11:30:00,5.988539E+02,1.180127E+03,3.108950E-02,1.040946E-01
11:40:00,5.988833E+02,1.192952E+03,3.109102E-02,1.052260E-01
11:50:00,5.989126E+02,1.204950E+03,3.109254E-02,1.062844E-01
12:00:00,5.989420E+02,1.216113E+03,3.109407E-02,1.072692E-01
12:10:00,5.989712E+02,1.226947E+03,3.109558E-02,1.082249E-01
12:20:00,5.990004E+02,1.237449E+03,3.109710E-02,1.091513E-01
12:30:00,5.990296E+02,1.247618E+03,3.109861E-02,1.100483E-01
12:40:00,5.990587E+02,1.257451E+03,3.110013E-02,1.109157E-01
12:50:00,5.990879E+02,1.266946E+03,3.110164E-02,1.117533E-01
13:00:00,5.991171E+02,1.276101E+03,3.110316E-02,1.125609E-01
13:10:00,5.991461E+02,1.284746E+03,3.110466E-02,1.133234E-01
13:20:00,5.991750E+02,1.292876E+03,3.110616E-02,1.140406E-01
13:30:00,5.992039E+02,1.300490E+03,3.110766E-02,1.147122E-01
13:40:00,5.992328E+02,1.307586E+03,3.110916E-02,1.153381E-01
13:50:00,5.992616E+02,1.314161E+03,3.111066E-02,1.159181E-01
14:00:00,5.992905E+02,1.320215E+03,3.111216E-02,1.164520E-01
14:10:00,5.993191E+02,1.325404E+03,3.111365E-02,1.169097E-01
14:20:00,5.993476E+02,1.329726E+03,3.111513E-02,1.172908E-01
14:30:00,5.993762E+02,1.333177E+03,3.111661E-02,1.175952E-01
14:40:00,5.994046E+02,1.335756E+03,3.111809E-02,1.178226E-01
14:50:00,5.994331E+02,1.337461E+03,3.111956E-02,1.179728E-01
15:00:00,5.994615E+02,1.338289E+03,3.112104E-02,1.180458E-01
15:10:00,5.994897E+02,1.338070E+03,3.112250E-02,1.180263E-01
15:20:00,5.995178E+02,1.336799E+03,3.112396E-02,1.179140E-01
15:30:00,5.995458E+02,1.334475E+03,3.112541E-02,1.177089E-01
15:40:00,5.995738E+02,1.331096E+03,3.112687E-02,1.174106E-01
15:50:00,5.996018E+02,1.326659E+03,3.112832E-02,1.170190E-01
16:00:00,5.996297E+02,1.321162E+03,3.112977E-02,1.165340E-01
16:10:00,5.996573E+02,1.315288E+03,3.113121E-02,1.160156E-01
16:20:00,5.996849E+02,1.309037E+03,3.113264E-02,1.154640E-01
16:30:00,5.997124E+02,1.302409E+03,3.113407E-02,1.148791E-01
16:40:00,5.997399E+02,1.295403E+03,3.113549E-02,1.142609E-01
