Time,Heating:Electricity  [kwh],Heating:Gas  [kbtu],Cooling:Electricity  [kwh],InteriorLights:Electricity  [kwh],ExteriorLights:Electricity  [kwh],InteriorEquipment:Electricity  [kwh],InteriorEquipment:Gas  [kbtu],Fans:Electricity  [kwh],Pumps:Electricity  [kwh],WaterSystems:Electricity  [kwh],WaterSystems:Gas  [kbtu],WaterSystems:Water  [gal],Electricity:Facility  [kwh],Gas:Facility  [kbtu],Water:Facility  [gal]
2009/01/01 21:00:00,0.0,0.0,0.116,0.187,0.022,1.134,0.066,0.085,0.022,0.0,0.0,0.0,1.567,0.066,0.0
2009/01/01 22:00:00,0.0,0.0,0.11,0.142,0.017,1.086,0.062,0.082,0.022,0.0,1.103,0.0,1.459,1.165,0.0
2009/01/01 23:00:00,0.0,0.0,0.108,0.122,0.015,0.932,0.051,0.058,0.022,0.0,0.0,0.0,1.256,0.051,0.0
2009/01/02 00:00:00,0.0,0.0,0.086,0.054,0.007,0.799,0.044,0.048,0.022,0.0,1.103,0.0,1.016,1.147,0.0
2009/01/02 01:00:00,0.0,0.0,0.073,0.027,0.003,0.66,0.032,0.039,0.022,0.0,0.0,0.0,0.824,0.032,0.0
2009/01/02 02:00:00,0.0,0.0,0.073,0.016,0.002,0.618,0.021,0.034,0.022,0.0,1.103,0.0,0.765,1.124,0.0
2009/01/02 03:00:00,0.0,0.0,0.073,0.011,0.001,0.607,0.017,0.031,0.022,0.0,0.0,0.0,0.746,0.017,0.0
2009/01/02 04:00:00,0.0,0.0,0.073,0.011,0.001,0.592,0.017,0.03,0.022,0.0,0.0,0.0,0.729,0.017,0.0
2009/01/02 05:00:00,0.0,0.0,0.072,0.012,0.001,0.563,0.025,0.028,0.022,0.0,1.103,0.0,0.698,1.128,0.0
2009/01/02 06:00:00,0.0,0.0,0.073,0.033,0.004,0.616,0.037,0.032,0.022,0.0,0.0,0.0,0.779,0.037,0.0
2009/01/02 07:00:00,0.0,0.0,0.123,0.077,0.009,0.758,0.052,0.082,0.015,0.0,23.899,46.737,1.065,23.951,46.737
2009/01/02 08:00:00,0.0,0.0,0.079,0.098,0.012,0.832,0.068,0.04,0.022,0.0,0.0,0.0,1.083,0.068,0.0
2009/01/02 09:00:00,0.0,0.0,0.073,0.104,0.012,0.694,0.099,0.035,0.022,0.0,0.038,0.0,0.941,0.137,0.0
2009/01/02 10:00:00,0.0,0.0,0.073,0.107,0.013,0.575,0.127,0.03,0.022,0.0,1.065,0.0,0.82,1.192,0.0
2009/01/02 11:00:00,0.0,0.0,0.073,0.104,0.012,0.576,0.132,0.031,0.022,0.0,0.0,0.0,0.818,0.132,0.0
2009/01/02 12:00:00,0.0,0.0,0.006,0.1,0.012,0.625,0.128,0.003,0.002,0.0,5.859,9.503,0.748,5.987,9.503
2009/01/02 13:00:00,0.0,0.0,0.069,0.097,0.012,0.611,0.125,0.027,0.022,0.0,0.0,0.0,0.838,0.125,0.0
2009/01/02 14:00:00,0.0,0.0,0.071,0.096,0.012,0.623,0.1,0.027,0.022,0.0,1.103,0.0,0.85,1.203,0.0
2009/01/02 15:00:00,0.0,0.0,0.08,0.097,0.012,1.106,0.093,0.042,0.022,0.0,2.343,3.126,1.359,2.436,3.126
2009/01/02 16:00:00,0.0,0.0,0.071,0.104,0.013,0.663,0.09,0.029,0.022,0.0,0.0,0.0,0.902,0.09,0.0
2009/01/02 17:00:00,0.0,0.0,0.073,0.125,0.015,0.852,0.101,0.035,0.022,0.0,1.103,0.0,1.123,1.204,0.0
2009/01/02 18:00:00,0.0,0.0,0.1,0.166,0.02,1.14,0.106,0.053,0.022,0.0,0.0,0.0,1.501,0.106,0.0
2009/01/02 19:00:00,0.0,0.0,0.12,0.208,0.025,1.197,0.084,0.065,0.022,0.0,1.103,0.0,1.638,1.187,0.0
2009/01/02 20:00:00,0.0,0.0,0.17,0.219,0.026,1.136,0.074,0.109,0.022,0.0,11.418,23.925,1.683,11.493,23.925
2009/01/02 21:00:00,0.0,0.0,0.136,0.187,0.022,1.134,0.066,0.088,0.022,0.0,0.773,0.0,1.589,0.84,0.0
2009/01/02 22:00:00,0.0,0.0,0.116,0.142,0.017,1.086,0.062,0.063,0.022,0.0,0.0,0.0,1.446,0.062,0.0
2009/01/02 23:00:00,0.0,0.0,0.08,0.122,0.015,0.932,0.051,0.043,0.022,0.0,1.103,0.0,1.213,1.154,0.0
2009/01/03 00:00:00,0.0,0.0,0.072,0.054,0.007,0.799,0.044,0.028,0.022,0.0,0.0,0.0,0.981,0.044,0.0
2009/01/03 01:00:00,0.0,0.0,0.04,0.027,0.003,0.66,0.032,0.017,0.022,0.0,1.103,0.0,0.77,1.135,0.0
2009/01/03 02:00:00,0.0,0.0,0.049,0.016,0.002,0.618,0.021,0.02,0.022,0.0,0.0,0.0,0.727,0.021,0.0
2009/01/03 03:00:00,0.0,0.0,0.071,0.011,0.001,0.607,0.017,0.027,0.022,0.0,1.103,0.0,0.739,1.12,0.0
2009/01/03 04:00:00,0.0,0.0,0.073,0.011,0.001,0.592,0.017,0.029,0.022,0.0,0.0,0.0,0.729,0.017,0.0
2009/01/03 05:00:00,0.0,0.0,0.037,0.012,0.001,0.563,0.025,0.015,0.022,0.0,1.103,0.0,0.65,1.128,0.0
2009/01/03 06:00:00,0.0,0.0,0.033,0.033,0.004,0.616,0.037,0.015,0.022,0.0,0.0,0.0,0.722,0.037,0.0
2009/01/03 07:00:00,0.0,0.0,0.0,0.077,0.009,0.758,0.052,0.0,0.0,0.0,1.103,0.0,0.844,1.155,0.0
2009/01/03 08:00:00,0.0,0.0,0.099,0.098,0.012,0.832,0.068,0.059,0.019,0.0,8.243,17.94,1.117,8.311,17.94
2009/01/03 09:00:00,0.0,0.0,0.076,0.104,0.012,0.694,0.099,0.039,0.022,0.0,1.103,0.0,0.948,1.202,0.0
2009/01/03 10:00:00,0.0,0.0,0.095,0.107,0.013,0.575,0.127,0.052,0.022,0.0,0.0,0.0,0.864,0.127,0.0
2009/01/03 11:00:00,0.0,0.0,0.11,0.104,0.012,0.576,0.132,0.059,0.022,0.0,1.103,0.0,0.883,1.235,0.0
2009/01/03 12:00:00,0.0,0.0,0.03,0.1,0.012,0.625,0.128,0.014,0.022,0.0,0.0,0.0,0.803,0.128,0.0
2009/01/03 13:00:00,0.0,0.0,0.075,0.097,0.012,0.611,0.125,0.043,0.022,0.0,1.103,0.0,0.86,1.228,0.0
2009/01/03 14:00:00,0.0,0.0,0.088,0.096,0.012,0.623,0.1,0.056,0.022,0.0,4.351,8.752,0.896,4.451,8.752
2009/01/03 15:00:00,0.0,0.0,0.073,0.097,0.012,0.675,0.093,0.035,0.022,0.0,0.494,0.0,0.914,0.586,0.0
2009/01/03 16:00:00,0.0,0.0,0.073,0.104,0.013,0.663,0.09,0.035,0.022,0.0,0.609,0.0,0.91,0.699,0.0
2009/01/03 17:00:00,0.0,0.0,0.073,0.125,0.015,0.852,0.101,0.037,0.022,0.0,0.0,0.0,1.126,0.101,0.0
2009/01/03 18:00:00,0.0,0.0,0.08,0.166,0.02,1.14,0.106,0.048,0.022,0.0,1.103,0.0,1.476,1.209,0.0
2009/01/03 19:00:00,0.0,0.0,0.127,0.208,0.025,1.197,0.084,0.086,0.022,0.0,10.238,20.246,1.666,10.322,20.246
2009/01/03 20:00:00,0.0,0.0,0.12,0.219,0.026,1.633,0.074,0.092,0.022,0.0,2.411,3.605,2.112,2.486,3.605
2009/01/03 21:00:00,0.0,0.0,0.105,0.187,0.022,1.134,0.066,0.068,0.022,0.0,1.103,0.0,1.539,1.17,0.0
2009/01/03 22:00:00,0.0,0.0,0.102,0.142,0.017,1.086,0.062,0.059,0.022,0.0,0.0,0.0,1.429,0.062,0.0
2009/01/03 23:00:00,0.0,0.0,0.085,0.122,0.015,0.932,0.051,0.051,0.022,0.0,1.103,0.0,1.227,1.154,0.0
2009/01/04 00:00:00,0.0,0.0,0.073,0.054,0.007,0.799,0.044,0.039,0.022,0.0,0.0,0.0,0.994,0.044,0.0
2009/01/04 01:00:00,0.0,0.0,0.073,0.027,0.003,0.66,0.032,0.035,0.022,0.0,1.103,0.0,0.821,1.135,0.0
2009/01/04 02:00:00,0.0,0.0,0.071,0.016,0.002,0.618,0.021,0.03,0.022,0.0,0.0,0.0,0.759,0.021,0.0
2009/01/04 03:00:00,0.0,0.0,0.054,0.011,0.001,0.607,0.017,0.024,0.022,0.0,0.0,0.0,0.719,0.017,0.0
2009/01/04 04:00:00,0.0,0.0,0.043,0.011,0.001,0.592,0.017,0.02,0.022,0.0,1.103,0.0,0.69,1.12,0.0
2009/01/04 05:00:00,0.0,0.0,0.035,0.012,0.001,0.563,0.025,0.017,0.022,0.0,0.0,0.0,0.65,0.025,0.0
2009/01/04 06:00:00,0.0,0.0,0.042,0.033,0.004,0.616,0.037,0.02,0.022,0.0,1.103,0.0,0.737,1.14,0.0
2009/01/04 07:00:00,0.0,0.0,0.0,0.077,0.009,0.758,0.052,0.0,0.0,0.0,1.103,2.235,0.844,1.155,2.235
2009/01/04 08:00:00,0.0,0.0,0.138,0.098,0.012,0.832,0.068,0.099,0.021,0.0,18.02,34.688,1.2,18.087,34.688
2009/01/04 09:00:00,0.0,0.0,0.074,0.104,0.012,0.694,0.099,0.041,0.022,0.0,0.0,0.0,0.948,0.099,0.0
2009/01/04 10:00:00,0.0,0.0,0.086,0.107,0.013,0.575,0.127,0.05,0.022,0.0,0.543,0.0,0.854,0.67,0.0
2009/01/04 11:00:00,0.0,0.0,0.092,0.104,0.012,0.617,0.132,0.053,0.022,0.0,0.56,1.096,0.901,0.692,1.096
2009/01/04 12:00:00,0.0,0.0,0.024,0.1,0.012,0.625,0.128,0.012,0.022,0.0,1.103,0.0,0.794,1.23,0.0
2009/01/04 13:00:00,0.0,0.0,0.084,0.097,0.012,0.611,0.125,0.05,0.022,0.0,0.0,0.483,0.876,0.125,0.483
2009/01/04 14:00:00,0.0,0.0,0.085,0.096,0.012,0.623,0.1,0.051,0.022,0.0,1.15,1.406,0.889,1.25,1.406
2009/01/04 15:00:00,0.0,0.0,0.081,0.097,0.012,0.675,0.093,0.049,0.022,0.0,1.103,0.0,0.937,1.196,0.0
2009/01/04 16:00:00,0.0,0.0,0.074,0.104,0.013,0.699,0.09,0.044,0.022,0.0,1.103,0.865,0.956,1.193,0.865
2009/01/04 17:00:00,0.0,0.0,0.075,0.125,0.015,0.852,0.101,0.045,0.022,0.0,0.0,0.0,1.134,0.101,0.0
2009/01/04 18:00:00,0.0,0.0,0.09,0.166,0.02,1.14,0.106,0.054,0.022,0.0,1.103,0.0,1.492,1.209,0.0
2009/01/04 19:00:00,0.0,0.0,0.101,0.208,0.025,1.197,0.084,0.082,0.022,0.0,2.428,4.619,1.636,2.511,4.619
2009/01/04 20:00:00,0.0,0.0,0.097,0.219,0.026,1.136,0.074,0.079,0.022,0.0,0.0,0.41,1.579,0.074,0.41
2009/01/04 21:00:00,0.0,0.0,0.104,0.187,0.022,1.18,0.066,0.084,0.022,0.0,2.248,2.064,1.599,2.315,2.064
2009/01/04 22:00:00,0.0,0.0,0.105,0.142,0.017,1.086,0.062,0.064,0.022,0.0,0.0,0.0,1.436,0.062,0.0
2009/01/04 23:00:00,0.0,0.0,0.092,0.122,0.015,0.932,0.051,0.053,0.022,0.0,2.298,2.817,1.236,2.349,2.817
2009/01/05 00:00:00,0.0,0.0,0.076,0.054,0.007,0.799,0.044,0.044,0.022,0.0,1.331,3.34,1.002,1.375,3.34
2009/01/05 01:00:00,0.0,0.0,0.073,0.027,0.003,0.66,0.032,0.032,0.022,0.0,0.947,0.0,0.817,0.979,0.0
2009/01/05 02:00:00,0.0,0.0,0.061,0.016,0.002,0.618,0.021,0.025,0.022,0.0,0.0,0.0,0.744,0.021,0.0
2009/01/05 03:00:00,0.0,0.0,0.052,0.011,0.001,0.607,0.017,0.023,0.022,0.0,1.103,0.0,0.717,1.12,0.0
2009/01/05 04:00:00,0.0,0.0,0.046,0.011,0.001,0.592,0.017,0.021,0.022,0.0,0.0,0.0,0.694,0.017,0.0
2009/01/05 05:00:00,0.0,0.0,0.038,0.012,0.001,0.563,0.025,0.018,0.022,0.0,1.103,0.0,0.655,1.128,0.0
2009/01/05 06:00:00,0.0,0.0,0.049,0.033,0.004,0.616,0.037,0.022,0.022,0.0,1.182,2.842,0.745,1.219,2.842
2009/01/05 07:00:00,0.0,0.0,0.0,0.077,0.009,0.758,0.052,0.0,0.0,0.0,1.103,0.055,0.844,1.155,0.055
2009/01/05 08:00:00,0.0,0.0,0.066,0.098,0.012,0.832,0.068,0.031,0.02,0.0,0.0,0.0,1.058,0.068,0.0
2009/01/05 09:00:00,0.0,0.0,0.066,0.104,0.012,0.694,0.099,0.027,0.022,0.0,1.103,0.474,0.926,1.202,0.474
2009/01/05 10:00:00,0.0,0.0,0.056,0.107,0.013,0.651,0.127,0.025,0.022,0.0,1.181,3.009,0.873,1.308,3.009
2009/01/05 11:00:00,0.0,0.0,0.072,0.104,0.012,0.576,0.132,0.035,0.022,0.0,1.103,0.628,0.822,1.235,0.628
2009/01/05 12:00:00,0.0,0.0,0.0,0.1,0.012,0.625,0.128,0.0,0.0,0.0,4.047,6.763,0.737,4.174,6.763
2009/01/05 13:00:00,0.0,0.0,0.065,0.097,0.012,0.611,0.125,0.03,0.02,0.0,1.17,1.029,0.835,1.296,1.029
2009/01/05 14:00:00,0.0,0.0,0.063,0.096,0.012,0.623,0.1,0.026,0.022,0.0,1.187,1.579,0.842,1.287,1.579
2009/01/05 15:00:00,0.0,0.0,0.057,0.097,0.012,0.675,0.093,0.024,0.022,0.0,1.202,1.454,0.888,1.294,1.454
2009/01/05 16:00:00,0.0,0.0,0.057,0.104,0.013,0.663,0.09,0.024,0.022,0.0,1.198,1.406,0.883,1.289,1.406
2009/01/05 17:00:00,0.0,0.0,0.073,0.125,0.015,0.852,0.101,0.034,0.022,0.0,0.0,0.002,1.122,0.101,0.002
2009/01/05 18:00:00,0.0,0.0,0.082,0.166,0.02,1.14,0.106,0.048,0.022,0.0,1.103,0.0,1.479,1.209,0.0
2009/01/05 19:00:00,0.0,0.0,0.093,0.208,0.025,1.197,0.084,0.058,0.022,0.0,2.49,3.551,1.604,2.574,3.551
2009/01/05 20:00:00,0.0,0.0,0.091,0.219,0.026,1.136,0.074,0.052,0.022,0.0,0.0,0.0,1.546,0.074,0.0
2009/01/05 21:00:00,0.0,0.0,0.089,0.187,0.022,1.134,0.066,0.052,0.022,0.0,0.106,0.0,1.507,0.172,0.0
2009/01/05 22:00:00,0.0,0.0,0.082,0.142,0.017,1.086,0.062,0.048,0.022,0.0,3.558,4.576,1.397,3.62,4.576
2009/01/05 23:00:00,0.0,0.0,0.073,0.122,0.015,0.932,0.051,0.037,0.022,0.0,0.0,0.0,1.2,0.051,0.0
2009/01/06 00:00:00,0.0,0.0,0.073,0.054,0.007,0.799,0.044,0.03,0.022,0.0,1.152,0.859,0.985,1.196,0.859
2009/01/06 01:00:00,0.0,0.0,0.054,0.027,0.003,0.66,0.032,0.023,0.022,0.0,1.177,1.193,0.789,1.209,1.193
2009/01/06 02:00:00,0.0,0.0,0.041,0.016,0.002,0.618,0.021,0.019,0.022,0.0,0.0,0.435,0.718,0.021,0.435
2009/01/06 03:00:00,0.0,0.0,0.03,0.011,0.001,0.607,0.017,0.015,0.022,0.0,1.103,0.0,0.686,1.121,0.0
2009/01/06 04:00:00,0.0,0.0,0.005,0.011,0.001,0.592,0.017,0.003,0.007,0.0,0.0,0.0,0.619,0.017,0.0
2009/01/06 05:00:00,0.0,0.0,0.0,0.012,0.001,0.563,0.025,0.0,0.0,0.0,1.103,0.0,0.576,1.128,0.0
2009/01/06 06:00:00,0.0,0.0,0.003,0.033,0.004,0.616,0.037,0.001,0.007,0.0,0.0,0.0,0.664,0.037,0.0
2009/01/06 07:00:00,0.0,0.0,0.049,0.077,0.009,0.758,0.052,0.04,0.006,0.0,14.674,27.674,0.939,14.726,27.674
2009/01/06 08:00:00,0.0,0.0,0.036,0.098,0.012,0.832,0.068,0.014,0.017,0.0,1.255,2.144,1.008,1.322,2.144
2009/01/06 09:00:00,0.0,0.0,0.037,0.104,0.012,0.694,0.099,0.017,0.022,0.0,0.0,0.004,0.887,0.099,0.004
2009/01/06 10:00:00,0.0,0.0,0.03,0.107,0.013,0.575,0.127,0.014,0.022,0.0,1.103,1.619,0.761,1.23,1.619
2009/01/06 11:00:00,0.0,0.0,0.021,0.104,0.012,0.576,0.132,0.011,0.022,0.0,1.103,0.0,0.746,1.235,0.0
2009/01/06 12:00:00,0.0,0.0,0.0,0.1,0.012,0.625,0.128,0.0,0.0,0.0,1.147,0.711,0.737,1.275,0.711
2009/01/06 13:00:00,0.0,0.0,0.0,0.097,0.012,0.611,0.125,0.0,0.0,0.0,1.103,0.754,0.719,1.229,0.754
2009/01/06 14:00:00,0.0,0.0,0.011,0.096,0.012,0.623,0.1,0.006,0.011,0.0,0.0,1.024,0.758,0.1,1.024
2009/01/06 15:00:00,0.0,0.0,0.027,0.097,0.012,0.778,0.093,0.013,0.022,0.0,1.64,2.435,0.95,1.733,2.435
2009/01/06 16:00:00,0.0,0.0,0.039,0.104,0.013,0.663,0.09,0.017,0.022,0.0,0.61,0.064,0.858,0.7,0.064
2009/01/06 17:00:00,0.0,0.0,0.064,0.125,0.015,0.852,0.101,0.026,0.022,0.0,1.205,1.505,1.104,1.306,1.505
2009/01/06 18:00:00,0.0,0.0,0.073,0.166,0.02,1.14,0.106,0.035,0.022,0.0,0.0,0.0,1.456,0.106,0.0
2009/01/06 19:00:00,0.0,0.0,0.081,0.208,0.025,1.197,0.084,0.046,0.022,0.0,1.103,1.221,1.579,1.187,1.221
2009/01/06 20:00:00,0.0,0.0,0.089,0.219,0.026,1.136,0.074,0.05,0.022,0.0,2.294,1.973,1.542,2.368,1.973
2009/01/06 21:00:00,0.0,0.0,0.089,0.187,0.022,1.134,0.066,0.05,0.022,0.0,0.0,0.0,1.505,0.066,0.0
2009/01/06 22:00:00,0.0,0.0,0.086,0.142,0.017,1.086,0.062,0.048,0.022,0.0,1.136,0.52,1.401,1.198,0.52
2009/01/06 23:00:00,0.0,0.0,0.073,0.122,0.015,0.932,0.051,0.041,0.022,0.0,0.0,0.0,1.205,0.051,0.0
2009/01/07 00:00:00,0.0,0.0,0.073,0.054,0.007,0.799,0.044,0.039,0.022,0.0,1.104,0.087,0.994,1.148,0.087
2009/01/07 01:00:00,0.0,0.0,0.069,0.027,0.003,0.66,0.032,0.029,0.022,0.0,0.0,0.0,0.811,0.032,0.0
2009/01/07 02:00:00,0.0,0.0,0.041,0.016,0.002,0.618,0.021,0.018,0.022,0.0,1.103,0.0,0.717,1.124,0.0
2009/01/07 03:00:00,0.0,0.0,0.048,0.011,0.001,0.607,0.017,0.021,0.022,0.0,0.0,0.072,0.71,0.017,0.072
2009/01/07 04:00:00,0.0,0.0,0.048,0.011,0.001,0.592,0.017,0.021,0.022,0.0,1.103,0.0,0.696,1.12,0.0
2009/01/07 05:00:00,0.0,0.0,0.044,0.012,0.001,0.563,0.025,0.019,0.022,0.0,0.0,0.0,0.662,0.025,0.0
2009/01/07 06:00:00,0.0,0.0,0.105,0.033,0.004,0.616,0.037,0.062,0.022,0.0,11.185,22.147,0.842,11.222,22.147
2009/01/07 07:00:00,0.0,0.0,0.0,0.077,0.009,0.758,0.052,0.0,0.0,0.0,1.961,2.282,0.844,2.013,2.282
2009/01/07 08:00:00,0.0,0.0,0.074,0.098,0.012,0.832,0.068,0.038,0.022,0.0,0.0,0.0,1.076,0.068,0.0
2009/01/07 09:00:00,0.0,0.0,0.074,0.104,0.012,0.749,0.099,0.036,0.022,0.0,2.415,3.516,0.998,2.514,3.516
2009/01/07 10:00:00,0.0,0.0,0.069,0.107,0.013,0.635,0.127,0.028,0.022,0.0,1.159,1.461,0.873,1.286,1.461
2009/01/07 11:00:00,0.0,0.0,0.068,0.104,0.012,0.597,0.132,0.027,0.022,0.0,0.0,0.49,0.83,0.132,0.49
2009/01/07 12:00:00,0.0,0.0,0.0,0.1,0.012,0.625,0.128,0.0,0.0,0.0,2.25,2.118,0.737,2.377,2.118
2009/01/07 13:00:00,0.0,0.0,0.036,0.097,0.012,0.654,0.125,0.015,0.017,0.0,1.25,3.107,0.831,1.376,3.107
2009/01/07 14:00:00,0.0,0.0,0.056,0.096,0.012,0.623,0.1,0.023,0.022,0.0,1.2,1.578,0.832,1.301,1.578
2009/01/07 15:00:00,0.0,0.0,0.058,0.097,0.012,0.675,0.093,0.023,0.022,0.0,1.103,0.0,0.887,1.196,0.0
2009/01/07 16:00:00,0.0,0.0,0.063,0.104,0.013,0.663,0.09,0.025,0.022,0.0,1.201,1.558,0.89,1.291,1.558
2009/01/07 17:00:00,0.0,0.0,0.076,0.125,0.015,1.048,0.101,0.038,0.022,0.0,1.176,1.417,1.325,1.277,1.417
2009/01/07 18:00:00,0.0,0.0,0.101,0.166,0.02,1.461,0.106,0.059,0.022,0.0,2.398,2.763,1.829,2.504,2.763
2009/01/07 19:00:00,0.0,0.0,0.097,0.208,0.025,1.197,0.084,0.053,0.022,0.0,0.0,0.0,1.603,0.084,0.0
2009/01/07 20:00:00,0.0,0.0,0.106,0.219,0.026,1.136,0.074,0.061,0.022,0.0,2.521,4.421,1.57,2.595,4.421
2009/01/07 21:00:00,0.0,0.0,0.105,0.187,0.022,1.134,0.066,0.057,0.022,0.0,1.103,1.224,1.528,1.169,1.224
2009/01/07 22:00:00,0.0,0.0,0.129,0.142,0.017,1.086,0.062,0.079,0.022,0.0,10.681,19.522,1.475,10.742,19.522
2009/01/07 23:00:00,0.0,0.0,0.092,0.122,0.015,0.932,0.051,0.052,0.022,0.0,0.0,0.0,1.235,0.051,0.0
2009/01/08 00:00:00,0.0,0.0,0.09,0.054,0.007,0.799,0.044,0.054,0.022,0.0,5.88,11.989,1.025,5.924,11.989
2009/01/08 01:00:00,0.0,0.0,0.069,0.027,0.003,0.66,0.032,0.027,0.022,0.0,1.103,0.0,0.809,1.135,0.0
2009/01/08 02:00:00,0.0,0.0,0.066,0.016,0.002,0.618,0.021,0.026,0.022,0.0,0.0,0.0,0.75,0.021,0.0
2009/01/08 03:00:00,0.0,0.0,0.048,0.011,0.001,0.607,0.017,0.021,0.022,0.0,1.103,0.0,0.711,1.121,0.0
2009/01/08 04:00:00,0.0,0.0,0.034,0.011,0.001,0.592,0.017,0.016,0.022,0.0,0.0,0.0,0.677,0.017,0.0
2009/01/08 05:00:00,0.0,0.0,0.029,0.012,0.001,0.563,0.025,0.014,0.022,0.0,1.103,0.0,0.641,1.128,0.0
2009/01/08 06:00:00,0.0,0.0,0.032,0.033,0.004,0.616,0.037,0.015,0.022,0.0,0.0,0.0,0.722,0.037,0.0
2009/01/08 07:00:00,0.0,0.0,0.0,0.077,0.009,0.758,0.052,0.0,0.0,0.0,1.103,0.0,0.844,1.155,0.0
2009/01/08 08:00:00,0.0,0.0,0.068,0.098,0.012,0.832,0.068,0.05,0.011,0.0,11.401,28.029,1.071,11.469,28.029
2009/01/08 09:00:00,0.0,0.0,0.082,0.104,0.012,0.694,0.099,0.045,0.021,0.0,2.897,0.0,0.959,2.997,0.0
2009/01/08 10:00:00,0.0,0.0,0.087,0.107,0.013,0.575,0.127,0.048,0.022,0.0,0.0,0.0,0.853,0.127,0.0
2009/01/08 11:00:00,0.0,0.0,0.095,0.104,0.012,0.576,0.132,0.052,0.022,0.0,1.103,0.0,0.861,1.235,0.0
2009/01/08 12:00:00,0.0,0.0,0.016,0.1,0.012,0.625,0.128,0.008,0.022,0.0,0.0,0.0,0.782,0.128,0.0
2009/01/08 13:00:00,0.0,0.0,0.083,0.097,0.012,0.611,0.125,0.048,0.022,0.0,1.103,0.0,0.873,1.228,0.0
2009/01/08 14:00:00,0.0,0.0,0.081,0.096,0.012,0.623,0.1,0.047,0.022,0.0,0.0,0.0,0.881,0.1,0.0
2009/01/08 15:00:00,0.0,0.0,0.08,0.097,0.012,0.732,0.093,0.047,0.022,0.0,1.16,1.346,0.99,1.252,1.346
2009/01/08 16:00:00,0.0,0.0,0.073,0.104,0.013,0.681,0.09,0.039,0.022,0.0,1.103,0.443,0.933,1.193,0.443
2009/01/08 17:00:00,0.0,0.0,0.073,0.125,0.015,0.852,0.101,0.042,0.022,0.0,0.0,0.0,1.131,0.101,0.0
