Occ_1,Occ_2,Occ_3
1,1,1
0.982142857,0.991071429,0.997421769
0.992063492,0.99593254,0.997942177
1,1,1
1,0.985515873,0.994370748
0.985714286,0.977480159,0.982861678
0.903968254,0.962896825,0.96299093
0.809920635,0.905853175,0.945619048
0.75515873,0.801686508,0.892851474
0.764285714,0.727380952,0.855143991
0.652380952,0.582539683,0.707506803
0.665873016,0.566666667,0.432378685
0.634920635,0.65109127,0.640524943
0.68452381,0.653571429,0.727133787
0.797222222,0.667361111,0.740920635
0.843650794,0.751686508,0.650928571
0.857539683,0.824107143,0.699175737
0.740079365,0.789583333,0.772098639
0.754365079,0.840178571,0.811633787
0.886904762,0.856547619,0.656199546
0.928174603,0.871924603,0.584671202
0.952380952,0.908630952,0.723038549
0.979365079,0.95,0.776569161
1,0.992261905,0.924555556
