Location,Vintage,Heating Fuel,"Electric, Hot Water, 100% AFUE","Gas, Hot Water, Condensing, 96% AFUE","Gas, Hot Water, Forced Draft, 72% AFUE","Gas, Hot Water, Forced Draft, 76% AFUE","Gas, Hot Water, Forced Draft, 80% AFUE","Gas, Hot Water, Forced Draft, 85% AFUE",None,"Oil, Hot Water, Forced Draft, 72% AFUE","Propane, Hot Water, Forced Draft, 72% AFUE",Count,Weight
H1C1 WA,2000s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,16020.34
H1C1 WA,2000s,propane,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,4956.49
H1C1 WA,2010s,natural gas,0.0,0.490660430492,0.0,0.0,0.0,0.0,0.509339569508,0.0,0.0,2,4083.7
H1C1 WA,pre-1950,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51,92231.84
H1C1 WA,pre-1950,fuel oil,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20,39170.53
H1C1 WA,pre-1950,natural gas,0.0,0.0228149319028,0.0320266324833,0.00760497730093,0.042320055746,0.0,0.895233402567,0.0,0.0,114,200495.01
H1C1 WA,pre-1950,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,24573.43
H1C1 WA,pre-1950,propane,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,14072.96
H1C2,1950s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,8264.94
H1C2,1950s,natural gas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,22130.4
H1C2,1950s,propane,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1612.69
H1C2,1960s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,9877.63
H1C2,1960s,fuel oil,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,8545.42
H1C2,1960s,natural gas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,74403.94
H1C2,1960s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,8264.94
H1C2,1970s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,30694.36
H1C2,1970s,natural gas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,27730.92
H1C2,1970s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,8545.42
H1C2,1980s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,22148.94
H1C2,1980s,natural gas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,34663.65
H1C2,1980s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,6932.73
H1C2,1990s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,12271.31
H1C2,1990s,natural gas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,19204.04
H1C2,1990s,none,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,6932.73
H1C2,1990s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1612.69
H1C2,2000s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,8545.42
H1C2,2000s,natural gas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,15769.74
H1C2,pre-1950,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,16529.88
H1C2,pre-1950,fuel oil,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,21129.09
H1C2,pre-1950,natural gas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,96786.54
H1C2,pre-1950,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,23761.63
H1C3,1950s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,7615.09
H1C3,1950s,natural gas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,26500.32
H1C3,1950s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,3808.56
H1C3,1960s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,11382.45
H1C3,1960s,natural gas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,12969.97
H1C3,1970s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,47127.77
H1C3,1970s,natural gas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,11357.28
H1C3,1970s,none,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1904.28
H1C3,1970s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,5690.04
H1C3,1980s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,12271.31
H1C3,1980s,natural gas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,12969.97
H1C3,1980s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1904.28
H1C3,1990s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,14919.85
H1C3,1990s,natural gas,0.0,0.153774913846,0.0,0.0,0.0,0.0,0.846225086154,0.0,0.0,7,24618.84
H1C3,1990s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,12271.31
H1C3,2000s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,22805.76
H1C3,2000s,natural gas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15,55621.14
H1C3,2000s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,12271.31
H1C3,pre-1950,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,18972.37
H1C3,pre-1950,fuel oil,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1925.05
H1C3,pre-1950,natural gas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,22466.54
H2,1950s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,30552.47
H2,1950s,fuel oil,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,3096.74
H2,1950s,natural gas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,39425.27
H2,1950s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,6857.51
H2,1960s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,11508.97
H2,1960s,natural gas,0.0,0.0,0.0,0.409448736029,0.0,0.0,0.590551263971,0.0,0.0,3,20903.96
H2,1960s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,8759.76
H2,1970s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16,32008.31
H2,1970s,natural gas,0.0,0.0,0.0,0.0,0.0645665254466,0.0,0.935433474553,0.0,0.0,16,66005.72
H2,1970s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,4978.22
H2,1970s,propane,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1192.46
H2,1980s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,10711.83
H2,1980s,fuel oil,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1144.67
H2,1980s,natural gas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,3829.33
H2,1980s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,16350.87
H2,1990s,electricity,0.0840597398871,0.0,0.0,0.0,0.0,0.0,0.915940260113,0.0,0.0,17,38966.93
H2,1990s,natural gas,0.0,0.0,0.0,0.0,0.0152904398117,0.0,0.984709560188,0.0,0.0,23,74861.81
H2,1990s,none,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,3808.56
H2,1990s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,13044.74
H2,2000s,electricity,0.0951255332541,0.0,0.0,0.0,0.0,0.0,0.904874466746,0.0,0.0,12,20018.6
H2,2000s,natural gas,0.0,0.0,0.0,0.0,0.0198113629163,0.0,0.980188637084,0.0,0.0,19,60190.71
H2,2000s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,4262.18
H2,2000s,propane,0.0,0.0,0.0,0.0,0.0,0.0,0.669161678971,0.0,0.330838321029,4,6440.85
H2,2010s,electricity,0.760464583727,0.0,0.0,0.0,0.0,0.0,0.239535416273,0.0,0.0,2,4978.22
H2,2010s,natural gas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1904.28
H2,pre-1950,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,33972.16
H2,pre-1950,fuel oil,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,26422.94
H2,pre-1950,natural gas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,43418.14
H2,pre-1950,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,11735.57
H3,1950s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,3323.34
H3,1950s,fuel oil,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1192.46
H3,1950s,natural gas,0.0,0.0,0.0,0.0,0.148113715451,0.0,0.851886284549,0.0,0.0,12,22437.76
H3,1950s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1904.28
H3,1960s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,7363.14
H3,1960s,fuel oil,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,3785.76
H3,1960s,natural gas,0.0,0.0703672693563,0.130993392791,0.0,0.261986785582,0.130993392791,0.40565915948,0.0,0.0,9,16267.08
H3,1960s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,7331.48
H3,1960s,propane,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,3785.76
H3,1970s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,12039.53
H3,1970s,natural gas,0.0,0.0,0.0,0.0,0.204054376707,0.068018125569,0.727927497724,0.0,0.0,15,31328.12
H3,1970s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,5406.43
H3,1970s,propane,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2130.88
H3,1980s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,7219.77
H3,1980s,natural gas,0.0,0.0,0.0,0.130609683068,0.261219366137,0.130609683068,0.477561267727,0.0,0.0,9,16314.87
H3,1980s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,4420.22
H3,1980s,propane,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,4468.01
H3,1990s,electricity,0.108080521958,0.0,0.0,0.0,0.0,0.0,0.891919478042,0.0,0.0,6,10590.9
H3,1990s,natural gas,0.0,0.0,0.113860201081,0.0,0.0,0.0,0.886139798919,0.0,0.0,12,18714.88
H3,1990s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,4626.47
H3,1990s,propane,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1192.46
H3,2000s,electricity,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2,2384.92
H3,2000s,fuel oil,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1925.05
H3,2000s,natural gas,0.0,0.0410203354675,0.0,0.0,0.193744548456,0.0,0.765235116076,0.0,0.0,19,27904.94
H3,2000s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,3275.55
H3,2010s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,3785.76
H3,2010s,natural gas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2130.88
H3,pre-1950,electricity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1144.67
H3,pre-1950,fuel oil,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,8559.1
H3,pre-1950,natural gas,0.0,0.0,0.0,0.047788936384,0.0734602842828,0.0,0.878750779333,0.0,0.0,22,44589.4
H3,pre-1950,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,13553.87
H1C1 OR,pre-1950,none,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 OR,pre-1950,propane,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 OR,1950s,none,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 OR,1950s,propane,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 OR,1960s,none,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 OR,1960s,propane,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 OR,1970s,fuel oil,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 OR,1970s,none,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 OR,1970s,propane,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 OR,1980s,fuel oil,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 OR,1980s,none,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 OR,1980s,propane,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 OR,1990s,none,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 OR,1990s,propane,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 OR,2000s,fuel oil,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 OR,2000s,none,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 OR,2000s,other fuel,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 OR,2000s,propane,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 OR,2010s,fuel oil,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 OR,2010s,none,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 OR,2010s,propane,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 WA,pre-1950,none,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 WA,1950s,none,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 WA,1960s,propane,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 WA,1970s,none,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 WA,1980s,fuel oil,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 WA,1980s,none,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 WA,1990s,fuel oil,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 WA,1990s,propane,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 WA,2000s,fuel oil,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 WA,2000s,none,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 WA,2010s,electricity,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 WA,2010s,fuel oil,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 WA,2010s,none,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 WA,2010s,other fuel,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C1 WA,2010s,propane,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C2,pre-1950,none,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C2,pre-1950,propane,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C2,1950s,fuel oil,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C2,1950s,none,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C2,1950s,other fuel,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C2,1960s,none,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C2,1960s,propane,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C2,1970s,fuel oil,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C2,1970s,none,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C2,1970s,propane,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
H1C2,1980s,fuel oil,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0,0.0
