"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",46901.2272567638,15073.3848186838,3.11152589951984,0.00186801443910207
"yearmaderange1950s",3019.47622726172,1579.45209908825,1.91172383702218,0.0559485592591884
"yearmaderange1960s",381.019630167539,1699.30995396665,0.224220207313054,0.822591886468684
"yearmaderange1970s",2274.5711815183,1671.63224478551,1.36068874515528,0.173651743754126
"yearmaderange1980s",6164.03738163914,1722.60233870434,3.57832869672954,0.000347915847558018
"yearmaderange1990s",3675.87652331717,1722.68580123105,2.13380554985149,0.0328900878188717
"yearmaderange2000s",4171.00346578735,1781.39302992008,2.34142796998284,0.0192353984579652
"fuelheatFuel Oil",3374.93061569495,2493.97062170012,1.35323591478166,0.176019846950861
"fuelheatNatural Gas",-754.959414819368,1431.06878922905,-0.527549353672984,0.59782729403304
"fuelheatNone",9460.34830225427,3347.2024518111,2.82634481733708,0.00472034017223601
"fuelheatOther Fuel",-4238.78505181466,2375.07157509312,-1.78469781553782,0.0743495498004101
"fuelheatPropane/LPG",-7828.23383670322,2241.06703073123,-3.4930833077978,0.000480149033219431
"Size1500-2499",5404.35169533237,1128.44992878642,4.78918165305256,1.70579144884713e-06
"Size2500-3499",8667.07234664264,1547.82076973186,5.59953226893583,2.22299355053629e-08
"Size3500+",12053.0261937318,1904.35766132088,6.32918198011803,2.60211318887607e-10
"stories2+",6662.73967485366,1070.25572929041,6.22537164951324,5.05495943297013e-10
"totrooms3",1483.3564942601,12462.4362791991,0.11902620491115,0.90525768776413
"totrooms4",3390.84153616974,11694.8013698396,0.289944346119,0.771866591732377
"totrooms5",5198.8027905316,11620.1783639912,0.447394405462977,0.654602850466726
"totrooms6",8463.86270681408,11615.7288349737,0.728655328224461,0.466234598829611
"totrooms7",9846.48305162614,11644.0127462104,0.845626268730319,0.397787440724485
"totrooms8",12715.3566912995,11668.4825534547,1.08971810456492,0.275871307764308
"totrooms9",15934.0321185372,11722.6176164832,1.35925547005238,0.174105301544735
"totrooms10",18650.6617338035,11811.0610457613,1.57908435673498,0.114357626033149
"totrooms11",25569.4445831698,12017.3566473765,2.12770955655642,0.0333927295789051
"totrooms12",28506.931420999,12606.7014569548,2.26125220132603,0.0237713177911047
"totrooms13",19590.5134154006,12970.1806963763,1.51042717707657,0.130975332554475
"totrooms14",12185.5489628015,15669.1772981342,0.777676372597593,0.436783624601784
"totrooms15",29188.9902249587,18504.7680098862,1.57737671768511,0.114749788894663
"totrooms16",28140.9768028226,18734.5749212925,1.50208782003585,0.133115277259571
"totrooms17",61297.3751909755,22231.5440360056,2.75722527826677,0.00584310128311489
"totrooms18",32263.0347430943,29547.2792338842,1.09191220239648,0.274905724294543
"totrooms19",18379.4548938951,41482.8554443234,0.443061469540429,0.657733672260014
"totrooms21",83952.032529139,37287.5426123336,2.25147667686125,0.0243833274721978
"totrooms23",105525.148575492,39905.2689617028,2.64439136287402,0.00820033382489878
"sizeofgarage2 Car",3154.19378612821,1543.04679926754,2.04413358533613,0.0409741662785148
"sizeofgarage3+ Car",11854.9157545021,2461.02014430153,4.81707383905495,1.48451440322721e-06
"sizeofgarageNone",-2186.54435294838,1450.87326188895,-1.50705400008657,0.131837680178007
"kownrent2",-4758.38928997841,1477.61485738552,-3.22031770741523,0.00128578246406667
"kownrent3",-16970.0288336677,3918.65066672793,-4.33057965022375,1.50594834334534e-05
"stovefuel1",10079.0101706806,2935.84043615635,3.43309195096317,0.00059986944212554
"stovefuel2",6780.77259444355,5087.2212901231,1.33290301477714,0.182602916802357
"stovefuel5",-1831.69851333838,2652.08449658521,-0.690663708376131,0.489797638720668
"ovenfuel1",-2989.8362060192,3807.75644982243,-0.785196281699852,0.432362559523972
"ovenfuel2",322.690722136425,9809.92439410107,0.0328943128583607,0.973759717301298
"ovenfuel5",6317.60476440552,2483.70499013459,2.54362123903579,0.010990303133937
"outgrillfuel1",18980.8693507504,2091.74192265836,9.07419273149527,1.43133585357952e-19
"outgrillfuel2",16420.1959667118,1123.22195172756,14.6188346314429,9.20946023008892e-48
"outgrillfuel21",7994.30767438284,1286.95970840139,6.21177774424113,5.50996461972021e-10
"sizrfri11",-23392.4902352458,12481.8997263005,-1.87411297544361,0.0609525447555359
"sizrfri12",-19017.9923622531,10597.9082256499,-1.79450434532205,0.0727717645758953
"sizrfri13",-14156.4102357896,10249.6768350326,-1.38115673924509,0.167270697034154
"sizrfri14",-7985.86230421978,10256.3444595342,-0.778626569703032,0.436223556397512
"sizrfri15",-5387.85721991707,10342.739944066,-0.520931324683288,0.602429534634228
"esfrig-8",-4283.05996529993,26420.7630436085,-0.162109624094905,0.871223764541263
"esfrig-2",-2749.77253146699,1804.08681463106,-1.52419080343943,0.127501963155548
"esfrig0",-1276.20510666857,1896.65615386991,-0.672871096885231,0.501049415602261
"esfrig1",2600.85061202823,1744.70127778493,1.49071399508016,0.136077402862931
"typeglass2+ Pane",4353.6596687863,975.059418493848,4.46501986054481,8.11979725468598e-06
"typeglassNo Windows",2959.48267945928,5037.66860260712,0.58747069585476,0.556904785029555
"educationBachelor's Degree",10273.630032368,1668.16999297163,6.15862296747516,7.70495738177531e-10
"educationDoctorate Degree",27498.8825581818,4092.44660509816,6.7194236630785,1.95391855250407e-11
"educationHigh School Diploma/GED",-11454.7591782378,1611.88199342933,-7.10645023949145,1.29674717132476e-12
