INCOME,TEMPHOMEAC,0,1
1250,45.0,0.0,0.91543452412
1250,50.0,0.0,0.0
1250,55.0,0.0,0.0
1250,60.0,0.0,0.967791620116
1250,62.0,0.0,0.818232790332
1250,63.0,0.0,0.0
1250,64.0,0.0,0.0
1250,65.0,0.0,0.955566063005
1250,66.0,0.0,0.0
1250,67.0,0.0,0.0
1250,68.0,0.0,0.968189993026
1250,69.0,0.0,0.969355127373
1250,70.0,0.0,0.993232916461
1250,71.0,0.0,0.94476677579
1250,72.0,0.0,0.987727616014
1250,73.0,0.0,0.918403014917
1250,74.0,0.0,0.985520011363
1250,75.0,0.0,0.991956264283
1250,76.0,0.0,0.977331448835
1250,77.0,0.0,0.97448500175
1250,78.0,0.0,0.97627660174
1250,79.0,0.0,0.855240293216
1250,80.0,0.0,0.964294528434
1250,81.0,0.0,0.0
1250,82.0,0.0,0.816560129778
1250,83.0,0.0,0.0
1250,84.0,0.0,0.0
1250,85.0,0.0,0.0
1250,88.0,0.0,0.0
3250,45.0,0.0,0.0
3250,50.0,0.0,0.0
3250,55.0,0.0,0.0
3250,60.0,0.0,0.93991797688
3250,62.0,0.0,0.0
3250,63.0,0.0,0.0
3250,64.0,0.0,0.0
3250,65.0,0.0,0.925210130575
3250,66.0,0.0,0.0
3250,67.0,0.0,0.0
3250,68.0,0.0,0.929022309238
3250,69.0,0.0,0.864888582209
3250,70.0,0.0,0.983490519619
3250,71.0,0.0,0.0
3250,72.0,0.0,0.940758107595
3250,73.0,0.0,0.878991800055
3250,74.0,0.0,0.741593527035
3250,75.0,0.0,0.736430678747
3250,76.0,0.0,0.861144077773
3250,77.0,0.0,0.0
3250,78.0,0.0,0.91980883962
3250,79.0,0.0,0.0
3250,80.0,0.0,0.896159502773
3250,81.0,0.0,0.0
3250,82.0,0.0,0.0
3250,83.0,0.0,0.0
3250,84.0,0.0,0.0
3250,85.0,0.0,0.0
3250,88.0,0.0,0.0
6250,45.0,0.0,0.0
6250,50.0,0.0,0.0
6250,55.0,0.0,0.0
6250,60.0,0.0,0.0
6250,62.0,0.0,0.0
6250,63.0,0.0,0.0
6250,64.0,0.0,0.611792113296
6250,65.0,0.0,0.609418395041
6250,66.0,0.0,0.0
6250,67.0,0.0,0.815313353326
6250,68.0,0.0,0.837490606861
6250,69.0,0.0,0.0
6250,70.0,0.0,0.920910117878
6250,71.0,0.0,0.0
6250,72.0,0.0,0.898775130933
6250,73.0,0.0,0.552771965232
6250,74.0,0.0,0.854142481039
6250,75.0,0.0,0.944528589893
6250,76.0,0.0,0.791204175926
6250,77.0,0.0,0.0
6250,78.0,0.0,0.930446396071
6250,79.0,0.0,0.699512017059
6250,80.0,0.0,0.790723215922
6250,81.0,0.0,0.0
6250,82.0,0.0,0.0
6250,83.0,0.0,0.0
6250,84.0,0.0,0.0
6250,85.0,0.0,0.0
6250,88.0,0.0,0.0
8750,45.0,0.0,0.0
8750,50.0,0.0,0.470468073127
8750,55.0,0.0,0.0
8750,60.0,0.0,0.801602322496
8750,62.0,0.0,0.0
8750,63.0,0.0,0.0
8750,64.0,0.0,0.0
8750,65.0,0.0,0.913595262525
8750,66.0,0.0,0.0
8750,67.0,0.0,0.0
8750,68.0,0.0,0.890414305524
8750,69.0,0.0,0.778433344801
8750,70.0,0.0,0.956179518391
8750,71.0,0.0,0.0
8750,72.0,0.0,0.944692865516
8750,73.0,0.0,0.795223764677
8750,74.0,0.0,0.849756504118
8750,75.0,0.0,0.917655793962
8750,76.0,0.0,0.898512533242
8750,77.0,0.0,0.678088415041
8750,78.0,0.0,0.91052433631
8750,79.0,0.0,0.0
8750,80.0,0.0,0.78107809096
8750,81.0,0.0,0.0
8750,82.0,0.0,0.0
8750,83.0,0.0,0.0
8750,84.0,0.0,0.0
8750,85.0,0.0,0.0
8750,88.0,0.0,0.0
12250,45.0,0.0,0.0
12250,50.0,0.0,0.229700643079
12250,55.0,0.0,0.0
12250,60.0,0.0,0.813094424728
12250,62.0,0.0,0.648641106222
12250,63.0,0.0,0.0
12250,64.0,0.0,0.0
12250,65.0,0.0,0.915203479798
12250,66.0,0.0,0.462628653708
12250,67.0,0.0,0.0
12250,68.0,0.0,0.872467304748
12250,69.0,0.0,0.736982007948
12250,70.0,0.0,0.971676659758
12250,71.0,0.0,0.730675146309
12250,72.0,0.0,0.957649366837
12250,73.0,0.0,0.819889611498
12250,74.0,0.0,0.90260374692
12250,75.0,0.0,0.939384663905
