,Built-in electric units (%),Electric furnace (%),Heat pump (%),Total electric heating (%),Heat pump with no central AC (%),Heat pump used for secondary space heating (%),Have central duct system (%),Have central duct system and room AC only (%),Electric heat and central AC (%),Electric heat and room AC (%),Electric heat and no AC (%),Room AC only (%),Room AC and Central AC used (%),Built-in electric units with ducts (%),Built-in electric units without ducts (%),Built-in electric units (#),Electric furnace (#),Heat pump (#),Total electric heating (#),Heat pump with no central AC (#),Heat pump used for secondary space heating (#),Have central duct system (#),Have central duct system and room AC (#),Have central duct system and room AC only (#),Electric heat and central AC (#),Electric heat and room AC (#),Electric heat and no AC (#),Room AC only (#),Room AC and Central AC used (#),Built-in electric units with ducts (#),Built-in electric units without ducts (#),Built-in electric units (%),Electric furnace (%),Heat pump (%),Total electric heating (%),Heat pump with no central AC (%),Heat pump used for secondary space heating (%),Have central duct system (%),Have central duct system and room AC (%),Have central duct system and room AC only (%),Electric heat and central AC (%),Electric heat and room AC (%),Electric heat and no AC (%),Room AC only (%),Room AC and Central AC used (%),Built-in electric units with ducts (%),Built-in electric units without ducts (%),Built-in electric units (#),Electric furnace (#),Heat pump (#),Total electric heating (#),Heat pump with no central AC (#),Heat pump used for secondary space heating (#),Have central duct system (#),Have central duct system and room AC (#),Have central duct system and room AC only (#),Electric heat and central AC (#),Electric heat and room AC (#),Electric heat and no AC (#),Room AC only (#),Room AC and Central AC used (#),Built-in electric units with ducts (#),Built-in electric units without ducts (#)
,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015
division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.113205343065,0.00481952901063,0.00198133664655,0.147024556204,,,0.27166987386,0.104356473516,0.0147942768113,0.0850385003746,0.0471917790182,0.601629559995,0.601629559995,0.00590080878782,0.107304534277,232304.495339,9889.977136,4065.827613,301703.651141,,,557483.695002,214146.057589,214146.057589,30358.787982,174504.359768,96840.503391,1234581.75676,1234581.75676,12108.831354,220195.663985,0.111988146101,0.0799598492583,0.0156001249858,0.221122221714,,,0.550850203679,0.238887303175,0.238887303175,0.0582310134235,0.135442011742,0.0274491965483,0.508339180883,0.508339180883,0.0283211971757,0.0836669489251,224440.035115,160250.812252,31264.8500892,443160.110548,,,1103981.47805,478763.838673,478763.838673,116703.161474,271444.888855,55012.0602195,1018783.39431,1018783.39431,56759.6724288,167680.362686
2,0.107600053313,0.0257820287555,0.0225219671719,0.168637371261,0.00591079006027,,0.321079196975,0.0881761149677,0.0361746601423,0.0882587477664,0.0442039633524,0.572715142767,0.574532604291,0.00452400845259,0.10307604486,595753.407566,142748.363148,124698.253157,933701.104028,32726.501627,,1777731.7,498270.941351,488208.131321,200289.650272,488665.647557,244745.806199,3170974.24548,3181037.05551,25048.253867,570705.153699,0.121958370305,0.0272215916644,0.0394062313617,0.217657540273,0.0257922071489,,0.317779322595,0.175285311775,0.143206483323,0.0426648020478,0.138414024642,0.0474915058599,0.72967921049,0.761758038943,0.00792208289627,0.114036287409,712414.575859,159013.757164,230189.806009,1271437.1621,150664.068981,,1856294.24825,1023921.61136,836534.514368,249224.606551,808539.573063,277419.589318,4262389.73145,4449776.82845,46276.5065844,666138.069275
3,0.156586907436,0.138042050931,0.00423990007544,0.317241692691,,0.00162462264638,0.618723064317,0.101009839959,0.118867326225,0.155013522502,0.0433608439649,0.37493418688,0.37493418688,0.00266830449409,0.153918602942,660358.115173,582150.768921,17880.50143,1337871.27972,,6851.356644,2609278.15266,425978.57395,425978.57395,501287.143264,653722.838145,182861.298315,1581171.99589,1581171.99589,11252.77046,649105.344713,0.216107244869,0.102883082406,0.0222907753766,0.37181730049,0.00747724655762,,0.679484878767,0.124840529177,0.112775827043,0.156239044928,0.185395461088,0.0383225235165,0.384901377888,0.396966080022,0.0517689442073,0.164338300662,927027.684561,441333.957688,95619.9589561,1594971.66031,32074.8828546,,2914762.50248,535524.048593,483770.518112,670213.162661,795284.420589,164390.78784,1651097.96918,1702851.49966,222071.428053,704956.256508
4,0.142410115845,0.282057609165,0.0193107811937,0.478863291218,,,0.60281151895,0.0609147901784,0.299783493861,0.157440644046,0.0216391533103,0.400397584019,0.400397584019,0.0133086597247,0.129101456121,200357.227895,396827.713703,27168.397171,673714.230198,,,848097.371196,85701.20476,85701.20476,421766.31514,221503.724029,30444.191029,563320.586559,563320.586559,18723.994104,181633.233791,0.24351329039,0.214520881508,0.0161767444492,0.511566934366,,,0.609491871259,0.0857279959633,0.0857279959633,0.277183149473,0.159493450838,0.0748903340544,0.332915783354,0.332915783354,0.0724016423637,0.171111648026,404893.200529,356687.087406,26897.31564,850590.01506,,,1013411.27646,142541.224772,142541.224772,460876.58026,265192.153044,124521.281756,553544.06658,553544.06658,120383.296752,284509.903777
5,0.0734749369194,0.408463610302,0.168352613849,0.695031610047,,0.00131288267044,0.851642524936,0.0195420125673,0.591898613426,0.0675274798926,0.0356055167286,0.12124457323,0.12124457323,0.0163725142781,0.0571024226413,342118.53262,1901913.453,783893.823222,3236249.04659,,6113.125258,3965470.44698,90992.724108,90992.724108,2756034.82732,314425.616421,165788.60285,564546.459251,564546.459251,76234.710705,265883.821915,0.168931586093,0.314489278561,0.163045872013,0.652320895811,0.00669928866217,,0.826224968727,0.057640403546,0.0182010983563,0.526955360188,0.1269987487,0.0320523026633,0.161439074498,0.200878379688,0.0928305357311,0.0761010503623,904799.771227,1684408.66433,873275.810099,3493839.19814,35881.4771653,,4425271.67343,308722.750718,97485.3194108,2822379.75959,680206.949021,171672.549744,864669.78172,1075907.21303,497201.556173,407598.215054
6,0.114318976294,0.534521033407,0.0975032580084,0.786484148498,,,0.821268369186,0.0514734428872,0.604382107744,0.166278298234,0.0274437506642,0.21234243866,0.223962446805,,0.114318976294,108128.113358,505574.426625,92223.038348,743892.658241,,,776793.164172,59676.67002,48685.93516,571652.224119,157273.615136,25957.553846,200843.184766,211833.919626,,108128.113358,0.198454059706,0.383979154795,0.173541269582,0.756747084945,,,0.872247346032,0.0546691725928,0.0149130450258,0.591871690618,0.125218092599,0.0573321565954,0.122456282757,0.162212410324,0.0874746385824,0.110979421124,238594.568547,461645.082519,208642.768015,909811.290828,,,1048673.32772,65726.8874565,17929.446991,711587.209992,150545.455316,68928.5025813,147225.025245,195022.465711,105167.78383,133426.784717
7,0.0376773577469,0.673880542361,0.025414708688,0.768683486513,,,0.922494023449,0.00938144483471,0.705191743234,0.0391008249115,0.0243909183675,0.0733666704039,0.0733666704039,0.0205856188699,0.017091738877,106338.61806,1901925.45065,71729.15411,2169492.35746,,,2603599.2301,26477.702758,26477.702758,1990296.55812,110356.13787,68839.661471,207066.28089,207066.28089,58099.781764,48238.836296,0.212170109082,0.597615755059,0.0327271668561,0.894150141727,,,0.918381469624,0.0132569245313,0.0132569245313,0.793403641886,0.0700076814799,0.0307388183615,0.090176200691,0.090176200691,0.193089989133,0.0190801199485,642161.05376,1808763.56558,99053.1232032,2706264.32591,,,2779603.66255,40123.845265,40123.845265,2401341.64485,211887.559021,93035.1220341,272930.264826,272930.264826,584412.53308,57748.5206801
8,0.0390722733945,0.17085532956,0.0140112281839,0.259180236817,,,0.772657208251,0.0827239450618,0.17085532956,0.043034241619,0.0452906656371,0.152442018766,0.152442018766,,0.0390722733945,22195.876235,97058.180125,7959.390628,147233.113386,,,438925.157829,46993.181782,46993.181782,97058.180125,24446.560639,25728.372622,86598.088301,86598.088301,,22195.876235,0.0870404789303,0.0622591989629,0.0875419288257,0.286020301506,0.0130695677178,,0.76389413729,0.108641015124,0.108641015124,0.116969476616,0.139421720131,0.0296291047587,0.302048205358,0.302048205358,,0.0870404789303,78311.0152175,56015.0993806,78762.1736999,257334.753427,11758.7946322,,687281.666473,97745.1904355,97745.1904355,105238.373867,125438.836976,26657.5425842,271755.186746,271755.186746,,78311.0152175
