Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
AZ, 00133	0.161771	0.013594	0.008836	0.019032	0.065932	0.196436	0.097689	0.000000	0.436711	0.000000	0.000000
AZ, 00134	0.083569	0.382031	0.000000	0.000000	0.000000	0.000000	0.097689	0.015047	0.421664	0.000000	0.000000
AZ, 00201	0.130547	0.026109	0.222934	0.016067	0.028118	0.026109	0.204738	0.005605	0.339772	0.000000	0.000000
AZ, 00202	0.173988	0.000000	0.096936	0.000000	0.060896	0.118063	0.204738	0.003746	0.341632	0.000000	0.000000
AZ, 00203	0.140181	0.069276	0.007335	0.000000	0.132031	0.101061	0.204738	0.006542	0.338835	0.000000	0.000000
AZ, 00204	0.053442	0.000000	0.079677	0.059272	0.106884	0.150609	0.204738	0.044910	0.300468	0.000000	0.000000
AZ, 00205	0.000000	0.000000	0.000000	0.449884	0.000000	0.000000	0.204738	0.004613	0.340765	0.000000	0.000000
AZ, 00206	0.064269	0.036955	0.000000	0.065876	0.000000	0.282784	0.204738	0.000000	0.345378	0.000000	0.000000
AZ, 00207	0.039627	0.036131	0.094406	0.083916	0.059441	0.136364	0.204738	0.033532	0.311846	0.000000	0.000000
AZ, 00208	0.000000	0.014996	0.000000	0.000000	0.000000	0.434888	0.204738	0.065012	0.280365	0.000000	0.000000
AZ, 00209	0.147376	0.131863	0.170646	0.000000	0.000000	0.000000	0.204738	0.150333	0.195044	0.000000	0.000000
AZ, 00300	0.000000	0.016496	0.000000	0.002275	0.014221	0.012514	0.683216	0.019350	0.251928	0.000000	0.000000
AZ, 00400	0.150537	0.027493	0.031550	0.003606	0.135213	0.047775	0.264964	0.053079	0.285782	0.000000	0.000000
AZ, 00500	0.009027	0.017302	0.025201	0.050778	0.014669	0.026705	0.419790	0.035363	0.401164	0.000000	0.000000
AZ, 00600	0.000000	0.006447	0.000000	0.020683	0.031964	0.006984	0.607399	0.025206	0.301318	0.000000	0.000000
AZ, 00700	0.034905	0.000000	0.000000	0.019419	0.046458	0.000000	0.552813	0.008154	0.338251	0.000000	0.000000
AZ, 00800	0.000000	0.004203	0.000000	0.079576	0.028860	0.005324	0.455221	0.018271	0.408545	0.000000	0.000000
AZ, 00803	0.000000	0.000000	0.000000	0.049018	0.000000	0.000000	0.409118	0.015758	0.526106	0.000000	0.000000
AZ, 00805	0.008170	0.008170	0.008170	0.008170	0.008170	0.008170	0.409118	0.008852	0.533012	0.000000	0.000000
AZ, 00807	0.000000	0.000000	0.000000	0.005502	0.000000	0.043516	0.409118	0.031387	0.510477	0.000000	0.000000
AZ, 00900	0.004781	0.000000	0.002839	0.004632	0.020320	0.004034	0.888845	0.004297	0.070251	0.000000	0.000000
CA, 00101	0.038502	0.069552	0.108055	0.053406	0.000000	0.321680	0.027856	0.057866	0.323083	0.000000	0.000000
CA, 00102	0.031623	0.008040	0.079862	0.041271	0.009112	0.421287	0.027856	0.291314	0.089635	0.000000	0.000000
CA, 00103	0.245691	0.000000	0.000000	0.000000	0.000000	0.345504	0.027856	0.135530	0.245419	0.000000	0.000000
CA, 00104	0.071827	0.029468	0.132604	0.062619	0.138130	0.156547	0.027856	0.022084	0.358865	0.000000	0.000000
CA, 00105	0.255093	0.027578	0.015512	0.049984	0.067220	0.175807	0.027856	0.104178	0.276771	0.000000	0.000000
CA, 00106	0.000000	0.000000	0.000000	0.000000	0.591195	0.000000	0.027856	0.040526	0.340423	0.000000	0.000000
CA, 00107	0.000000	0.000000	0.037318	0.023569	0.469421	0.060887	0.027856	0.193115	0.187834	0.000000	0.000000
CA, 00108	0.009799	0.000000	0.023953	0.034840	0.011976	0.510627	0.027856	0.194226	0.186723	0.000000	0.000000
CA, 00109	0.012525	0.000000	0.058869	0.046344	0.033818	0.439639	0.027856	0.163828	0.217121	0.000000	0.000000
CA, 00110	0.011769	0.014538	0.056074	0.000000	0.030460	0.478356	0.027856	0.083687	0.297262	0.000000	0.000000
CA, 00300	0.000000	0.000000	0.050424	0.035433	0.000000	0.000000	0.327927	0.000000	0.586216	0.000000	0.000000
CA, 00701	0.138949	0.028607	0.000000	0.115450	0.182881	0.119537	0.382650	0.001264	0.030661	0.000000	0.000000
CA, 00702	0.000000	0.000000	0.050310	0.073178	0.091473	0.370464	0.382650	0.000000	0.031925	0.000000	0.000000
CA, 01100	0.000000	0.021998	0.003793	0.017067	0.059925	0.008344	0.439639	0.072497	0.376737	0.000000	0.000000
CA, 01301	0.222600	0.000000	0.000000	0.000000	0.096460	0.163240	0.042810	0.212597	0.262294	0.000000	0.000000
CA, 01302	0.000000	0.110873	0.182941	0.000000	0.000000	0.188485	0.042810	0.086344	0.388547	0.000000	0.000000
CA, 01303	0.000000	0.370137	0.000000	0.000000	0.112163	0.000000	0.042810	0.051572	0.423319	0.000000	0.000000
CA, 01304	0.000000	0.067230	0.090614	0.033128	0.047743	0.243585	0.042810	0.116218	0.358673	0.000000	0.000000
CA, 01305	0.097521	0.013932	0.063687	0.043122	0.025873	0.238164	0.042810	0.054625	0.420266	0.000000	0.000000
CA, 01306	0.000000	0.000000	0.000000	0.075655	0.000000	0.406644	0.042810	0.056888	0.418003	0.000000	0.000000
CA, 01307	0.083475	0.083475	0.164631	0.000000	0.000000	0.150718	0.042810	0.025809	0.449082	0.000000	0.000000
CA, 01308	0.000000	0.000000	0.000000	0.000000	0.000000	0.482299	0.042810	0.015493	0.459398	0.000000	0.000000
CA, 01309	0.081407	0.136703	0.127487	0.000000	0.101375	0.035328	0.042810	0.005639	0.469252	0.000000	0.000000
CA, 01500	0.029193	0.028631	0.013474	0.000000	0.000000	0.019649	0.509111	0.000000	0.399942	0.000000	0.000000
CA, 01700	0.000000	0.000000	0.000000	0.000000	0.136340	0.000000	0.150037	0.016288	0.697335	0.000000	0.000000
CA, 01901	0.068778	0.000000	0.000000	0.113151	0.138665	0.011093	0.112324	0.024789	0.531198	0.000000	0.000000
CA, 01902	0.005366	0.000000	0.025489	0.132809	0.079149	0.088875	0.112324	0.006857	0.549130	0.000000	0.000000
CA, 01903	0.143496	0.000000	0.036462	0.075277	0.041167	0.035286	0.112324	0.000000	0.555988	0.000000	0.000000
CA, 01904	0.065775	0.049472	0.023331	0.107658	0.054532	0.030920	0.112324	0.055231	0.500757	0.000000	0.000000
CA, 01905	0.079317	0.012361	0.000000	0.073136	0.141122	0.025752	0.112324	0.022523	0.533465	0.000000	0.000000
CA, 01906	0.012819	0.000000	0.029644	0.091334	0.096141	0.101750	0.112324	0.011245	0.544743	0.000000	0.000000
CA, 01907	0.040152	0.043643	0.000000	0.073320	0.174573	0.000000	0.112324	0.000000	0.555988	0.000000	0.000000
CA, 02300	0.006407	0.008810	0.022425	0.082091	0.091701	0.000000	0.225381	0.111037	0.452149	0.000000	0.000000
CA, 02500	0.023790	0.000000	0.000000	0.049279	0.125747	0.045880	0.221752	0.041765	0.491786	0.000000	0.000000
CA, 02901	0.000000	0.061290	0.023402	0.119236	0.024516	0.161582	0.161913	0.000000	0.448061	0.000000	0.000000
CA, 02902	0.009028	0.085770	0.043336	0.094798	0.021668	0.135426	0.161913	0.018144	0.429917	0.000000	0.000000
CA, 02903	0.005343	0.178450	0.070525	0.051291	0.028851	0.055565	0.161913	0.014503	0.433558	0.000000	0.000000
CA, 02904	0.000000	0.000000	0.000000	0.147941	0.242085	0.000000	0.161913	0.000000	0.448061	0.000000	0.000000
CA, 02905	0.077251	0.101746	0.028263	0.010363	0.097035	0.075367	0.161913	0.008467	0.439594	0.000000	0.000000
CA, 03100	0.020142	0.000000	0.031504	0.048031	0.090897	0.036152	0.123185	0.005735	0.644355	0.000000	0.000000
CA, 03300	0.037100	0.006802	0.000000	0.046375	0.000000	0.014222	0.412384	0.012572	0.470545	0.000000	0.000000
CA, 03701	0.000000	0.000000	0.274250	0.000000	0.000000	0.274250	0.043122	0.034032	0.374348	0.000000	0.000000
CA, 03702	0.000000	0.000000	0.120929	0.097175	0.066943	0.263452	0.043122	0.038225	0.370154	0.000000	0.000000
CA, 03703	0.038627	0.000000	0.306439	0.000000	0.000000	0.203434	0.043122	0.000000	0.408379	0.000000	0.000000
CA, 03704	0.000000	0.000000	0.080969	0.000000	0.117536	0.349995	0.043122	0.000000	0.408379	0.000000	0.000000
CA, 03705	0.000000	0.000000	0.138442	0.007524	0.006019	0.396515	0.043122	0.113439	0.294940	0.000000	0.000000
CA, 03706	0.202779	0.000000	0.056512	0.000000	0.059836	0.229372	0.043122	0.057751	0.350629	0.000000	0.000000
CA, 03707	0.041217	0.000000	0.177549	0.120480	0.000000	0.209254	0.043122	0.025088	0.383291	0.000000	0.000000
CA, 03708	0.085322	0.000000	0.337225	0.000000	0.000000	0.125952	0.043122	0.088124	0.320255	0.000000	0.000000
CA, 03709	0.000000	0.000000	0.000000	0.000000	0.000000	0.548499	0.043122	0.034032	0.374348	0.000000	0.000000
CA, 03710	0.000000	0.000000	0.424050	0.000000	0.000000	0.124449	0.043122	0.117051	0.291328	0.000000	0.000000
CA, 03711	0.111559	0.000000	0.102263	0.074373	0.052681	0.207624	0.043122	0.186983	0.221397	0.000000	0.000000
CA, 03712	0.087323	0.000000	0.128256	0.000000	0.000000	0.332920	0.043122	0.074968	0.333411	0.000000	0.000000
CA, 03713	0.000000	0.000000	0.000000	0.000000	0.000000	0.548499	0.043122	0.133948	0.274431	0.000000	0.000000
CA, 03714	0.000000	0.000000	0.000000	0.000000	0.000000	0.548499	0.043122	0.376032	0.032347	0.000000	0.000000
CA, 03715	0.000000	0.047885	0.104476	0.000000	0.000000	0.396138	0.043122	0.000000	0.408379	0.000000	0.000000
CA, 03716	0.000000	0.000000	0.000000	0.000000	0.000000	0.548499	0.043122	0.000000	0.408379	0.000000	0.000000
CA, 03717	0.234026	0.000000	0.109700	0.000000	0.204773	0.000000	0.043122	0.042814	0.365565	0.000000	0.000000
CA, 03718	0.009129	0.024344	0.147585	0.007607	0.039559	0.320275	0.043122	0.168920	0.239459	0.000000	0.000000
CA, 03719	0.005944	0.016752	0.029181	0.079438	0.036206	0.380977	0.043122	0.226523	0.181856	0.000000	0.000000
CA, 03720	0.230370	0.000000	0.040746	0.000000	0.000000	0.277384	0.043122	0.000000	0.408379	0.000000	0.000000
CA, 03721	0.034361	0.000000	0.096719	0.000000	0.031179	0.386240	0.043122	0.035205	0.373174	0.000000	0.000000
CA, 03722	0.109700	0.000000	0.185985	0.008196	0.030892	0.213726	0.043122	0.000000	0.408379	0.000000	0.000000
CA, 03723	0.073780	0.000000	0.245611	0.000000	0.013591	0.215517	0.043122	0.000000	0.408379	0.000000	0.000000
CA, 03724	0.014300	0.000000	0.093970	0.037792	0.036771	0.365666	0.043122	0.058629	0.349750	0.000000	0.000000
CA, 03725	0.019097	0.006261	0.020976	0.002191	0.000000	0.499973	0.043122	0.124876	0.283503	0.000000	0.000000
CA, 03726	0.391785	0.063432	0.000000	0.000000	0.000000	0.093282	0.043122	0.013044	0.395335	0.000000	0.000000
CA, 03727	0.215024	0.000000	0.135804	0.000000	0.046777	0.150894	0.043122	0.000000	0.408379	0.000000	0.000000
CA, 03728	0.000000	0.011087	0.206562	0.023924	0.096279	0.210647	0.043122	0.000000	0.408379	0.000000	0.000000
CA, 03729	0.130737	0.000000	0.110532	0.007131	0.049918	0.250182	0.043122	0.021877	0.386502	0.000000	0.000000
CA, 03730	0.092024	0.011845	0.110247	0.000000	0.053757	0.280628	0.043122	0.079258	0.329121	0.000000	0.000000
CA, 03731	0.036397	0.000000	0.163365	0.000000	0.104960	0.243777	0.043122	0.120569	0.287810	0.000000	0.000000
CA, 03732	0.049736	0.012259	0.072853	0.029071	0.021015	0.363565	0.043122	0.000000	0.408379	0.000000	0.000000
CA, 03733	0.022916	0.014945	0.122055	0.000000	0.044338	0.344244	0.043122	0.325600	0.082780	0.000000	0.000000
CA, 03734	0.028783	0.014663	0.125992	0.005431	0.017378	0.356253	0.043122	0.259288	0.149091	0.000000	0.000000
CA, 03735	0.022791	0.068372	0.233986	0.000000	0.000000	0.223350	0.043122	0.046839	0.361540	0.000000	0.000000
CA, 03736	0.107207	0.000000	0.149591	0.029918	0.082275	0.179509	0.043122	0.083966	0.324413	0.000000	0.000000
CA, 03737	0.091417	0.120670	0.160893	0.054850	0.000000	0.120670	0.043122	0.000000	0.408379	0.000000	0.000000
CA, 03738	0.081437	0.047904	0.110179	0.000000	0.000000	0.308980	0.043122	0.192455	0.215925	0.000000	0.000000
CA, 03739	0.000000	0.191337	0.357162	0.000000	0.000000	0.000000	0.043122	0.260286	0.148094	0.000000	0.000000
CA, 03740	0.000000	0.000000	0.000000	0.000000	0.000000	0.548499	0.043122	0.103574	0.304805	0.000000	0.000000
CA, 03741	0.000000	0.146266	0.014627	0.000000	0.292533	0.095073	0.043122	0.000000	0.408379	0.000000	0.000000
CA, 03742	0.160236	0.221865	0.101688	0.000000	0.064711	0.000000	0.043122	0.000000	0.408379	0.000000	0.000000
CA, 03743	0.000000	0.239968	0.000000	0.308531	0.000000	0.000000	0.043122	0.196022	0.212357	0.000000	0.000000
CA, 03744	0.015723	0.008558	0.024678	0.004776	0.000000	0.494764	0.043122	0.244089	0.164290	0.000000	0.000000
CA, 03745	0.072529	0.101238	0.119370	0.064974	0.077062	0.113326	0.043122	0.272863	0.135516	0.000000	0.000000
CA, 03746	0.035914	0.000000	0.130595	0.057135	0.024487	0.300369	0.043122	0.235127	0.173252	0.000000	0.000000
CA, 03747	0.000000	0.000000	0.000000	0.548499	0.000000	0.000000	0.043122	0.085565	0.322814	0.000000	0.000000
CA, 03748	0.023681	0.000000	0.033250	0.017462	0.011721	0.462385	0.043122	0.067016	0.341363	0.000000	0.000000
CA, 03749	0.087504	0.000000	0.042685	0.149397	0.000000	0.268914	0.043122	0.000000	0.408379	0.000000	0.000000
CA, 03750	0.089257	0.000000	0.143963	0.000000	0.059025	0.256254	0.043122	0.166773	0.241607	0.000000	0.000000
CA, 03751	0.000000	0.067695	0.024301	0.284664	0.000000	0.171840	0.043122	0.233593	0.174786	0.000000	0.000000
CA, 03752	0.000000	0.000000	0.067687	0.123704	0.114368	0.242740	0.043122	0.298814	0.109565	0.000000	0.000000
CA, 03753	0.000000	0.000000	0.090198	0.000000	0.097511	0.360791	0.043122	0.050474	0.357905	0.000000	0.000000
CA, 03754	0.090729	0.123722	0.000000	0.000000	0.202079	0.131970	0.043122	0.200163	0.208216	0.000000	0.000000
CA, 03755	0.000000	0.000000	0.000000	0.264793	0.000000	0.283707	0.043122	0.069347	0.339032	0.000000	0.000000
CA, 03756	0.000000	0.000000	0.548499	0.000000	0.000000	0.000000	0.043122	0.241856	0.166524	0.000000	0.000000
CA, 03757	0.053310	0.000000	0.027247	0.162299	0.048571	0.257072	0.043122	0.000000	0.408379	0.000000	0.000000
CA, 03758	0.083170	0.010528	0.221084	0.026320	0.020003	0.187395	0.043122	0.130433	0.277946	0.000000	0.000000
CA, 03759	0.252867	0.000000	0.024171	0.000000	0.174776	0.096685	0.043122	0.277556	0.130823	0.000000	0.000000
CA, 03760	0.000000	0.000000	0.301675	0.246825	0.000000	0.000000	0.043122	0.050375	0.358004	0.000000	0.000000
CA, 03761	0.000000	0.000000	0.548499	0.000000	0.000000	0.000000	0.043122	0.000000	0.408379	0.000000	0.000000
CA, 03762	0.061498	0.000000	0.192806	0.000000	0.071471	0.222724	0.043122	0.000000	0.408379	0.000000	0.000000
CA, 03763	0.134538	0.000000	0.238028	0.000000	0.000000	0.175934	0.043122	0.000000	0.408379	0.000000	0.000000
CA, 03764	0.221169	0.000000	0.000000	0.000000	0.000000	0.327330	0.043122	0.213913	0.194466	0.000000	0.000000
CA, 03765	0.000000	0.000000	0.000000	0.548499	0.000000	0.000000	0.043122	0.063920	0.344459	0.000000	0.000000
CA, 03766	0.054962	0.025238	0.040941	0.029724	0.035333	0.362301	0.043122	0.208142	0.200238	0.000000	0.000000
CA, 03767	0.098330	0.021510	0.161323	0.084503	0.035337	0.147496	0.043122	0.060253	0.348126	0.000000	0.000000
CA, 03768	0.000000	0.000000	0.265005	0.000000	0.000000	0.283494	0.043122	0.094972	0.313407	0.000000	0.000000
CA, 03769	0.091417	0.091417	0.091417	0.091417	0.091417	0.091417	0.043122	0.095205	0.313174	0.000000	0.000000
CA, 03900	0.022549	0.022549	0.022549	0.022549	0.022549	0.022549	0.193761	0.000000	0.670943	0.000000	0.000000
CA, 04101	0.000000	0.000000	0.000000	0.092438	0.000000	0.314289	0.038720	0.000000	0.554553	0.000000	0.000000
