CR	income	1950-pre	1950s	1960s	1970s	1980s	1990s	2000s	Weight	Count
1	1250	0.0	0.0	0.0	0.589955793924	0.0	0.0	0.370724623847	31816.20783	2.0
1	3250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3251.0	0.0
1	6250	0.590332844921	0.0	0.0	0.0	0.0	0.0	0.0	15258.728757	1.0
1	8750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8751.0	0.0
1	12250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12251.0	0.0
1	17250	0.0	0.0	0.0	0.341396906284	0.228314601684	0.0	0.0	40091.706656	2.0
1	22250	0.0	0.0	0.0	0.0	0.198148462736	0.0	0.256573173029	40806.680513	2.0
1	27250	0.0	0.0	0.0	0.209808143829	0.0	0.0	0.200462948636	46209.367816	2.0
1	32250	0.0	0.0	0.0	0.163019644579	0.0	0.0	0.186759215534	49600.048386	2.0
1	37250	0.0	0.0	0.0	0.166660464572	0.313239539161	0.0	0.0	71622.765367	3.0
1	42250	0.0	0.0	0.0	0.0	0.0	0.0	0.272303892289	58061.32471	1.0
1	47250	0.0	0.0	0.0	0.0	0.216367602046	0.0	0.0	60297.40491	1.0
1	52250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52251.0	0.0
1	57250	0.0	0.215205697935	0.0	0.113653526815	0.0	0.0	0.0	85304.010889	2.0
1	62250	0.0	0.0	0.0	0.163950669194	0.150690480677	0.0	0.0	90829.78937	2.0
1	67250	0.0	0.0	0.0722780115267	0.0	0.154165869447	0.0	0.0924789416549	98742.113573	4.0
1	72250	0.0	0.0	0.0	0.0824837047294	0.0	0.0824836992281	0.0	86524.76603	2.0
1	77250	0.0	0.0	0.0	0.0779776226065	0.0	0.0779776209895	0.0	91524.767394	2.0
1	82250	0.0786890873779	0.0	0.0	0.0	0.0	0.0	0.0	89276.050976	1.0
1	87250	0.0	0.0	0.0	0.0	0.0	0.0756122856987	0.0	94387.883623	1.0
1	92250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92251.0	0.0
1	97250	0.0	0.0639936948931	0.0	0.0639937080382	0.0	0.0	0.0	111524.76504	2.0
1	110000	0.0	0.0	0.0489883162007	0.0489883187404	0.0489883162007	0.0489883159947	0.0489883159947	145685.416575	5.0
1	120000	0.0	0.090099059159	0.0	0.0	0.133651900192	0.0	0.0	154590.851281	5.0
2	1250	0.146942051973	0.141011817856	0.0515241384297	0.445860119944	0.150279557302	0.0524115778964	0.0	104588.384323	13.0
2	3250	0.0	0.129667649004	0.110036794832	0.242207235614	0.118429743748	0.0880601105496	0.247937914711	51083.440549	8.0
2	6250	0.191938450142	0.0	0.0	0.0	0.689508654277	0.0	0.0	52735.953596	6.0
2	8750	0.250571938422	0.0564234887572	0.0551340403733	0.225698327171	0.150095070225	0.214471138363	0.0	183842.3856	24.0
2	12250	0.237615015283	0.179880684629	0.0897054087771	0.238266772498	0.139961135885	0.0691171753936	0.0116458633048	362400.029911	50.0
2	17250	0.206000106612	0.127833896368	0.151850089265	0.213771200256	0.151849006987	0.0704415875784	0.0177682041678	285223.457033	39.0
2	22250	0.191280230709	0.137501499459	0.0975972105519	0.153630329902	0.151649000261	0.118914190423	0.0937918767577	399959.292753	55.0
2	27250	0.219974469388	0.151818152741	0.0817159821575	0.207259982014	0.0937390574647	0.0654820852119	0.12714537364	515502.75039	66.0
2	32250	0.281052579497	0.0969797229041	0.0786644167824	0.179475564965	0.116535609905	0.0981011398048	0.0595602313285	359831.926706	48.0
2	37250	0.24299908871	0.167077936836	0.181134770905	0.0953879542124	0.108979891889	0.0993675020109	0.0146030339461	411852.664672	55.0
2	42250	0.271948575412	0.143838267512	0.12511849681	0.177687753621	0.0	0.0810629526477	0.0957758510616	404062.030523	56.0
2	47250	0.275905220732	0.113514246128	0.100279541863	0.092255168168	0.156262050761	0.0359246572344	0.12008515402	446726.20285	61.0
2	52250	0.201673585097	0.0320042202256	0.157203859049	0.122802967176	0.107413977344	0.127001471674	0.0543464789303	264495.520132	34.0
2	57250	0.157605681128	0.110882278411	0.104407814941	0.112567415948	0.080865040219	0.144984316883	0.102850832725	308077.06295	40.0
2	62250	0.102044938255	0.0551621967386	0.120690212343	0.21405204271	0.0255191066101	0.204608356996	0.0721795331331	302570.753121	34.0
2	67250	0.294250542267	0.130052620994	0.0800949699942	0.0888551554441	0.0707055530029	0.0681372638738	0.0876580771874	373112.680399	48.0
2	72250	0.0727193755879	0.133547610921	0.0927626620077	0.0890579570473	0.119475252183	0.130538310126	0.122527304175	301840.409417	35.0
2	77250	0.0902689028636	0.106805291355	0.051943669405	0.179560255932	0.053382732625	0.0534523426602	0.139820744118	237869.683034	26.0
2	82250	0.117358123981	0.126098248084	0.0753105972122	0.0636810816775	0.0795980293229	0.0664089763853	0.121592956622	235037.956984	23.0
2	87250	0.0429430421142	0.0769203851058	0.0754685510357	0.186832263834	0.0	0.123370352172	0.0748694662148	207942.908359	22.0
2	92250	0.165425454297	0.055725257741	0.0210198451344	0.112176856928	0.0655161062719	0.0584628260776	0.10884959403	223465.657761	23.0
2	97250	0.0401828793532	0.0747026696512	0.0480901255372	0.089146444055	0.0179390111827	0.217691322639	0.0962705554312	233791.776553	23.0
2	110000	0.172436226533	0.0620241315464	0.0855307115222	0.0864305778431	0.138200608804	0.0987292706213	0.137826198758	502700.195015	63.0
2	120000	0.195146064544	0.0441203960336	0.0181597395399	0.136489230678	0.130609724812	0.139550817877	0.150401320833	646831.877308	89.0
3	1250	0.423542862719	0.0880992038932	0.227539877847	0.15375668925	0.095492658103	0.0	0.0	108309.413608	19.0
3	3250	0.260784706447	0.141322259838	0.0988211386243	0.0784174752819	0.0860964980895	0.0501460937559	0.246038732037	84772.935868	13.0
3	6250	0.283731488181	0.154405148627	0.118410235162	0.0561496897587	0.330177229761	0.0	0.0	109459.39111	15.0
3	8750	0.45914546532	0.143683382482	0.250694002475	0.0258634309116	0.0795044308184	0.0	0.0	212920.252994	28.0
3	12250	0.412660492067	0.0828354744438	0.0746463554651	0.10594556186	0.184332079668	0.0360765024604	0.0690220810574	355350.454858	51.0
3	17250	0.435567586945	0.187776556172	0.04385564068	0.184639996876	0.0860360590119	0.0	0.0	277718.039371	43.0
