Dependency=Location Heating Region	Dependency=Heating Fuel	Dependency=HVAC System Is Combined	Dependency=Vintage	Option=ASHP, SEER 10.3, 7.0 HSPF	Option=ASHP, SEER 11.5, 7.5 HSPF	Option=ASHP, SEER 13, 8.0 HSPF	Option=ASHP, SEER 14.3, 8.5 HSPF	Option=ASHP, SEER 16, 9.0 HSPF	Option=FIXME Dual-Fuel ASHP, SEER 14, 8.2 HSPF	Option=FIXME GSHP	Option=FIXME MSHP, SEER 18.0, 9.6 HSPF, 60% Conditioned	Option=None	Count	Weight
H1	Fuel Oil	No	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10	19544.95
H1	Fuel Oil	No	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4	11682.87
H1	Fuel Oil	No	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2	6421.18
H1	Fuel Oil	No	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Fuel Oil	No	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	1612.69
H1	Fuel Oil	No	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Fuel Oil	Yes	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Fuel Oil	Yes	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Fuel Oil	Yes	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Fuel Oil	Yes	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Fuel Oil	Yes	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Fuel Oil	Yes	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Fuel Oil	Yes	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Natural Gas	No	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	141	334233.61
H1	Natural Gas	No	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	38	137235.22
H1	Natural Gas	No	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	68	273898.23
H1	Natural Gas	No	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	34	138944.77
H1	Natural Gas	No	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	34	137332.3
H1	Natural Gas	No	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	52	199448.52
H1	Natural Gas	No	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	64	234274.78
H1	Natural Gas	Yes	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Natural Gas	Yes	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Natural Gas	Yes	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Natural Gas	Yes	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Natural Gas	Yes	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Natural Gas	Yes	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Natural Gas	Yes	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Propane	No	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4	14072.96
H1	Propane	No	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2	3692.68
H1	Propane	No	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Propane	No	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	2079.99
H1	Propane	No	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	4956.49
H1	Propane	No	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Propane	No	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	4956.49
H1	Propane	Yes	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Propane	Yes	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Propane	Yes	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Propane	Yes	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Propane	Yes	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Propane	Yes	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Propane	Yes	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Wood	No	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	22	67464.16
H1	Wood	No	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	9	25732.04
H1	Wood	No	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5	15616.65
H1	Wood	No	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	18	40041.6
H1	Wood	No	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	8	27658.06
H1	Wood	No	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6	23549.55
H1	Wood	No	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6	36556.59
H1	Wood	Yes	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Wood	Yes	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Wood	Yes	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Wood	Yes	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Wood	Yes	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Wood	Yes	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H1	Wood	Yes	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Electricity	No	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	8	15870.89
H2	Electricity	No	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7	22937.38
H2	Electricity	No	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7	11508.97
H2	Electricity	No	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	12	23227.78
H2	Electricity	No	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4	9519.37
H2	Electricity	No	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7	13918.82
H2	Electricity	No	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3	7615.09
H2	Electricity	Yes	<1950	0.211550349782	0.10520145824	0.0	0.0	0.10520145824	0.0	0.472845275497	0.10520145824	0.0	6	18101.27
H2	Electricity	Yes	1950s	0.0	0.49713923276	0.0	0.0	0.250066643992	0.252794123247	0.0	0.0	0.0	3	7615.09
H2	Electricity	Yes	1960s	0.133333333333	0.133333333333	0.133333333333	0.133333333333	0.133333333333	0.111111111111	0.111111111111	0.111111111111	0.0	0	0.0
H2	Electricity	Yes	1970s	0.0	0.86963543203	0.0	0.0	0.0	0.0	0.13036456797	0.0	0.0	4	8780.53
H2	Electricity	Yes	1980s	0.2	0.2	0.2	0.2	0.2	0.0	0.0	0.0	0.0	1	1192.46
H2	Electricity	Yes	1990s	0.182031972943	0.0	0.466080541222	0.184017397397	0.0910159864717	0.0768541019662	0.0	0.0	0.0	10	25048.11
H2	Electricity	Yes	2000s	0.198907083163	0.201076564603	0.0	0.124555601271	0.0	0.200080762658	0.275379988306	0.0	0.0	10	15477.45
H2	Fuel Oil	No	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	8	26422.94
H2	Fuel Oil	No	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2	3096.74
H2	Fuel Oil	No	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Fuel Oil	No	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Fuel Oil	No	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	1144.67
H2	Fuel Oil	No	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Fuel Oil	No	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Fuel Oil	Yes	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Fuel Oil	Yes	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Fuel Oil	Yes	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Fuel Oil	Yes	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Fuel Oil	Yes	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Fuel Oil	Yes	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Fuel Oil	Yes	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Natural Gas	No	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	14	43418.14
H2	Natural Gas	No	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	9	39425.27
H2	Natural Gas	No	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3	20903.96
H2	Natural Gas	No	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	16	66005.72
H2	Natural Gas	No	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2	3829.33
H2	Natural Gas	No	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23	74861.81
H2	Natural Gas	No	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	20	62094.99
H2	Natural Gas	Yes	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Natural Gas	Yes	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Natural Gas	Yes	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Natural Gas	Yes	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Natural Gas	Yes	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Natural Gas	Yes	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Natural Gas	Yes	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Propane	No	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Propane	No	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Propane	No	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Propane	No	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	1192.46
H2	Propane	No	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Propane	No	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Propane	No	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4	6440.85
H2	Propane	Yes	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Propane	Yes	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Propane	Yes	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Propane	Yes	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Propane	Yes	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Propane	Yes	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Propane	Yes	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Wood	No	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7	11735.57
H2	Wood	No	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4	6857.51
H2	Wood	No	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4	8759.76
H2	Wood	No	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2	4978.22
H2	Wood	No	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7	16350.87
H2	Wood	No	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	8	13044.74
H2	Wood	No	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3	4262.18
H2	Wood	Yes	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Wood	Yes	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Wood	Yes	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Wood	Yes	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Wood	Yes	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Wood	Yes	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H2	Wood	Yes	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Electricity	No	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	1144.67
H3	Electricity	No	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	1192.46
H3	Electricity	No	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4	7363.14
H3	Electricity	No	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4	10894.86
H3	Electricity	No	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2	4930.43
H3	Electricity	No	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2	4930.43
H3	Electricity	No	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2	4978.22
H3	Electricity	Yes	<1950	0.133333333333	0.133333333333	0.133333333333	0.133333333333	0.133333333333	0.111111111111	0.111111111111	0.111111111111	0.0	0	0.0
H3	Electricity	Yes	1950s	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2130.88
H3	Electricity	Yes	1960s	0.133333333333	0.133333333333	0.133333333333	0.133333333333	0.133333333333	0.111111111111	0.111111111111	0.111111111111	0.0	0	0.0
H3	Electricity	Yes	1970s	0.2	0.2	0.2	0.2	0.2	0.0	0.0	0.0	0.0	1	1144.67
H3	Electricity	Yes	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	2	2289.34
H3	Electricity	Yes	1990s	0.0	0.0	0.398889138181	0.398889138181	0.0	0.0	0.202221723638	0.0	0.0	4	5660.47
H3	Electricity	Yes	2000s	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	1192.46
H3	Fuel Oil	No	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	8559.1
H3	Fuel Oil	No	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	1192.46
H3	Fuel Oil	No	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	3785.76
H3	Fuel Oil	No	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Fuel Oil	No	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Fuel Oil	No	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Fuel Oil	No	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	1925.05
H3	Fuel Oil	Yes	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Fuel Oil	Yes	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Fuel Oil	Yes	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Fuel Oil	Yes	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Fuel Oil	Yes	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Fuel Oil	Yes	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Fuel Oil	Yes	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Natural Gas	No	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	22	44589.4
H3	Natural Gas	No	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	12	22437.76
H3	Natural Gas	No	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	9	16267.08
H3	Natural Gas	No	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	15	31328.12
H3	Natural Gas	No	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	9	16314.87
H3	Natural Gas	No	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	12	18714.88
H3	Natural Gas	No	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	20	30035.82
H3	Natural Gas	Yes	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Natural Gas	Yes	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Natural Gas	Yes	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Natural Gas	Yes	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Natural Gas	Yes	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Natural Gas	Yes	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Natural Gas	Yes	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Propane	No	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Propane	No	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Propane	No	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	3785.76
H3	Propane	No	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	2130.88
H3	Propane	No	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3	4468.01
H3	Propane	No	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	1192.46
H3	Propane	No	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Propane	Yes	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Propane	Yes	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Propane	Yes	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Propane	Yes	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Propane	Yes	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Propane	Yes	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Propane	Yes	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Wood	No	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4	13553.87
H3	Wood	No	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	1904.28
H3	Wood	No	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4	7331.48
H3	Wood	No	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3	5406.43
H3	Wood	No	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3	4420.22
H3	Wood	No	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4	4626.47
H3	Wood	No	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2	3275.55
H3	Wood	Yes	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Wood	Yes	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Wood	Yes	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Wood	Yes	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Wood	Yes	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Wood	Yes	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
H3	Wood	Yes	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
