Dependency=State	Dependency=Vintage	Option=Clear, Single, Metal	Option=Clear, Single, Non-metal	Option=Clear, Double, Metal, Air	Option=Clear, Double, Non-metal, Air	Option=Clear, Double, Thermal-Break, Air	Option=Low-E, Double, Non-metal, Air, M-Gain	Option=Low-E, Triple, Non-metal, Air, L-Gain	Count	Weight
ID	<1950	0.0	0.221207541873	0.0993291434039	0.195304003827	0.365635195407	0.118524115489	0.0	17	31061.78
ID	1950s	0.0	0.0	0.0433867939631	0.5	0.413226412074	0.0433867939631	0.0	9	13742.2
ID	1960s	0.0	0.0433867939631	0.550968549432	0.405644656605	0.0	0.0	0.0	7	13742.2
ID	1970s	0.0165435627081	0.0690652053274	0.240282741398	0.361869589345	0.0	0.312238901221	0.0	21	36040.0
ID	1980s	0.0	0.0	0.278755435037	0.209066576278	0.0696888587592	0.442489129927	0.0	6	8555.6
ID	1990s	0.0	0.0	0.0	0.945574499257	0.0	0.0544255007428	0.0	15	43819.9
ID	2000s	0.0	0.0	0.0	0.667998156693	0.0	0.332001843307	0.0	22	52167.12
MT	<1950	0.0	0.0879366853225	0.0944759776131	0.270349348258	0.175873370645	0.371364618162	0.0	9	12115.99
MT	1950s	0.0	0.125	0.25	0.125	0.0	0.5	0.0	5	4578.68
MT	1960s	0.0	0.0	0.25	0.25	0.25	0.25	0.0	6	4578.68
MT	1970s	0.0756252834777	0.116249811015	0.0	0.494376228403	0.0406245275372	0.273124149567	0.0	12	14088.41
MT	1980s	0.0	0.0	0.166666666667	0.5	0.0	0.333333333333	0.0	5	3434.01
MT	1990s	0.0	0.0	0.0	0.287185038014	0.0	0.712814961986	0.0	11	15391.54
MT	2000s	0.0	0.0	0.0	0.0	0.0	0.825270565249	0.174729434751	4	6551.1
OR	<1950	0.0245839042823	0.0	0.122919521412	0.267776255247	0.510968606212	0.073751712847	0.0	12	39152.65
OR	1950s	0.0	0.5	0.0	0.0	0.25	0.25	0.0	3	3850.1
OR	1960s	0.0505441560658	0.0	0.0	0.898911687868	0.0505441560658	0.0	0.0	4	19043.25
OR	1970s	0.0	0.0	0.4	0.4	0.0	0.2	0.0	8	9625.25
OR	1980s	0.298554162234	0.0	0.0671486125887	0.567148612589	0.0671486125887	0.0	0.0	6	14334.25
OR	1990s	0.0	0.0	0.0	0.139724593648	0.0	0.611779674918	0.248495731434	12	34443.65
OR	2000s	0.0	0.0	0.0	0.571428571429	0.0	0.428571428571	0.0	8	13475.35
WA	<1950	0.0	0.0286630387565	0.0859891162696	0.372619503835	0.369413147356	0.143315193783	0.0	15	33218.39
WA	1950s	0.106224856525	0.0	0.0989047802315	0.549452390116	0.0	0.245417973128	0.0	19	57761.01
WA	1960s	0.0	0.0	0.0	0.5	0.0	0.5	0.0	2	3808.56
WA	1970s	0.138093855536	0.0	0.319046927768	0.266671505625	0.0	0.276187711071	0.0	9	44431.05
WA	1980s	0.0	0.0	0.333333333333	0.333333333333	0.0	0.333333333333	0.0	4	5712.84
WA	1990s	0.0	0.0	0.0	0.665707815524	0.0514295668425	0.282862617634	0.0	16	37026.95
WA	2000s	0.0	0.0	0.0	0.851235505114	0.0	0.148764494886	0.0	8	25601.27
