Dependency=Location Heating Region	Dependency=Vintage	Option=Uninsulated, Vented	Option=Ceiling R-7, Vented	Option=Ceiling R-13, Vented	Option=Ceiling R-19, Vented	Option=Ceiling R-30, Vented	Option=Ceiling R-38, Vented	Option=Ceiling R-49, Vented	Option=Ceiling R-60, Vented	Count	Weight
H1	<1950	0.0663402281747	0.134922632585	0.149789319808	0.321419426427	0.110112206782	0.165489475771	0.0363153308322	0.0156113796204	305	624117.18167
H1	1950s	0.0240115705614	0.133852768601	0.154778837088	0.213168095784	0.167374862861	0.229696684414	0.0221986293979	0.0549185512919	84	245217.505105
H1	1960s	0.0065016736918	0.045378362365	0.182784593291	0.322024503368	0.10360289922	0.260430430334	0.0677078233151	0.0115697144149	123	349006.466022
H1	1970s	0.00828921291588	0.0577974084644	0.133228702746	0.305010684959	0.179913120158	0.23233943459	0.0759902676344	0.00743116853326	138	431059.968216
H1	1980s	0.0	0.0153445311573	0.0758936323887	0.240450386001	0.372155136848	0.238497361043	0.0449349944711	0.0127239580911	83	270672.985612
H1	1990s	0.00569483878694	0.0114490712881	0.00917045568831	0.113116399431	0.189694589704	0.579123282263	0.0670012750587	0.0247500877798	99	353418.375301
H1	2000s	0.00668988862329	0.0	0.0	0.0131272434669	0.161633618851	0.683757345169	0.120149877964	0.014642025926	109	358455.018074
H2	<1950	0.0113410556334	0.133391218277	0.0717653064313	0.378351068359	0.0886259896305	0.225467744755	0.0322647764415	0.0587928404723	43	122130.276493
H2	1950s	0.00361428934004	0.116518697283	0.065293673557	0.220938233805	0.118615568511	0.275546307958	0.0173656340773	0.182107595468	24	54498.2857617
H2	1960s	0.00105399090172	0.0425428346909	0.0830440372375	0.359456991252	0.0790738187485	0.336465811594	0.0570443558517	0.0413181597239	14	72020.3955012
H2	1970s	0.00136482183021	0.0550347431341	0.0614777039903	0.345799245901	0.139468012507	0.304875913183	0.0650253614347	0.0269541980206	32	87580.7679092
H2	1980s	0.0	0.0144909436252	0.0347327879785	0.270364043134	0.286121346437	0.310383216583	0.0381350182804	0.045772643963	11	55449.9940698
H2	1990s	0.00078242601162	0.00909699629639	0.00353109935425	0.107012310618	0.122706028938	0.634118453013	0.0478417490551	0.0749109367141	46	86052.0066026
H2	2000s	0.000922190131822	0.0	0.0	0.0124600976556	0.104901667312	0.751174970313	0.086076986173	0.0444640884147	38	86989.4936626
H3	<1950	0.0	0.0465629483692	0.122067175837	0.355423389411	0.125648512016	0.13555764054	0.137449507119	0.077290826708	31	56923.8818371
H3	1950s	0.0	0.0404106984173	0.11034253565	0.206209856641	0.167080378257	0.164596910611	0.0735009030525	0.237858717371	15	25566.2191331
H3	1960s	0.0	0.0134331857096	0.127770963353	0.305448035178	0.101407091467	0.182986851129	0.219819678582	0.0491341945821	17	37109.6884765
H3	1970s	0.0	0.0168207877365	0.0915583897991	0.284427271346	0.173127882689	0.160494017319	0.242545630411	0.031026020699	24	46621.2338752
H3	1980s	0.0	0.00446455749175	0.0521425802746	0.224165354545	0.35802638397	0.164704827964	0.143386084493	0.0531102112608	18	29282.230318
H3	1990s	0.0	0.00328313916722	0.006209724488	0.103935239754	0.179862321635	0.394174034907	0.210717020364	0.101818519684	20	38793.0680965
H3	2000s	0.0	0.0	0.0	0.011285197241	0.143388826845	0.435429007104	0.353539747624	0.0563572211859	27	42053.4182636
