Dependency=Location Heating Region	Dependency=Vintage	Option=Wood Stud, Uninsulated	Option=Wood Stud, R-7	Option=Wood Stud, R-13	Option=Wood Stud, R-19	Option=Wood Stud, R-36	Count	Weight
H1	<1950	0.373175503653	0.165449866763	0.373728967425	0.0876456621582	0.0	319	647089.648468
H1	1950s	0.338405852356	0.205384839781	0.408103308754	0.0481059991085	0.0	104	283518.049805
H1	1960s	0.118738788299	0.228313377302	0.578394588698	0.0745532457011	0.0	144	386350.015279
H1	1970s	0.0366528452341	0.259448703718	0.622377707574	0.081520743474	0.0	145	455643.168323
H1	1980s	0.00581622713212	0.0976538473216	0.573147335234	0.323382590313	0.0	91	285692.072544
H1	1990s	0.0114796065973	0.0651720849959	0.131116842551	0.783757418371	0.00847404748455	107	358056.787744
H1	2000s	0.00643199884747	0.0449610739705	0.114144424852	0.825499513634	0.00896298869574	108	357668.617837
H2	<1950	0.342381411064	0.128951184853	0.383889333356	0.144778070727	0.0	47	115167.153263
H2	1950s	0.320341107356	0.165160069271	0.432511000329	0.0819878230432	0.0	23	48906.5620719
H2	1960s	0.108489499916	0.177210037831	0.59165910202	0.122641360233	0.0	11	69047.3584692
H2	1970s	0.0333019131217	0.200251077206	0.633093352366	0.133353657306	0.0	37	81888.8179113
H2	1980s	0.00443080565344	0.0631964330806	0.488832255506	0.44354050576	0.0	13	61237.587895
H2	1990s	0.00702436661838	0.0338768987226	0.0898236878742	0.863449889876	0.00582515690844	50	95550.5024878
H2	2000s	0.00385440620512	0.0228881170503	0.0765805466866	0.890642990684	0.00603393937436	41	97460.9279018
H3	<1950	0.203214145275	0.108098982763	0.546321482965	0.142365388996	0.0	28	50579.7282694
H3	1950s	0.185545334225	0.13511231479	0.600665929706	0.0786764212793	0.0	16	22010.0681228
H3	1960s	0.0547761511617	0.126370189598	0.716265168327	0.102588490914	0.0	18	35647.9762514
H3	1970s	0.0162049327434	0.137627564047	0.738659484802	0.107508018408	0.0	24	43867.0237658
H3	1980s	0.00221472895754	0.0446152121333	0.585863192675	0.367306866234	0.0	20	31935.359561
H3	1990s	0.00376937698148	0.02567547946	0.115571769208	0.767639685497	0.0873436888536	25	46415.4097684
H3	2000s	0.00206783931182	0.0173429065594	0.0985090756692	0.791627434537	0.090452743923	27	47354.6742612
