Dependency=Location Heating Region	Dependency=Location Cooling Region	Option=USA_OR_Portland.Intl.AP.726980_TMY3.epw	Option=USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw	Option=USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw	Option=USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw	Option=USA_ID_Lewiston-Nez.Perce.County.AP.727830_TMY3.epw	Option=USA_WA_Spokane.Intl.AP.727850_TMY3.epw	Option=USA_ID_Mountain.Home.AFB.726815_TMY3.epw	Option=USA_MT_Missoula.Intl.AP.727730_TMY3.epw	Option=USA_MT_Helena.Rgnl.AP.727720_TMY3.epw	Option=None
H1	C1	0.2703	0.7297	0	0	0	0	0	0	0	0
H1	C2	0	0	1	0	0	0	0	0	0	0
H1	C3	0	0	0	1	0	0	0	0	0	0
H2	C1	0	0	0	0	1	0	0	0	0	0
H2	C2	0	0	0	0	0	1	0	0	0	0
H2	C3	0	0	0	0	0	0	1	0	0	0
H3	C1	0	0	0	0	0	0	0	1	0	0
H3	C2	0	0	0	0	0	0	0	0	1	0
H3	C3	0	0	0	0	0	0	0	0	0	1
