Dependency=State	Dependency=Vintage	Option=Clear, Single, Metal	Option=Clear, Single, Non-metal	Option=Clear, Double, Metal, Air	Option=Clear, Double, Non-metal, Air	Option=Clear, Double, Thermal-Break, Air	Option=Low-E, Double, Non-metal, Air, M-Gain	Option=Low-E, Triple, Non-metal, Air, L-Gain	Count	Weight
ID	<1950	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1	3785.76
ID	1950s	0.0	0.0	0.122327929865	0.571852245472	0.183491894798	0.122327929865	0.0	9	9748.06
ID	1960s	0.0369706432395	0.0	0.234744951361	0.426058713521	0.19131376216	0.110911929718	0.0	11	16127.12
ID	1970s	0.0	0.0	0.0	0.652374276882	0.115875241039	0.231750482079	0.0	7	16335.5
ID	1980s	0.338050071029	0.0	0.0	0.0809749644853	0.338050071029	0.242924893456	0.0	7	7363.14
ID	1990s	0.122327929865	0.0	0.0	0.51068828054	0.0	0.366983789595	0.0	6	9748.06
ID	2000s	0.0	0.0	0.0	0.41030480558	0.0	0.58969519442	0.0	8	12132.98
MT	<1950	0.0247242126212	0.0874540354369	0.0	0.290763483983	0.287086318932	0.260523523785	0.0494484252423	30	43092.98
MT	1950s	0.0	0.157113423033	0.0	0.466735346256	0.0951890383889	0.280962192322	0.0	14	17205.5
MT	1960s	0.0	0.0558892244294	0.0	0.576096928624	0.0279446122147	0.340069234732	0.0	14	20481.05
MT	1970s	0.0	0.0165560873673	0.0616405347379	0.5	0.0308202673689	0.357870935791	0.0331121747346	28	34569.46
MT	1980s	0.0	0.0	0.0	0.565354854182	0.0	0.434645145818	0.0	19	25059.73
MT	1990s	0.0	0.0	0.0	0.477446392648	0.0	0.522553607352	0.0	17	25376.65
MT	2000s	0.0	0.0	0.0	0.48196995364	0.0	0.51803004636	0.0	18	27349.07
OR	<1950	0.25	0.0459038167138	0.25	0.408192366572	0.0	0.0459038167138	0.0	7	20968.3
OR	1950s	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
OR	1960s	0.5	0.0	0.5	0.0	0.0	0.0	0.0	2	1925.05
OR	1970s	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
OR	1980s	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
OR	1990s	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
OR	2000s	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1	1925.05
WA	<1950	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
WA	1950s	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1	1904.28
WA	1960s	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
WA	1970s	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
WA	1980s	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
WA	1990s	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
WA	2000s	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0	0.0
