Dependency=Location Region	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=pre-1950	Count	Weight
H1C1 OR	0.0951453512842	0.174516803541	0.176803562441	0.0782832687867	0.173071082477	0.147687071495	0.154492859975	172	543970.77
H1C1 WA	0.0899688872673	0.144479490015	0.151685945423	0.127530093338	0.106740585004	0.125680008352	0.2539149906	591	1459322.15
H1C2	0.0658115234003	0.207854526404	0.137698064835	0.131066379869	0.0822864712808	0.0499942583571	0.325288775854	71	486359.05
H1C3	0.11109231124	0.07133658797	0.193569131569	0.0795186527226	0.151769254256	0.265686155067	0.127027907176	99	341373.49
H2	0.132920517837	0.0684668963647	0.173250854932	0.053274474385	0.217313799254	0.16262501127	0.192148445956	223	601351.78
H3	0.0977907861985	0.130577821436	0.172502032716	0.109871631006	0.119027377167	0.140316560879	0.229913790597	155	295097.74
