Dependency=State	Dependency=Vintage	Option=Uninsulated	Option=R-7	Option=R-13	Option=R-19	Option=R-36	Count	Weight
ID	<1950	0.888888888889	0.0	0.111111111111	0.0	0.0	9	34071.84
ID	1950s	0.375	0.125	0.5	0.0	0.0	8	30286.08
ID	1960s	0.301660432806	0.0	0.396679134388	0.301660432806	0.0	4	12549.74
ID	1970s	0.0	0.0	1.0	0.0	0.0	7	26500.32
ID	1980s	0.0	0.0	1.0	0.0	0.0	3	11357.28
ID	1990s	0.0	0.0	0.5	0.5	0.0	9	26500.32
ID	2000s	0.0	0.0	0.692307692308	0.307692307692	0.0	13	49214.88
MT	<1950	0.2	0.2	0.2	0.2	0.2	0	0.0
MT	1950s	0.2	0.2	0.2	0.2	0.2	0	0.0
MT	1960s	0.2	0.2	0.2	0.2	0.2	0	0.0
MT	1970s	0.2	0.2	0.2	0.2	0.2	0	0.0
MT	1980s	0.2	0.2	0.2	0.2	0.2	0	0.0
MT	1990s	0.2	0.2	0.2	0.2	0.2	0	0.0
MT	2000s	0.2	0.2	0.2	0.2	0.2	0	0.0
OR	<1950	0.361080480077	0.161442572288	0.359163887693	0.118313059942	0.0	63	223166.91
OR	1950s	0.449485041143	0.0964523370869	0.392813542683	0.0612490790865	0.0	23	85689.37
OR	1960s	0.124595961798	0.195607167739	0.59247876097	0.0873181094938	0.0	47	183284.03
OR	1970s	0.00746523664967	0.323450502481	0.595119338093	0.0739649227757	0.0	47	159140.3
OR	1980s	0.0	0.0	0.661032433087	0.338967566913	0.0	25	95670.51
OR	1990s	0.0	0.0901048276396	0.0853078292516	0.824587343109	0.0	31	109623.76
OR	2000s	0.0054296787092	0.0755474970974	0.0	0.919022824193	0.0	27	109400.58
WA	<1950	0.337236981414	0.204775330895	0.375329774153	0.0826579135382	0.0	247	378141.37
WA	1950s	0.307252111135	0.219644514096	0.432478540527	0.0406248342423	0.0	73	133477.96
WA	1960s	0.113966389454	0.244355262091	0.564229060917	0.0774492875377	0.0	93	233304.75
WA	1970s	0.0594573619456	0.316052076247	0.587104562899	0.0373859989093	0.0	91	246585.36
WA	1980s	0.00951997012463	0.106166308112	0.532122718962	0.352191002801	0.0	63	210474.4
WA	1990s	0.0242955061041	0.0611736245709	0.0899270819634	0.814408183266	0.0101956040951	67	204008.51
WA	2000s	0.0103043393327	0.0423685124868	0.0515343874931	0.876130340541	0.0196624201464	68	211570.09
