Dependency=Location Heating Region	Option=C1	Option=C2	Option=C3	Count	Weight
H1	0.706679299517	0.170787122994	0.12253357749	940	2847750.12
H2	0.293091856625	0.656644481408	0.0502636619678	224	602544.24
H3	0.753559936456	0.246440063544	0.0	156	297228.62
