Time,Heating:Electricity  [kwh],Heating:Gas  [kbtu],Cooling:Electricity  [kwh],InteriorLights:Electricity  [kwh],ExteriorLights:Electricity  [kwh],InteriorEquipment:Electricity  [kwh],InteriorEquipment:Gas  [kbtu],Fans:Electricity  [kwh],Pumps:Electricity  [kwh],WaterSystems:Electricity  [kwh],WaterSystems:Gas  [kbtu],WaterSystems:Water  [gal],Electricity:Facility  [kwh],Gas:Facility  [kbtu],Water:Facility  [gal]
2009/01/01 01:00:00,0.0,0.0,0.085,0.027,0.003,0.66,0.032,0.048,0.023,0.0,0.0,0.0,0.847,0.032,0.0
2009/01/01 02:00:00,0.0,0.0,0.077,0.016,0.002,0.618,0.021,0.042,0.023,0.0,0.0,0.0,0.778,0.021,0.0
2009/01/01 03:00:00,0.0,0.0,0.076,0.011,0.001,0.607,0.017,0.041,0.023,0.0,1.103,0.0,0.759,1.12,0.0
2009/01/01 04:00:00,0.0,0.0,0.076,0.011,0.001,0.592,0.017,0.04,0.023,0.0,0.0,0.0,0.744,0.017,0.0
2009/01/01 05:00:00,0.0,0.0,0.076,0.012,0.001,0.563,0.025,0.038,0.023,0.0,1.103,0.0,0.714,1.128,0.0
2009/01/01 06:00:00,0.0,0.0,0.076,0.033,0.004,0.616,0.037,0.04,0.023,0.0,0.0,0.0,0.792,0.037,0.0
2009/01/01 07:00:00,0.0,0.0,0.01,0.077,0.009,0.758,0.052,0.004,0.023,0.0,1.103,0.0,0.882,1.155,0.0
2009/01/01 08:00:00,0.0,0.0,0.14,0.098,0.012,0.832,0.068,0.091,0.023,0.0,11.381,28.029,1.196,11.448,28.029
2009/01/01 09:00:00,0.0,0.0,0.128,0.104,0.012,0.694,0.099,0.073,0.023,0.0,2.854,0.0,1.034,2.954,0.0
2009/01/01 10:00:00,0.0,0.0,0.09,0.107,0.013,0.575,0.127,0.05,0.023,0.0,0.0,0.0,0.859,0.127,0.0
2009/01/01 11:00:00,0.0,0.0,0.094,0.104,0.012,0.576,0.132,0.053,0.023,0.0,1.103,0.0,0.862,1.235,0.0
2009/01/01 12:00:00,0.0,0.0,0.018,0.1,0.012,0.625,0.128,0.009,0.023,0.0,0.0,0.0,0.787,0.128,0.0
2009/01/01 13:00:00,0.0,0.0,0.092,0.097,0.012,0.611,0.125,0.053,0.023,0.0,1.103,0.0,0.887,1.228,0.0
2009/01/01 14:00:00,0.0,0.0,0.097,0.096,0.012,0.623,0.1,0.055,0.023,0.0,0.0,0.0,0.906,0.1,0.0
2009/01/01 15:00:00,0.0,0.0,0.103,0.097,0.012,0.732,0.093,0.062,0.023,0.0,1.16,1.346,1.029,1.252,1.346
2009/01/01 16:00:00,0.0,0.0,0.091,0.104,0.013,0.681,0.09,0.052,0.023,0.0,1.103,0.443,0.965,1.193,0.443
2009/01/01 17:00:00,0.0,0.0,0.098,0.125,0.015,0.852,0.101,0.056,0.023,0.0,0.0,0.0,1.17,0.101,0.0
2009/01/01 18:00:00,0.0,0.0,0.106,0.166,0.02,1.14,0.106,0.084,0.023,0.0,1.103,0.0,1.538,1.209,0.0
2009/01/01 19:00:00,0.0,0.0,0.168,0.208,0.025,1.197,0.084,0.121,0.023,0.0,8.508,16.661,1.743,8.591,16.661
2009/01/01 20:00:00,0.0,0.0,0.162,0.219,0.026,1.136,0.074,0.114,0.023,0.0,9.218,18.735,1.68,9.292,18.735
2009/01/01 21:00:00,0.0,0.0,0.14,0.187,0.022,1.134,0.066,0.101,0.023,0.0,0.0,0.0,1.607,0.066,0.0
2009/01/01 22:00:00,0.0,0.0,0.133,0.142,0.017,1.086,0.062,0.097,0.023,0.0,1.103,0.0,1.499,1.165,0.0
2009/01/01 23:00:00,0.0,0.0,0.117,0.122,0.015,0.932,0.051,0.088,0.023,0.0,0.0,0.0,1.296,0.051,0.0
2009/01/02 00:00:00,0.0,0.0,0.11,0.054,0.007,0.799,0.044,0.06,0.023,0.0,1.103,0.0,1.053,1.147,0.0
2009/01/02 01:00:00,0.0,0.0,0.091,0.027,0.003,0.66,0.032,0.051,0.023,0.0,0.0,0.0,0.855,0.032,0.0
2009/01/02 02:00:00,0.0,0.0,0.081,0.016,0.002,0.618,0.021,0.046,0.023,0.0,1.103,0.0,0.785,1.124,0.0
2009/01/02 03:00:00,0.0,0.0,0.077,0.011,0.001,0.607,0.017,0.043,0.023,0.0,0.0,0.0,0.763,0.017,0.0
2009/01/02 04:00:00,0.0,0.0,0.076,0.011,0.001,0.592,0.017,0.042,0.023,0.0,0.0,0.0,0.746,0.017,0.0
2009/01/02 05:00:00,0.0,0.0,0.076,0.012,0.001,0.563,0.025,0.04,0.023,0.0,1.103,0.0,0.716,1.128,0.0
2009/01/02 06:00:00,0.0,0.0,0.077,0.033,0.004,0.616,0.037,0.044,0.023,0.0,0.0,0.0,0.796,0.037,0.0
2009/01/02 07:00:00,0.0,0.0,0.141,0.077,0.009,0.758,0.052,0.093,0.019,0.0,23.898,46.737,1.099,23.95,46.737
2009/01/02 08:00:00,0.0,0.0,0.099,0.098,0.012,0.832,0.068,0.052,0.023,0.0,0.0,0.0,1.116,0.068,0.0
2009/01/02 09:00:00,0.0,0.0,0.084,0.104,0.012,0.694,0.099,0.046,0.023,0.0,0.021,0.0,0.964,0.12,0.0
2009/01/02 10:00:00,0.0,0.0,0.076,0.107,0.013,0.575,0.127,0.04,0.023,0.0,1.082,0.0,0.834,1.209,0.0
2009/01/02 11:00:00,0.0,0.0,0.076,0.104,0.012,0.576,0.132,0.039,0.023,0.0,0.0,0.0,0.831,0.132,0.0
2009/01/02 12:00:00,0.0,0.0,0.023,0.1,0.012,0.625,0.128,0.011,0.006,0.0,5.853,9.503,0.777,5.981,9.503
2009/01/02 13:00:00,0.0,0.0,0.076,0.097,0.012,0.611,0.125,0.037,0.023,0.0,0.0,0.0,0.856,0.125,0.0
2009/01/02 14:00:00,0.0,0.0,0.076,0.096,0.012,0.623,0.1,0.036,0.023,0.0,1.103,0.0,0.866,1.203,0.0
2009/01/02 15:00:00,0.0,0.0,0.094,0.097,0.012,1.106,0.093,0.051,0.023,0.0,2.343,3.126,1.383,2.436,3.126
2009/01/02 16:00:00,0.0,0.0,0.076,0.104,0.013,0.663,0.09,0.039,0.023,0.0,0.0,0.0,0.918,0.09,0.0
2009/01/02 17:00:00,0.0,0.0,0.083,0.125,0.015,0.852,0.101,0.046,0.023,0.0,1.103,0.0,1.145,1.204,0.0
2009/01/02 18:00:00,0.0,0.0,0.121,0.166,0.02,1.14,0.106,0.064,0.023,0.0,0.0,0.0,1.535,0.106,0.0
2009/01/02 19:00:00,0.0,0.0,0.129,0.208,0.025,1.197,0.084,0.094,0.023,0.0,1.103,0.0,1.676,1.186,0.0
2009/01/02 20:00:00,0.0,0.0,0.183,0.219,0.026,1.136,0.074,0.132,0.023,0.0,11.415,23.925,1.718,11.489,23.925
2009/01/02 21:00:00,0.0,0.0,0.156,0.187,0.022,1.134,0.066,0.104,0.023,0.0,0.774,0.0,1.627,0.841,0.0
2009/01/02 22:00:00,0.0,0.0,0.132,0.142,0.017,1.086,0.062,0.093,0.023,0.0,0.0,0.0,1.493,0.062,0.0
2009/01/02 23:00:00,0.0,0.0,0.107,0.122,0.015,0.932,0.051,0.057,0.023,0.0,1.103,0.0,1.256,1.154,0.0
2009/01/03 00:00:00,0.0,0.0,0.077,0.054,0.007,0.799,0.044,0.042,0.023,0.0,0.0,0.0,1.002,0.044,0.0
2009/01/03 01:00:00,0.0,0.0,0.076,0.027,0.003,0.66,0.032,0.031,0.023,0.0,1.103,0.0,0.821,1.135,0.0
2009/01/03 02:00:00,0.0,0.0,0.076,0.016,0.002,0.618,0.021,0.033,0.023,0.0,0.0,0.0,0.768,0.021,0.0
2009/01/03 03:00:00,0.0,0.0,0.076,0.011,0.001,0.607,0.017,0.039,0.023,0.0,1.103,0.0,0.758,1.12,0.0
2009/01/03 04:00:00,0.0,0.0,0.076,0.011,0.001,0.592,0.017,0.041,0.023,0.0,0.0,0.0,0.745,0.017,0.0
2009/01/03 05:00:00,0.0,0.0,0.075,0.012,0.001,0.563,0.025,0.032,0.023,0.0,1.103,0.0,0.707,1.128,0.0
