Dependency=PUMA	Dependency=Geometry Building Type RECS	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	Region
FL, 09908	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 09908	Single-Family Detached	2050s	0.922501	0.000000	0.077499	0.000000	0.000000	0.000000	South
FL, 09909	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 09909	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 09909	Multi-Family with 5+ Units	2050s	0.970251	0.000000	0.009631	0.018707	0.000636	0.000775	South
FL, 09909	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 09909	Single-Family Detached	2050s	0.956364	0.000000	0.027112	0.009552	0.003601	0.003371	South
FL, 09910	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 09910	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 09910	Multi-Family with 5+ Units	2050s	0.962599	0.000000	0.004836	0.032564	0.000000	0.000000	South
FL, 09910	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 09910	Single-Family Detached	2050s	0.954711	0.000000	0.033049	0.012240	0.000000	0.000000	South
FL, 09911	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 09911	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
FL, 09911	Multi-Family with 5+ Units	2050s	0.970251	0.000000	0.009631	0.018707	0.000636	0.000775	South
FL, 09911	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 09911	Single-Family Detached	2050s	0.910842	0.000000	0.018092	0.071066	0.000000	0.000000	South
FL, 10101	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 10101	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 10101	Multi-Family with 5+ Units	2050s	0.950673	0.000000	0.000000	0.049327	0.000000	0.000000	South
FL, 10101	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 10101	Single-Family Detached	2050s	0.963047	0.000000	0.029846	0.004583	0.000000	0.002524	South
FL, 10102	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 10102	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 10102	Multi-Family with 5+ Units	2050s	0.941349	0.000000	0.000000	0.058651	0.000000	0.000000	South
FL, 10102	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 10102	Single-Family Detached	2050s	0.965559	0.000000	0.003690	0.030752	0.000000	0.000000	South
FL, 10103	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 10103	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 10103	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
FL, 10103	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 10103	Single-Family Detached	2050s	0.970143	0.000000	0.029857	0.000000	0.000000	0.000000	South
FL, 10104	Mobile Home	2050s	0.962806	0.000000	0.000000	0.000000	0.000000	0.037194	South
FL, 10104	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 10104	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
FL, 10104	Single-Family Attached	2050s	0.953530	0.000000	0.046470	0.000000	0.000000	0.000000	South
FL, 10104	Single-Family Detached	2050s	0.957947	0.000000	0.039186	0.000000	0.000000	0.002867	South
FL, 10301	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 10301	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 10301	Multi-Family with 5+ Units	2050s	0.970251	0.000000	0.009631	0.018707	0.000636	0.000775	South
FL, 10301	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 10301	Single-Family Detached	2050s	0.910042	0.000000	0.089958	0.000000	0.000000	0.000000	South
FL, 10302	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 10302	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 10302	Multi-Family with 5+ Units	2050s	0.970251	0.000000	0.009631	0.018707	0.000636	0.000775	South
FL, 10302	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 10302	Single-Family Detached	2050s	0.923238	0.000000	0.017938	0.000000	0.058824	0.000000	South
FL, 10303	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 10303	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 10303	Multi-Family with 5+ Units	2050s	0.949707	0.000000	0.012960	0.037333	0.000000	0.000000	South
FL, 10303	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 10303	Single-Family Detached	2050s	0.957836	0.000000	0.042164	0.000000	0.000000	0.000000	South
FL, 10304	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 10304	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 10304	Multi-Family with 5+ Units	2050s	0.981013	0.000000	0.000000	0.018987	0.000000	0.000000	South
FL, 10304	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 10304	Single-Family Detached	2050s	0.956364	0.000000	0.027112	0.009552	0.003601	0.003371	South
FL, 10305	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 10305	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 10305	Multi-Family with 5+ Units	2050s	0.970251	0.000000	0.009631	0.018707	0.000636	0.000775	South
FL, 10305	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 10305	Single-Family Detached	2050s	0.973964	0.000000	0.026036	0.000000	0.000000	0.000000	South
FL, 10306	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 10306	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 10306	Multi-Family with 5+ Units	2050s	0.979018	0.000000	0.009818	0.011164	0.000000	0.000000	South
FL, 10306	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
FL, 10306	Single-Family Detached	2050s	0.956364	0.000000	0.027112	0.009552	0.003601	0.003371	South
FL, 10307	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 10307	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 10307	Multi-Family with 5+ Units	2050s	0.970795	0.000000	0.016978	0.012227	0.000000	0.000000	South
FL, 10307	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
FL, 10307	Single-Family Detached	2050s	0.980364	0.000000	0.019636	0.000000	0.000000	0.000000	South
FL, 10308	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 10308	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 10308	Multi-Family with 5+ Units	2050s	0.970251	0.000000	0.009631	0.018707	0.000636	0.000775	South
FL, 10308	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 10308	Single-Family Detached	2050s	0.956364	0.000000	0.027112	0.009552	0.003601	0.003371	South
FL, 10501	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 10501	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 10501	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
FL, 10501	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 10501	Single-Family Detached	2050s	0.978015	0.000000	0.005380	0.000000	0.016605	0.000000	South
FL, 10502	Mobile Home	2050s	0.989017	0.000000	0.000000	0.000000	0.000000	0.010983	South
FL, 10502	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 10502	Multi-Family with 5+ Units	2050s	0.957210	0.000000	0.021782	0.021008	0.000000	0.000000	South
FL, 10502	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 10502	Single-Family Detached	2050s	0.980885	0.000000	0.014777	0.000000	0.000000	0.004338	South
FL, 10503	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 10503	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 10503	Multi-Family with 5+ Units	2050s	0.970251	0.000000	0.009631	0.018707	0.000636	0.000775	South
FL, 10503	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 10503	Single-Family Detached	2050s	0.985744	0.000000	0.001956	0.004695	0.000000	0.007606	South
FL, 10504	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 10504	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 10504	Multi-Family with 5+ Units	2050s	0.970251	0.000000	0.009631	0.018707	0.000636	0.000775	South
FL, 10504	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 10504	Single-Family Detached	2050s	0.986171	0.000000	0.013829	0.000000	0.000000	0.000000	South
FL, 10700	Mobile Home	2050s	0.973179	0.000000	0.026821	0.000000	0.000000	0.000000	South
FL, 10700	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 10700	Multi-Family with 5+ Units	2050s	0.970251	0.000000	0.009631	0.018707	0.000636	0.000775	South
FL, 10700	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 10700	Single-Family Detached	2050s	0.988877	0.000000	0.011123	0.000000	0.000000	0.000000	South
FL, 10900	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 10900	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 10900	Multi-Family with 5+ Units	2050s	0.970251	0.000000	0.009631	0.018707	0.000636	0.000775	South
FL, 10900	Single-Family Attached	2050s	0.946915	0.000000	0.053085	0.000000	0.000000	0.000000	South
FL, 10900	Single-Family Detached	2050s	0.952390	0.000000	0.031363	0.007038	0.003187	0.006023	South
FL, 11101	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 11101	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 11101	Multi-Family with 5+ Units	2050s	0.970251	0.000000	0.009631	0.018707	0.000636	0.000775	South
FL, 11101	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 11101	Single-Family Detached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
FL, 11102	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 11102	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 11102	Multi-Family with 5+ Units	2050s	0.970251	0.000000	0.009631	0.018707	0.000636	0.000775	South
FL, 11102	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 11102	Single-Family Detached	2050s	0.941784	0.000000	0.039968	0.018248	0.000000	0.000000	South
FL, 11300	Mobile Home	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
FL, 11300	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 11300	Multi-Family with 5+ Units	2050s	0.970251	0.000000	0.009631	0.018707	0.000636	0.000775	South
FL, 11300	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 11300	Single-Family Detached	2050s	0.973165	0.000000	0.015789	0.006823	0.004224	0.000000	South
FL, 11501	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 11501	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 11501	Multi-Family with 5+ Units	2050s	0.984028	0.000000	0.015972	0.000000	0.000000	0.000000	South
FL, 11501	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 11501	Single-Family Detached	2050s	0.935989	0.000000	0.027900	0.036111	0.000000	0.000000	South
FL, 11502	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 11502	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 11502	Multi-Family with 5+ Units	2050s	0.970251	0.000000	0.009631	0.018707	0.000636	0.000775	South
FL, 11502	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 11502	Single-Family Detached	2050s	0.954977	0.000000	0.037842	0.000000	0.000000	0.007181	South
FL, 11503	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 11503	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 11503	Multi-Family with 5+ Units	2050s	0.970251	0.000000	0.009631	0.018707	0.000636	0.000775	South
FL, 11503	Single-Family Attached	2050s	0.956861	0.000000	0.043139	0.000000	0.000000	0.000000	South
FL, 11503	Single-Family Detached	2050s	0.971794	0.000000	0.028206	0.000000	0.000000	0.000000	South
FL, 11701	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 11701	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 11701	Multi-Family with 5+ Units	2050s	0.950159	0.000000	0.019337	0.030504	0.000000	0.000000	South
FL, 11701	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 11701	Single-Family Detached	2050s	0.968364	0.000000	0.031636	0.000000	0.000000	0.000000	South
FL, 11702	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 11702	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 11702	Multi-Family with 5+ Units	2050s	0.863343	0.000000	0.063887	0.072770	0.000000	0.000000	South
FL, 11702	Single-Family Attached	2050s	0.993444	0.000000	0.006556	0.000000	0.000000	0.000000	South
FL, 11702	Single-Family Detached	2050s	0.956364	0.000000	0.027112	0.009552	0.003601	0.003371	South
FL, 11703	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 11703	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 11703	Multi-Family with 5+ Units	2050s	0.970251	0.000000	0.009631	0.018707	0.000636	0.000775	South
FL, 11703	Single-Family Attached	2050s	0.978211	0.000000	0.021789	0.000000	0.000000	0.000000	South
FL, 11703	Single-Family Detached	2050s	0.990328	0.000000	0.009672	0.000000	0.000000	0.000000	South
FL, 11704	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 11704	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 11704	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
FL, 11704	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
FL, 11704	Single-Family Detached	2050s	0.978064	0.000000	0.011265	0.000000	0.000000	0.010672	South
FL, 12100	Mobile Home	2050s	0.977212	0.000000	0.000000	0.000000	0.022788	0.000000	South
FL, 12100	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 12100	Multi-Family with 5+ Units	2050s	0.970251	0.000000	0.009631	0.018707	0.000636	0.000775	South
FL, 12100	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 12100	Single-Family Detached	2050s	0.899993	0.000000	0.000000	0.000000	0.064062	0.035944	South
FL, 12701	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 12701	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 12701	Multi-Family with 5+ Units	2050s	0.970251	0.000000	0.009631	0.018707	0.000636	0.000775	South
FL, 12701	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 12701	Single-Family Detached	2050s	0.863478	0.000000	0.124658	0.011864	0.000000	0.000000	South
FL, 12702	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 12702	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 12702	Multi-Family with 5+ Units	2050s	0.970251	0.000000	0.009631	0.018707	0.000636	0.000775	South
FL, 12702	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 12702	Single-Family Detached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
FL, 12703	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 12703	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 12703	Multi-Family with 5+ Units	2050s	0.956660	0.000000	0.009290	0.034050	0.000000	0.000000	South
FL, 12703	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 12703	Single-Family Detached	2050s	0.929466	0.000000	0.041162	0.000000	0.019964	0.009408	South
FL, 12704	Mobile Home	2050s	0.965911	0.000000	0.002636	0.010032	0.002765	0.018657	South
FL, 12704	Multi-Family with 2 - 4 Units	2050s	0.959863	0.000000	0.010877	0.024460	0.002971	0.001829	South
FL, 12704	Multi-Family with 5+ Units	2050s	0.970251	0.000000	0.009631	0.018707	0.000636	0.000775	South
FL, 12704	Single-Family Attached	2050s	0.974817	0.000000	0.014826	0.009578	0.000000	0.000780	South
FL, 12704	Single-Family Detached	2050s	0.988955	0.000000	0.011045	0.000000	0.000000	0.000000	South
GA, 00100	Mobile Home	2050s	0.942770	0.000000	0.013557	0.006949	0.025076	0.011648	South
GA, 00100	Multi-Family with 2 - 4 Units	2050s	0.943801	0.000000	0.048937	0.006029	0.000000	0.001234	South
GA, 00100	Multi-Family with 5+ Units	2050s	0.968681	0.000000	0.026268	0.003389	0.000000	0.001662	South
GA, 00100	Single-Family Attached	2050s	0.858860	0.000000	0.133332	0.002340	0.001170	0.004297	South
GA, 00100	Single-Family Detached	2050s	0.978080	0.000000	0.008987	0.000000	0.009246	0.003687	South
GA, 00200	Mobile Home	2050s	0.992255	0.000000	0.007745	0.000000	0.000000	0.000000	South
GA, 00200	Multi-Family with 2 - 4 Units	2050s	0.931273	0.000000	0.068727	0.000000	0.000000	0.000000	South
GA, 00200	Multi-Family with 5+ Units	2050s	0.939795	0.000000	0.060205	0.000000	0.000000	0.000000	South
GA, 00200	Single-Family Attached	2050s	0.984930	0.000000	0.015070	0.000000	0.000000	0.000000	South
GA, 00200	Single-Family Detached	2050s	0.980282	0.000000	0.009074	0.005794	0.000000	0.004850	South
GA, 00300	Mobile Home	2050s	0.946490	0.000000	0.000000	0.051339	0.000000	0.002170	South
GA, 00300	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
GA, 00300	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
GA, 00300	Single-Family Attached	2050s	0.858860	0.000000	0.133332	0.002340	0.001170	0.004297	South
GA, 00300	Single-Family Detached	2050s	0.971926	0.000000	0.006042	0.010123	0.000000	0.011911	South
GA, 00401	Mobile Home	2050s	0.942770	0.000000	0.013557	0.006949	0.025076	0.011648	South
GA, 00401	Multi-Family with 2 - 4 Units	2050s	0.895177	0.000000	0.104823	0.000000	0.000000	0.000000	South
GA, 00401	Multi-Family with 5+ Units	2050s	0.980656	0.000000	0.006851	0.000000	0.000000	0.012492	South
GA, 00401	Single-Family Attached	2050s	0.927428	0.000000	0.015429	0.057143	0.000000	0.000000	South
GA, 00401	Single-Family Detached	2050s	0.982716	0.000000	0.004664	0.000000	0.000000	0.012620	South
GA, 00402	Mobile Home	2050s	0.942770	0.000000	0.013557	0.006949	0.025076	0.011648	South
GA, 00402	Multi-Family with 2 - 4 Units	2050s	0.943801	0.000000	0.048937	0.006029	0.000000	0.001234	South
GA, 00402	Multi-Family with 5+ Units	2050s	0.982229	0.000000	0.017771	0.000000	0.000000	0.000000	South
GA, 00402	Single-Family Attached	2050s	0.858860	0.000000	0.133332	0.002340	0.001170	0.004297	South
GA, 00402	Single-Family Detached	2050s	0.982039	0.000000	0.007544	0.010417	0.000000	0.000000	South
GA, 00500	Mobile Home	2050s	0.973389	0.000000	0.000000	0.000000	0.000000	0.026612	South
GA, 00500	Multi-Family with 2 - 4 Units	2050s	0.943801	0.000000	0.048937	0.006029	0.000000	0.001234	South
GA, 00500	Multi-Family with 5+ Units	2050s	0.968681	0.000000	0.026268	0.003389	0.000000	0.001662	South
GA, 00500	Single-Family Attached	2050s	0.858860	0.000000	0.133332	0.002340	0.001170	0.004297	South
GA, 00500	Single-Family Detached	2050s	0.924924	0.000000	0.010337	0.029703	0.016502	0.018535	South
GA, 00600	Mobile Home	2050s	0.942770	0.000000	0.013557	0.006949	0.025076	0.011648	South
GA, 00600	Multi-Family with 2 - 4 Units	2050s	0.943801	0.000000	0.048937	0.006029	0.000000	0.001234	South
GA, 00600	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
GA, 00600	Single-Family Attached	2050s	0.858860	0.000000	0.133332	0.002340	0.001170	0.004297	South
GA, 00600	Single-Family Detached	2050s	0.995213	0.000000	0.004389	0.000000	0.000000	0.000399	South
GA, 00700	Mobile Home	2050s	0.995967	0.000000	0.004033	0.000000	0.000000	0.000000	South
GA, 00700	Multi-Family with 2 - 4 Units	2050s	0.943801	0.000000	0.048937	0.006029	0.000000	0.001234	South
GA, 00700	Multi-Family with 5+ Units	2050s	0.968681	0.000000	0.026268	0.003389	0.000000	0.001662	South
GA, 00700	Single-Family Attached	2050s	0.858860	0.000000	0.133332	0.002340	0.001170	0.004297	South
GA, 00700	Single-Family Detached	2050s	0.929276	0.000000	0.012418	0.026132	0.000000	0.032174	South
GA, 00800	Mobile Home	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
GA, 00800	Multi-Family with 2 - 4 Units	2050s	0.943801	0.000000	0.048937	0.006029	0.000000	0.001234	South
GA, 00800	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
GA, 00800	Single-Family Attached	2050s	0.858860	0.000000	0.133332	0.002340	0.001170	0.004297	South
GA, 00800	Single-Family Detached	2050s	0.988447	0.000000	0.000000	0.000000	0.000000	0.011553	South
GA, 00900	Mobile Home	2050s	0.942770	0.000000	0.013557	0.006949	0.025076	0.011648	South
GA, 00900	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
GA, 00900	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
GA, 00900	Single-Family Attached	2050s	0.858860	0.000000	0.133332	0.002340	0.001170	0.004297	South
GA, 00900	Single-Family Detached	2050s	0.977333	0.000000	0.022667	0.000000	0.000000	0.000000	South
GA, 01001	Mobile Home	2050s	0.942770	0.000000	0.013557	0.006949	0.025076	0.011648	South
GA, 01001	Multi-Family with 2 - 4 Units	2050s	0.943801	0.000000	0.048937	0.006029	0.000000	0.001234	South
GA, 01001	Multi-Family with 5+ Units	2050s	0.960449	0.000000	0.029434	0.000000	0.000000	0.010118	South
GA, 01001	Single-Family Attached	2050s	0.858860	0.000000	0.133332	0.002340	0.001170	0.004297	South
GA, 01001	Single-Family Detached	2050s	0.771548	0.000000	0.206530	0.000000	0.021922	0.000000	South
GA, 01002	Mobile Home	2050s	0.942770	0.000000	0.013557	0.006949	0.025076	0.011648	South
GA, 01002	Multi-Family with 2 - 4 Units	2050s	0.943801	0.000000	0.048937	0.006029	0.000000	0.001234	South
GA, 01002	Multi-Family with 5+ Units	2050s	0.993373	0.000000	0.006627	0.000000	0.000000	0.000000	South
GA, 01002	Single-Family Attached	2050s	0.858860	0.000000	0.133332	0.002340	0.001170	0.004297	South
GA, 01002	Single-Family Detached	2050s	0.734046	0.000000	0.265954	0.000000	0.000000	0.000000	South
GA, 01003	Mobile Home	2050s	0.942770	0.000000	0.013557	0.006949	0.025076	0.011648	South
GA, 01003	Multi-Family with 2 - 4 Units	2050s	0.943801	0.000000	0.048937	0.006029	0.000000	0.001234	South
GA, 01003	Multi-Family with 5+ Units	2050s	0.967357	0.000000	0.032643	0.000000	0.000000	0.000000	South
GA, 01003	Single-Family Attached	2050s	0.858860	0.000000	0.133332	0.002340	0.001170	0.004297	South
GA, 01003	Single-Family Detached	2050s	0.860193	0.000000	0.120383	0.004589	0.006747	0.008087	South
GA, 01004	Mobile Home	2050s	0.942770	0.000000	0.013557	0.006949	0.025076	0.011648	South
GA, 01004	Multi-Family with 2 - 4 Units	2050s	0.943801	0.000000	0.048937	0.006029	0.000000	0.001234	South
GA, 01004	Multi-Family with 5+ Units	2050s	0.968681	0.000000	0.026268	0.003389	0.000000	0.001662	South
GA, 01004	Single-Family Attached	2050s	0.858860	0.000000	0.133332	0.002340	0.001170	0.004297	South
GA, 01004	Single-Family Detached	2050s	0.791660	0.000000	0.195454	0.000000	0.011264	0.001622	South
GA, 01005	Mobile Home	2050s	0.942770	0.000000	0.013557	0.006949	0.025076	0.011648	South
GA, 01005	Multi-Family with 2 - 4 Units	2050s	0.943801	0.000000	0.048937	0.006029	0.000000	0.001234	South
GA, 01005	Multi-Family with 5+ Units	2050s	0.944093	0.000000	0.055907	0.000000	0.000000	0.000000	South
GA, 01005	Single-Family Attached	2050s	0.760607	0.000000	0.239393	0.000000	0.000000	0.000000	South
