Index,Parameter,Option,Saturation
51,area_median_income,0-30%,0.43046357615894054
51,area_median_income,30-60%,0.3940397350993378
51,area_median_income,60-80%,0.1754966887417219
52,hvac_secondary_heating_efficiency,None,1.0000000000000002
53,window_areas,F12 B12 L12 R12,0.24834437086092723
53,window_areas,F15 B15 L15 R15,0.18874172185430468
53,window_areas,F18 B18 L18 R18,0.1821192052980133
53,window_areas,F30 B30 L30 R30,0.10596026490066228
53,window_areas,F6 B6 L6 R6,0.04966887417218545
53,window_areas,F9 B9 L9 R9,0.22516556291390732
54,clothes_washer,"EnergyStar, 100% Usage",0.24503311258278151
54,clothes_washer,"EnergyStar, 120% Usage",0.0894039735099338
54,clothes_washer,"EnergyStar, 80% Usage",0.12913907284768214
54,clothes_washer,None,0.2748344370860928
54,clothes_washer,"Standard, 100% Usage",0.12913907284768214
54,clothes_washer,"Standard, 120% Usage",0.05960264900662253
54,clothes_washer,"Standard, 80% Usage",0.07284768211920531
55,city,"PA, Pittsburgh",1.0000000000000002
56,geometry_story_bin,<8,1.0000000000000002
57,county,"PA, Allegheny County",1.0000000000000002
58,ashrae_iecc_climate_zone_2004,5A,1.0000000000000002
59,insulation_wall,"Brick, 12-in, 3-wythe, Uninsulated",0.9966887417218545
59,insulation_wall,"CMU, 6-in Hollow, Uninsulated",0.0033112582781456962
60,insulation_slab,None,0.9172185430463579
60,insulation_slab,Uninsulated,0.0827814569536424
61,cooling_setpoint_offset_magnitude,0F,0.7119205298013247
61,cooling_setpoint_offset_magnitude,2F,0.14569536423841062
61,cooling_setpoint_offset_magnitude,5F,0.09602649006622518
61,cooling_setpoint_offset_magnitude,9F,0.04635761589403975
62,tenure,Owner,0.28476821192052987
62,tenure,Renter,0.7152317880794704
63,refrigerator,"EF 10.5, 100% Usage",0.05298013245033114
63,refrigerator,"EF 15.9, 100% Usage",0.20860927152317885
63,refrigerator,"EF 17.6, 100% Usage",0.6092715231788082
63,refrigerator,"EF 19.9, 100% Usage",0.10264900662251658
63,refrigerator,"EF 6.7, 100% Usage",0.023178807947019875
63,refrigerator,None,0.0033112582781456962
64,vintage,<1940,1.0000000000000002
65,orientation,East,0.1754966887417219
65,orientation,North,0.1655629139072848
65,orientation,Northeast,0.043046357615894044
65,orientation,Northwest,0.0827814569536424
65,orientation,South,0.16887417218543052
65,orientation,Southeast,0.0927152317880795
65,orientation,Southwest,0.10264900662251658
65,orientation,West,0.16887417218543052
66,occupants,1,0.4370860927152319
66,occupants,10+,0.0033112582781456962
66,occupants,2,0.22847682119205304
66,occupants,3,0.11258278145695366
66,occupants,4,0.0993377483443709
66,occupants,5,0.07615894039735102
66,occupants,6,0.023178807947019875
66,occupants,7,0.01655629139072848
66,occupants,9,0.0033112582781456962
67,schedules,Stochastic,1.0000000000000002
68,heating_setpoint,55F,0.10596026490066228
68,heating_setpoint,60F,0.036423841059602655
68,heating_setpoint,62F,0.029801324503311265
68,heating_setpoint,65F,0.0927152317880795
68,heating_setpoint,67F,0.03311258278145696
68,heating_setpoint,68F,0.22847682119205304
68,heating_setpoint,70F,0.2516556291390729
68,heating_setpoint,72F,0.10264900662251658
68,heating_setpoint,75F,0.0827814569536424
68,heating_setpoint,76F,0.0066225165562913925
68,heating_setpoint,78F,0.0066225165562913925
68,heating_setpoint,80F,0.023178807947019875
69,overhangs,None,1.0000000000000002
70,dishwasher,"290 Rated kWh, 100% Usage",0.0927152317880795
70,dishwasher,"290 Rated kWh, 120% Usage",0.05298013245033114
70,dishwasher,"290 Rated kWh, 80% Usage",0.06291390728476823
70,dishwasher,"318 Rated kWh, 100% Usage",0.05629139072847683
70,dishwasher,"318 Rated kWh, 120% Usage",0.01655629139072848
70,dishwasher,"318 Rated kWh, 80% Usage",0.043046357615894044
70,dishwasher,None,0.6754966887417221
71,lighting,100% CFL,0.370860927152318
71,lighting,100% Incandescent,0.3973509933774836
71,lighting,100% LED,0.23178807947019875
72,heating_setpoint_offset_period,Day,0.013245033112582785
72,heating_setpoint_offset_period,Day +1h,0.009933774834437088
72,heating_setpoint_offset_period,Day +2h,0.0033112582781456962
72,heating_setpoint_offset_period,Day +3h,0.009933774834437088
72,heating_setpoint_offset_period,Day +4h,0.0033112582781456962
72,heating_setpoint_offset_period,Day +5h,0.01655629139072848
72,heating_setpoint_offset_period,Day -1h,0.01655629139072848
72,heating_setpoint_offset_period,Day -2h,0.0066225165562913925
72,heating_setpoint_offset_period,Day -4h,0.0033112582781456962
72,heating_setpoint_offset_period,Day and Night,0.009933774834437088
72,heating_setpoint_offset_period,Day and Night +1h,0.0033112582781456962
72,heating_setpoint_offset_period,Day and Night +2h,0.009933774834437088
72,heating_setpoint_offset_period,Day and Night +3h,0.029801324503311265
72,heating_setpoint_offset_period,Day and Night +4h,0.019867549668874177
72,heating_setpoint_offset_period,Day and Night +5h,0.013245033112582785
72,heating_setpoint_offset_period,Day and Night -1h,0.013245033112582785
72,heating_setpoint_offset_period,Day and Night -2h,0.013245033112582785
72,heating_setpoint_offset_period,Day and Night -3h,0.0066225165562913925
72,heating_setpoint_offset_period,Day and Night -4h,0.009933774834437088
72,heating_setpoint_offset_period,Day and Night -5h,0.013245033112582785
72,heating_setpoint_offset_period,Night,0.019867549668874177
72,heating_setpoint_offset_period,Night +1h,0.036423841059602655
72,heating_setpoint_offset_period,Night +2h,0.013245033112582785
72,heating_setpoint_offset_period,Night +3h,0.009933774834437088
72,heating_setpoint_offset_period,Night +4h,0.02649006622516557
72,heating_setpoint_offset_period,Night +5h,0.03311258278145696
72,heating_setpoint_offset_period,Night -1h,0.029801324503311265
72,heating_setpoint_offset_period,Night -2h,0.01655629139072848
72,heating_setpoint_offset_period,Night -3h,0.023178807947019875
72,heating_setpoint_offset_period,Night -4h,0.019867549668874177
72,heating_setpoint_offset_period,Night -5h,0.023178807947019875
72,heating_setpoint_offset_period,None,0.52317880794702
73,clothes_washer_presence,None,0.2748344370860928
73,clothes_washer_presence,Yes,0.7251655629139074
74,misc_gas_fireplace,Gas Fireplace,0.023178807947019875
74,misc_gas_fireplace,None,0.9768211920529803
75,clothes_dryer,"Electric, 100% Usage",0.23509933774834443
75,clothes_dryer,"Electric, 120% Usage",0.08609271523178809
75,clothes_dryer,"Electric, 80% Usage",0.12913907284768214
75,clothes_dryer,"Gas, 100% Usage",0.12582781456953646
75,clothes_dryer,"Gas, 120% Usage",0.05629139072847683
75,clothes_dryer,"Gas, 80% Usage",0.06622516556291393
75,clothes_dryer,None,0.3013245033112583
76,misc_pool_pump,1.0 HP Pump,0.04635761589403975
76,misc_pool_pump,None,0.9536423841059605
77,generation_and_emissions_assessment_region,RFCWc,1.0000000000000002
78,misc_extra_refrigerator,EF 10.2,0.0033112582781456962
78,misc_extra_refrigerator,EF 10.5,0.019867549668874177
78,misc_extra_refrigerator,EF 15.9,0.043046357615894044
78,misc_extra_refrigerator,EF 17.6,0.08609271523178809
78,misc_extra_refrigerator,EF 19.9,0.0066225165562913925
78,misc_extra_refrigerator,EF 6.7,0.0033112582781456962
78,misc_extra_refrigerator,None,0.8377483443708612
79,ashrae_iecc_climate_zone_2004_2_a_split,5A,1.0000000000000002
80,hvac_has_shared_system,Cooling Only,0.0066225165562913925
80,hvac_has_shared_system,Heating Only,0.24172185430463583
80,hvac_has_shared_system,Heating and Cooling,0.023178807947019875
80,hvac_has_shared_system,None,0.7284768211920531
81,neighbors,12,0.21192052980132456
81,neighbors,2,0.0033112582781456962
81,neighbors,27,0.3013245033112583
81,neighbors,4,0.0827814569536424
81,neighbors,7,0.13907284768211922
81,neighbors,Left/Right at 15ft,0.23841059602649012
81,neighbors,None,0.023178807947019875
82,state,PA,1.0000000000000002
83,natural_ventilation,"Cooling Season, 7 days/wk",1.0000000000000002
84,insulation_ceiling,None,0.4735099337748346
84,insulation_ceiling,R-13,0.0993377483443709
84,insulation_ceiling,R-19,0.16887417218543052
84,insulation_ceiling,R-30,0.07284768211920531
84,insulation_ceiling,R-38,0.07615894039735102
84,insulation_ceiling,R-49,0.03311258278145696
84,insulation_ceiling,R-7,0.06622516556291393
84,insulation_ceiling,Uninsulated,0.009933774834437088
85,geometry_building_type_acs,10 to 19 Unit,0.0827814569536424
85,geometry_building_type_acs,2 Unit,0.05298013245033114
85,geometry_building_type_acs,20 to 49 Unit,0.04966887417218545
85,geometry_building_type_acs,3 or 4 Unit,0.10927152317880798
85,geometry_building_type_acs,5 to 9 Unit,0.0993377483443709
85,geometry_building_type_acs,50 or more Unit,0.05960264900662253
85,geometry_building_type_acs,Single-Family Attached,0.30794701986754974
85,geometry_building_type_acs,Single-Family Detached,0.23841059602649012
86,hvac_system_is_faulted,No,1.0000000000000002
87,geometry_building_horizontal_location_mf,Left,0.13576158940397356
87,geometry_building_horizontal_location_mf,Middle,0.09602649006622518
87,geometry_building_horizontal_location_mf,None,0.5463576158940399
87,geometry_building_horizontal_location_mf,Not Applicable,0.0894039735099338
87,geometry_building_horizontal_location_mf,Right,0.13245033112582785
88,geometry_stories,1,0.2516556291390729
88,geometry_stories,2,0.4072847682119206
88,geometry_stories,3,0.1821192052980133
88,geometry_stories,4,0.07284768211920531
88,geometry_stories,5,0.029801324503311265
88,geometry_stories,6,0.05629139072847683
89,geometry_garage,1 Car,0.01655629139072848
89,geometry_garage,2 Car,0.01655629139072848
89,geometry_garage,None,0.9668874172185433
90,county_and_puma,"G4200030, G42001701",1.0000000000000002
91,holiday_lighting,No Exterior Use,1.0000000000000002
92,bathroom_spot_vent_hour,Hour0,0.04635761589403975
92,bathroom_spot_vent_hour,Hour1,0.043046357615894044
92,bathroom_spot_vent_hour,Hour10,0.009933774834437088
92,bathroom_spot_vent_hour,Hour11,0.019867549668874177
92,bathroom_spot_vent_hour,Hour12,0.019867549668874177
92,bathroom_spot_vent_hour,Hour13,0.01655629139072848
92,bathroom_spot_vent_hour,Hour14,0.0066225165562913925
92,bathroom_spot_vent_hour,Hour15,0.02649006622516557
92,bathroom_spot_vent_hour,Hour16,0.0066225165562913925
92,bathroom_spot_vent_hour,Hour17,0.029801324503311265
92,bathroom_spot_vent_hour,Hour18,0.04635761589403975
92,bathroom_spot_vent_hour,Hour19,0.06622516556291393
92,bathroom_spot_vent_hour,Hour2,0.05960264900662253
92,bathroom_spot_vent_hour,Hour20,0.05629139072847683
92,bathroom_spot_vent_hour,Hour21,0.05960264900662253
92,bathroom_spot_vent_hour,Hour22,0.05960264900662253
92,bathroom_spot_vent_hour,Hour23,0.06953642384105961
92,bathroom_spot_vent_hour,Hour3,0.06291390728476823
92,bathroom_spot_vent_hour,Hour4,0.06622516556291393
92,bathroom_spot_vent_hour,Hour5,0.05629139072847683
92,bathroom_spot_vent_hour,Hour6,0.05960264900662253
92,bathroom_spot_vent_hour,Hour7,0.07284768211920531
92,bathroom_spot_vent_hour,Hour8,0.029801324503311265
92,bathroom_spot_vent_hour,Hour9,0.009933774834437088
93,hvac_cooling_partial_space_conditioning,100% Conditioned,0.27152317880794713
93,hvac_cooling_partial_space_conditioning,20% Conditioned,0.19536423841059608
93,hvac_cooling_partial_space_conditioning,40% Conditioned,0.1589403973509934
93,hvac_cooling_partial_space_conditioning,60% Conditioned,0.11920529801324506
93,hvac_cooling_partial_space_conditioning,80% Conditioned,0.02649006622516557
93,hvac_cooling_partial_space_conditioning,<10% Conditioned,0.019867549668874177
93,hvac_cooling_partial_space_conditioning,None,0.20860927152317885
94,usage_level,High,0.20860927152317885
94,usage_level,Low,0.27152317880794713
94,usage_level,Medium,0.5198675496688744
95,geometry_foundation_type,Heated Basement,0.12251655629139076
95,geometry_foundation_type,Slab,0.0827814569536424
95,geometry_foundation_type,Unheated Basement,0.5794701986754968
95,geometry_foundation_type,Vented Crawlspace,0.21523178807947027
96,plug_load_diversity,100%,0.5198675496688744
96,plug_load_diversity,200%,0.20860927152317885
96,plug_load_diversity,50%,0.27152317880794713
97,misc_well_pump,None,0.8675496688741724
97,misc_well_pump,Typical Efficiency,0.13245033112582785
98,census_division,Middle Atlantic,1.0000000000000002
99,pv_orientation,None,1.0000000000000002
100,geometry_attic_type,Finished Attic or Cathedral Ceilings,0.019867549668874177
100,geometry_attic_type,None,0.4536423841059604
100,geometry_attic_type,Vented Attic,0.5264900662251657
101,reeds_balancing_area,115,1.0000000000000002
102,income_recs_2015,20000-39999,0.4337748344370862
102,income_recs_2015,40000-59999,0.13907284768211922
102,income_recs_2015,60000-79999,0.01655629139072848
102,income_recs_2015,<20000,0.4105960264900663
103,cooling_setpoint,60F,0.029801324503311265
