Index,Parameter,Option,Saturation
1,geometry_building_horizontal_location_sfa,Left,0.023178807947019875
1,geometry_building_horizontal_location_sfa,Middle,0.23178807947019875
1,geometry_building_horizontal_location_sfa,None,0.6920529801324505
1,geometry_building_horizontal_location_sfa,Right,0.05298013245033114
2,mechanical_ventilation,None,1.0000000000000002
3,door_area,20 ft^2,1.0000000000000002
4,range_spot_vent_hour,Hour0,0.0033112582781456962
4,range_spot_vent_hour,Hour1,0.009933774834437088
4,range_spot_vent_hour,Hour10,0.03973509933774835
4,range_spot_vent_hour,Hour11,0.04635761589403975
4,range_spot_vent_hour,Hour12,0.03973509933774835
4,range_spot_vent_hour,Hour13,0.036423841059602655
4,range_spot_vent_hour,Hour14,0.08609271523178809
4,range_spot_vent_hour,Hour15,0.05629139072847683
4,range_spot_vent_hour,Hour16,0.0894039735099338
4,range_spot_vent_hour,Hour17,0.13576158940397356
4,range_spot_vent_hour,Hour18,0.12582781456953646
4,range_spot_vent_hour,Hour19,0.04966887417218545
4,range_spot_vent_hour,Hour2,0.0066225165562913925
4,range_spot_vent_hour,Hour20,0.01655629139072848
4,range_spot_vent_hour,Hour21,0.029801324503311265
4,range_spot_vent_hour,Hour22,0.023178807947019875
4,range_spot_vent_hour,Hour23,0.0066225165562913925
4,range_spot_vent_hour,Hour3,0.009933774834437088
4,range_spot_vent_hour,Hour4,0.0066225165562913925
4,range_spot_vent_hour,Hour5,0.023178807947019875
4,range_spot_vent_hour,Hour6,0.02649006622516557
4,range_spot_vent_hour,Hour7,0.05960264900662253
4,range_spot_vent_hour,Hour8,0.02649006622516557
4,range_spot_vent_hour,Hour9,0.04635761589403975
5,hvac_shared_efficiencies,"Boiler Baseboards Heating Only, Electricity",0.08609271523178809
5,hvac_shared_efficiencies,"Boiler Baseboards Heating Only, Natural Gas",0.15231788079470204
5,hvac_shared_efficiencies,"Boiler Baseboards Heating Only, Propane",0.0033112582781456962
5,hvac_shared_efficiencies,Fan Coil Cooling Only,0.0066225165562913925
5,hvac_shared_efficiencies,"Fan Coil Heating and Cooling, Electricity",0.0033112582781456962
5,hvac_shared_efficiencies,"Fan Coil Heating and Cooling, Natural Gas",0.019867549668874177
5,hvac_shared_efficiencies,None,0.7284768211920531
6,eaves,2 ft,1.0000000000000002
7,hvac_heating_efficiency,"ASHP, SEER 10, 6.2 HSPF",0.0066225165562913925
7,hvac_heating_efficiency,"ASHP, SEER 13, 7.7 HSPF",0.009933774834437088
7,hvac_heating_efficiency,"Electric Baseboard, 100% Efficiency",0.03973509933774835
7,hvac_heating_efficiency,"Electric Furnace, 100% AFUE",0.029801324503311265
7,hvac_heating_efficiency,"Fuel Boiler, 76% AFUE",0.02649006622516557
7,hvac_heating_efficiency,"Fuel Boiler, 80% AFUE",0.10264900662251658
7,hvac_heating_efficiency,"Fuel Furnace, 60% AFUE",0.0033112582781456962
7,hvac_heating_efficiency,"Fuel Furnace, 76% AFUE",0.03973509933774835
7,hvac_heating_efficiency,"Fuel Furnace, 80% AFUE",0.21192052980132456
7,hvac_heating_efficiency,"Fuel Furnace, 92.5% AFUE",0.12251655629139076
7,hvac_heating_efficiency,"Fuel Wall/Floor Furnace, 60% AFUE",0.036423841059602655
7,hvac_heating_efficiency,"Fuel Wall/Floor Furnace, 68% AFUE",0.10596026490066228
7,hvac_heating_efficiency,Shared Heating,0.2649006622516557
8,income_recs_2020,20000-39999,0.4337748344370862
8,income_recs_2020,40000-59999,0.13907284768211922
8,income_recs_2020,60000-99999,0.01655629139072848
8,income_recs_2020,<20000,0.4105960264900663
9,vintage_acs,<1940,1.0000000000000002
10,has_pv,No,1.0000000000000002
11,lighting_other_use,100% Usage,1.0000000000000002
12,building_america_climate_zone,Cold,1.0000000000000002
13,pv_system_size,None,1.0000000000000002
14,plug_loads,101%,0.23841059602649012
14,plug_loads,108%,0.30794701986754974
14,plug_loads,119%,0.16225165562913912
14,plug_loads,89%,0.29139072847682124
15,corridor,Double-Loaded Interior,0.4536423841059604
15,corridor,Not Applicable,0.5463576158940399
16,geometry_stories_low_rise,1,0.2516556291390729
16,geometry_stories_low_rise,2,0.4072847682119206
16,geometry_stories_low_rise,3,0.1821192052980133
16,geometry_stories_low_rise,4+,0.1589403973509934
17,ceiling_fan,None,0.27152317880794713
17,ceiling_fan,Standard Efficiency,0.6357615894039736
17,ceiling_fan,"Standard Efficiency, No usage",0.0927152317880795
18,dehumidifier,None,1.0000000000000002
19,census_division_recs,Middle Atlantic,1.0000000000000002
20,puma,"PA, 01701",1.0000000000000002
21,insulation_rim_joist,None,0.0827814569536424
21,insulation_rim_joist,Uninsulated,0.9172185430463579
22,federal_poverty_level,0-100%,0.34437086092715236
22,federal_poverty_level,100-150%,0.24172185430463583
22,federal_poverty_level,150-200%,0.1556291390728477
22,federal_poverty_level,200-300%,0.20860927152317885
22,federal_poverty_level,300-400%,0.04966887417218545
23,cooling_setpoint_offset_period,Day Setup,0.009933774834437088
23,cooling_setpoint_offset_period,Day Setup +1h,0.009933774834437088
23,cooling_setpoint_offset_period,Day Setup +2h,0.01655629139072848
23,cooling_setpoint_offset_period,Day Setup +3h,0.009933774834437088
23,cooling_setpoint_offset_period,Day Setup +5h,0.013245033112582785
23,cooling_setpoint_offset_period,Day Setup -2h,0.0066225165562913925
23,cooling_setpoint_offset_period,Day Setup -3h,0.013245033112582785
23,cooling_setpoint_offset_period,Day Setup -4h,0.0033112582781456962
23,cooling_setpoint_offset_period,Day Setup -5h,0.0066225165562913925
23,cooling_setpoint_offset_period,Day Setup and Night Setback,0.0066225165562913925
23,cooling_setpoint_offset_period,Day Setup and Night Setback +2h,0.0033112582781456962
23,cooling_setpoint_offset_period,Day Setup and Night Setback +3h,0.0066225165562913925
23,cooling_setpoint_offset_period,Day Setup and Night Setback +4h,0.009933774834437088
23,cooling_setpoint_offset_period,Day Setup and Night Setback +5h,0.0033112582781456962
23,cooling_setpoint_offset_period,Day Setup and Night Setback -1h,0.0066225165562913925
23,cooling_setpoint_offset_period,Day Setup and Night Setback -2h,0.0033112582781456962
23,cooling_setpoint_offset_period,Day Setup and Night Setback -3h,0.0033112582781456962
23,cooling_setpoint_offset_period,Day Setup and Night Setback -5h,0.013245033112582785
23,cooling_setpoint_offset_period,Day and Night Setup,0.0033112582781456962
23,cooling_setpoint_offset_period,Day and Night Setup +1h,0.0066225165562913925
23,cooling_setpoint_offset_period,Day and Night Setup +2h,0.0033112582781456962
23,cooling_setpoint_offset_period,Day and Night Setup +3h,0.0033112582781456962
23,cooling_setpoint_offset_period,Day and Night Setup +4h,0.0033112582781456962
23,cooling_setpoint_offset_period,Day and Night Setup +5h,0.0066225165562913925
23,cooling_setpoint_offset_period,Day and Night Setup -1h,0.0033112582781456962
23,cooling_setpoint_offset_period,Day and Night Setup -3h,0.0033112582781456962
23,cooling_setpoint_offset_period,Day and Night Setup -4h,0.0066225165562913925
23,cooling_setpoint_offset_period,Day and Night Setup -5h,0.0033112582781456962
23,cooling_setpoint_offset_period,Night Setback,0.0033112582781456962
23,cooling_setpoint_offset_period,Night Setback +1h,0.0033112582781456962
23,cooling_setpoint_offset_period,Night Setback +3h,0.0066225165562913925
23,cooling_setpoint_offset_period,Night Setback +4h,0.0066225165562913925
23,cooling_setpoint_offset_period,Night Setback +5h,0.009933774834437088
23,cooling_setpoint_offset_period,Night Setback -1h,0.0033112582781456962
23,cooling_setpoint_offset_period,Night Setback -2h,0.009933774834437088
23,cooling_setpoint_offset_period,Night Setback -5h,0.0033112582781456962
23,cooling_setpoint_offset_period,Night Setup,0.0066225165562913925
23,cooling_setpoint_offset_period,Night Setup +1h,0.0066225165562913925
23,cooling_setpoint_offset_period,Night Setup +4h,0.0066225165562913925
23,cooling_setpoint_offset_period,Night Setup +5h,0.0033112582781456962
23,cooling_setpoint_offset_period,Night Setup -1h,0.0033112582781456962
23,cooling_setpoint_offset_period,Night Setup -2h,0.0033112582781456962
23,cooling_setpoint_offset_period,Night Setup -3h,0.009933774834437088
23,cooling_setpoint_offset_period,Night Setup -5h,0.013245033112582785
23,cooling_setpoint_offset_period,None,0.7119205298013247
24,hot_water_fixtures,100% Usage,0.5198675496688744
24,hot_water_fixtures,200% Usage,0.20860927152317885
24,hot_water_fixtures,50% Usage,0.27152317880794713
25,infiltration,10 ACH50,0.06291390728476823
25,infiltration,15 ACH50,0.21854304635761596
25,infiltration,20 ACH50,0.185430463576159
25,infiltration,25 ACH50,0.14900662251655633
25,infiltration,3 ACH50,0.0033112582781456962
25,infiltration,30 ACH50,0.14900662251655633
25,infiltration,4 ACH50,0.0066225165562913925
25,infiltration,40 ACH50,0.10596026490066228
25,infiltration,5 ACH50,0.019867549668874177
25,infiltration,50 ACH50,0.04966887417218545
25,infiltration,6 ACH50,0.0033112582781456962
25,infiltration,7 ACH50,0.01655629139072848
25,infiltration,8 ACH50,0.029801324503311265
26,cec_climate_zone,None,1.0000000000000002
27,water_heater_in_unit,No,0.3940397350993378
27,water_heater_in_unit,Yes,0.6059602649006625
28,hvac_cooling_type,Central AC,0.22516556291390732
28,hvac_cooling_type,Heat Pump,0.019867549668874177
28,hvac_cooling_type,None,0.20860927152317885
28,hvac_cooling_type,Room AC,0.5463576158940399
29,ducts,"0% Leakage, Uninsulated",0.07615894039735102
29,ducts,"10% Leakage, R-4",0.01655629139072848
29,ducts,"10% Leakage, Uninsulated",0.11920529801324506
29,ducts,"20% Leakage, R-4",0.013245033112582785
29,ducts,"20% Leakage, Uninsulated",0.17218543046357618
29,ducts,"30% Leakage, R-4",0.013245033112582785
29,ducts,"30% Leakage, Uninsulated",0.1556291390728477
29,ducts,None,0.4337748344370862
30,water_heater_fuel,Electricity,0.1788079470198676
30,water_heater_fuel,Fuel Oil,0.029801324503311265
30,water_heater_fuel,Natural Gas,0.78476821192053
30,water_heater_fuel,Propane,0.0066225165562913925
31,hvac_secondary_heating_type_and_fuel,None,1.0000000000000002
32,interior_shading,"Summer = 0.7, Winter = 0.85",1.0000000000000002
33,hvac_system_single_speed_ac_charge,None,1.0000000000000002
34,hvac_cooling_efficiency,"AC, SEER 10",0.04966887417218545
34,hvac_cooling_efficiency,"AC, SEER 13",0.0927152317880795
34,hvac_cooling_efficiency,"AC, SEER 15",0.04966887417218545
34,hvac_cooling_efficiency,"AC, SEER 8",0.0066225165562913925
34,hvac_cooling_efficiency,Heat Pump,0.01655629139072848
34,hvac_cooling_efficiency,None,0.20860927152317885
34,hvac_cooling_efficiency,"Room AC, EER 10.7",0.2649006622516557
34,hvac_cooling_efficiency,"Room AC, EER 12.0",0.0827814569536424
34,hvac_cooling_efficiency,"Room AC, EER 8.5",0.023178807947019875
34,hvac_cooling_efficiency,"Room AC, EER 9.8",0.1754966887417219
34,hvac_cooling_efficiency,Shared Cooling,0.029801324503311265
35,insulation_roof,"Finished, R-13",0.0927152317880795
35,insulation_roof,"Finished, R-19",0.08609271523178809
35,insulation_roof,"Finished, R-30",0.13576158940397356
35,insulation_roof,"Finished, R-38",0.0794701986754967
35,insulation_roof,"Finished, R-49",0.03311258278145696
35,insulation_roof,"Finished, R-7",0.03311258278145696
35,insulation_roof,"Finished, Uninsulated",0.013245033112582785
35,insulation_roof,"Unfinished, Uninsulated",0.5264900662251657
36,geometry_building_level_mf,Bottom,0.20529801324503316
36,geometry_building_level_mf,Middle,0.12582781456953646
36,geometry_building_level_mf,None,0.5463576158940399
36,geometry_building_level_mf,Top,0.12251655629139076
37,bedrooms,1,0.2814569536423842
37,bedrooms,2,0.29470198675496695
37,bedrooms,3,0.31456953642384117
37,bedrooms,4,0.0794701986754967
37,bedrooms,5,0.029801324503311265
38,ahs_region,Non-CBSA Middle Atlantic,1.0000000000000002
39,heating_setpoint_has_offset,No,0.52317880794702
39,heating_setpoint_has_offset,Yes,0.47682119205298024
40,geometry_building_number_units_mf,11,0.0033112582781456962
40,geometry_building_number_units_mf,116,0.0066225165562913925
40,geometry_building_number_units_mf,12,0.05629139072847683
40,geometry_building_number_units_mf,14,0.0033112582781456962
40,geometry_building_number_units_mf,15,0.0033112582781456962
40,geometry_building_number_units_mf,16,0.009933774834437088
40,geometry_building_number_units_mf,18,0.0066225165562913925
40,geometry_building_number_units_mf,183,0.0066225165562913925
40,geometry_building_number_units_mf,2,0.05298013245033114
40,geometry_building_number_units_mf,20,0.0066225165562913925
40,geometry_building_number_units_mf,24,0.01655629139072848
40,geometry_building_number_units_mf,3,0.04966887417218545
40,geometry_building_number_units_mf,30,0.009933774834437088
40,geometry_building_number_units_mf,323,0.0033112582781456962
40,geometry_building_number_units_mf,4,0.05960264900662253
40,geometry_building_number_units_mf,43,0.01655629139072848
40,geometry_building_number_units_mf,5,0.0033112582781456962
40,geometry_building_number_units_mf,6,0.04966887417218545
40,geometry_building_number_units_mf,67,0.043046357615894044
40,geometry_building_number_units_mf,7,0.0066225165562913925
40,geometry_building_number_units_mf,8,0.03973509933774835
40,geometry_building_number_units_mf,None,0.5463576158940399
41,geometry_wall_type,Brick,0.9966887417218545
41,geometry_wall_type,Concrete,0.0033112582781456962
42,hvac_heating_type,Ducted Heat Pump,0.019867549668874177
42,hvac_heating_type,Ducted Heating,0.513245033112583
42,hvac_heating_type,Non-Ducted Heating,0.46688741721854315
43,insulation_foundation_wall,None,0.0827814569536424
43,insulation_foundation_wall,Uninsulated,0.9172185430463579
44,electric_vehicle,None,1.0000000000000002
45,geometry_building_number_units_sfa,10,0.013245033112582785
45,geometry_building_number_units_sfa,12,0.02649006622516557
45,geometry_building_number_units_sfa,144,0.0066225165562913925
45,geometry_building_number_units_sfa,15,0.0066225165562913925
45,geometry_building_number_units_sfa,16,0.013245033112582785
45,geometry_building_number_units_sfa,20,0.009933774834437088
45,geometry_building_number_units_sfa,24,0.019867549668874177
45,geometry_building_number_units_sfa,30,0.01655629139072848
45,geometry_building_number_units_sfa,36,0.013245033112582785
45,geometry_building_number_units_sfa,5,0.036423841059602655
45,geometry_building_number_units_sfa,50,0.01655629139072848
45,geometry_building_number_units_sfa,6,0.036423841059602655
45,geometry_building_number_units_sfa,60,0.0033112582781456962
45,geometry_building_number_units_sfa,7,0.013245033112582785
45,geometry_building_number_units_sfa,8,0.07284768211920531
45,geometry_building_number_units_sfa,90,0.0033112582781456962
45,geometry_building_number_units_sfa,None,0.6920529801324505
46,hvac_has_ducts,No,0.4337748344370862
46,hvac_has_ducts,Yes,0.5662251655629141
47,lighting_interior_use,100% Usage,1.0000000000000002
48,cooking_range,"Electric, 100% Usage",0.21192052980132456
48,cooking_range,"Electric, 120% Usage",0.06622516556291393
48,cooking_range,"Electric, 80% Usage",0.08609271523178809
48,cooking_range,"Gas, 100% Usage",0.29470198675496695
48,cooking_range,"Gas, 120% Usage",0.13907284768211922
48,cooking_range,"Gas, 80% Usage",0.17218543046357618
48,cooking_range,None,0.0066225165562913925
48,cooking_range,"Propane, 100% Usage",0.009933774834437088
48,cooking_range,"Propane, 120% Usage",0.0033112582781456962
48,cooking_range,"Propane, 80% Usage",0.009933774834437088
49,hvac_has_zonal_electric_heating,No,0.9602649006622519
49,hvac_has_zonal_electric_heating,Yes,0.03973509933774835
50,heating_fuel,Electricity,0.1754966887417219
50,heating_fuel,Natural Gas,0.8112582781456955
50,heating_fuel,Propane,0.013245033112582785
