Dependency=CR	Dependency=FPL_BINS	Option=1950-pre	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Weight	Count
1	0-50	0.0	0.0	0.0	0.614081938276	0.0	0.0	0.385885345856	30565.20783	2.0
1	100-150	0.0	0.0	0.0	0.531750386992	0.291311366885	0.0	0.176921348028	59177.271117	6.0
1	150-200	0.0	0.0	0.0	0.0	0.0	0.0	0.999970877623	34336.856964	3.0
1	200-250	0.0	0.0	0.0	0.0	0.0	0.999859902434	0.0	7136.882777	1.0
1	250-300	0.0	0.0	0.0	0.426298730388	0.573657299085	0.0	0.0	22741.506599	2.0
1	300+	0.030160634185	0.169255877	0.0612815284416	0.237744881246	0.339785198528	0.0919222933279	0.0698452939736	232920.195652	27.0
1	50-100	0.999888996547	0.0	0.0	0.0	0.0	0.0	0.0	9007.728757	1.0
2	0-50	0.20784843632	0.0884186625726	0.045549137607	0.317442572427	0.231312563422	0.0570216571354	0.0523986962906	241712.443729	35.0
2	100-150	0.195348034983	0.257197026517	0.0940631200616	0.213424637899	0.107106314633	0.0784317989313	0.0544250754398	501058.287976	74.0
2	150-200	0.277676398444	0.131570373344	0.122915038193	0.22748980633	0.142150712997	0.0362562275008	0.0619376283293	524263.438553	82.0
2	200-250	0.246198453022	0.0901320825211	0.106476036396	0.203793498259	0.190781882717	0.105786951494	0.0568270965346	500115.926871	74.0
2	250-300	0.213171047686	0.144551473975	0.161911758775	0.200673489947	0.0613978723702	0.10358094764	0.114711243773	923429.965592	136.0
2	300+	0.22661756431	0.117478483903	0.0951665058287	0.13969043795	0.124377721414	0.150901012743	0.145767624879	3081787.49064	484.0
2	50-100	0.270454929515	0.0690688732476	0.103730955512	0.192236101447	0.13113788893	0.19117961169	0.0421867392758	408129.446577	56.0
3	0-50	0.384604381682	0.14412166019	0.175290151527	0.0812118586623	0.0909231164455	0.0148162965332	0.109022078935	286912.936143	49.0
3	100-150	0.498355538285	0.0688222980247	0.076788416597	0.0898636573371	0.216214834056	0.0166809787329	0.0332661615614	369664.275508	56.0
3	150-200	0.379504371186	0.206930108762	0.111300461635	0.201017307325	0.0695111104876	0.0123661635811	0.0193643888532	492755.829124	85.0
3	200-250	0.504217477736	0.0618079576962	0.103318886892	0.0848026392194	0.169195138617	0.0636468665053	0.0130015538986	316471.553894	53.0
3	250-300	0.310424455129	0.16096732223	0.122255052937	0.103117527149	0.158352007056	0.0614493645009	0.0834283960442	510639.226748	84.0
3	300+	0.338764665256	0.131541894496	0.0823788744356	0.119557971964	0.151080233657	0.0868422568552	0.0898331236227	3062116.45296	538.0
3	50-100	0.414752147128	0.141063660233	0.14720602094	0.109448604431	0.145973164117	0.0140800640391	0.0274699904405	472536.725637	73.0
4	0-50	0.302940812084	0.201327476679	0.240787228946	0.132046792958	0.0439332116876	0.0115103641465	0.0674509685198	1271864.61542	69.0
4	100-150	0.29735195994	0.181287004777	0.0922924167672	0.175179402859	0.151640462458	0.0757814703123	0.0264649882285	1743175.52	90.0
4	150-200	0.276205670029	0.112838407126	0.132717431099	0.103680895943	0.0904080632312	0.195157216481	0.0889895707647	1457017.44977	85.0
4	200-250	0.207904288997	0.230619349292	0.155773196461	0.116661819499	0.0988041696225	0.0810237040138	0.109210496854	1344415.443	78.0
4	250-300	0.19346513535	0.188951617459	0.156535286691	0.136579263824	0.163785765821	0.108595658383	0.0520850000991	1760270.38755	105.0
4	300+	0.249023993086	0.112689141024	0.115508688263	0.169086613688	0.102175914946	0.139333412321	0.112181637325	6673918.78749	400.0
4	50-100	0.275700049611	0.146919299069	0.133273657701	0.10417161558	0.147400750933	0.124897024316	0.0676345963607	1330477.79707	81.0
5	0-50	0.305691825759	0.0432057746476	0.101150354524	0.346032643377	0.126634142449	0.0772464438133	0.0	128809.75225	11.0
5	100-150	0.120094300594	0.0295300608477	0.0528927516416	0.268332922025	0.341437768511	0.14974224114	0.0379569234682	383672.619847	37.0
5	150-200	0.172259900222	0.149928208183	0.0745692577675	0.124108058151	0.164142592444	0.259645340362	0.0553377742426	563780.067958	50.0
5	200-250	0.131557017676	0.0605263012534	0.0771353975499	0.220596491612	0.122697555904	0.147556236453	0.239920024339	455567.055751	52.0
5	250-300	0.143807404676	0.105541959323	0.082015315886	0.106052917255	0.198244139728	0.190296446424	0.174031015742	462916.492222	55.0
5	300+	0.0740013483844	0.05875996136	0.0252003747135	0.245578943238	0.23444050888	0.187094563499	0.174921334215	1685931.26944	219.0
5	50-100	0.0764139645197	0.186659073963	0.0932540847955	0.237853699272	0.020923204312	0.194978629566	0.189896503269	239914.742605	21.0
6	0-50	0.0	0.0798583854787	0.16194555571	0.0695825698608	0.278651852386	0.340325809973	0.0695825599354	112634.823078	10.0
6	100-150	0.184430860982	0.132835851272	0.231730940742	0.152702091783	0.143479524036	0.079443631035	0.075365380491	511954.326739	48.0
6	150-200	0.127278430399	0.0701225489325	0.199475604897	0.117771538403	0.214214244131	0.196264990903	0.0748525680752	298884.225884	31.0
6	200-250	0.072603411028	0.0713482694809	0.123675672364	0.21785662197	0.230707421272	0.141317688248	0.142469819772	284409.924123	27.0
6	250-300	0.157825373133	0.137715217622	0.264848525375	0.0912528355677	0.0275982361076	0.145310351116	0.175430676371	319402.76825	30.0
6	300+	0.128228063969	0.0731939343	0.111212651075	0.110764913524	0.182453545124	0.185925141826	0.208218707636	1972026.98155	189.0
6	50-100	0.146077045027	0.0852176850782	0.120287754738	0.173154001678	0.185346243891	0.263216492748	0.0266834934111	347147.33702	32.0
7	0-50	0.427982454657	0.133401427687	0.121856625051	0.193754300389	0.0113555993253	0.0691828064547	0.0424587652389	872680.75492	87.0
7	100-150	0.39427531325	0.132444391766	0.18427350633	0.160183432192	0.0439968932203	0.0561733056092	0.0286480073235	1359134.75936	131.0
7	150-200	0.329902916663	0.195571285287	0.137688162423	0.144321364945	0.0359546879377	0.060583867823	0.0959718229031	1188040.86936	101.0
7	200-250	0.333366853175	0.229819464992	0.118751324236	0.0982148600514	0.0666070968376	0.0552085755606	0.0980265981759	1339200.76775	116.0
7	250-300	0.258842126572	0.230012067958	0.103524714715	0.180203144247	0.117555093879	0.0519316867217	0.0579266342834	1544692.95827	126.0
7	300+	0.275685246961	0.169975402494	0.137354577307	0.107568468792	0.11661519909	0.0904915346983	0.102308666663	7743394.73477	660.0
7	50-100	0.46902222806	0.137238930372	0.0988391712588	0.104883804417	0.114186455595	0.0382242239402	0.0375994117904	1212205.15561	107.0
8	0-50	0.180022078197	0.105248521752	0.0916813346735	0.290666369309	0.0953984059317	0.115957203941	0.121017096711	889920.545942	100.0
8	100-150	0.190879819892	0.141223315915	0.112534169544	0.179778898763	0.130153300288	0.155871215801	0.0895537429535	1444858.49609	174.0
8	150-200	0.178560264649	0.103273829174	0.145872737656	0.177778160981	0.124526168076	0.138352472951	0.131630818208	1441873.81124	202.0
8	200-250	0.239219801232	0.0823563110466	0.111532536892	0.119501985061	0.12810187671	0.136460288709	0.182820343792	1166758.1611	155.0
