Dependency=CR	Dependency=FPL_BINS	Dependency=yearmaderange	Option=1 Pane	Option=2+ Pane	Option=No Windows	Weight	Count
1	0-50	1950-pre	0.0	0.0	0.0	0.0	0.0
1	0-50	1950s	0.0	0.0	0.0	0.0	0.0
1	0-50	1960s	0.0	0.0	0.0	0.0	0.0
1	0-50	1970s	0.0	0.0	0.0	0.0	0.0
1	0-50	1980s	0.0	0.0	0.0	0.0	0.0
1	0-50	1990s	0.0	0.0	0.0	0.0	0.0
1	0-50	2000s	0.0	0.999915225872	0.0	11795.05168	1.0
1	100-150	1950-pre	0.0	0.0	0.0	0.0	0.0
1	100-150	1950s	0.0	0.0	0.0	0.0	0.0
1	100-150	1960s	0.0	0.0	0.0	0.0	0.0
1	100-150	1970s	0.0	0.0	0.0	0.0	0.0
1	100-150	1980s	0.0	0.0	0.0	0.0	0.0
1	100-150	1990s	0.0	0.0	0.0	0.0	0.0
1	100-150	2000s	0.0	0.0	0.0	0.0	0.0
1	150-200	1950-pre	0.0	0.0	0.0	0.0	0.0
1	150-200	1950s	0.0	0.0	0.0	0.0	0.0
1	150-200	1960s	0.0	0.0	0.0	0.0	0.0
1	150-200	1970s	0.0	0.0	0.0	0.0	0.0
1	150-200	1980s	0.0	0.0	0.0	0.0	0.0
1	150-200	1990s	0.0	0.0	0.0	0.0	0.0
1	150-200	2000s	0.0	0.999970877623	0.0	34336.856964	3.0
1	200-250	1950-pre	0.0	0.0	0.0	0.0	0.0
1	200-250	1950s	0.0	0.0	0.0	0.0	0.0
1	200-250	1960s	0.0	0.0	0.0	0.0	0.0
1	200-250	1970s	0.0	0.0	0.0	0.0	0.0
1	200-250	1980s	0.0	0.0	0.0	0.0	0.0
1	200-250	1990s	0.0	0.999859902434	0.0	7136.882777	1.0
1	200-250	2000s	0.0	0.0	0.0	0.0	0.0
1	250-300	1950-pre	0.0	0.0	0.0	0.0	0.0
1	250-300	1950s	0.0	0.0	0.0	0.0	0.0
1	250-300	1960s	0.0	0.0	0.0	0.0	0.0
1	250-300	1970s	0.0	0.0	0.0	0.0	0.0
1	250-300	1980s	0.999923356406	0.0	0.0	13046.40491	1.0
1	250-300	1990s	0.0	0.0	0.0	0.0	0.0
1	250-300	2000s	0.0	0.0	0.0	0.0	0.0
1	300+	1950-pre	0.0	0.0	0.0	0.0	0.0
1	300+	1950s	0.781265793445	0.218703562421	0.0	32631.672774	3.0
1	300+	1960s	0.999929946317	0.0	0.0	14273.766876	2.0
1	300+	1970s	0.0	0.999981941903	0.0	55375.822	6.0
1	300+	1980s	0.207118008366	0.792852970841	0.0	34457.052727	4.0
1	300+	1990s	0.0	0.999953296454	0.0	21410.650469	3.0
1	300+	2000s	0.0	0.999938535105	0.0	16268.449383	2.0
1	50-100	1950-pre	0.999888996547	0.0	0.0	9007.728757	1.0
1	50-100	1950s	0.0	0.0	0.0	0.0	0.0
1	50-100	1960s	0.0	0.0	0.0	0.0	0.0
1	50-100	1970s	0.0	0.0	0.0	0.0	0.0
1	50-100	1980s	0.0	0.0	0.0	0.0	0.0
1	50-100	1990s	0.0	0.0	0.0	0.0	0.0
1	50-100	2000s	0.0	0.0	0.0	0.0	0.0
2	0-50	1950-pre	0.549367460075	0.450576197337	0.0	35495.126667	5.0
2	0-50	1950s	0.0	0.0	0.0	0.0	0.0
2	0-50	1960s	0.0	0.999818378044	0.0	11009.884459	2.0
2	0-50	1970s	0.393057364441	0.606856118066	0.0	23114.712325	4.0
2	0-50	1980s	0.667176535664	0.332683445225	0.0	14281.764453	2.0
2	0-50	1990s	0.0	0.999635278906	0.0	5481.642252	1.0
2	0-50	2000s	0.0	0.0	0.0	0.0	0.0
2	100-150	1950-pre	0.405015877112	0.594950522034	0.0	59520.29756	10.0
2	100-150	1950s	0.503100859336	0.496878850702	0.0	98568.910623	12.0
2	100-150	1960s	0.0	0.999787178452	0.0	9395.544643	2.0
2	100-150	1970s	0.999919560647	0.0	0.0	24861.452119	4.0
2	100-150	1980s	0.0	0.999871551368	0.0	15568.426617	3.0
2	100-150	1990s	0.3793232747	0.620594663205	0.0	24369.788244	4.0
2	100-150	2000s	0.16093210549	0.664752509876	0.174242050002	27270.243973	5.0
2	150-200	1950-pre	0.415711111357	0.584271492657	0.0	114967.05578	18.0
2	150-200	1950s	0.0929594739578	0.814041927611	0.0929594738404	51116.746091	8.0
2	150-200	1960s	0.624185028158	0.375777269609	0.0	53045.255758	6.0
2	150-200	1970s	0.436673241868	0.563298302978	0.0	70284.036476	13.0
2	150-200	1980s	0.0	0.999938361255	0.0	32445.124135	6.0
2	150-200	1990s	0.0	0.999894791589	0.0	19007.887011	4.0
2	150-200	2000s	0.0	0.999850515586	0.0	13377.321297	2.0
2	200-250	1950-pre	0.444910639708	0.555069042157	0.0	98432.230534	17.0
2	200-250	1950s	0.494469556015	0.505477962865	0.0	38106.942987	7.0
2	200-250	1960s	0.160064548672	0.839867298343	0.0	29343.743289	5.0
2	200-250	1970s	0.111834707339	0.88812364135	0.0	48015.696141	8.0
2	200-250	1980s	0.0970824888804	0.902878729042	0.0	51568.21236	8.0
2	200-250	1990s	0.0	0.99977493969	0.0	8884.50692	2.0
2	200-250	2000s	0.999579299135	0.0	0.0	4751.971685	1.0
2	250-300	1950-pre	0.414458281207	0.585530357	0.0	176026.561648	27.0
2	250-300	1950s	0.381748987877	0.618233755703	0.0	115896.893108	16.0
2	250-300	1960s	0.254301796664	0.745678565665	0.0	101843.069562	16.0
2	250-300	1970s	0.114020977246	0.813957603409	0.0720044076078	117563.885329	20.0
2	250-300	1980s	0.158307333088	0.841616051788	0.0	26102.506572	5.0
2	250-300	1990s	0.0	0.999958977479	0.0	48751.707783	7.0
2	250-300	2000s	0.0	0.999965703497	0.0	58312.983565	8.0
2	300+	1950-pre	0.325019492269	0.674977158105	0.0	597079.706565	90.0
2	300+	1950s	0.233186066329	0.766807901033	0.0	331527.887918	54.0
2	300+	1960s	0.393933474839	0.606057742283	0.0	227713.803788	37.0
2	300+	1970s	0.196451969575	0.803541959361	0.0	329429.534075	53.0
2	300+	1980s	0.116852450687	0.883141392428	0.0	324837.617807	53.0
2	300+	1990s	0.0718152107876	0.915894029419	0.0122855288071	382335.113668	63.0
2	300+	2000s	0.029635088853	0.959211303676	0.0111478516966	347475.14846	58.0
2	50-100	1950-pre	0.557353467657	0.442608863535	0.0	53092.327412	9.0
2	50-100	1950s	0.372941034038	0.626926271704	0.0	15070.242242	3.0
2	50-100	1960s	0.999920487078	0.0	0.0	25151.14444	3.0
2	50-100	1970s	0.401779475938	0.598167007584	0.0	37369.66689	4.0
2	50-100	1980s	0.0	0.999787932995	0.0	9428.981514	1.0
2	50-100	1990s	0.0	0.999787660958	0.0	9416.899062	1.0
2	50-100	2000s	0.0	0.999488645039	0.0	3909.177464	1.0
3	0-50	1950-pre	0.999471727861	0.0	0.0	5675.891197	1.0
3	0-50	1950s	0.420265683879	0.579552104718	0.0	16461.392132	3.0
3	0-50	1960s	0.0	0.999351802699	0.0	4625.220446	1.0
3	0-50	1970s	0.0	0.999452596742	0.0	5477.42043	1.0
3	0-50	1980s	0.999275104446	0.0	0.0	4135.527247	1.0
3	0-50	1990s	0.0	0.0	0.0	0.0	0.0
3	0-50	2000s	0.0	0.99946733891	0.0	5629.099013	1.0
3	100-150	1950-pre	0.528796254074	0.471148277622	0.0	54081.941517	9.0
3	100-150	1950s	0.72872102856	0.271135351462	0.0	20885.458777	3.0
3	100-150	1960s	0.999233887592	0.0	0.0	3912.874443	1.0
3	100-150	1970s	0.548786640023	0.450916374487	0.0	10098.503624	2.0
3	100-150	1980s	0.676841048772	0.322984162699	0.0	17160.597703	2.0
3	100-150	1990s	0.0	0.0	0.0	0.0	0.0
3	100-150	2000s	0.999605186014	0.0	0.0	7595.515009	1.0
3	150-200	1950-pre	0.407019883132	0.592950100883	0.0	99943.744154	17.0
3	150-200	1950s	0.158629364674	0.745738159095	0.095593223615	76425.026765	13.0
3	150-200	1960s	0.303011379295	0.696909518921	0.0	37922.819871	7.0
3	150-200	1970s	0.646301157143	0.353608554138	0.0	33223.742197	5.0
3	150-200	1980s	0.0	0.999654414032	0.0	8677.908021	2.0
3	150-200	1990s	0.0	0.0	0.0	0.0	0.0
3	150-200	2000s	0.40994076296	0.589744935489	0.0	9541.973578	2.0
3	200-250	1950-pre	0.420869865029	0.57907151354	0.0	51172.823357	9.0
3	200-250	1950s	0.738131167065	0.261672141289	0.0	15249.300036	3.0
3	200-250	1960s	0.726432933304	0.273421348173	0.0	20584.636542	4.0
3	200-250	1970s	0.0	0.999804960007	0.0	15378.460792	3.0
3	200-250	1980s	0.351450485518	0.648301887017	0.0	12111.972767	2.0
3	200-250	1990s	0.327631202611	0.672193319845	0.0	17093.204572	3.0
3	200-250	2000s	0.0	0.0	0.0	0.0	0.0
3	250-300	1950-pre	0.193067063028	0.806880490383	0.0	57198.051214	10.0
3	250-300	1950s	0.0609133603293	0.939041603734	0.0	66610.469657	11.0
3	250-300	1960s	0.512916172824	0.386670233605	0.100357152966	53150.22227	8.0
3	250-300	1970s	0.0	0.999847279694	0.0	19640.75316	3.0
3	250-300	1980s	0.327420178044	0.672511155037	0.0	43686.160025	6.0
3	250-300	1990s	0.3082878752	0.691585535227	0.0	23695.634373	4.0
3	250-300	2000s	0.0	0.999910827679	0.0	33639.726415	5.0
3	300+	1950-pre	0.303034829634	0.688219582017	0.00874100066796	653922.213729	122.0
3	300+	1950s	0.182273329237	0.801848409821	0.0158698032112	354702.063389	63.0
3	300+	1960s	0.183534562311	0.816450281414	0.0	197934.818025	35.0
3	300+	1970s	0.197601290174	0.802387591474	0.0	269821.152667	43.0
3	300+	1980s	0.13431819982	0.865670687767	0.0	269965.356266	45.0
3	300+	1990s	0.0640719644796	0.935914677707	0.0	224584.6644	39.0
3	300+	2000s	0.0316656076849	0.96832061149	0.0	217690.794308	37.0
3	50-100	1950-pre	0.0	0.999804872581	0.0	15371.569167	2.0
3	50-100	1950s	0.509478304047	0.490245982874	0.0	10877.87663	2.0
3	50-100	1960s	0.0	0.999467338867	0.0	5629.098562	1.0
3	50-100	1970s	0.536152520624	0.463585776065	0.0	11460.362785	2.0
3	50-100	1980s	0.0	0.0	0.0	0.0	0.0
3	50-100	1990s	0.0	0.0	0.0	0.0	0.0
3	50-100	2000s	0.0	0.999536672026	0.0	6471.895042	1.0
4	0-50	1950-pre	0.639715077916	0.360265913895	0.0	210431.60916	14.0
4	0-50	1950s	0.315993044149	0.683977207595	0.0	134457.66527	9.0
4	0-50	1960s	0.482083174734	0.517854284054	0.0	63953.82584	4.0
4	0-50	1970s	0.0	0.999696371721	0.0	13170.00345	1.0
4	0-50	1980s	0.0	0.999791460773	0.0	19177.04358	1.0
4	0-50	1990s	0.0	0.0	0.0	0.0	0.0
4	0-50	2000s	0.0	0.999886744936	0.0	35314.50912	2.0
4	100-150	1950-pre	0.416521231197	0.583467809961	0.0	364998.08283	22.0
4	100-150	1950s	0.31654387098	0.683440724328	0.0	259657.15561	15.0
4	100-150	1960s	0.419574673456	0.580385973257	0.0	101639.35249	5.0
4	100-150	1970s	0.391123568337	0.608851452272	0.0	160128.00822	10.0
4	100-150	1980s	0.999865893683	0.0	0.0	29823.08108	1.0
4	100-150	1990s	0.0	0.99986358933	0.0	29319.21946	2.0
4	100-150	2000s	0.222633099977	0.777204788507	0.0	24670.373027	2.0
4	150-200	1950-pre	0.524216496692	0.475771852641	0.0	343324.0018	21.0
4	150-200	1950s	0.294403296843	0.705569088481	0.0	144846.51651	10.0
4	150-200	1960s	0.264610615145	0.735353313546	0.0	110887.45624	7.0
4	150-200	1970s	0.0	0.999695149371	0.0	13117.18008	1.0
4	150-200	1980s	0.0	0.99963130913	0.0	10845.19732	1.0
4	150-200	1990s	0.314488770219	0.685475608307	0.0	112287.81686	7.0
4	150-200	2000s	0.249983025932	0.749949077795	0.0	58909.39516	4.0
4	200-250	1950-pre	0.380704103263	0.619280452501	0.0	258992.31358	16.0
4	200-250	1950s	0.401241472415	0.598740584756	0.0	222926.29517	14.0
4	200-250	1960s	0.116361314834	0.883611672486	0.0	148074.60735	10.0
4	200-250	1970s	0.0	0.999912012931	0.0	45457.22558	3.0
4	200-250	1980s	0.170588492874	0.829359565146	0.0	77005.00101	5.0
4	200-250	1990s	0.0	0.999955941416	0.0	90784.21061	6.0
4	200-250	2000s	0.1402191452	0.859745845903	0.0	114252.67085	6.0
4	250-300	1950-pre	0.447385296617	0.552599654778	0.0	265801.36895	18.0
4	250-300	1950s	0.134878220372	0.86510606174	0.0	254483.12005	16.0
4	250-300	1960s	0.148523163281	0.851459757652	0.0	234200.83527	14.0
4	250-300	1970s	0.0	0.999956354577	0.0	91643.63997	7.0
4	250-300	1980s	0.306627116378	0.693352569701	0.0	196905.30014	10.0
4	250-300	1990s	0.29032661085	0.709642858678	0.0	131012.64177	8.0
4	250-300	2000s	0.999934838535	0.0	0.0	61381.97384	4.0
