Dependency=CR	Dependency=FPL_BINS	Dependency=yearmaderange	Option=Built-In Electric Units	Option=Central Warm-Air Furnace	Option=Floor or Wall Pipeless Furnace	Option=Heat Pump	Option=Not Applicable	Option=Other Equipment	Option=Steam or Hot Water System	Weight	Count
1	50-100	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	50-100	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	50-100	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	50-100	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	50-100	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	50-100	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	0-50	1950-pre	0.0	0.492605695424	0.201466171972	0.0	0.0	0.305888325247	0.0	50239.969165	7.0
2	0-50	1950s	0.0	0.690004275793	0.0	0.0	0.0	0.0	0.309902152875	21372.067839	2.0
2	0-50	1960s	0.0	0.999818378044	0.0	0.0	0.0	0.0	0.0	11009.884459	2.0
2	0-50	1970s	0.181512344151	0.652865694223	0.0	0.0	0.0	0.0	0.165595897036	76730.45481	11.0
2	0-50	1980s	0.0948521760116	0.675433800538	0.0	0.0	0.0	0.0	0.22967825397	55911.587595	8.0
2	0-50	1990s	0.0	0.999854914322	0.0	0.0	0.0	0.0	0.0	13782.958135	3.0
2	0-50	2000s	0.435176198568	0.564665917353	0.0	0.0	0.0	0.0	0.0	12665.521726	2.0
2	100-150	1950-pre	0.0570850990469	0.707139960694	0.0	0.0	0.0	0.0	0.235754507732	97881.142664	15.0
2	100-150	1950s	0.0363208354459	0.761642677344	0.0	0.0552034915265	0.0	0.0	0.146817476555	128871.216173	16.0
2	100-150	1960s	0.0	0.71866174529	0.0	0.0	0.0	0.0	0.28129582186	47131.294026	6.0
2	100-150	1970s	0.3481535275	0.4137725818	0.0	0.0	0.0	0.0	0.238055188731	106938.610527	17.0
2	100-150	1980s	0.0	0.887237884997	0.0	0.0	0.0	0.0	0.112724849349	53666.720854	9.0
2	100-150	1990s	0.0	0.722371764352	0.0	0.0	0.0	0.0	0.277577346435	39299.059759	6.0
2	100-150	2000s	0.0	0.999926665367	0.0	0.0	0.0	0.0	0.0	27270.243973	5.0
2	150-200	1950-pre	0.0	0.772843396335	0.0	0.0	0.0	0.0904613400062	0.136681525332	145576.138806	22.0
2	150-200	1950s	0.0	0.884413378542	0.0	0.0	0.0	0.0	0.115557627463	68977.799482	11.0
2	150-200	1960s	0.072635482843	0.699609797778	0.0	0.0	0.0	0.0	0.22772368377	64440.106403	8.0
2	150-200	1970s	0.0492962848836	0.739138609669	0.0	0.0327766730606	0.0	0.04236915927	0.136402504025	119265.043082	20.0
2	150-200	1980s	0.176500940997	0.50233726717	0.0988666993128	0.0806999097998	0.0	0.0603920931464	0.0811762535557	74524.70589	13.0
2	150-200	1990s	0.0	0.999894791589	0.0	0.0	0.0	0.0	0.0	19007.887011	4.0
2	150-200	2000s	0.163317270264	0.836621141545	0.0	0.0	0.0	0.0	0.0	32471.757879	4.0
2	200-250	1950-pre	0.0	0.919368604889	0.0403075782595	0.0	0.0	0.0	0.0403075738901	123128.259924	19.0
2	200-250	1950s	0.115169278522	0.79806734501	0.0	0.0867190095867	0.0	0.0	0.0	45076.670255	8.0
2	200-250	1960s	0.132370761697	0.761005513378	0.0	0.0	0.0	0.0	0.106586168056	53250.574584	8.0
2	200-250	1970s	0.205534175686	0.521474741089	0.0	0.0	0.0	0.119632593299	0.153338867228	101920.781859	14.0
2	200-250	1980s	0.15313846614	0.726258664755	0.0	0.0	0.0	0.0	0.120581908137	95413.439669	14.0
2	200-250	1990s	0.304170623225	0.695791575273	0.0	0.0	0.0	0.0	0.0	52905.950871	6.0
2	200-250	2000s	0.21160529179	0.573485454807	0.0	0.0	0.0	0.0	0.214838885997	28420.249709	5.0
2	250-300	1950-pre	0.0451353689274	0.777192182531	0.0	0.0198585615915	0.0	0.0719596493144	0.0858440776654	196848.959572	29.0
2	250-300	1950s	0.0	0.787709707431	0.08082269228	0.0	0.0	0.0	0.131452617383	133483.451742	18.0
2	250-300	1960s	0.0	0.584932438344	0.0	0.0	0.0379622821679	0.0566201412893	0.320471761748	149514.493658	23.0
2	250-300	1970s	0.0815678609011	0.719106506679	0.0	0.0380393535026	0.0	0.0	0.16127548621	185308.315264	29.0
2	250-300	1980s	0.0	0.910581651065	0.0	0.0	0.0	0.0	0.089383074794	56696.757966	8.0
2	250-300	1990s	0.0	0.875749862784	0.0623983635149	0.0	0.0	0.0	0.0618308645625	95649.958077	14.0
2	250-300	2000s	0.0	0.865250211412	0.0665447080466	0.0	0.0	0.0	0.0681862001535	105928.029313	15.0
2	300+	1950-pre	0.0541370456055	0.64120312062	0.00672577848541	0.0412319950083	0.0	0.0448573123773	0.211841884173	698387.628084	102.0
2	300+	1950s	0.0390243123675	0.793571393656	0.0185538684685	0.0	0.0	0.0290163949767	0.119828506371	362043.957068	59.0
2	300+	1960s	0.0372093567309	0.750902270842	0.0	0.0240349207925	0.0	0.00745204991447	0.180394582418	293283.137524	47.0
2	300+	1970s	0.0560093472062	0.826053352718	0.0	0.0181611621297	0.0	0.0307074826016	0.0690640095678	430496.523617	66.0
2	300+	1980s	0.0283444371038	0.859722264958	0.0	0.0	0.0	0.048300342539	0.0636277376625	383305.954722	62.0
2	300+	1990s	0.0726724853387	0.916457124649	0.0	0.0	0.0	0.0108660893729	0.0	465045.155199	75.0
2	300+	2000s	0.0139650636309	0.831393795527	0.0	0.105529587051	0.0	0.0231681324199	0.0259389692808	449225.134427	73.0
2	50-100	1950-pre	0.0846946003362	0.86562715448	0.0	0.0	0.0	0.0	0.0496601264785	110381.161617	16.0
2	50-100	1950s	0.0	0.999929055823	0.0	0.0	0.0	0.0	0.0	28189.179152	4.0
2	50-100	1960s	0.0	0.640844379993	0.0	0.0	0.0	0.0	0.35910838097	42335.864928	5.0
2	50-100	1970s	0.0587842857049	0.643648399599	0.0	0.0	0.0	0.0	0.29754182387	78457.598168	11.0
2	50-100	1980s	0.503050256042	0.289195980348	0.0	0.0	0.0	0.0	0.207716396844	53521.49631	7.0
2	50-100	1990s	0.109164390739	0.486546901973	0.0	0.0	0.0	0.0	0.404263075599	78026.411475	9.0
2	50-100	2000s	0.0	0.999883854194	0.0	0.0	0.0	0.0	0.0	17217.734927	4.0
3	0-50	1950-pre	0.185866706556	0.0718979010204	0.141178266993	0.0	0.0386919759995	0.0	0.56233796373	110349.126215	19.0
3	0-50	1950s	0.0	0.261941897563	0.0	0.0	0.0	0.0	0.737985557715	41350.801052	6.0
3	0-50	1960s	0.0	0.675634854107	0.0	0.0	0.0	0.0	0.324305499641	50293.537922	8.0
3	0-50	1970s	0.529649525881	0.0	0.184962286565	0.0	0.0	0.0	0.285259454159	23300.976454	4.0
3	0-50	1980s	0.438254219796	0.231212322674	0.0	0.0	0.0	0.0	0.330418472228	26087.291072	6.0
3	0-50	1990s	0.0	0.999294786619	0.0	0.0	0.0	0.0	0.0	4251.03159	1.0
3	0-50	2000s	0.0	0.359491731313	0.0	0.0	0.0	0.0	0.640412370483	31280.171838	5.0
3	100-150	1950-pre	0.0297789834829	0.346281603895	0.0601477442746	0.0	0.0	0.0	0.563775384243	184225.734072	27.0
3	100-150	1950s	0.0	0.540418326611	0.0	0.0	0.0	0.0	0.459463769027	25441.351405	4.0
3	100-150	1960s	0.246264448517	0.0	0.151865870883	0.0	0.0	0.0	0.60176400648	28386.164754	6.0
3	100-150	1970s	0.19446423406	0.675674223688	0.0	0.0	0.0	0.0	0.129771242421	33219.653375	6.0
3	100-150	1980s	0.170739765508	0.118466526394	0.0	0.0	0.0	0.0	0.710756175514	79927.54863	10.0
3	100-150	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.999513729993	6166.411961	1.0
3	100-150	2000s	0.0	0.382255209449	0.617500896267	0.0	0.0	0.0	0.0	12297.411311	2.0
3	150-200	1950-pre	0.0	0.4570028832	0.066814261083	0.0	0.0	0.0	0.476166813548	187004.129593	30.0
3	150-200	1950s	0.0398729236428	0.451733230994	0.0420350745349	0.0	0.0	0.0673989370737	0.398930413233	101966.638104	17.0
3	150-200	1960s	0.0864575653382	0.267724107642	0.0	0.0	0.0	0.106894177521	0.53886945217	54844.285156	10.0
3	150-200	1970s	0.0595396415657	0.301802673994	0.0	0.0	0.0	0.1174916377	0.521135760857	99053.052991	17.0
3	150-200	1980s	0.0	0.814702350323	0.0	0.0	0.0	0.0	0.185210071767	34252.213415	8.0
3	150-200	1990s	0.999507917306	0.0	0.0	0.0	0.0	0.0	0.0	6093.536287	1.0
3	150-200	2000s	0.0	0.999685698449	0.0	0.0	0.0	0.0	0.0	9541.973578	2.0
3	200-250	1950-pre	0.0623072015918	0.470139061055	0.129624773331	0.0	0.0	0.0	0.337910164085	159572.001332	25.0
3	200-250	1950s	0.0	0.22037537576	0.0	0.0	0.0	0.0	0.77947127859	19560.645839	4.0
3	200-250	1960s	0.0	0.435058065966	0.0	0.0	0.0	0.0	0.564850193155	32697.798638	6.0
3	200-250	1970s	0.0	0.38899011948	0.0	0.0	0.0	0.0	0.610898110701	26837.877416	5.0
3	200-250	1980s	0.134682669649	0.122948960502	0.0	0.0	0.0	0.0	0.742312346348	53545.956015	8.0
3	200-250	1990s	0.0	0.0	0.0	0.0	0.0	0.29102394387	0.708827140339	20142.613684	4.0
3	200-250	2000s	0.0	0.999271431033	0.0	0.0	0.0	0.0	0.0	4114.66097	1.0
3	250-300	1950-pre	0.0514839706764	0.235761557408	0.0814700266229	0.0256488613034	0.0	0.0	0.605616658794	158515.835004	29.0
3	250-300	1950s	0.0	0.266704046252	0.0	0.0	0.0	0.0	0.73325945727	82196.711857	14.0
3	250-300	1960s	0.09977257879	0.151438859174	0.125195749278	0.0	0.0	0.131028442016	0.492516318148	62428.592463	10.0
3	250-300	1970s	0.208364287395	0.394907970213	0.0	0.0	0.0	0.111335892165	0.285334880085	52656.16368	8.0
3	250-300	1980s	0.0	0.398891214946	0.123101447392	0.0	0.0	0.213662381335	0.264307857102	80861.221493	12.0
3	250-300	1990s	0.126134741445	0.611387667335	0.262381993923	0.0	0.0	0.0	0.0	31378.640321	5.0
3	250-300	2000s	0.0	0.26611600515	0.210358467023	0.0	0.0	0.0	0.523455113659	42602.06193	6.0
3	300+	1950-pre	0.0232895111904	0.340462656239	0.0373980835225	0.0	0.0	0.019062568233	0.579784288805	1037337.87145	186.0
3	300+	1950s	0.0511171070432	0.470116650559	0.0	0.0	0.0	0.108635315708	0.370123478825	402796.994014	70.0
3	300+	1960s	0.0171891380499	0.346125732395	0.0223149390908	0.0	0.0	0.0503968969907	0.563961400838	252253.953922	43.0
3	300+	1970s	0.098290700299	0.276579140423	0.0289046211558	0.0	0.0	0.147790975463	0.448426368262	366100.791707	60.0
3	300+	1980s	0.14366985199	0.3739501796	0.0290627622884	0.00855528474787	0.0	0.0126729152248	0.432082521467	462625.722438	82.0
3	300+	1990s	0.0219955009455	0.478112908536	0.0	0.0	0.0	0.059954891037	0.439925418078	265921.364055	48.0
3	300+	2000s	0.0	0.426766334902	0.0204632914322	0.0	0.0	0.111111707688	0.441647760169	275079.755365	49.0
3	50-100	1950-pre	0.0	0.218526263395	0.0366166464082	0.0	0.0	0.0270598960311	0.717781887252	195986.865811	30.0
3	50-100	1950s	0.196947315443	0.515545232977	0.0710850870797	0.0	0.0	0.0	0.216377360798	66658.183304	10.0
3	50-100	1960s	0.0930039206448	0.0613198595353	0.0	0.0	0.0833129602259	0.0	0.762320133649	69560.692747	10.0
3	50-100	1970s	0.10274682136	0.390936679811	0.0	0.0	0.0	0.0	0.506258496223	51718.813509	9.0
3	50-100	1980s	0.0622511137701	0.413119027675	0.0	0.0	0.0	0.0	0.524586368393	68978.118922	11.0
3	50-100	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.999549305227	6653.389598	1.0
3	50-100	2000s	0.0	0.0	0.999768940376	0.0	0.0	0.0	0.0	12980.661746	2.0
4	0-50	1950-pre	0.0641792012505	0.443082754589	0.0516855737887	0.0448171561461	0.0424362814848	0.0393538985319	0.314434752821	385300.91122	22.0
4	0-50	1950s	0.0	0.797910189127	0.0	0.0	0.0	0.0	0.202074189907	256062.09901	15.0
4	0-50	1960s	0.0600596109678	0.760885518739	0.0	0.0	0.0	0.0	0.179041809227	306249.71949	15.0
4	0-50	1970s	0.426202295792	0.57377388762	0.0	0.0	0.0	0.0	0.0	167946.17173	9.0
4	0-50	1980s	0.0	0.643135729797	0.0	0.0	0.0	0.0	0.356792689873	55877.27312	3.0
4	0-50	1990s	0.0	0.0	0.0	0.0	0.0	0.0	0.999726844449	14639.67091	1.0
4	0-50	2000s	0.248324639767	0.751628736257	0.0	0.0	0.0	0.0	0.0	85788.76994	4.0
4	100-150	1950-pre	0.0524375715713	0.947554711514	0.0	0.0	0.0	0.0	0.0	518337.8468	26.0
4	100-150	1950s	0.0	0.8002007007	0.0699323118415	0.0	0.0	0.0	0.129854330023	316015.79397	17.0
4	100-150	1960s	0.128488980397	0.631746665796	0.0	0.0	0.0	0.0	0.239739491521	160882.25076	8.0
4	100-150	1970s	0.201283834107	0.674630230002	0.0	0.0	0.0	0.0	0.124072837163	305369.14739	18.0
4	100-150	1980s	0.159023123804	0.840961744201	0.0	0.0	0.0	0.0	0.0	264336.54856	11.0
4	100-150	1990s	0.0	0.855315561893	0.0	0.0	0.0	0.144654159095	0.0	132100.707044	7.0
4	100-150	2000s	0.0	0.999913302112	0.0	0.0	0.0	0.0	0.0	46133.225477	3.0
4	150-200	1950-pre	0.0337995953217	0.808814394067	0.0494711399952	0.0	0.0	0.0778371502023	0.0300677810832	402437.58578	24.0
4	150-200	1950s	0.173782335995	0.746054753207	0.0	0.0	0.0	0.0	0.0801385816707	164407.97954	11.0
4	150-200	1960s	0.0	0.681435725798	0.0	0.0	0.0	0.0622951420941	0.256248447033	193372.14387	12.0
4	150-200	1970s	0.112442557494	0.763420150244	0.0	0.0	0.0	0.0	0.124110814345	151065.28932	9.0
4	150-200	1980s	0.279434032681	0.720535602291	0.0	0.0	0.0	0.0	0.0	131726.48736	7.0
4	150-200	1990s	0.0	0.932782331502	0.0	0.0	0.0	0.0672036014383	0.0	284348.25049	15.0
4	150-200	2000s	0.164305480151	0.697764632144	0.0	0.137899038673	0.0	0.0	0.0	129659.71341	7.0
4	200-250	1950-pre	0.0	0.870558657512	0.0	0.0	0.0	0.0	0.129427031964	279510.56841	17.0
4	200-250	1950s	0.0518946477996	0.873697297264	0.0	0.0	0.0	0.0	0.0743951539219	310049.13712	17.0
4	200-250	1960s	0.33164415722	0.610557956916	0.0	0.0	0.0	0.0	0.0577787862681	209424.51402	13.0
4	200-250	1970s	0.0860666373422	0.711274792661	0.0	0.0	0.0	0.0	0.202633067342	156842.41839	8.0
4	200-250	1980s	0.279135816709	0.582433740567	0.0	0.0	0.0	0.138400330915	0.0	132834.24669	8.0
4	200-250	1990s	0.129045483114	0.704343003817	0.0	0.0	0.166574793535	0.0	0.0	108929.84302	7.0
4	200-250	2000s	0.0	0.801453765631	0.0	0.198518991742	0.0	0.0	0.0	146824.71535	8.0
4	250-300	1950-pre	0.0588161560896	0.859495548279	0.0	0.0	0.0	0.0	0.0816765501234	340551.72264	22.0
4	250-300	1950s	0.0	0.75882964234	0.0	0.0519173715367	0.0	0.119891262744	0.0693496973076	332606.6927	20.0
4	250-300	1960s	0.213564996823	0.786420486706	0.0	0.0	0.0	0.0	0.0	275545.05591	16.0
4	250-300	1970s	0.293380554043	0.652043590759	0.0	0.0	0.0	0.0	0.0545592177151	240416.97998	15.0
4	250-300	1980s	0.0	0.896545870853	0.0	0.103440255283	0.0	0.0	0.0	288307.88862	15.0
4	250-300	1990s	0.0	0.999979075356	0.0	0.0	0.0	0.0	0.0	191158.15605	11.0
4	250-300	2000s	0.0	0.82572461246	0.0	0.0	0.0	0.0	0.174231761277	91683.89165	6.0
4	300+	1950-pre	0.0175268902141	0.696652031678	0.0	0.0271463185747	0.0109134742715	0.0381244775467	0.209634400934	1661966.90209	101.0
4	300+	1950s	0.0	0.889796157011	0.0	0.0	0.0	0.0238212721666	0.0863772522575	752078.62618	47.0
4	300+	1960s	0.0591513924006	0.7769926919	0.0	0.0182350918833	0.0	0.0180941767703	0.127521458306	770896.06675	48.0
4	300+	1970s	0.0441490469853	0.719627088827	0.0568160490522	0.073409572667	0.0	0.0202280772246	0.0857666206376	1128471.00415	65.0
4	300+	1980s	0.0395991418666	0.871635115129	0.0	0.0471823797088	0.0	0.0415774974892	0.0	681914.16709	41.0
4	300+	1990s	0.0	0.948822674341	0.020061946074	0.0141627405855	0.0	0.0	0.0169483374823	929900.43555	55.0
4	300+	2000s	0.0	0.919374805242	0.0	0.0545744346855	0.0260454174473	0.0	0.0	748691.58568	43.0
4	50-100	1950-pre	0.0771404180549	0.598694943732	0.0	0.0	0.0	0.0367589680149	0.287394765605	366813.897459	24.0
4	50-100	1950s	0.0	0.917503885341	0.0	0.0	0.0	0.0	0.0824756519407	195473.45305	12.0
4	50-100	1960s	0.09679466757	0.90318277462	0.0	0.0	0.0	0.0	0.0	177318.1756	11.0
4	50-100	1970s	0.314394229816	0.547704098796	0.0	0.0	0.0	0.137872811867	0.0	138598.4383	9.0
4	50-100	1980s	0.289675391846	0.622233321625	0.0880708906462	0.0	0.0	0.0	0.0	196114.01599	11.0
4	50-100	1990s	0.0	0.922888816328	0.0	0.0	0.0	0.077087112984	0.0	166173.21736	9.0
4	50-100	2000s	0.0	0.999955550913	0.0	0.0	0.0	0.0	0.0	89986.59931	5.0
5	0-50	1950-pre	0.0	0.0	0.999873040432	0.0	0.0	0.0	0.0	39377.6168	1.0
5	0-50	1950s	0.0	0.999102421137	0.0	0.0	0.0	0.0	0.0	5565.541157	1.0
5	0-50	1960s	0.0	0.999616407269	0.0	0.0	0.0	0.0	0.0	13029.657858	3.0
5	0-50	1970s	0.0	0.13359603409	0.75042264774	0.0	0.0	0.0	0.115869158011	44574.109227	3.0
5	0-50	1980s	0.305338974357	0.694354603256	0.0	0.0	0.0	0.0	0.0	16312.345686	2.0
5	0-50	1990s	0.0	0.999497764122	0.0	0.0	0.0	0.0	0.0	9950.481522	1.0
5	0-50	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100-150	1950-pre	0.22175925282	0.778132246111	0.0	0.0	0.0	0.0	0.0	46077.495409	4.0
5	100-150	1950s	0.0	0.999558889312	0.0	0.0	0.0	0.0	0.0	11330.02346	1.0
5	100-150	1960s	0.0	0.999753679596	0.0	0.0	0.0	0.0	0.0	20293.765057	2.0
5	100-150	1970s	0.099255874393	0.757827622968	0.0	0.0	0.0	0.142867939306	0.0	102953.336849	12.0
5	100-150	1980s	0.300960408959	0.659573435391	0.0	0.0	0.0	0.0	0.0394279897596	131002.030348	10.0
5	100-150	1990s	0.346164490819	0.653748488713	0.0	0.0	0.0	0.0	0.0	57452.746671	6.0
5	100-150	2000s	0.0	0.592666839412	0.0	0.0	0.0	0.0	0.406989947808	14563.222053	2.0
5	150-200	1950-pre	0.0	0.817029311915	0.116656951095	0.0	0.0	0.0	0.066262255645	97117.559553	7.0
5	150-200	1950s	0.0	0.521668869943	0.0	0.420159238965	0.0	0.0	0.058112742093	84527.285039	6.0
5	150-200	1960s	0.0	0.721442114734	0.0	0.0	0.0	0.0	0.278438967986	42041.034058	5.0
5	150-200	1970s	0.126384702869	0.576053534979	0.0	0.0	0.0	0.0	0.297490308337	69970.269999	10.0
5	150-200	1980s	0.0	0.426158775305	0.0	0.0860045637916	0.0	0.4877826338	0.0	92541.142636	9.0
5	150-200	1990s	0.0	0.34750033254	0.0	0.0	0.0	0.228522192768	0.423943319159	146384.165861	9.0
5	150-200	2000s	0.119019027778	0.880820734356	0.0	0.0	0.0	0.0	0.0	31198.610812	4.0
5	200-250	1950-pre	0.0	0.999916581442	0.0	0.0	0.0	0.0	0.0	59933.700991	6.0
5	200-250	1950s	0.0	0.786287929124	0.213530774114	0.0	0.0	0.0	0.0	27574.091489	4.0
5	200-250	1960s	0.0	0.838850778549	0.0	0.0	0.0	0.0	0.161006956665	35140.731633	4.0
5	200-250	1970s	0.0	0.999950250042	0.0	0.0	0.0	0.0	0.0	100497.597175	12.0
5	200-250	1980s	0.0	0.999910558686	0.0	0.0	0.0	0.0	0.0	55897.577779	7.0
5	200-250	1990s	0.0	0.861940521187	0.0	0.0	0.0	0.0	0.137985104484	67222.49798	10.0
5	200-250	2000s	0.0	0.999954256798	0.0	0.0	0.0	0.0	0.0	109300.858704	9.0
5	250-300	1950-pre	0.0	0.663348836866	0.094234357509	0.0	0.242341704093	0.0	0.0	66571.538365	6.0
5	250-300	1950s	0.0	0.806355596282	0.0997825575549	0.0	0.0	0.0	0.0937595184977	48857.641302	6.0
5	250-300	1960s	0.0	0.999868322823	0.0	0.0	0.0	0.0	0.0	37966.652415	4.0
5	250-300	1970s	0.0852331121799	0.728319494558	0.0	0.0	0.0	0.0	0.186345558557	49094.17471	9.0
5	250-300	1980s	0.0	0.999945519807	0.0	0.0	0.0	0.0	0.0	91771.472987	12.0
5	250-300	1990s	0.0	0.947839014243	0.0	0.0	0.0	0.0	0.0521042303386	88092.314943	7.0
5	250-300	2000s	0.0	0.999937940389	0.0	0.0	0.0	0.0	0.0	80562.6975	11.0
5	300+	1950-pre	0.0819066829843	0.741308670393	0.0	0.0	0.0	0.0	0.176744571781	124761.557229	13.0
5	300+	1950s	0.0	0.877806286892	0.0	0.0	0.0	0.0	0.122143244023	99065.550048	10.0
5	300+	1960s	0.0	0.715098866621	0.0	0.0	0.0	0.0	0.284783462027	42486.225733	5.0
5	300+	1970s	0.012828903523	0.881889940192	0.0	0.0	0.0	0.0459530201623	0.0593160598622	414030.447416	69.0
5	300+	1980s	0.115712730007	0.825654713379	0.00979927624491	0.0	0.0	0.00934267217976	0.0394779581847	395251.756948	49.0
5	300+	1990s	0.0	0.705622584733	0.106054222525	0.0	0.0	0.0138128157386	0.174494525853	315429.510418	40.0
5	300+	2000s	0.0	0.63987853692	0.0	0.126348037458	0.0	0.109084782769	0.124671688598	294906.221652	33.0
5	50-100	1950-pre	0.0	0.999727345383	0.0	0.0	0.0	0.0	0.0	18333.218699	2.0
5	50-100	1950s	0.0	0.252968919804	0.0	0.0	0.0	0.746919443641	0.0	44783.19698	2.0
5	50-100	1960s	0.0	0.999776571223	0.0	0.0	0.0	0.0	0.0	22373.496021	3.0
5	50-100	1970s	0.561123835306	0.438788554215	0.0	0.0	0.0	0.0	0.0	57065.798307	3.0
5	50-100	1980s	0.0	0.999004953301	0.0	0.0	0.0	0.0	0.0	5019.889793	1.0
5	50-100	1990s	0.0894505718323	0.910442554531	0.0	0.0	0.0	0.0	0.0	46779.222619	7.0
5	50-100	2000s	0.0	0.99989026646	0.0	0.0	0.0	0.0	0.0	45559.920186	3.0
6	0-50	1950-pre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	0-50	1950s	0.0	0.0	0.999333430672	0.0	0.0	0.0	0.0	8995.31427	1.0
6	0-50	1960s	0.343962269286	0.0	0.0	0.655708921804	0.0	0.0	0.0	18241.680689	2.0
