Dependency=PUMA	Dependency=Geometry Building Type ACS	Option=<1940	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	Option=2020s	Option=2030s	Option=2040s	Option=2050s	sample_count	sample_weight
AL, 00100	10 to 19 Unit	 0.000000	0.009041	0.012657	 0.069452	 0.312196	 0.146001	 0.151641	0.044027	 0.119832	 0.135666	-0.000513	0.000000	0.000000	0.000000	0.000000
AL, 00100	2 Unit	 0.026180	0.023023	0.058215	 0.175637	 0.196733	 0.058813	 0.109876	0.124967	 0.106471	 0.120539	-0.000456	0.000000	0.000000	0.000000	0.000000
AL, 00100	20 to 49 Unit	 0.014953	0.000000	0.061594	 0.161161	 0.123506	 0.124572	 0.237946	0.062681	 0.100377	 0.113640	-0.000430	0.000000	0.000000	0.000000	0.000000
AL, 00100	3 or 4 Unit	 0.024146	0.009727	0.086663	 0.061008	 0.137845	 0.153535	 0.140051	0.056079	 0.155531	 0.176082	-0.000666	0.000000	0.000000	0.000000	0.000000
AL, 00100	5 to 9 Unit	 0.004620	0.001174	0.012478	 0.010292	 0.160948	 0.091776	 0.186197	0.105742	 0.200566	 0.227067	-0.000859	0.000000	0.000000	0.000000	0.000000
AL, 00100	50 or more Unit	 0.057689	0.033473	0.049055	 0.060260	 0.330568	 0.051999	 0.152798	0.048179	 0.101501	 0.114913	-0.000435	0.000000	0.000000	0.000000	0.000000
AL, 00100	Mobile Home	 0.001443	0.003915	0.003915	 0.045223	 0.045223	 0.286293	 0.286293	0.065183	 0.039492	 0.223019	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00100	Single-Family Attached	 0.000000	0.069028	0.027193	 0.067161	 0.202911	 0.152356	 0.104473	0.017320	 0.083523	 0.276036	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00100	Single-Family Detached	 0.053235	0.037843	0.093241	 0.144605	 0.184105	 0.098013	 0.119137	0.108068	 0.037574	 0.124179	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	10 to 19 Unit	 0.005760	0.000000	0.000000	 0.063972	 0.098050	 0.223295	 0.160004	0.105700	 0.142994	 0.200729	-0.000504	0.000000	0.000000	0.000000	0.000000
AL, 00200	2 Unit	 0.006305	0.055454	0.034659	 0.077874	 0.111903	 0.033470	 0.066941	0.024645	 0.245288	 0.344324	-0.000864	0.000000	0.000000	0.000000	0.000000
AL, 00200	20 to 49 Unit	 0.028964	0.000000	0.000000	 0.090189	 0.360757	 0.243158	 0.053638	0.223295	 0.000000	 0.000000	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	3 or 4 Unit	 0.010860	0.000000	0.097695	 0.043963	 0.315632	 0.309728	 0.081790	0.140332	 0.000000	 0.000000	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	5 to 9 Unit	 0.003891	0.000000	0.000000	 0.028271	 0.067851	 0.101362	 0.248361	0.143653	 0.169405	 0.237803	-0.000597	0.000000	0.000000	0.000000	0.000000
AL, 00200	50 or more Unit	 0.019570	0.000000	0.000000	 0.062970	 0.231567	 0.045906	 0.125638	0.053125	 0.192158	 0.269742	-0.000677	0.000000	0.000000	0.000000	0.000000
AL, 00200	Mobile Home	 0.001553	0.001447	0.001447	 0.049808	 0.049808	 0.271142	 0.271142	0.076602	 0.032196	 0.244855	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	Single-Family Attached	 0.000000	0.000000	0.016992	 0.067389	 0.044545	 0.037812	 0.033363	0.239464	 0.213208	 0.347227	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00200	Single-Family Detached	 0.014000	0.022075	0.044620	 0.077540	 0.105619	 0.085304	 0.146207	0.168520	 0.127869	 0.208245	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00301	10 to 19 Unit	 0.005072	0.002732	0.012488	 0.040374	 0.085443	 0.142569	 0.163200	0.098115	 0.190922	 0.259791	-0.000706	0.000000	0.000000	0.000000	0.000000
AL, 00301	2 Unit	 0.031270	0.009624	0.091428	 0.048624	 0.395937	 0.191735	 0.189837	0.041544	 0.000000	 0.000000	 0.000000	0.000000	0.000000	0.000000	0.000000
AL, 00301	20 to 49 Unit	 0.013310	0.000000	0.006144	 0.066523	 0.043856	 0.175743	 0.105850	0.153958	 0.184393	 0.250906	-0.000682	0.000000	0.000000	0.000000	0.000000
AL, 00301	3 or 4 Unit	 0.014623	0.000000	0.068069	 0.082830	 0.168367	 0.235247	 0.251226	0.076932	 0.043575	 0.059293	-0.000161	0.000000	0.000000	0.000000	0.000000
