occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.06
1,0.151,0.151,0,0,0,0,0.281,0.621,0.0355,0,0,0.0762
1,0.316,0.316,0,0,0,0,0.14,0.719,0.074,0,0,0.409
1,0.334,0.334,0,0,0,0,0.14,0.732,0.0895,0,0,0.251
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.333
0.667,0.192,0.192,0.267,0,0,0,0.281,0.647,0.0664,0,0,0.334
0.667,0.322,0.322,1,0,0,0,0.14,0.732,0.129,0,0.506,0.343
0.667,0.313,0.313,1,0,0.933,0.817,0.14,0.732,0.136,0,0.47,0
0.667,0.18,0.18,0.0667,0,0,0,0.281,0.647,0.0845,0,0,0.072
0.667,0.315,0.315,0,0,0,0,0.14,0.732,0.162,0,0,0.314
0.667,0.196,0.196,0,0,0,0,0.281,0.66,0.0982,0,0,0.194
0.667,0.418,0.418,0.517,0,0,0,0.14,0.797,0.224,0,0,0.156
1,0.798,0.798,1,0,0,0,0,0.973,0.402,0,0,0.108
1,0.979,0.979,0.817,0,0,0,0,0.993,0.541,0,0,0.216
1,0.991,0.991,0,0,0,0,0,0.973,0.758,0,0,0.216
1,0.823,0.823,0,0,0,0,0,0.934,0.936,0,0,0
1,0.621,0.621,0,0,0,0,0,0.857,0.887,0,0,0.036
1,0.212,0.212,0,0,0,0,0.281,0.634,0.189,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.18
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0
