occupants,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,cooking_range,refrigerator,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,plug_loads_tv,plug_loads_other,hot_water_fixtures,ceiling_fan,outage,heating_season,cooling_season,natural_ventilation,water_heater_setpoint
0.667,0.269,0.355,0.355,0,0,0.811,0,0,0,0,0,0.431,0.61,0.428,0.322,0,1,1,0,125
0.333,0.162,0.432,0.432,0,0,0.87,0,0,0,0,0,0.452,0.548,0.465,0.316,0,1,1,0,125
0.667,0.291,0.587,0.587,0,0,0.949,0,0,0,0,0,0.468,0.67,0.336,0.477,0,1,1,0,125
0.667,0.339,0.698,0.698,0,0,0.989,0,0,0,0,0,0.551,0.68,0.236,0.551,0,1,1,0,125
0.333,0.239,0.742,0.742,0,0,0.949,0,0,0,0,0,0.725,0.558,0.0428,0.419,0,1,1,0,125
0.333,0.294,0.787,0.787,0,0,0.93,0,0,0,0,0,0.852,0.543,0.0428,0.434,0,1,1,0,125
0.333,0.326,0.765,0.765,0,0,0.91,0,0,0,0,0,0.786,0.533,0,0.427,0,1,1,0,125
0.667,0.232,0.654,0.654,0,0,0.87,0,0,0,0,0,0.496,0.508,0.403,0.39,0,1,1,0,125
1,0.183,0.554,0.554,0,0,0.811,0,0,0,0,0,0.226,0.511,0.14,0.455,0,1,1,0,125
1,0.0495,0.443,0.443,0,0,0.791,0,0,0,0,0,0.0813,0.465,0.128,0.258,0,1,1,1,125
1,0.0495,0.41,0.41,0,0,0.771,0,0,0,0,0,0.0395,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.41,0.41,0,0,0.752,0,0,0,0,0,0.0198,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.399,0.399,0,0,0.732,0,0,0,0,0,0.0154,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.366,0.366,0,0,0.712,0,0,0,0,0,0.0242,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.399,0.399,0,0.7,0.712,0,0,0,0,0,0.0395,0.465,0,0.258,0,1,1,1,125
1,0.236,0.477,0.477,0,0.217,0.752,0,0,0,0,0,0.0637,0.521,0.13,0.404,0,1,1,1,125
0.667,0.295,0.521,0.521,0,0.483,0.791,0,0,0,0,0,0.0879,0.571,0,0.433,0,1,1,1,125
0.333,0.175,0.377,0.377,0,0,0.811,0,0,0,0,0,0.108,0.523,0.0857,0.297,0,1,1,1,125
0.333,0.174,0.255,0.255,0,0,0.811,0,0,0,0,0,0.127,0.523,0.171,0.257,0,1,1,1,125
0.333,0.17,0.266,0.266,0,0,0.791,0.409,0.417,0,0,0,0.143,0.523,0.139,0.26,0,1,1,1,125
0.333,0.164,0.277,0.277,0,0,0.791,0.688,0.317,0,0,0,0.158,0.528,0.214,0.264,0,1,1,1,125
0.333,0.16,0.266,0.266,0,0,0.831,0.419,0.667,0,0,0,0.167,0.533,0.0428,0.26,0,1,1,1,125
0.333,0.159,0.31,0.31,0,0,0.831,0.531,0.0667,0,0,0,0.189,0.533,0,0.275,0,1,1,1,125
0.333,0.159,0.344,0.344,0,0,0.831,0.715,0,0,0,0,0.2,0.528,0.0428,0.286,0,1,1,1,125
0.667,0.269,0.355,0.355,0,0,0.811,0.684,0,0,0,0,0.224,0.61,0,0.322,0,1,1,1,125
1,0.274,0.432,0.432,0,0,0.87,0.53,0,0,0,0,0.279,0.63,0.0857,0.374,0,1,1,1,125
1,0.291,0.587,0.587,0,0.967,0.949,0.241,0,0,0,0,0.343,0.67,0.257,0.477,0,1,1,1,125
1,0.339,0.698,0.698,0,0.2,0.989,0,0,0,0,0,0.461,0.68,0.171,0.551,0,1,1,1,125
1,0.619,0.742,0.742,0,0,0.949,0,0,0,0,0,0.646,0.742,0.3,0.742,0,1,1,1,125
1,0.783,0.787,0.787,0,0,0.93,0,0,0,0,0,0.797,0.698,0,0.787,0,1,1,1,125
1,0.88,0.765,0.765,0,0,0.91,0,0,0,0,0,0.756,0.668,0.128,0.765,0,1,1,1,125
1,0.415,0.654,0.654,0,0,0.87,0,0,0,0,0,0.457,0.551,0.278,0.522,0,1,1,1,125
1,0.116,0.554,0.554,0,0,0.811,0,0,0,0,0,0.198,0.488,0.141,0.357,0,1,1,1,125
1,0.0743,0.443,0.443,0,0,0.791,0,0,0,0,0,0.0813,0.483,0,0.32,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.771,0,0,0,0,0,0.0395,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.752,0,0,0,0,0,0.0198,0.465,0.0428,0.258,0,1,1,0,125
1,0.0495,0.399,0.399,0,0,0.732,0,0,0,0,0,0.0154,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.366,0.366,0,0,0.712,0,0,0,0,0,0.0242,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.399,0.399,0,0,0.712,0,0,0,0,0,0.0395,0.465,0.104,0.258,0,1,1,0,125
1,0.236,0.477,0.477,0,0,0.752,0,0,0,0,0,0.0637,0.521,0.4,0.404,0,1,1,0,125
1,0.417,0.521,0.521,0,0,0.791,0,0,0,0,0,0.0879,0.623,0.139,0.521,0,1,1,0,125
0.333,0.175,0.377,0.377,0,0,0.811,0,0,0,0,0,0.108,0.523,0.196,0.297,0,1,1,0,125
0.333,0.174,0.255,0.255,0,0,0.811,0,0,0,0,0,0.127,0.523,0.139,0.257,0,1,1,0,125
0.333,0.17,0.266,0.266,0,0,0.791,0,0,0,0,0,0.143,0.523,0.178,0.26,0,1,1,0,125
0,0.0495,0.277,0.277,0,0,0.791,0,0,0,0,0,0.158,0.465,0.128,0.258,0,1,1,0,125
0.333,0.16,0.266,0.266,0,0,0.831,0,0,0,0,0,0.167,0.533,0.0428,0.26,0,1,1,0,125
0.333,0.159,0.31,0.31,0,0,0.831,0,0,0,0,0,0.189,0.533,0,0.275,0,1,1,0,125
0.333,0.159,0.344,0.344,0,0,0.831,0,0,0,0,0,0.2,0.528,0.323,0.286,0,1,1,0,125
0.667,0.269,0.355,0.355,0,0.217,0.811,0,0,0,0,0,0.224,0.61,0.0428,0.322,0,1,1,0,125
0.333,0.162,0.432,0.432,0,0.483,0.87,0,0,0,0,0,0.279,0.548,0.128,0.316,0,1,1,0,125
0.333,0.17,0.587,0.587,0,0,0.949,0,0,0,0,0,0.343,0.568,0,0.368,0,1,1,0,125
0.333,0.194,0.698,0.698,0,0,0.989,0,0,0,0,0,0.461,0.572,0.0857,0.405,0,1,1,0,125
1,0.619,0.742,0.742,0,0,0.949,0,0,0,0,0,0.646,0.742,0.373,0.742,0,1,1,0,125
1,0.783,0.787,0.787,0,0,0.93,0,0,0,0,0,0.797,0.698,0.0428,0.787,0,1,1,0,125
1,0.0495,0.765,0.765,0,0,0.91,0,0,0,0,0,0.756,0.465,0.0428,0.258,0,1,1,0,125
1,0.0495,0.654,0.654,0,0,0.87,0,0,0,0,0,0.457,0.465,0.171,0.258,0,1,1,0,125
1,0.0495,0.554,0.554,0,0,0.811,0,0,0,0,0,0.198,0.465,0.0428,0.258,0,1,1,0,125
1,0.0495,0.443,0.443,0,0,0.791,0,0,0,0,0,0.0813,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.41,0.41,0,0,0.771,0,0,0,0,0,0.0395,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.41,0.41,0,0,0.752,0,0,0,0,0,0.0198,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.399,0.399,0,0,0.732,0,0,0,0,0,0.0154,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.366,0.366,0,0,0.712,0,0,0,0,0,0.0242,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.399,0.399,0,0,0.712,0,0,0,0,0,0.0395,0.465,0,0.258,0,1,1,1,125
1,0.236,0.477,0.477,0,0,0.752,0,0,0,0,0,0.0637,0.521,0.2,0.404,0,1,1,1,125
1,0.417,0.521,0.521,0,0,0.791,0,0,0,0,0,0.0879,0.623,0,0.521,0,1,1,1,125
0.333,0.175,0.377,0.377,0,0,0.811,0,0,0,0,0,0.108,0.523,0,0.297,0,1,1,1,125
0.333,0.174,0.255,0.255,0,0,0.811,0,0,0,0,0,0.127,0.523,0,0.257,0,1,1,1,125
0.333,0.17,0.266,0.266,0,0,0.791,0,0,0,0,0,0.143,0.523,0,0.26,0,1,1,1,125
0.333,0.164,0.277,0.277,0,0,0.791,0,0,0,0,0,0.158,0.528,0.0428,0.264,0,1,1,1,125
0.333,0.16,0.266,0.266,0,0,0.831,0,0,0,0,0,0.167,0.533,0,0.26,0,1,1,1,125
0.333,0.159,0.31,0.31,0,0,0.831,0,0,0,0,0,0.189,0.533,0,0.275,0,1,1,1,125
0.333,0.159,0.344,0.344,0,0,0.831,0,0,0,0,0,0.2,0.528,0.214,0.286,0,1,1,1,125
0.333,0.159,0.355,0.355,0,0,0.811,0,0,0,0,0,0.224,0.538,0.0857,0.29,0,1,1,1,125
0.667,0.274,0.432,0.432,0,0,0.87,0,0,0,0,0,0.279,0.63,0.343,0.374,0,1,1,1,125
0.667,0.291,0.587,0.587,0,0,0.949,0,0,0,0,0,0.343,0.67,0.162,0.477,0,1,1,1,125
1,0.484,0.698,0.698,0,0,0.989,0,0,0,0,0,0.461,0.787,0.351,0.698,0,1,1,1,125
1,0.619,0.742,0.742,0,0,0.949,0,0,0,0,0,0.646,0.742,0.214,0.742,0,1,1,1,125
1,0.783,0.787,0.787,0,0,0.93,0,0,0,0,0,0.797,0.698,0.171,0.787,0,1,1,1,125
1,0.88,0.765,0.765,0,0,0.91,0,0,0,0,0,0.756,0.668,0.471,0.765,0,1,1,1,125
1,0.415,0.654,0.654,0,0,0.87,0,0,0,0,0,0.457,0.551,0,0.522,0,1,1,1,125
1,0.0495,0.554,0.554,0,0,0.811,0,0,0,0,0,0.198,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.443,0.443,0,0,0.791,0,0,0,0,0,0.0813,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.771,0,0,0,0,0,0.0395,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.752,0,0,0,0,0,0.0198,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.399,0.399,0,0,0.732,0,0,0,0,0,0.0154,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.366,0.366,0,0,0.712,0,0,0,0,0,0.0242,0.465,0,0.258,0,1,1,0,125
1,0.0798,0.399,0.399,0,0,0.712,0,0,0,0,0,0.0395,0.474,0.421,0.305,0,1,1,0,125
0.667,0.143,0.477,0.477,0,0,0.752,0,0,0,0,0,0.0637,0.493,0.194,0.331,0,1,1,0,125
0.667,0.295,0.521,0.521,0,0,0.791,0,0,0,0,0,0.0879,0.571,0.175,0.433,0,1,1,0,125
0.667,0.301,0.377,0.377,0,0,0.811,0,0,0,0,0,0.108,0.581,0.23,0.337,0,1,1,0,125
0.667,0.299,0.255,0.255,0,0,0.811,0,0,0,0,0,0.127,0.581,0.111,0.256,0,1,1,0,125
0.667,0.291,0.266,0.266,0,0,0.791,0,0,0,0,0,0.143,0.581,0.527,0.263,0,1,1,0,125
0.333,0.164,0.277,0.277,0,0,0.791,0,0,0,0,0,0.158,0.528,0.257,0.264,0,1,1,0,125
0.333,0.16,0.266,0.266,0,0,0.831,0,0,0,0,0,0.167,0.533,0,0.26,0,1,1,0,125
0.333,0.159,0.31,0.31,0,0,0.831,0,0,0,0,0,0.189,0.533,0.0857,0.275,0,1,1,0,125
0.333,0.159,0.344,0.344,0,0,0.831,0,0,0,0,0,0.2,0.528,0,0.286,0,1,1,0,125
0,0.0495,0.355,0.355,0,0,0.811,0,0,0,0,0,0.224,0.465,0.0428,0.258,0,1,1,0,125
0.333,0.162,0.432,0.432,0,0,0.87,0,0,0,0,0,0.279,0.548,0.171,0.316,0,1,1,0,125
0.333,0.17,0.587,0.587,0,0,0.949,0,0,0,0,0,0.343,0.568,0.128,0.368,0,1,1,0,125
0.333,0.194,0.698,0.698,0,0,0.989,0,0,0,0,0,0.461,0.572,0.416,0.405,0,1,1,0,125
0.667,0.429,0.742,0.742,0,0.467,0.949,0,0,0,0,0,0.646,0.65,0.0756,0.581,0,1,1,0,125
1,0.783,0.787,0.787,0,0,0.93,0,0,0,0,0,0.797,0.698,0.0428,0.787,0,1,1,0,125
1,0.88,0.765,0.765,0,0,0.91,0,0,0,0,0,0.756,0.668,0.28,0.765,0,1,1,0,125
1,0.415,0.654,0.654,0,0,0.87,0,0,0,0,0,0.457,0.551,0.0428,0.522,0,1,1,0,125
1,0.116,0.554,0.554,0,0,0.811,0,0,0,0,0,0.198,0.488,0.0428,0.357,0,1,1,0,125
1,0.0743,0.443,0.443,0,0,0.791,0,0,0,0,0,0.0813,0.483,0.0794,0.32,0,1,1,1,125
1,0.0495,0.41,0.41,0,0,0.771,0,0,0,0,0,0.0395,0.465,0.0857,0.258,0,1,1,1,125
1,0.0495,0.41,0.41,0,0,0.752,0,0,0,0,0,0.0198,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.399,0.399,0,0,0.732,0,0,0,0,0,0.0154,0.465,0,0.258,0,1,1,1,125
0.667,0.0506,0.366,0.366,0,0,0.712,0,0,0,0,0,0.0242,0.469,0,0.294,0,1,1,1,125
0.667,0.0495,0.399,0.399,0,0,0.712,0,0,0,0,0,0.0395,0.465,0,0.258,0,1,1,1,125
0.667,0.0495,0.477,0.477,0,0,0.752,0,0,0,0,0,0.0637,0.465,0,0.258,0,1,1,1,125
0.333,0.0495,0.521,0.521,0,0,0.791,0,0,0,0,0,0.0879,0.465,0,0.258,0,1,1,1,125
0.667,0.0495,0.377,0.377,0,0,0.811,0,0,0,0,0,0.108,0.465,0.104,0.258,0,1,1,1,125
0.667,0.299,0.255,0.255,0,0,0.811,0,0,0,0,0,0.127,0.581,0.113,0.256,0,1,1,1,125
0.667,0.291,0.266,0.266,0,0,0.791,0,0,0,0,0,0.143,0.581,0.255,0.263,0,1,1,1,125
0.333,0.164,0.277,0.277,0,0,0.791,0,0,0,0,0,0.158,0.528,0.0428,0.264,0,1,1,1,125
0.333,0.16,0.266,0.266,0,0,0.831,0,0,0,0,0,0.167,0.533,0.0428,0.26,0,1,1,1,125
0.333,0.159,0.31,0.31,0,0,0.831,0,0,0,0,0,0.189,0.533,0.0857,0.275,0,1,1,1,125
0.333,0.159,0.344,0.344,0,0,0.831,0,0,0,0,0,0.2,0.528,0.214,0.286,0,1,1,1,125
0.333,0.159,0.355,0.355,0,0.217,0.811,0,0,0,0,0,0.224,0.538,0.214,0.29,0,1,1,1,125
0.667,0.274,0.432,0.432,0,0.0167,0.87,0,0,0,0,0,0.279,0.63,0.128,0.374,0,1,1,1,125
1,0.412,0.587,0.587,0,0,0.949,0,0,0,0,0,0.343,0.772,0.3,0.587,0,1,1,1,125
1,0.484,0.698,0.698,0,0,0.989,0.209,0.667,0,0,0,0.461,0.787,0.0857,0.698,0,1,1,1,125
1,0.619,0.742,0.742,0,0.717,0.949,0,0.0667,0,0,0,0.646,0.742,0.273,0.742,0,1,1,1,125
1,0.783,0.787,0.787,0,0.933,0.93,0,0,0,0,0,0.797,0.698,0.301,0.787,0,1,1,1,125
1,0.88,0.765,0.765,0,0,0.91,0,0,0,0,0,0.756,0.668,0.0857,0.765,0,1,1,1,125
1,0.415,0.654,0.654,0,0,0.87,0,0,0,0,0,0.457,0.551,0.3,0.522,0,1,1,1,125
1,0.0495,0.554,0.554,0,0,0.811,0,0,0,0,0,0.198,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.443,0.443,0,0,0.791,0,0,0,0,0,0.0966,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.771,0,0,0,0,0,0.0483,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.752,0,0,0,0,0,0.0264,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.399,0.399,0,0,0.732,0,0,0,0,0,0.0176,0.464,0,0.305,0,1,1,0,125
1,0.0495,0.366,0.366,0,0,0.712,0,0,0,0,0,0.0242,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.399,0.399,0,0,0.712,0,0,0,0,0,0.0308,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.477,0.477,0,0,0.752,0,0,0,0,0,0.0527,0.465,0.0428,0.258,0,1,1,0,125
1,0.0495,0.521,0.521,0,0,0.791,0,0,0,0,0,0.0944,0.465,0,0.258,0,1,1,0,125
1,0.301,0.377,0.377,0,0,0.811,0,0,0,0.0638,0,0.156,0.581,0,0.337,0,1,1,0,125
1,0.299,0.255,0.255,0,0,0.811,0,0,0.547,0.255,0.233,0.206,0.581,0,0.256,0,1,1,0,125
1,0.291,0.266,0.266,0,0,0.791,0,0,0.381,0,0,0.246,0.581,0,0.263,0,1,1,0,125
0.333,0.0495,0.277,0.277,0,0,0.791,0.131,0,0,0,0,0.27,0.465,0.0857,0.258,0,1,1,0,125
0.333,0.16,0.266,0.266,0,0,0.831,0.295,0.967,0.121,0.383,0,0.29,0.533,0,0.26,0,1,1,0,125
1,0.269,0.31,0.31,0,0,0.831,0,0.0167,0.46,0.596,0.417,0.343,0.6,0.214,0.293,0,1,1,0,125
1,0.268,0.344,0.344,0,0,0.831,0,0,0.477,0,0.317,0.391,0.591,0.0428,0.315,0,1,1,0,125
1,0.269,0.355,0.355,0,0,0.811,0,0,0,0,0,0.431,0.61,0,0.322,0,1,1,0,125
0.667,0.274,0.432,0.432,0,0,0.87,0,0,0,0,0,0.452,0.63,0.128,0.374,0,1,1,0,125
1,0.412,0.587,0.587,0,0,0.949,0.474,0.467,0,0,0,0.468,0.772,0,0.587,0,1,1,0,125
1,0.484,0.698,0.698,0,0,0.989,0.543,0.517,0,0,0,0.551,0.787,0.214,0.698,0,1,1,0,125
1,0.619,0.742,0.742,0,0,0.949,0.126,0,0,0,0,0.725,0.742,0.328,0.742,0,1,1,0,125
1,0.783,0.787,0.787,0,0,0.93,0,0,0,0,0,0.852,0.698,0.185,0.787,0,1,1,0,125
1,0.88,0.765,0.765,0,0,0.91,0,0,0,0,0,0.786,0.668,0.214,0.765,0,1,1,0,125
1,0.415,0.654,0.654,0,0,0.87,0,0,0,0,0,0.496,0.551,0.291,0.522,0,1,1,0,125
1,0.116,0.554,0.554,0,0,0.811,0,0,0,0,0,0.226,0.488,0.257,0.357,0,1,1,0,125
1,0.0743,0.443,0.443,0,0,0.791,0,0,0,0,0,0.0966,0.483,0,0.32,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.771,0,0,0,0,0,0.0483,0.465,0.214,0.258,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.752,0,0,0,0,0,0.0264,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.399,0.399,0,0,0.732,0,0,0,0,0,0.0176,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.366,0.366,0,0,0.712,0,0,0,0,0,0.0242,0.465,0.0428,0.258,0,1,1,0,125
1,0.0495,0.399,0.399,0,0,0.712,0,0,0,0,0,0.0308,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.477,0.477,0,0,0.752,0,0,0,0,0,0.0527,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.521,0.521,0,0,0.791,0,0,0,0,0,0.0944,0.465,0.0405,0.258,0,1,1,0,125
1,0.175,0.377,0.377,0,0,0.811,0,0,0,0,0,0.156,0.523,0.184,0.297,0,1,1,0,125
1,0.299,0.255,0.255,0,0,0.811,0,0,0,0,0,0.206,0.581,0.0423,0.256,0,1,1,0,125
1,0.291,0.266,0.266,0,0,0.791,0,0,0,0,0,0.246,0.581,0.161,0.263,0,1,1,0,125
0.667,0.164,0.277,0.277,0,0.0167,0.791,0,0,0,0,0,0.27,0.528,0.123,0.264,0,1,1,0,125
0.667,0.16,0.266,0.266,0,0.45,0.831,0,0,0,0,0,0.29,0.533,0.214,0.26,0,1,1,0,125
1,0.269,0.31,0.31,0,0,0.831,0,0,0,0,0,0.343,0.6,0.268,0.293,0,1,1,0,125
0.667,0.159,0.344,0.344,0,0,0.831,0,0,0,0,0,0.391,0.528,0.166,0.286,0,1,1,0,125
0.667,0.269,0.355,0.355,0,0,0.811,0,0,0,0,0,0.431,0.61,0.214,0.322,0,1,1,0,125
0.333,0.162,0.432,0.432,0,0.0167,0.87,0,0,0,0,0,0.452,0.548,0.11,0.316,0,1,1,0,125
0.667,0.291,0.587,0.587,0,1,0.949,0,0,0,0,0,0.468,0.67,0.0857,0.477,0,1,1,0,125
1,0.484,0.698,0.698,0,0.633,0.989,0,0,0,0,0,0.551,0.787,0.0428,0.698,0,1,1,0,125
1,0.619,0.742,0.742,0,0,0.949,0,0,0,0,0,0.725,0.742,0.557,0.742,0,1,1,0,125
1,0.783,0.787,0.787,0,0,0.93,0,0,0,0,0,0.852,0.698,0.128,0.787,0,1,1,0,125
1,0.88,0.765,0.765,0,0,0.91,0,0,0,0,0,0.786,0.668,0,0.765,0,1,1,0,125
1,0.597,0.654,0.654,0,0,0.87,0,0,0,0,0,0.496,0.594,0,0.654,0,1,1,0,125
1,0.183,0.554,0.554,0,0,0.811,0,0,0,0,0,0.226,0.511,0.0857,0.455,0,1,1,0,125
1,0.0743,0.443,0.443,0,0,0.791,0,0,0,0,0,0.0813,0.483,0.0428,0.32,0,1,1,1,125
1,0.0578,0.41,0.41,0,0,0.771,0,0,0,0,0,0.0395,0.474,0.0441,0.308,0,1,1,1,125
1,0.0495,0.41,0.41,0,0,0.752,0,0,0,0,0,0.0198,0.469,0.092,0.308,0,1,1,1,125
1,0.0495,0.399,0.399,0,0,0.732,0,0,0,0,0,0.0154,0.464,0.158,0.305,0,1,1,1,125
1,0.0495,0.366,0.366,0,0,0.712,0,0,0,0,0,0.0242,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.399,0.399,0,0,0.712,0,0,0,0,0,0.0395,0.465,0.367,0.258,0,1,1,1,125
1,0.143,0.477,0.477,0,0,0.752,0,0,0,0,0,0.0637,0.493,0.214,0.331,0,1,1,1,125
0.667,0.172,0.521,0.521,0,0,0.791,0,0,0,0,0,0.0879,0.518,0.0857,0.345,0,1,1,1,125
0.333,0.175,0.377,0.377,0,0,0.811,0,0,0,0,0,0.108,0.523,0,0.297,0,1,1,1,125
0.333,0.174,0.255,0.255,0,0.217,0.811,0,0,0,0,0,0.127,0.523,0.0428,0.257,0,1,1,1,125
0.333,0.17,0.266,0.266,0,1,0.791,0,0,0,0,0,0.143,0.523,0.128,0.26,0,1,1,1,125
0.333,0.164,0.277,0.277,0,1,0.791,0,0,0,0,0,0.158,0.528,0,0.264,0,1,1,1,125
0.333,0.16,0.266,0.266,0,0.133,0.831,0,0,0,0,0,0.167,0.533,0.214,0.26,0,1,1,1,125
0.333,0.159,0.31,0.31,0,0,0.831,0,0,0,0,0,0.189,0.533,0,0.275,0,1,1,1,125
0.333,0.159,0.344,0.344,0,0,0.831,0,0,0,0,0,0.2,0.528,0.128,0.286,0,1,1,1,125
0.333,0.159,0.355,0.355,0,0,0.811,0,0,0,0,0,0.224,0.538,0.0428,0.29,0,1,1,1,125
0.667,0.274,0.432,0.432,0,0,0.87,0,0,0,0,0,0.279,0.63,0.171,0.374,0,1,1,1,125
1,0.412,0.587,0.587,0,0.717,0.949,0,0,0,0,0,0.343,0.772,0.502,0.587,0,1,1,1,125
1,0.484,0.698,0.698,0,0.45,0.989,0,0,0,0,0,0.461,0.787,0.42,0.698,0,1,1,1,125
1,0.619,0.742,0.742,0,0,0.949,0.312,0.167,0,0,0,0.646,0.742,0.299,0.742,0,1,1,1,125
1,0.783,0.787,0.787,0,0,0.93,0.637,0.817,0.103,0.638,0,0.797,0.698,0.376,0.787,0,1,1,1,125
1,0.88,0.765,0.765,0,0,0.91,0.642,0,0.0884,0.0213,0.867,0.756,0.668,0.217,0.765,0,1,1,1,125
1,0.415,0.654,0.654,0,0,0.87,0,0,0,0,0.117,0.457,0.551,0,0.522,0,1,1,1,125
1,0.116,0.554,0.554,0,0,0.811,0,0,0,0,0,0.198,0.488,0,0.357,0,1,1,1,125
1,0.0495,0.443,0.443,0,0,0.791,0,0,0,0,0,0.0813,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.771,0,0,0,0,0,0.0395,0.465,0.128,0.258,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.752,0,0,0,0,0,0.0198,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.399,0.399,0,0,0.732,0,0,0,0,0,0.0154,0.465,0,0.258,0,1,1,0,125
1,0.0506,0.366,0.366,0,0,0.712,0,0,0,0,0,0.0242,0.469,0.201,0.294,0,1,1,0,125
1,0.0798,0.399,0.399,0,0,0.712,0,0,0,0,0,0.0395,0.474,0.187,0.305,0,1,1,0,125
1,0.236,0.477,0.477,0,0,0.752,0,0,0,0,0,0.0637,0.521,0.0653,0.404,0,1,1,0,125
0.667,0.172,0.521,0.521,0,0,0.791,0,0,0,0,0,0.0879,0.518,0.35,0.345,0,1,1,0,125
0.667,0.175,0.377,0.377,0,0,0.811,0,0,0,0,0,0.108,0.523,0.316,0.297,0,1,1,0,125
0.333,0.0495,0.255,0.255,0,0,0.811,0,0,0,0,0,0.127,0.465,0.0857,0.258,0,1,1,0,125
0,0.0495,0.266,0.266,0,0,0.791,0,0,0,0,0,0.143,0.465,0.128,0.258,0,1,1,0,125
0.333,0.164,0.277,0.277,0,0,0.791,0,0,0,0,0,0.158,0.528,0,0.264,0,1,1,0,125
0.333,0.16,0.266,0.266,0,0,0.831,0,0,0,0,0,0.167,0.533,0,0.26,0,1,1,0,125
0.333,0.159,0.31,0.31,0,0,0.831,0,0,0,0,0,0.189,0.533,0,0.275,0,1,1,0,125
0.333,0.159,0.344,0.344,0,0,0.831,0,0,0,0,0,0.2,0.528,0.0428,0.286,0,1,1,0,125
0.667,0.159,0.355,0.355,0,0.467,0.811,0,0,0,0,0,0.224,0.538,0,0.29,0,1,1,0,125
0.667,0.162,0.432,0.432,0,0.45,0.87,0,0,0,0,0,0.279,0.548,0.125,0.316,0,1,1,0,125
1,0.291,0.587,0.587,0,0.483,0.949,0,0,0,0,0,0.343,0.67,0.343,0.477,0,1,1,0,125
0.667,0.339,0.698,0.698,0,0,0.989,0,0,0,0,0,0.461,0.68,0.0428,0.551,0,1,1,0,125
1,0.619,0.742,0.742,0,0,0.949,0,0,0,0,0,0.646,0.742,0.0857,0.742,0,1,1,0,125
1,0.783,0.787,0.787,0,0,0.93,0,0,0,0,0,0.797,0.698,0.0428,0.787,0,1,1,0,125
1,0.603,0.765,0.765,0,0,0.91,0,0,0,0,0,0.756,0.6,0.0428,0.596,0,1,1,0,125
1,0.232,0.654,0.654,0,0,0.87,0,0,0,0,0,0.457,0.508,0.331,0.39,0,1,1,0,125
1,0.0495,0.554,0.554,0,0,0.811,0,0,0,0,0,0.198,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.443,0.443,0,0,0.791,0,0,0,0,0,0.0813,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.41,0.41,0,0,0.771,0,0,0,0,0,0.0395,0.465,0.214,0.258,0,1,1,1,125
1,0.0495,0.41,0.41,0,0,0.752,0,0,0,0,0,0.0198,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.399,0.399,0,0,0.732,0,0,0,0,0,0.0154,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.366,0.366,0,0,0.712,0,0,0,0,0,0.0242,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.399,0.399,0,0,0.712,0,0,0,0,0,0.0395,0.465,0,0.258,0,1,1,1,125
1,0.236,0.477,0.477,0,0,0.752,0,0,0,0,0,0.0637,0.521,0.224,0.404,0,1,1,1,125
