occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,heating_setpoint,cooling_setpoint
1,0.116,0.116,0,0,0,0,0.281,0.616,0.1,0,0,0.0463,0,0
1,0.0743,0.0743,0,0.562,0,0,0.281,0.61,0.0496,0.864,0,0,0,0
1,0.0578,0.0578,0,0.0833,0,0,0.281,0.61,0.0309,0.53,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.281,0.61,0.0223,0.664,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.281,0.61,0.0189,0.691,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.0463,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.19,0.19,0,0,0.234,0,0.281,0.649,0.0727,0,0,0.38,0,0
1,0.481,0.481,0,0.25,0.723,0,0,0.824,0.241,0.557,0.221,0.175,-1,1
1,0.468,0.468,0,0.396,0,0.933,0,0.824,0.287,0.885,0.381,0.135,-1,1
1,0.449,0.449,0,0,0,0.383,0,0.824,0.315,0.127,0.561,0,-1,1
0.667,0.307,0.307,0,0,0,0,0.14,0.736,0.231,0,0.372,0.185,-1,1
0.667,0.305,0.305,0,0,0,0,0.14,0.736,0.272,0,1,0.139,-1,1
0.667,0.307,0.307,0.767,0,0,0,0.14,0.736,0.31,0,0.214,0,-1,1
0.667,0.322,0.322,0,0,0,0,0.14,0.762,0.34,0,0,0,-1,1
0.667,0.367,0.367,0,0,0,0,0.14,0.802,0.358,0,0,0.0463,-1,1
0.667,0.466,0.466,0,0,0,0,0.14,0.841,0.369,0,0,0,0,0
0.667,0.595,0.595,0,0,0,0,0.14,0.854,0.434,0.149,0,0.555,0,0
0.667,0.67,0.67,0,0.562,0,0,0.14,0.841,0.569,0.792,0,0.37,0,0
1,0.913,0.913,0,0.417,0,0,0,0.941,0.993,0.391,0,0.185,0,0
1,0.501,0.501,0,0,0,0,0.14,0.762,0.617,0,0,0.174,0,0
1,0.442,0.442,0,0,0.319,0,0.14,0.71,0.392,0,0,0.324,0,0
1,0.183,0.183,0,0,0,0.55,0.14,0.671,0.182,0.147,0.123,0,0,0
1,0.0743,0.0743,0,0,0,0.0333,0.281,0.61,0.0421,0,0,0,0,0
1,0.0578,0.0578,0,0,0,0,0.281,0.61,0.0259,0,0,0.0463,0,0
1,0.0495,0.0495,0,0,0,0,0.281,0.61,0.0183,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.281,0.61,0.0165,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.417,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.633,0,0
1,0.313,0.313,0,0,0,0,0.14,0.723,0.0735,0,0,0.119,0,0
0.333,0.19,0.19,0,0,0,0,0.281,0.649,0.0524,0,0,0,0,0
0.333,0.193,0.193,0,0,0,0,0.281,0.649,0.0601,0,0,0,0,0
0.333,0.189,0.189,0,0,0.957,0,0.281,0.649,0.066,0.492,0.0341,0.0926,0,0
0.333,0.183,0.183,0,0.646,0,0.5,0.281,0.649,0.072,0.28,0.454,0,0,0
0.333,0.178,0.178,0,0,0,0.283,0.281,0.649,0.0754,0,0.359,0.0926,0,0
0.333,0.177,0.177,0,0,0,0,0.281,0.649,0.0839,0,0.728,0,0,0
0.333,0.178,0.178,0,0,0,0,0.281,0.649,0.0882,0,0.788,0.0463,0,0
0.333,0.186,0.186,0,0,0,0,0.281,0.662,0.0976,0,0.329,0.0926,0,0
0.333,0.208,0.208,0.567,0,0,0,0.281,0.682,0.119,0,0.801,0,0,0
1,0.674,0.674,0.2,0,0,0,0,0.98,0.399,0,0.608,0.127,0,0
1,0.868,0.868,0,0,0,0,0,1,0.537,0,0.503,0.278,0,0
1,0.98,0.98,0,0,0,0,0,0.98,0.752,0,0.546,0.164,0,0
1,0.913,0.913,0,0,0,0,0,0.941,0.929,0,0,0.338,0,0
1,0.501,0.501,0,0,0,0,0.14,0.762,0.592,0,0,0.185,0,0
1,0.246,0.246,0,0,0,0,0.281,0.636,0.188,0,0,0.0926,0,0
1,0.0495,0.0495,0,0,0,0.2,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.157,0,0
1,0.313,0.313,0,0,0,0,0.14,0.723,0.0735,0,0,0,0,0
0.333,0.19,0.19,0,0,0,0,0.281,0.649,0.0524,0,0,0,0,0
0.333,0.193,0.193,0,0,0,0,0.281,0.649,0.0601,0,0,0,0,0
0.333,0.189,0.189,0,0,0.638,0,0.281,0.649,0.066,0,0,0,0,0
0.333,0.183,0.183,0,0,0,0.5,0.281,0.649,0.072,0,0.227,0,0,0
0.333,0.178,0.178,0,0,0,0.55,0.281,0.649,0.0754,0,0.501,0.185,0,0
0.333,0.177,0.177,0,0,0,0,0.281,0.649,0.0839,0,0.524,0,0,0
0.333,0.178,0.178,0,0,0,0,0.281,0.649,0.0882,0,0,0.0463,0,0
0.333,0.186,0.186,0,0,0,0,0.281,0.662,0.0976,0,0,0.139,0,0
0.333,0.208,0.208,0,0,0,0,0.281,0.682,0.119,0.294,0,0.133,0,0
0.667,0.466,0.466,0,0.312,0,0,0.14,0.841,0.271,0.388,0,0.0926,0,0
1,0.868,0.868,0,0,0,0,0,1,0.537,0.691,0,0.0926,0,0
1,0.98,0.98,0,0.0208,0,0,0,0.98,0.752,0.732,0,0.185,0,0
1,0.913,0.913,0,0.625,0,0,0,0.941,0.929,0,0,0.24,0,0
1,0.501,0.501,0,0,0,0,0.14,0.762,0.592,0,0,0.244,0,0
1,0.246,0.246,0,0,0,0,0.281,0.636,0.188,0,0,0.205,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.207,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.139,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.402,0,0
1,0.251,0.251,0,0,0,0,0.14,0.684,0.0548,0,0,0.31,0,0
0.667,0.181,0.181,0.0667,0,0,0,0.281,0.642,0.0447,0,0,0.281,0,0
0.667,0.33,0.33,0.7,0,0.319,0,0.14,0.736,0.0889,0,0,0.259,0,0
0.667,0.337,0.337,0,0,0.638,0,0.14,0.736,0.104,0,0.323,0.256,0,0
0.667,0.328,0.328,0,0,0,1,0.14,0.736,0.116,0,0.297,0.0926,0,0
0.333,0.183,0.183,0,0,0,0.05,0.281,0.649,0.072,0,0.239,0.231,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0463,0,0
0.333,0.177,0.177,0,0,0,0,0.281,0.649,0.0839,0,0,0.139,0,0
0.333,0.178,0.178,0,0,0,0,0.281,0.649,0.0882,0,0,0,0,0
0.667,0.322,0.322,0,0,0,0,0.14,0.762,0.179,0,0,0,0,0
0.667,0.367,0.367,0,0,0,0,0.14,0.802,0.222,0,0,0.139,0,0
0.667,0.466,0.466,0,0,0,0,0.14,0.841,0.271,0,0,0.139,0,0
1,0.868,0.868,0,0.333,0,0,0,1,0.537,0.822,0,0,0,0
0.667,0.67,0.67,0,0.646,0,0,0.14,0.841,0.507,0.151,0,0,0,0
0.667,0.625,0.625,0,0,0,0,0.14,0.815,0.625,0,0,0.838,0,0
1,0.727,0.727,0,0,0,0,0,0.863,0.88,0,0,0.231,0,0
1,0.246,0.246,0,0,0,0,0.281,0.636,0.188,0,0,0.0463,0,0
1,0.116,0.116,0,0,0.0638,0,0.281,0.616,0.0874,0,0,0,0,0
1,0.0743,0.0743,0,0,0,0.5,0.281,0.61,0.0421,0,0.248,0.0463,0,0
1,0.0578,0.0578,0,0.0208,0,0.55,0.281,0.61,0.0259,0.503,0.307,0,0,0
1,0.0495,0.0495,0,0.625,0,0,0.281,0.61,0.0183,0.759,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.281,0.61,0.0165,0.199,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.288,0,0
0.667,0.15,0.15,0,0,0,0,0.281,0.623,0.0353,0,0,0.449,0,0
0.667,0.181,0.181,0,0,0,0,0.281,0.642,0.0447,0,0,0.368,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0463,0,0
0.333,0.189,0.189,0,0,0,0,0.281,0.649,0.066,0,0,0.0926,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0463,0,0
0.333,0.178,0.178,0,0,0,0,0.281,0.649,0.0754,0,0,0.218,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.333,0.208,0.208,0,0,0,0,0.281,0.682,0.119,0.25,0,0.185,0,0
0.667,0.258,0.258,0,0.646,0,0,0.281,0.701,0.144,0.625,0,0,0,0
0.333,0.322,0.322,0,0,0,0,0.281,0.708,0.19,0.77,0,0,0,0
0.667,0.67,0.67,0,0,0,0,0.14,0.841,0.507,0,0,0.343,0,0
1,0.913,0.913,0,0,0,0,0,0.941,0.929,0,0,0.22,0,0
1,0.501,0.501,0,0,0,0,0.14,0.762,0.592,0,0,0.226,0,0
1,0.246,0.246,0,0,0,0,0.281,0.636,0.188,0,0,0.185,0,0
1,0.0495,0.0495,0,0,0.255,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0463,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0829,0.0829,0,0,0,0,0.281,0.61,0.0259,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.196,0,0
0.667,0.181,0.181,0,0,0,0,0.281,0.642,0.0447,0,0,0.14,0,0
0.667,0.33,0.33,0,0,0,0,0.14,0.736,0.0889,0.447,0,0.126,0,0
0.667,0.337,0.337,0,0.646,0,0,0.14,0.736,0.104,0.138,0,0,0,0
0.333,0.189,0.189,0,0,0,0,0.281,0.649,0.066,0,0,0.0463,0,0
0.333,0.183,0.183,0,0,0,0,0.281,0.649,0.072,0,0,0.231,0,0
0.333,0.178,0.178,0,0,0,0,0.281,0.649,0.0754,0,0,0,0,0
0.333,0.177,0.177,0,0,0,0,0.281,0.649,0.0839,0,0,0.0926,0,0
0.333,0.178,0.178,0.25,0,0,0,0.281,0.649,0.0882,0,0,0,0,0
0.333,0.186,0.186,0,0,0,0,0.281,0.662,0.0976,0,0,0.278,0,0
0.667,0.367,0.367,0,0,0,0,0.14,0.802,0.222,0,0,0.139,0,0
0.667,0.466,0.466,0.25,0.0208,0,0,0.14,0.841,0.271,0.479,0,0,0,0
1,0.868,0.868,0,0.292,0,0,0,1,0.537,0.363,0,0.0926,0,0
1,0.98,0.98,0,0,0,0,0,0.98,0.752,0,0,0.0463,0,0
1,0.913,0.913,0,0,0,0,0,0.941,0.929,0,0,0.0463,0,0
1,0.501,0.501,0,0,0,0,0.14,0.762,0.592,0,0,0.185,0,0
1,0.246,0.246,0,0,0,0,0.281,0.636,0.188,0,0,0.185,0,0
1,0.116,0.116,0,0,0,0,0.281,0.616,0.0874,0,0,0.185,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.094,0,0
0.667,0.19,0.19,0,0,0,0,0.281,0.649,0.0727,0,0,0.191,0,0
0.667,0.337,0.337,0,0,0,0,0.14,0.736,0.166,0,0,0.573,-1,1
1,0.468,0.468,0,0,0,0,0,0.824,0.287,0,0,0.133,-1,1
1,0.449,0.449,0,0,0,0,0,0.824,0.315,0,0,0.0926,-1,1
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.185,-1,1
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.0926,-1,1
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.185,-1,1
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.16,-1,1
0.667,0.208,0.208,0,0,0,0,0.281,0.682,0.188,0,0,0.0656,-1,1
0.667,0.258,0.258,0,0,0,0,0.281,0.701,0.194,0,0,0.37,0,0
0.667,0.322,0.322,0.25,0,0,0,0.281,0.708,0.226,0,0,0,0,0
0.667,0.67,0.67,0,0,0,0,0.14,0.841,0.569,0,0,0,0,0
0.667,0.625,0.625,0,0,0,0,0.14,0.815,0.668,0,0,0.139,0,0
1,0.727,0.727,0,0,0,0,0,0.863,0.916,0,0,0.231,0,0
1,0.638,0.638,0,0,0,0,0,0.784,0.578,0,0,0.0463,0,0
1,0.183,0.183,0,0,0,0,0.14,0.671,0.182,0,0,0.0463,0,0
1,0.099,0.099,0,0,0,0,0.14,0.658,0.0811,0,0,0.0926,0,0
1,0.066,0.066,0,0,0,0,0.14,0.658,0.0436,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.281,0.61,0.0223,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.0463,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
0.667,0.181,0.181,0,0,0,0,0.281,0.642,0.0488,0,0,0,0,0
0.667,0.19,0.19,0,0,0,0,0.281,0.649,0.0727,0,0,0.179,0,0
0.667,0.337,0.337,0,0,0,0,0.14,0.736,0.166,0,0,0.129,-1,1
1,0.468,0.468,0,0,0,0,0,0.824,0.287,0,0,0.12,-1,1
1,0.449,0.449,0.25,0,0.872,0,0,0.824,0.315,0,0,0.278,-1,1
0.667,0.307,0.307,1,0,0.0851,0.433,0.14,0.736,0.231,0,0.611,0.0926,-1,1
0.667,0.305,0.305,0.267,0,0,0.35,0.14,0.736,0.272,0,0,0.0926,-1,1
0.333,0.178,0.178,0,0,0,0,0.281,0.649,0.164,0,0,0.185,-1,1
0.667,0.322,0.322,1,0,0,0,0.14,0.762,0.34,0,0,0,-1,1
0.667,0.367,0.367,0.0167,0,0,0,0.14,0.802,0.358,0,0,0,-1,1
0.667,0.466,0.466,0,0,0,0,0.14,0.841,0.369,0,0,0.0463,0,0
1,0.868,0.868,0,0,0,0,0,1,0.642,0,0,0.139,0,0
1,0.98,0.98,0,0,0,0,0,0.98,0.845,0,0,0,0,0
1,0.625,0.625,0,0,0,0,0.14,0.815,0.668,0,0,0.139,0,0
1,0.501,0.501,0,0,0,0,0.14,0.762,0.617,0,0,0.157,0,0
1,0.442,0.442,0,0,0,0,0.14,0.71,0.392,0,0,0.139,0,0
1,0.116,0.116,0,0,0,0,0.281,0.616,0.1,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.264,0,0
1,0.0578,0.0578,0,0,0,0,0.281,0.61,0.0259,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.223,0,0
1,0.0829,0.0829,0,0,0,0,0.281,0.61,0.0259,0,0,0.103,0,0
1,0.15,0.15,0,0,0.638,0,0.281,0.623,0.0353,0,0,0.257,0,0
1,0.181,0.181,0,0,0,0.5,0.281,0.642,0.0447,0,0.145,0.129,0,0
1,0.33,0.33,0,0,0,0.283,0.14,0.736,0.0889,0,0,0.181,0,0
0.667,0.193,0.193,0,0,0,0,0.281,0.649,0.0601,0,0,0.0926,0,0
0.333,0.189,0.189,0,0,0,0,0.281,0.649,0.066,0,0,0.0926,0,0
0.333,0.183,0.183,0,0,0,0,0.281,0.649,0.072,0,0,0.509,0,0
0.333,0.178,0.178,0,0,0,0,0.281,0.649,0.0754,0,0,0,0,0
0.333,0.177,0.177,0,0,0,0,0.281,0.649,0.0839,0,0,0,0,0
0.333,0.178,0.178,0,0,0,0,0.281,0.649,0.0882,0,0,0,0,0
0.333,0.186,0.186,0,0,0,0,0.281,0.662,0.0976,0,0,0.0463,0,0
0.333,0.208,0.208,0,0,0,0,0.281,0.682,0.119,0,0,0.0463,0,0
0.333,0.258,0.258,0.5,0,0,0,0.281,0.701,0.144,0,0,0,0,0
1,0.868,0.868,0,0,0,0,0,1,0.537,0,0,0.231,0,0
1,0.98,0.98,0,0,0,0,0,0.98,0.752,0,0,0.231,0,0
1,0.913,0.913,0,0,0,0,0,0.941,0.929,0,0,0.344,0,0
1,0.501,0.501,0,0,0,0,0.14,0.762,0.592,0,0,0.284,0,0
1,0.246,0.246,0,0,0,0,0.281,0.636,0.188,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.142,0,0
0.667,0.313,0.313,0,0,0,0,0.14,0.723,0.0735,0,0,0.442,0,0
0.333,0.19,0.19,0,0,0,0,0.281,0.649,0.0524,0,0,0.114,0,0
0.333,0.193,0.193,0,0,0,0,0.281,0.649,0.0601,0,0,0,0,0
0.333,0.189,0.189,0,0,0,0,0.281,0.649,0.066,0,0,0,0,0
0.333,0.183,0.183,0,0,0,0,0.281,0.649,0.072,0,0,0.231,0,0
0.667,0.307,0.307,0,0,0,0,0.14,0.736,0.135,0,0,0.278,0,0
0.667,0.305,0.305,0,0,0,0,0.14,0.736,0.152,0,0,0.278,0,0
0.333,0.178,0.178,0,0,0.319,0,0.281,0.649,0.0882,0,0,0.425,0,0
0.667,0.322,0.322,0,0,0.638,0,0.14,0.762,0.179,0,0.478,0.138,0,0
0.667,0.367,0.367,0.567,0,0,1,0.14,0.802,0.222,0,0.0134,0.0463,0,0
0.667,0.466,0.466,0.2,0,0,0.05,0.14,0.841,0.271,0.287,0,0.278,0,0
0.333,0.322,0.322,0,0.646,0.319,0,0.281,0.708,0.19,0.384,0,0.139,0,0
1,0.98,0.98,0,0.0208,0.319,0.25,0,0.98,0.752,0.643,0.409,0,0,0
1,0.913,0.913,0,0.625,0,0.533,0,0.941,0.929,0,0,0.0463,0,0
1,0.727,0.727,0,0,0,0,0,0.863,0.88,0,0,0.0463,0,0
1,0.442,0.442,0,0,0,0,0.14,0.71,0.36,0,0,0.153,0,0
1,0.183,0.183,0,0,0,0,0.14,0.671,0.159,0,0,0.0463,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.327,0,0
1,0.15,0.15,0,0,0,0,0.281,0.623,0.0353,0,0,0.308,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.333,0.19,0.19,0,0,0,0,0.281,0.649,0.0524,0,0,0,0,0
0.333,0.193,0.193,0,0,0,0,0.281,0.649,0.0601,0,0,0.0463,0,0
0.333,0.189,0.189,0,0,0,0,0.281,0.649,0.066,0,0,0.0463,0,0
0.333,0.183,0.183,0,0,0,0,0.281,0.649,0.072,0,0,0,0,0
0.333,0.178,0.178,0,0,0,0,0.281,0.649,0.0754,0,0,0.139,0,0
0.333,0.177,0.177,0,0,0,0,0.281,0.649,0.0839,0,0,0,0,0
0.333,0.178,0.178,0,0,0,0,0.281,0.649,0.0882,0,0,0.0926,0,0
0.333,0.186,0.186,0,0,0,0,0.281,0.662,0.0976,0,0,0.185,0,0
0.667,0.367,0.367,0,0,0,0,0.14,0.802,0.222,0,0,0.0463,0,0
0.667,0.466,0.466,0,0,0,0,0.14,0.841,0.271,0,0,0.0463,0,0
1,0.868,0.868,0.567,0,0,0,0,1,0.537,0,0,0.0926,0,0
1,0.98,0.98,0.45,0,0,0,0,0.98,0.752,0,0,0.0463,0,0
1,0.913,0.913,0,0,0,0,0,0.941,0.929,0,0,0.139,0,0
1,0.501,0.501,0,0,0,0,0.14,0.762,0.592,0,0,0.139,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.139,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0926,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.109,0,0
1,0.147,0.147,0,0,0,0,0.281,0.571,0.0316,0,0,0.134,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.181,0.181,0,0,0,0,0.281,0.591,0.0578,0,0,0.422,0,0
0.667,0.175,0.175,0,0,0,0,0.281,0.591,0.0629,0,0,0.134,0,0
0.667,0.171,0.171,0,0,0,0,0.281,0.591,0.0658,0,0,0.148,0,0
0.667,0.169,0.169,0,0,0,0,0.281,0.591,0.073,0,0,0,0,0
0.667,0.17,0.17,0,0,0,0,0.281,0.591,0.0767,0,0,0,0,0
0.667,0.298,0.298,0.117,0,0,0,0.14,0.642,0.153,0,0,0.0926,0,0
1,0.464,0.464,0.6,0,0,0,0,0.728,0.277,0,0,0.278,0,0
1,0.567,0.567,0,0,0,0,0,0.774,0.34,0,0,0.417,0,0
1,0.736,0.736,0,0,0,0,0,0.79,0.457,0,0,0.231,0,0
1,0.895,0.895,0,0,0,0,0,0.774,0.64,0.329,0,0,0,0
1,0.928,0.928,0,0.625,0,0,0,0.744,0.791,0.576,0,0.0463,0,0
1,0.807,0.807,0,0,0,0,0,0.682,0.749,0.677,0,0,0,0
1,0.35,0.35,0,0,0,0,0.14,0.6,0.307,0.111,0,0.278,0,0
1,0.116,0.116,0,0,0,0,0.281,0.565,0.0759,0,0,0.385,0,0
1,0.0743,0.0743,0,0,0,0,0.281,0.56,0.0374,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0463,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0673,0,0
0.667,0.114,0.114,0.117,0,0,0,0.14,0.559,0.0314,0,0,0.238,0,0
0.667,0.245,0.245,0.117,0,0,0,0.14,0.58,0.0474,0,0,0.0161,0,0
0.333,0.177,0.177,0,0,0,0,0.281,0.586,0.0396,0,0,0,0,0
0.333,0.184,0.184,0,0,0,0,0.281,0.591,0.0462,0,0,0.471,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.37,0,0
0.333,0.181,0.181,0,0,0,0,0.281,0.591,0.0578,0,0,0.0926,0,0
0.333,0.175,0.175,0,0,0,0,0.281,0.591,0.0629,0,0,0.324,0,0
0.333,0.171,0.171,0,0,0,0,0.281,0.591,0.0658,0,0,0.139,0,0
0.333,0.169,0.169,0,0,0,0,0.281,0.591,0.073,0,0,0,0,0
0.333,0.17,0.17,0.617,0,0,0,0.281,0.591,0.0767,0,0,0.0463,0,0
0.667,0.298,0.298,0.35,0,0,0,0.14,0.642,0.153,0,0,0,0,0
0.667,0.326,0.326,0,0,0,0,0.14,0.673,0.19,0,0,0.0463,0,0
0.667,0.395,0.395,0,0,0,0,0.14,0.704,0.232,0,0,0.185,0,0
1,0.736,0.736,0.233,0,0,0,0,0.79,0.457,0,0,0.185,0,0
1,0.895,0.895,0,0,0,0,0,0.774,0.64,0.11,0,0.139,0,0
1,0.928,0.928,0,0.396,0,0,0,0.744,0.791,0.641,0,0.0463,0,0
1,0.807,0.807,0,0.229,0,0,0,0.682,0.749,0.774,0,0.0463,0,0
1,0.5,0.5,0,0,0,0,0,0.62,0.453,0.7,0,0.375,0,0
1,0.116,0.116,0,0,0,0,0.281,0.565,0.0759,0.612,0,0.132,0,0
